[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:window_8x8] epoch=045/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.092484 train_mle=2.448m best=1.092484 bad=0/8
[MKG-ablation:window_8x8] epoch=046/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.164772 train_mle=2.549m best=1.092484 bad=1/8
[MKG-ablation:window_8x8] epoch=047/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.049536 train_mle=2.359m best=1.049536 bad=0/8
[MKG-ablation:window_8x8] epoch=048/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=0.953502 train_mle=2.201m best=0.953502 bad=0/8
[MKG-ablation:window_8x8] epoch=049/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.004991 train_mle=2.290m best=0.953502 bad=1/8
[MKG-ablation:window_8x8] epoch=050/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=0.995171 train_mle=2.282m best=0.953502 bad=2/8
[MKG-ablation:window_8x8] epoch=051/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=0.935681 train_mle=2.153m best=0.935681 bad=0/8
[MKG-ablation:window_8x8] epoch=052/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=0.829596 train_mle=1.986m best=0.829596 bad=0/8
[MKG-ablation:window_8x8] epoch=053/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=0.929028 train_mle=2.163m best=0.829596 bad=1/8
[MKG-ablation:window_8x8] epoch=054/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=0.948530 train_mle=2.197m best=0.829596 bad=2/8
[MKG-ablation:window_8x8] epoch=055/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=0.917762 train_mle=2.138m best=0.829596 bad=3/8
[MKG-ablation:window_8x8] epoch=056/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=1.030054 train_mle=2.316m best=0.829596 bad=4/8
[MKG-ablation:window_8x8] epoch=057/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=0.858631 train_mle=2.034m best=0.829596 bad=5/8
[MKG-ablation:window_8x8] epoch=058/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=0.759042 train_mle=1.868m best=0.759042 bad=0/8
[MKG-ablation:window_8x8] epoch=059/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=0.743335 train_mle=1.843m best=0.743335 bad=0/8
[MKG-ablation:window_8x8] epoch=060/60 pipeline=MKG grid=8x8 decoder=softms gru=full train_loss=0.769124 train_mle=1.870m best=0.743335 bad=1/8
{"MLE_m": 9.261872909052686, "MedLE_m": 8.52098140322991, "P90_m": 16.865287323900297, "P95_m": 19.960928573288594, "P99_m": 23.827264083800422, "CVaR90_m": 20.333856078021206, "LSR@5_pct": 25.263620386643233, "LSR@10_pct": 59.3585237258348, "LSR@15_pct": 85.1493848857645, "LSR@20_pct": 95.03514938488577, "Route": "route_B", "VisualMLE_m": 8.798273483334928, "Latency_ms_per_frame": 13.92038767756803, "FPS": 71.83707976836358, "PeakCUDAAllocated_MB": 118.74365234375, "Jitter_m": 0.0, "CandidateCount": 64, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/window_8x8/jitter_0m/route_B_frames.csv"}
{"MLE_m": 7.626639166182911, "MedLE_m": 6.292270734141149, "P90_m": 15.625437193500813, "P95_m": 17.878813434339094, "P99_m": 21.58094435004534, "CVaR90_m": 18.53208233016964, "LSR@5_pct": 40.4610492845787, "LSR@10_pct": 69.0779014308426, "LSR@15_pct": 88.23529411764706, "LSR@20_pct": 97.77424483306835, "Route": "route_C", "VisualMLE_m": 7.7410641003883365, "Latency_ms_per_frame": 13.230583478252218, "FPS": 75.58245648377873, "PeakCUDAAllocated_MB": 118.74365234375, "Jitter_m": 0.0, "CandidateCount": 64, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/window_8x8/jitter_0m/route_C_frames.csv"}
