[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:seed_456] epoch=039/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.941217 train_mle=2.169m best=0.817184 bad=1/8
[MKG-ablation:seed_456] epoch=040/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.776311 train_mle=1.874m best=0.776311 bad=0/8
[MKG-ablation:seed_456] epoch=041/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.766989 train_mle=1.877m best=0.766989 bad=0/8
[MKG-ablation:seed_456] epoch=042/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.766751 train_mle=1.875m best=0.766751 bad=0/8
[MKG-ablation:seed_456] epoch=043/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.645989 train_mle=1.651m best=0.645989 bad=0/8
[MKG-ablation:seed_456] epoch=044/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.683150 train_mle=1.738m best=0.645989 bad=1/8
[MKG-ablation:seed_456] epoch=045/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.617910 train_mle=1.610m best=0.617910 bad=0/8
[MKG-ablation:seed_456] epoch=046/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.598996 train_mle=1.573m best=0.598996 bad=0/8
[MKG-ablation:seed_456] epoch=047/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.613073 train_mle=1.594m best=0.598996 bad=1/8
[MKG-ablation:seed_456] epoch=048/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.540679 train_mle=1.479m best=0.540679 bad=0/8
[MKG-ablation:seed_456] epoch=049/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.707736 train_mle=1.751m best=0.540679 bad=1/8
[MKG-ablation:seed_456] epoch=050/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.570296 train_mle=1.529m best=0.540679 bad=2/8
[MKG-ablation:seed_456] epoch=051/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.491865 train_mle=1.380m best=0.491865 bad=0/8
[MKG-ablation:seed_456] epoch=052/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.531275 train_mle=1.445m best=0.491865 bad=1/8
[MKG-ablation:seed_456] epoch=053/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.506215 train_mle=1.399m best=0.491865 bad=2/8
[MKG-ablation:seed_456] epoch=054/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.519927 train_mle=1.430m best=0.491865 bad=3/8
[MKG-ablation:seed_456] epoch=055/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.490959 train_mle=1.383m best=0.490959 bad=0/8
[MKG-ablation:seed_456] epoch=056/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.568850 train_mle=1.515m best=0.490959 bad=1/8
[MKG-ablation:seed_456] epoch=057/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.520368 train_mle=1.440m best=0.490959 bad=2/8
[MKG-ablation:seed_456] epoch=058/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.439330 train_mle=1.281m best=0.439330 bad=0/8
[MKG-ablation:seed_456] epoch=059/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.489283 train_mle=1.374m best=0.439330 bad=1/8
[MKG-ablation:seed_456] epoch=060/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.492907 train_mle=1.379m best=0.439330 bad=2/8
{"MLE_m": 6.408901361275365, "MedLE_m": 5.464329439740691, "P90_m": 12.664924689597731, "P95_m": 15.61162509709121, "P99_m": 19.825136776732844, "CVaR90_m": 16.26663933860674, "LSR@5_pct": 45.650263620386646, "LSR@10_pct": 81.195079086116, "LSR@15_pct": 94.15641476274165, "LSR@20_pct": 99.12126537785588, "Route": "route_B", "VisualMLE_m": 6.550177711806255, "Latency_ms_per_frame": 9.42926274192497, "FPS": 106.05283014903574, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/seed_456/jitter_0m/route_B_frames.csv"}
{"MLE_m": 5.91491574882458, "MedLE_m": 4.250890988810053, "P90_m": 14.02892863796344, "P95_m": 16.343626696054866, "P99_m": 18.236245831022384, "CVaR90_m": 16.562453975151346, "LSR@5_pct": 56.04133545310016, "LSR@10_pct": 81.637519872814, "LSR@15_pct": 91.33545310015899, "LSR@20_pct": 99.68203497615262, "Route": "route_C", "VisualMLE_m": 6.0345389904671265, "Latency_ms_per_frame": 9.465276013095847, "FPS": 105.64932270505716, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/seed_456/jitter_0m/route_C_frames.csv"}
