[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:window_4x4] epoch=041/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.744410 train_mle=1.834m best=0.744410 bad=0/8
[MKG-ablation:window_4x4] epoch=042/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.793139 train_mle=1.915m best=0.744410 bad=1/8
[MKG-ablation:window_4x4] epoch=043/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.754350 train_mle=1.828m best=0.744410 bad=2/8
[MKG-ablation:window_4x4] epoch=044/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.714768 train_mle=1.765m best=0.714768 bad=0/8
[MKG-ablation:window_4x4] epoch=045/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.674117 train_mle=1.703m best=0.674117 bad=0/8
[MKG-ablation:window_4x4] epoch=046/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.666254 train_mle=1.681m best=0.666254 bad=0/8
[MKG-ablation:window_4x4] epoch=047/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.686580 train_mle=1.738m best=0.666254 bad=1/8
[MKG-ablation:window_4x4] epoch=048/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.591126 train_mle=1.554m best=0.591126 bad=0/8
[MKG-ablation:window_4x4] epoch=049/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.553610 train_mle=1.486m best=0.553610 bad=0/8
[MKG-ablation:window_4x4] epoch=050/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.649389 train_mle=1.634m best=0.553610 bad=1/8
[MKG-ablation:window_4x4] epoch=051/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.661794 train_mle=1.672m best=0.553610 bad=2/8
[MKG-ablation:window_4x4] epoch=052/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.547069 train_mle=1.477m best=0.547069 bad=0/8
[MKG-ablation:window_4x4] epoch=053/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.508095 train_mle=1.404m best=0.508095 bad=0/8
[MKG-ablation:window_4x4] epoch=054/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.552546 train_mle=1.480m best=0.508095 bad=1/8
[MKG-ablation:window_4x4] epoch=055/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.511491 train_mle=1.398m best=0.508095 bad=2/8
[MKG-ablation:window_4x4] epoch=056/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.524293 train_mle=1.437m best=0.508095 bad=3/8
[MKG-ablation:window_4x4] epoch=057/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.481485 train_mle=1.357m best=0.481485 bad=0/8
[MKG-ablation:window_4x4] epoch=058/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.520089 train_mle=1.422m best=0.481485 bad=1/8
[MKG-ablation:window_4x4] epoch=059/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.464423 train_mle=1.319m best=0.464423 bad=0/8
[MKG-ablation:window_4x4] epoch=060/60 pipeline=MKG grid=4x4 decoder=softms gru=full train_loss=0.428993 train_mle=1.262m best=0.428993 bad=0/8
{"MLE_m": 4.196666863303522, "MedLE_m": 3.7261654263249584, "P90_m": 7.806663057277786, "P95_m": 9.182127685340319, "P99_m": 11.34351351589047, "CVaR90_m": 9.4330328367389, "LSR@5_pct": 67.39894551845342, "LSR@10_pct": 96.92442882249561, "LSR@15_pct": 100.0, "LSR@20_pct": 100.0, "Route": "route_B", "VisualMLE_m": 4.732795673250237, "Latency_ms_per_frame": 6.086999837508988, "FPS": 164.2845452102451, "PeakCUDAAllocated_MB": 118.39794921875, "Jitter_m": 0.0, "CandidateCount": 16, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/window_4x4/jitter_0m/route_B_frames.csv"}
{"MLE_m": 3.4655417895339635, "MedLE_m": 2.9572943862592953, "P90_m": 6.491963444713191, "P95_m": 7.57282509999396, "P99_m": 10.194232984169359, "CVaR90_m": 7.997453949303689, "LSR@5_pct": 75.9141494435612, "LSR@10_pct": 98.80763116057234, "LSR@15_pct": 100.0, "LSR@20_pct": 100.0, "Route": "route_C", "VisualMLE_m": 4.699042342136919, "Latency_ms_per_frame": 6.715191814594172, "FPS": 148.91607382334087, "PeakCUDAAllocated_MB": 118.39794921875, "Jitter_m": 0.0, "CandidateCount": 16, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/window_4x4/jitter_0m/route_C_frames.csv"}
