[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:gru_no_temporal_mean] epoch=026/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.877651 train_mle=3.641m best=1.877651 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=027/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.724783 train_mle=3.417m best=1.724783 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=028/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.624553 train_mle=3.275m best=1.624553 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=029/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.557384 train_mle=3.166m best=1.557384 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=030/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.592271 train_mle=3.220m best=1.557384 bad=1/8
[MKG-ablation:gru_no_temporal_mean] epoch=031/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.389568 train_mle=2.903m best=1.389568 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=032/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.330584 train_mle=2.823m best=1.330584 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=033/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.228735 train_mle=2.668m best=1.228735 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=034/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.177116 train_mle=2.583m best=1.177116 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=035/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.133382 train_mle=2.517m best=1.133382 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=036/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.115379 train_mle=2.499m best=1.115379 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=037/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.016647 train_mle=2.329m best=1.016647 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=038/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.971791 train_mle=2.244m best=0.971791 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=039/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.903491 train_mle=2.120m best=0.903491 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=040/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.108035 train_mle=2.458m best=0.903491 bad=1/8
[MKG-ablation:gru_no_temporal_mean] epoch=041/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.967626 train_mle=2.234m best=0.903491 bad=2/8
[MKG-ablation:gru_no_temporal_mean] epoch=042/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.907134 train_mle=2.125m best=0.903491 bad=3/8
[MKG-ablation:gru_no_temporal_mean] epoch=043/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.916001 train_mle=2.138m best=0.903491 bad=4/8
[MKG-ablation:gru_no_temporal_mean] epoch=044/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=1.129180 train_mle=2.463m best=0.903491 bad=5/8
[MKG-ablation:gru_no_temporal_mean] epoch=045/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.796775 train_mle=1.934m best=0.796775 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=046/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.815668 train_mle=1.951m best=0.796775 bad=1/8
[MKG-ablation:gru_no_temporal_mean] epoch=047/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.750801 train_mle=1.847m best=0.750801 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=048/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.754622 train_mle=1.845m best=0.750801 bad=1/8
[MKG-ablation:gru_no_temporal_mean] epoch=049/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.742571 train_mle=1.824m best=0.742571 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=050/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.681964 train_mle=1.728m best=0.681964 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=051/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.699863 train_mle=1.753m best=0.681964 bad=1/8
[MKG-ablation:gru_no_temporal_mean] epoch=052/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.680294 train_mle=1.725m best=0.680294 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=053/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.705449 train_mle=1.740m best=0.680294 bad=1/8
[MKG-ablation:gru_no_temporal_mean] epoch=054/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.721595 train_mle=1.790m best=0.680294 bad=2/8
[MKG-ablation:gru_no_temporal_mean] epoch=055/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.616581 train_mle=1.607m best=0.616581 bad=0/8
[MKG-ablation:gru_no_temporal_mean] epoch=056/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.697247 train_mle=1.751m best=0.616581 bad=1/8
[MKG-ablation:gru_no_temporal_mean] epoch=057/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.634051 train_mle=1.640m best=0.616581 bad=2/8
[MKG-ablation:gru_no_temporal_mean] epoch=058/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.732165 train_mle=1.800m best=0.616581 bad=3/8
[MKG-ablation:gru_no_temporal_mean] epoch=059/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.679380 train_mle=1.725m best=0.616581 bad=4/8
[MKG-ablation:gru_no_temporal_mean] epoch=060/60 pipeline=MKG grid=6x6 decoder=softms gru=no_temporal_mean train_loss=0.587297 train_mle=1.541m best=0.587297 bad=0/8
{"MLE_m": 6.701398456789015, "MedLE_m": 5.866505606646836, "P90_m": 12.663982990390066, "P95_m": 15.227116039326498, "P99_m": 20.523544102512467, "CVaR90_m": 16.213491496238277, "LSR@5_pct": 41.73989455184534, "LSR@10_pct": 79.87697715289983, "LSR@15_pct": 94.59578207381371, "LSR@20_pct": 98.3743409490334, "Route": "route_B", "VisualMLE_m": 6.550177711806255, "Latency_ms_per_frame": 8.909645541506809, "FPS": 112.2379106263389, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/gru_no_temporal_mean/jitter_0m/route_B_frames.csv"}
{"MLE_m": 6.333946433297782, "MedLE_m": 4.780608351738507, "P90_m": 13.53784406125723, "P95_m": 16.228696187711407, "P99_m": 19.65431723479893, "CVaR90_m": 16.61883378309563, "LSR@5_pct": 52.702702702702695, "LSR@10_pct": 79.09379968203497, "LSR@15_pct": 92.36883942766295, "LSR@20_pct": 98.96661367249602, "Route": "route_C", "VisualMLE_m": 6.0345389904671265, "Latency_ms_per_frame": 9.8911193231688, "FPS": 101.10079226904239, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/gru_no_temporal_mean/jitter_0m/route_C_frames.csv"}
