[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:gru_no_variance] epoch=016/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=2.385227 train_mle=4.363m best=2.385227 bad=0/8
[MKG-ablation:gru_no_variance] epoch=017/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=2.371824 train_mle=4.334m best=2.371824 bad=0/8
[MKG-ablation:gru_no_variance] epoch=018/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=2.421229 train_mle=4.438m best=2.371824 bad=1/8
[MKG-ablation:gru_no_variance] epoch=019/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=2.373953 train_mle=4.375m best=2.371824 bad=2/8
[MKG-ablation:gru_no_variance] epoch=020/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=2.300434 train_mle=4.240m best=2.300434 bad=0/8
[MKG-ablation:gru_no_variance] epoch=021/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=2.327416 train_mle=4.288m best=2.300434 bad=1/8
[MKG-ablation:gru_no_variance] epoch=022/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=2.336575 train_mle=4.341m best=2.300434 bad=2/8
[MKG-ablation:gru_no_variance] epoch=023/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=2.197898 train_mle=4.137m best=2.197898 bad=0/8
[MKG-ablation:gru_no_variance] epoch=024/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=2.100546 train_mle=3.963m best=2.100546 bad=0/8
[MKG-ablation:gru_no_variance] epoch=025/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=2.013265 train_mle=3.827m best=2.013265 bad=0/8
[MKG-ablation:gru_no_variance] epoch=026/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.910205 train_mle=3.687m best=1.910205 bad=0/8
[MKG-ablation:gru_no_variance] epoch=027/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.717863 train_mle=3.440m best=1.717863 bad=0/8
[MKG-ablation:gru_no_variance] epoch=028/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.606035 train_mle=3.259m best=1.606035 bad=0/8
[MKG-ablation:gru_no_variance] epoch=029/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.838022 train_mle=3.665m best=1.606035 bad=1/8
[MKG-ablation:gru_no_variance] epoch=030/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.766386 train_mle=3.532m best=1.606035 bad=2/8
[MKG-ablation:gru_no_variance] epoch=031/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.542041 train_mle=3.150m best=1.542041 bad=0/8
[MKG-ablation:gru_no_variance] epoch=032/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.431603 train_mle=2.991m best=1.431603 bad=0/8
[MKG-ablation:gru_no_variance] epoch=033/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.354916 train_mle=2.858m best=1.354916 bad=0/8
[MKG-ablation:gru_no_variance] epoch=034/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.247066 train_mle=2.692m best=1.247066 bad=0/8
[MKG-ablation:gru_no_variance] epoch=035/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.344815 train_mle=2.873m best=1.247066 bad=1/8
[MKG-ablation:gru_no_variance] epoch=036/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.222778 train_mle=2.664m best=1.222778 bad=0/8
[MKG-ablation:gru_no_variance] epoch=037/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.362045 train_mle=2.905m best=1.222778 bad=1/8
[MKG-ablation:gru_no_variance] epoch=038/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.176447 train_mle=2.589m best=1.176447 bad=0/8
[MKG-ablation:gru_no_variance] epoch=039/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.299961 train_mle=2.782m best=1.176447 bad=1/8
[MKG-ablation:gru_no_variance] epoch=040/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.300984 train_mle=2.760m best=1.176447 bad=2/8
[MKG-ablation:gru_no_variance] epoch=041/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.066828 train_mle=2.385m best=1.066828 bad=0/8
[MKG-ablation:gru_no_variance] epoch=042/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.997125 train_mle=2.279m best=0.997125 bad=0/8
[MKG-ablation:gru_no_variance] epoch=043/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=1.143340 train_mle=2.489m best=0.997125 bad=1/8
[MKG-ablation:gru_no_variance] epoch=044/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.926723 train_mle=2.154m best=0.926723 bad=0/8
[MKG-ablation:gru_no_variance] epoch=045/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.954406 train_mle=2.203m best=0.926723 bad=1/8
[MKG-ablation:gru_no_variance] epoch=046/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.862360 train_mle=2.054m best=0.862360 bad=0/8
[MKG-ablation:gru_no_variance] epoch=047/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.952492 train_mle=2.199m best=0.862360 bad=1/8
[MKG-ablation:gru_no_variance] epoch=048/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.938257 train_mle=2.148m best=0.862360 bad=2/8
[MKG-ablation:gru_no_variance] epoch=049/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.808119 train_mle=1.936m best=0.808119 bad=0/8
[MKG-ablation:gru_no_variance] epoch=050/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.752095 train_mle=1.849m best=0.752095 bad=0/8
[MKG-ablation:gru_no_variance] epoch=051/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.978272 train_mle=2.206m best=0.752095 bad=1/8
[MKG-ablation:gru_no_variance] epoch=052/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.653800 train_mle=1.675m best=0.653800 bad=0/8
[MKG-ablation:gru_no_variance] epoch=053/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.684767 train_mle=1.716m best=0.653800 bad=1/8
[MKG-ablation:gru_no_variance] epoch=054/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.712595 train_mle=1.771m best=0.653800 bad=2/8
[MKG-ablation:gru_no_variance] epoch=055/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.676043 train_mle=1.698m best=0.653800 bad=3/8
[MKG-ablation:gru_no_variance] epoch=056/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.690281 train_mle=1.713m best=0.653800 bad=4/8
[MKG-ablation:gru_no_variance] epoch=057/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.578205 train_mle=1.533m best=0.578205 bad=0/8
[MKG-ablation:gru_no_variance] epoch=058/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.565012 train_mle=1.498m best=0.565012 bad=0/8
[MKG-ablation:gru_no_variance] epoch=059/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.619977 train_mle=1.607m best=0.565012 bad=1/8
[MKG-ablation:gru_no_variance] epoch=060/60 pipeline=MKG grid=6x6 decoder=softms gru=no_variance train_loss=0.565346 train_mle=1.502m best=0.565012 bad=2/8
{"MLE_m": 6.980509243059115, "MedLE_m": 6.301216589980246, "P90_m": 13.12174964040723, "P95_m": 15.551116608833619, "P99_m": 19.38952827942381, "CVaR90_m": 15.990487038938129, "LSR@5_pct": 37.91739894551846, "LSR@10_pct": 76.84534270650263, "LSR@15_pct": 94.24428822495607, "LSR@20_pct": 99.42882249560633, "Route": "route_B", "VisualMLE_m": 6.550177711806255, "Latency_ms_per_frame": 9.476515034017527, "FPS": 105.52402401202696, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/gru_no_variance/jitter_0m/route_B_frames.csv"}
{"MLE_m": 6.854562612817216, "MedLE_m": 5.939739786760235, "P90_m": 13.973882447529656, "P95_m": 15.649996308308427, "P99_m": 17.83180679212513, "CVaR90_m": 15.848520163138382, "LSR@5_pct": 41.971383147853736, "LSR@10_pct": 75.11923688394276, "LSR@15_pct": 93.32273449920508, "LSR@20_pct": 100.0, "Route": "route_C", "VisualMLE_m": 6.0345389904671265, "Latency_ms_per_frame": 9.217390579744835, "FPS": 108.49057456646075, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/gru_no_variance/jitter_0m/route_C_frames.csv"}
