[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:gru_no_xy] epoch=042/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.779708 train_mle=1.894m best=0.779708 bad=0/8
[MKG-ablation:gru_no_xy] epoch=043/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.735524 train_mle=1.835m best=0.735524 bad=0/8
[MKG-ablation:gru_no_xy] epoch=044/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.717686 train_mle=1.804m best=0.717686 bad=0/8
[MKG-ablation:gru_no_xy] epoch=045/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.610308 train_mle=1.599m best=0.610308 bad=0/8
[MKG-ablation:gru_no_xy] epoch=046/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.625467 train_mle=1.625m best=0.610308 bad=1/8
[MKG-ablation:gru_no_xy] epoch=047/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.655602 train_mle=1.685m best=0.610308 bad=2/8
[MKG-ablation:gru_no_xy] epoch=048/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.599391 train_mle=1.575m best=0.599391 bad=0/8
[MKG-ablation:gru_no_xy] epoch=049/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.763223 train_mle=1.840m best=0.599391 bad=1/8
[MKG-ablation:gru_no_xy] epoch=050/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.605698 train_mle=1.594m best=0.599391 bad=2/8
[MKG-ablation:gru_no_xy] epoch=051/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.448113 train_mle=1.292m best=0.448113 bad=0/8
[MKG-ablation:gru_no_xy] epoch=052/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.518666 train_mle=1.427m best=0.448113 bad=1/8
[MKG-ablation:gru_no_xy] epoch=053/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.467485 train_mle=1.327m best=0.448113 bad=2/8
[MKG-ablation:gru_no_xy] epoch=054/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.465226 train_mle=1.320m best=0.448113 bad=3/8
[MKG-ablation:gru_no_xy] epoch=055/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.411205 train_mle=1.212m best=0.411205 bad=0/8
[MKG-ablation:gru_no_xy] epoch=056/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.388380 train_mle=1.171m best=0.388380 bad=0/8
[MKG-ablation:gru_no_xy] epoch=057/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.425042 train_mle=1.254m best=0.388380 bad=1/8
[MKG-ablation:gru_no_xy] epoch=058/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.482580 train_mle=1.370m best=0.388380 bad=2/8
[MKG-ablation:gru_no_xy] epoch=059/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.439361 train_mle=1.272m best=0.388380 bad=3/8
[MKG-ablation:gru_no_xy] epoch=060/60 pipeline=MKG grid=6x6 decoder=softms gru=no_xy train_loss=0.362927 train_mle=1.123m best=0.362927 bad=0/8
{"MLE_m": 6.233974051580197, "MedLE_m": 5.597844093099544, "P90_m": 11.808121478698855, "P95_m": 13.697525906218315, "P99_m": 16.707674453292366, "CVaR90_m": 13.99875644944716, "LSR@5_pct": 44.244288224956065, "LSR@10_pct": 82.86467486818981, "LSR@15_pct": 97.75922671353251, "LSR@20_pct": 99.95606326889279, "Route": "route_B", "VisualMLE_m": 6.550177711806255, "Latency_ms_per_frame": 9.392687523524415, "FPS": 106.46580092177604, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/gru_no_xy/jitter_0m/route_B_frames.csv"}
{"MLE_m": 5.89061929003639, "MedLE_m": 4.732251208658324, "P90_m": 12.384398106091453, "P95_m": 13.868421424823655, "P99_m": 15.867638500929953, "CVaR90_m": 14.293206235187515, "LSR@5_pct": 52.861685214626384, "LSR@10_pct": 82.27344992050874, "LSR@15_pct": 97.61526232114467, "LSR@20_pct": 100.0, "Route": "route_C", "VisualMLE_m": 6.0345389904671265, "Latency_ms_per_frame": 9.314229532622, "FPS": 107.36261077715734, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/gru_no_xy/jitter_0m/route_C_frames.csv"}
