[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:bandwidth_4m] epoch=033/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.331449 train_mle=2.812m best=1.241214 bad=1/8
[MKG-ablation:bandwidth_4m] epoch=034/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.149933 train_mle=2.533m best=1.149933 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=035/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.166427 train_mle=2.552m best=1.149933 bad=1/8
[MKG-ablation:bandwidth_4m] epoch=036/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.294952 train_mle=2.772m best=1.149933 bad=2/8
[MKG-ablation:bandwidth_4m] epoch=037/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.022683 train_mle=2.309m best=1.022683 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=038/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.037586 train_mle=2.326m best=1.022683 bad=1/8
[MKG-ablation:bandwidth_4m] epoch=039/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.085180 train_mle=2.406m best=1.022683 bad=2/8
[MKG-ablation:bandwidth_4m] epoch=040/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.092918 train_mle=2.446m best=1.022683 bad=3/8
[MKG-ablation:bandwidth_4m] epoch=041/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.977057 train_mle=2.237m best=0.977057 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=042/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.858940 train_mle=2.024m best=0.858940 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=043/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.906907 train_mle=2.132m best=0.858940 bad=1/8
[MKG-ablation:bandwidth_4m] epoch=044/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.792103 train_mle=1.900m best=0.792103 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=045/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.688101 train_mle=1.729m best=0.688101 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=046/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.659734 train_mle=1.664m best=0.659734 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=047/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.671705 train_mle=1.697m best=0.659734 bad=1/8
[MKG-ablation:bandwidth_4m] epoch=048/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.657292 train_mle=1.667m best=0.657292 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=049/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.658273 train_mle=1.673m best=0.657292 bad=1/8
[MKG-ablation:bandwidth_4m] epoch=050/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.679872 train_mle=1.704m best=0.657292 bad=2/8
[MKG-ablation:bandwidth_4m] epoch=051/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.719069 train_mle=1.774m best=0.657292 bad=3/8
[MKG-ablation:bandwidth_4m] epoch=052/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.569756 train_mle=1.526m best=0.569756 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=053/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.511386 train_mle=1.421m best=0.511386 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=054/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.501944 train_mle=1.394m best=0.501944 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=055/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.554033 train_mle=1.491m best=0.501944 bad=1/8
[MKG-ablation:bandwidth_4m] epoch=056/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.642679 train_mle=1.639m best=0.501944 bad=2/8
[MKG-ablation:bandwidth_4m] epoch=057/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.437517 train_mle=1.261m best=0.437517 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=058/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.390071 train_mle=1.190m best=0.390071 bad=0/8
[MKG-ablation:bandwidth_4m] epoch=059/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.435631 train_mle=1.267m best=0.390071 bad=1/8
[MKG-ablation:bandwidth_4m] epoch=060/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.469228 train_mle=1.342m best=0.390071 bad=2/8
{"MLE_m": 6.626265178388764, "MedLE_m": 5.884923214914064, "P90_m": 12.77121382976965, "P95_m": 15.40451288842255, "P99_m": 18.395894395371464, "CVaR90_m": 15.618705791571784, "LSR@5_pct": 42.39894551845343, "LSR@10_pct": 79.13005272407733, "LSR@15_pct": 94.33216168717048, "LSR@20_pct": 99.86818980667839, "Route": "route_B", "VisualMLE_m": 6.659088256351984, "Latency_ms_per_frame": 11.490270936403851, "FPS": 87.03014972708498, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/bandwidth_4m/jitter_0m/route_B_frames.csv"}
{"MLE_m": 5.845438114937101, "MedLE_m": 4.6407227533616355, "P90_m": 12.343330659724947, "P95_m": 14.146346488307001, "P99_m": 16.644761200560932, "CVaR90_m": 14.591226028365949, "LSR@5_pct": 53.97456279809221, "LSR@10_pct": 80.9220985691574, "LSR@15_pct": 96.26391096979332, "LSR@20_pct": 99.84101748807632, "Route": "route_C", "VisualMLE_m": 6.00993564284936, "Latency_ms_per_frame": 11.523118875606034, "FPS": 86.78206055106823, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/bandwidth_4m/jitter_0m/route_C_frames.csv"}
