[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:bandwidth_12m] epoch=016/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.253254 train_mle=4.129m best=2.253254 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=017/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.206844 train_mle=4.074m best=2.206844 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=018/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.182117 train_mle=4.043m best=2.182117 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=019/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.121010 train_mle=3.982m best=2.121010 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=020/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.044440 train_mle=3.874m best=2.044440 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=021/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=2.099568 train_mle=3.965m best=2.044440 bad=1/8
[MKG-ablation:bandwidth_12m] epoch=022/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.961796 train_mle=3.796m best=1.961796 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=023/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.922232 train_mle=3.720m best=1.922232 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=024/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.785349 train_mle=3.510m best=1.785349 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=025/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.644947 train_mle=3.302m best=1.644947 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=026/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.681115 train_mle=3.325m best=1.644947 bad=1/8
[MKG-ablation:bandwidth_12m] epoch=027/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.498387 train_mle=3.064m best=1.498387 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=028/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.439175 train_mle=2.990m best=1.439175 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=029/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.352595 train_mle=2.829m best=1.352595 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=030/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.404627 train_mle=2.929m best=1.352595 bad=1/8
[MKG-ablation:bandwidth_12m] epoch=031/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.190422 train_mle=2.574m best=1.190422 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=032/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.105870 train_mle=2.460m best=1.105870 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=033/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.114178 train_mle=2.472m best=1.105870 bad=1/8
[MKG-ablation:bandwidth_12m] epoch=034/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.147177 train_mle=2.509m best=1.105870 bad=2/8
[MKG-ablation:bandwidth_12m] epoch=035/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.055453 train_mle=2.357m best=1.055453 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=036/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.039538 train_mle=2.327m best=1.039538 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=037/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.015333 train_mle=2.282m best=1.015333 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=038/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=1.152219 train_mle=2.504m best=1.015333 bad=1/8
[MKG-ablation:bandwidth_12m] epoch=039/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.863236 train_mle=2.033m best=0.863236 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=040/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.763254 train_mle=1.877m best=0.763254 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=041/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.724515 train_mle=1.810m best=0.724515 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=042/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.739270 train_mle=1.828m best=0.724515 bad=1/8
[MKG-ablation:bandwidth_12m] epoch=043/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.787712 train_mle=1.909m best=0.724515 bad=2/8
[MKG-ablation:bandwidth_12m] epoch=044/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.705765 train_mle=1.762m best=0.705765 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=045/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.659254 train_mle=1.689m best=0.659254 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=046/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.729320 train_mle=1.811m best=0.659254 bad=1/8
[MKG-ablation:bandwidth_12m] epoch=047/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.690831 train_mle=1.737m best=0.659254 bad=2/8
[MKG-ablation:bandwidth_12m] epoch=048/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.718767 train_mle=1.791m best=0.659254 bad=3/8
[MKG-ablation:bandwidth_12m] epoch=049/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.683137 train_mle=1.732m best=0.659254 bad=4/8
[MKG-ablation:bandwidth_12m] epoch=050/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.647252 train_mle=1.656m best=0.647252 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=051/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.599671 train_mle=1.573m best=0.599671 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=052/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.577174 train_mle=1.534m best=0.577174 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=053/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.642023 train_mle=1.646m best=0.577174 bad=1/8
[MKG-ablation:bandwidth_12m] epoch=054/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.521387 train_mle=1.439m best=0.521387 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=055/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.533802 train_mle=1.454m best=0.521387 bad=1/8
[MKG-ablation:bandwidth_12m] epoch=056/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.524033 train_mle=1.444m best=0.521387 bad=2/8
[MKG-ablation:bandwidth_12m] epoch=057/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.497582 train_mle=1.380m best=0.497582 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=058/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.508898 train_mle=1.407m best=0.497582 bad=1/8
[MKG-ablation:bandwidth_12m] epoch=059/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.439377 train_mle=1.269m best=0.439377 bad=0/8
[MKG-ablation:bandwidth_12m] epoch=060/60 pipeline=MKG grid=6x6 decoder=softms gru=full train_loss=0.413730 train_mle=1.230m best=0.413730 bad=0/8
{"MLE_m": 6.10771889783197, "MedLE_m": 5.16404903225172, "P90_m": 12.306564488857244, "P95_m": 15.185833900482095, "P99_m": 19.367216305702, "CVaR90_m": 15.63653504733806, "LSR@5_pct": 48.68189806678383, "LSR@10_pct": 83.21616871704745, "LSR@15_pct": 94.72759226713534, "LSR@20_pct": 99.78031634446397, "Route": "route_B", "VisualMLE_m": 6.272202779610341, "Latency_ms_per_frame": 8.917900302249587, "FPS": 112.13401878329418, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/bandwidth_12m/jitter_0m/route_B_frames.csv"}
{"MLE_m": 6.143519850236341, "MedLE_m": 4.57422674148312, "P90_m": 14.967152053107252, "P95_m": 16.314639269920324, "P99_m": 17.579573748681355, "CVaR90_m": 16.49937349405186, "LSR@5_pct": 54.531001589825124, "LSR@10_pct": 79.57074721780603, "LSR@15_pct": 90.06359300476947, "LSR@20_pct": 99.68203497615262, "Route": "route_C", "VisualMLE_m": 5.860171352111074, "Latency_ms_per_frame": 8.920013315100466, "FPS": 112.10745597286555, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/bandwidth_12m/jitter_0m/route_C_frames.csv"}
