[mkg-runner] GPU grid lookup; CPU threads=2; decoder=softms; SoftMS active
[MKG-ablation:gru_no_first_difference] epoch=018/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=2.400438 train_mle=4.443m best=2.400438 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=019/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=2.308203 train_mle=4.328m best=2.308203 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=020/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=2.313890 train_mle=4.361m best=2.308203 bad=1/8
[MKG-ablation:gru_no_first_difference] epoch=021/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=2.277655 train_mle=4.319m best=2.277655 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=022/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=2.149859 train_mle=4.112m best=2.149859 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=023/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=2.162502 train_mle=4.115m best=2.149859 bad=1/8
[MKG-ablation:gru_no_first_difference] epoch=024/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=2.194651 train_mle=4.188m best=2.149859 bad=2/8
[MKG-ablation:gru_no_first_difference] epoch=025/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=2.091065 train_mle=4.034m best=2.091065 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=026/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.959642 train_mle=3.842m best=1.959642 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=027/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.929532 train_mle=3.806m best=1.929532 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=028/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.917603 train_mle=3.777m best=1.917603 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=029/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.916619 train_mle=3.780m best=1.916619 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=030/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.789011 train_mle=3.584m best=1.789011 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=031/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.667747 train_mle=3.383m best=1.667747 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=032/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.637100 train_mle=3.349m best=1.637100 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=033/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.658572 train_mle=3.395m best=1.637100 bad=1/8
[MKG-ablation:gru_no_first_difference] epoch=034/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.744560 train_mle=3.506m best=1.637100 bad=2/8
[MKG-ablation:gru_no_first_difference] epoch=035/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.755268 train_mle=3.505m best=1.637100 bad=3/8
[MKG-ablation:gru_no_first_difference] epoch=036/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.543439 train_mle=3.206m best=1.543439 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=037/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.479682 train_mle=3.083m best=1.479682 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=038/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.521151 train_mle=3.136m best=1.479682 bad=1/8
[MKG-ablation:gru_no_first_difference] epoch=039/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.464921 train_mle=3.057m best=1.464921 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=040/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.623396 train_mle=3.302m best=1.464921 bad=1/8
[MKG-ablation:gru_no_first_difference] epoch=041/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.518522 train_mle=3.135m best=1.464921 bad=2/8
[MKG-ablation:gru_no_first_difference] epoch=042/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.532696 train_mle=3.148m best=1.464921 bad=3/8
[MKG-ablation:gru_no_first_difference] epoch=043/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.505097 train_mle=3.102m best=1.464921 bad=4/8
[MKG-ablation:gru_no_first_difference] epoch=044/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.321597 train_mle=2.823m best=1.321597 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=045/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.219071 train_mle=2.637m best=1.219071 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=046/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.259352 train_mle=2.685m best=1.219071 bad=1/8
[MKG-ablation:gru_no_first_difference] epoch=047/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.069050 train_mle=2.374m best=1.069050 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=048/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.197693 train_mle=2.580m best=1.069050 bad=1/8
[MKG-ablation:gru_no_first_difference] epoch=049/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.208052 train_mle=2.610m best=1.069050 bad=2/8
[MKG-ablation:gru_no_first_difference] epoch=050/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.092044 train_mle=2.428m best=1.069050 bad=3/8
[MKG-ablation:gru_no_first_difference] epoch=051/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.290933 train_mle=2.752m best=1.069050 bad=4/8
[MKG-ablation:gru_no_first_difference] epoch=052/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.080477 train_mle=2.393m best=1.069050 bad=5/8
[MKG-ablation:gru_no_first_difference] epoch=053/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.042624 train_mle=2.306m best=1.042624 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=054/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=0.990799 train_mle=2.252m best=0.990799 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=055/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.098486 train_mle=2.407m best=0.990799 bad=1/8
[MKG-ablation:gru_no_first_difference] epoch=056/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.090933 train_mle=2.394m best=0.990799 bad=2/8
[MKG-ablation:gru_no_first_difference] epoch=057/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=1.001394 train_mle=2.279m best=0.990799 bad=3/8
[MKG-ablation:gru_no_first_difference] epoch=058/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=0.906948 train_mle=2.096m best=0.906948 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=059/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=0.887478 train_mle=2.068m best=0.887478 bad=0/8
[MKG-ablation:gru_no_first_difference] epoch=060/60 pipeline=MKG grid=6x6 decoder=softms gru=no_first_difference train_loss=0.917093 train_mle=2.114m best=0.887478 bad=1/8
{"MLE_m": 6.629418555786212, "MedLE_m": 5.445362104841889, "P90_m": 13.404902591113753, "P95_m": 16.092814066328764, "P99_m": 21.514211791995276, "CVaR90_m": 17.03632209484605, "LSR@5_pct": 45.95782073813709, "LSR@10_pct": 79.56942003514939, "LSR@15_pct": 93.58523725834797, "LSR@20_pct": 97.58347978910369, "Route": "route_B", "VisualMLE_m": 6.550177711806255, "Latency_ms_per_frame": 8.93979579249052, "FPS": 111.85937835850856, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/gru_no_first_difference/jitter_0m/route_B_frames.csv"}
{"MLE_m": 6.07717292759528, "MedLE_m": 4.637697684145894, "P90_m": 12.642644986778338, "P95_m": 16.525514828726877, "P99_m": 18.83010818806375, "CVaR90_m": 16.201165970461822, "LSR@5_pct": 53.17965023847376, "LSR@10_pct": 78.93481717011129, "LSR@15_pct": 93.24324324324324, "LSR@20_pct": 99.92050874403816, "Route": "route_C", "VisualMLE_m": 6.0345389904671265, "Latency_ms_per_frame": 9.054168316889069, "FPS": 110.44636735266603, "PeakCUDAAllocated_MB": 118.5419921875, "Jitter_m": 0.0, "CandidateCount": 36, "CSV": "/yh/study/uav-sat/v36_byTeacher/output/mobilenet_v3_small/mkg_final_ablation_suite/mkg_final_20260901_155118/gru_no_first_difference/jitter_0m/route_C_frames.csv"}
