sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,waypoint_switched_after_frame,gt_x,gt_y,search_center_x,search_center_y,raw_top1_x,raw_top1_y,raw_hardms_x,raw_hardms_y,refined_hardms_x,refined_hardms_y,visual_measurement_x,visual_measurement_y,polynomial_x,polynomial_y,poly_v_parallel,poly_v_cross,poly_a_parallel,poly_a_cross,inertia_strength,polynomial_sigma_m,measurement_var_x,measurement_var_y,refined_hardms_support,final_x,final_y,kf_vx,kf_vy,error_visual_m,error_final_m
10,10,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,0,1,0,-54.585689544677734,1.3803616762161255,-45.606101989746094,0.4672485291957855,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-46.75927734375,-0.16259177029132843,-48.921539306640625,0.606171727180481,-48.65122985839844,0.7046816945075989,3.101428985595703,0.04528320953249931,-0.12108093500137329,0.05899667367339134,0.797466516494751,2.9136462211608887,10.0,10.0,0.8579941391944885,-48.88121643490347,0.6763103235863465,-3.3553292576898923,0.20175977855294475,5.7168145179748535,5.747756237635471
11,11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,0,1,0,-57.930152893066406,1.7030118703842163,-48.921539306640625,0.606171727180481,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-51.490604400634766,-0.13258513808250427,-52.2476806640625,0.7296040058135986,-51.95320129394531,0.8544217348098755,3.1100399494171143,0.041602250188589096,-0.11884540319442749,0.05680873245000839,0.79633629322052,2.9242234230041504,10.0,10.0,0.8588234186172485,-52.24260702096113,0.7972524939572657,-3.3574566079783597,0.17339514432630043,5.765241622924805,5.759216795301866
12,12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,0,1,0,-61.281715393066406,2.0263473987579346,-52.2476806640625,0.7296040058135986,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,-56.221927642822266,-0.10258004069328308,-55.573699951171875,0.7009246945381165,-55.288509368896484,0.9836341142654419,3.0945024490356445,0.03832987695932388,-0.12054853141307831,0.05917765572667122,0.798975944519043,2.9013936519622803,10.0,10.0,0.8611390590667725,-55.58571311303412,0.8238296021817174,-3.3524211200464618,0.12187780140631242,5.859879016876221,5.821554004320114
13,13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,0,1,0,-64.62455749511719,2.3488411903381348,-55.573699951171875,0.7009246945381165,-70.35478210449219,9.503743171691895,-60.98381805419922,-4.830735206604004,-60.95325469970703,-0.07257647067308426,-59.01841735839844,0.6232963800430298,-58.5980110168457,0.9552922248840332,3.076817035675049,0.033292464911937714,-0.12468424439430237,0.06376629322767258,0.8000349998474121,2.89107608795166,10.0,10.0,0.8632006645202637,-58.98183162208187,0.7702219593135149,-3.3677524891874064,0.06030817021036706,5.865689277648926,5.8593851174660765
14,14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,0,1,0,-67.96265411376953,2.678952693939209,-59.01841735839844,0.6232963800430298,-75.08610534667969,9.533742904663086,-70.41590118408203,-0.01257393043488264,-60.95325469970703,-0.07257647067308426,-62.40286636352539,0.797599732875824,-62.02279281616211,0.8782958984375,3.0684738159179688,0.04414355754852295,-0.12825512886047363,0.0681992694735527,0.8011217713356018,2.880929946899414,10.0,10.0,0.8633021712303162,-62.37858370088905,0.8126073137949282,-3.377926766068966,0.05402009192669252,5.869474411010742,5.887706468056391
15,15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,0,1,0,-71.30087280273438,3.009075880050659,-62.40286636352539,0.797599732875824,-75.08610534667969,9.533742904663086,-70.41590118408203,-0.01257393043488264,-65.68457794189453,-0.0425744354724884,-65.79345703125,1.0452548265457153,-65.3985595703125,1.0385308265686035,3.083113670349121,0.04461140185594559,-0.1292077600955963,0.06689434498548508,0.8013865351676941,2.878441572189331,10.0,10.0,0.8615167140960693,-65.77661863057453,0.9638453601690173,-3.3849815629976505,0.08812827502728462,5.847069263458252,5.890700470918612
16,16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,0,1,0,-74.64299774169922,3.3395848274230957,-65.79345703125,1.0452548265457153,-79.81743621826172,9.563739776611328,-75.11666870117188,4.775583744049072,-70.41590118408203,-0.01257393043488264,-69.41706848144531,1.3968322277069092,-68.80321502685547,1.2878721952438354,3.0898823738098145,0.05660931020975113,-0.13092975318431854,0.06929837912321091,0.8020385503768921,2.871256113052368,10.0,10.0,0.8529379367828369,-69.30063752356979,1.2396611886245439,-3.4337620982500923,0.153977492044097,5.575358867645264,5.740251909893578
17,17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,0,1,0,-77.97047424316406,3.6625680923461914,-69.41706848144531,1.3968322277069092,-84.54875946044922,9.593735694885254,-79.84799194335938,4.805581092834473,-75.14722442626953,0.017425041645765305,-73.25205993652344,1.7486329078674316,-72.43409729003906,1.6269508600234985,3.1005399227142334,0.06879673898220062,-0.13349243998527527,0.0689135268330574,0.8031871914863586,2.8596184253692627,10.0,10.0,0.8644499778747559,-73.01613307505602,1.5868421128554109,-3.5326072833593782,0.22176223254576433,5.091814994812012,5.371604485807117
18,18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,0,1,0,-81.29307556152344,3.9850776195526123,-73.25205993652344,1.7486329078674316,-89.28009033203125,9.623729705810547,-84.5793228149414,4.835577011108398,-75.14722442626953,0.017425041645765305,-76.7513427734375,2.1144347190856934,-76.2796859741211,1.9678189754486084,3.0839552879333496,0.061405085027217865,-0.13030576705932617,0.06988481432199478,0.8024306893348694,2.8653793334960938,10.0,10.0,0.865966796875,-76.65900548422849,1.9750506566561918,-3.571293474587676,0.2801594254839162,4.9118876457214355,5.051219048195301
19,19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,0,1,0,-84.62059020996094,4.3080644607543945,-76.7513427734375,2.1144347190856934,-89.28009033203125,9.623729705810547,-84.5793228149414,4.835577011108398,-79.84799194335938,4.805581092834473,-80.29075622558594,2.510517120361328,-79.7633285522461,2.338897466659546,3.070233106613159,0.043388914316892624,-0.12408320605754852,0.068519227206707,0.8004637360572815,2.8834285736083984,10.0,10.0,0.8586318492889404,-80.26320246418618,2.3941594086967113,-3.5828375731926254,0.32890939023152616,4.688138008117676,4.759186959483726
20,20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,0,1,0,-87.91920471191406,4.623467922210693,-80.29075622558594,2.510517120361328,-89.2495346069336,14.381888389587402,-89.28009033203125,9.623729705810547,-84.5793228149414,4.835577011108398,-83.89910888671875,2.909590244293213,-83.29020690917969,2.7524476051330566,3.09464168548584,0.04700168967247009,-0.12892937660217285,0.07227364927530289,0.8000167012214661,2.882603645324707,10.0,10.0,0.8631484508514404,-83.87492244240184,2.8245819841116164,-3.5929708780367333,0.3645249856204399,4.370188236236572,4.426308811389184
21,21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,0,1,0,-91.22086334228516,4.939162731170654,-83.89910888671875,2.909590244293213,-89.2495346069336,14.381888389587402,-89.28009033203125,9.623729705810547,-89.3106460571289,4.86557149887085,-87.45510864257812,3.294069766998291,-86.92100524902344,3.1483941078186035,3.0779120922088623,0.02358662337064743,-0.12422984838485718,0.06975062191486359,0.7982036471366882,2.8982248306274414,10.0,10.0,0.8644301891326904,-87.46093533606631,3.246232343638223,-3.5905296906622506,0.38456724701126915,4.109408855438232,4.123478132472575
22,22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,0,1,0,-94.5164794921875,5.254280090332031,-87.45510864257812,3.294069766998291,-89.2495346069336,14.381888389587402,-94.01142120361328,9.653722763061523,-89.3106460571289,4.86557149887085,-90.68183898925781,3.6916821002960205,-90.46009063720703,3.5558853149414062,3.0795071125030518,0.01856357604265213,-0.12238318473100662,0.06879648566246033,0.7979627847671509,2.9006452560424805,10.0,10.0,0.8652209043502808,-90.85029828281407,3.6639345297104455,-3.5199509648991585,0.39619253721407616,4.140794277191162,3.9962587081108305
23,23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,0,1,0,-97.71556854248047,5.570963382720947,-90.68183898925781,3.6916821002960205,-89.2495346069336,14.381888389587402,-94.01142120361328,9.653722763061523,-94.0419692993164,4.895564079284668,-93.72681427001953,4.05971097946167,-93.68873596191406,3.9592339992523193,3.1016030311584473,0.022701729089021683,-0.12314625084400177,0.06745899468660355,0.7981252670288086,2.8986804485321045,10.0,10.0,0.8634961843490601,-94.02006365348261,4.059900613839933,-3.3970894421024838,0.3961130868561149,4.265447616577148,3.992501355805085
24,24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,0,1,0,-101.2225570678711,5.918126583099365,-93.72681427001953,4.05971097946167,-89.2495346069336,14.381888389587402,-94.01142120361328,9.653722763061523,-98.77330017089844,4.92555570602417,-96.64739227294922,4.414612770080566,-96.75567626953125,4.326116561889648,3.0931355953216553,0.0156602431088686,-0.1200261116027832,0.06577970832586288,0.797519326210022,2.9052653312683105,10.0,10.0,0.8622474670410156,-96.99821543318596,4.433481495128861,-3.250106470222135,0.3882077328272646,4.815878391265869,4.47763702009991
25,25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,0,1,0,-104.41236877441406,6.233891487121582,-96.64739227294922,4.414612770080566,-89.2495346069336,14.381888389587402,-94.01142120361328,9.653722763061523,-98.77330017089844,4.92555570602417,-99.47564697265625,4.759092330932617,-99.66854858398438,4.688122272491455,3.0936474800109863,0.017694056034088135,-0.12132687866687775,0.06598611176013947,0.7981898188591003,2.9008097648620605,10.0,10.0,0.8628227114677429,-99.82779825824679,4.787621246371038,-3.1025670602362525,0.37625508768992466,5.152305603027344,4.807284516958708
26,26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,0,1,0,-107.75296020507812,6.5345540046691895,-99.47564697265625,4.759092330932617,-89.2495346069336,14.381888389587402,-94.01142120361328,9.653722763061523,-103.50462341308594,4.955545425415039,-102.29486846923828,5.094283580780029,-102.49689483642578,5.030462265014648,3.1129467487335205,0.02446368709206581,-0.12155167758464813,0.06389152258634567,0.7982329726219177,2.9015588760375977,10.0,10.0,0.8599748611450195,-102.58450001271233,5.126000900183453,-2.981221295426912,0.36296660973429273,5.644922256469727,5.356958335494716
27,27,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,0,1,0,-111.09230041503906,6.835103988647461,-102.29486846923828,5.094283580780029,-93.98086547851562,14.411881446838379,-98.77330017089844,4.92555570602417,-103.50462341308594,4.955545425415039,-105.17626953125,5.425455093383789,-105.33580017089844,5.361999034881592,3.1101701259613037,0.03513101488351822,-0.12570640444755554,0.06643089652061462,0.80032879114151,2.8816871643066406,10.0,10.0,0.857282280921936,-105.3537645406466,5.454401262430801,-2.906856923924662,0.35083914949810513,6.081655025482178,5.902299043582208
28,28,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,0,1,0,-114.4308090209961,7.135579586029053,-105.17626953125,5.425455093383789,-93.98086547851562,14.411881446838379,-103.50462341308594,4.955545425415039,-108.23594665527344,4.985533714294434,-108.38340759277344,5.774053573608398,-108.21363830566406,5.6807861328125,3.1581668853759766,0.07475419342517853,-0.13466501235961914,0.06637953966856003,0.8029194474220276,2.857778787612915,10.0,10.0,0.85486900806427,-108.32744707014353,5.788267164322132,-2.930302479437749,0.34488413845714166,6.198775291442871,6.250302221876996
29,29,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,0,1,0,-117.76180267333984,7.465998649597168,-108.38340759277344,5.774053573608398,-122.4604721069336,0.3173305094242096,-122.429931640625,5.075489044189453,-112.96727752685547,5.015520095825195,-111.82601928710938,6.047928810119629,-111.46825408935547,5.994626998901367,3.15836763381958,0.11374419927597046,-0.14676594734191895,0.06995847076177597,0.8072607517242432,2.8198630809783936,10.0,10.0,0.8654136657714844,-111.56702690766396,6.086769478025334,-3.038811476908489,0.328611219753639,6.102822780609131,6.346457271164755
30,30,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,0,1,0,-121.08988952636719,7.79612922668457,-111.82601928710938,6.047928810119629,-122.4604721069336,0.3173305094242096,-122.429931640625,5.075489044189453,-112.96727752685547,5.015520095825195,-115.21430969238281,6.235845565795898,-114.90937042236328,6.227332592010498,3.1628928184509277,0.11941613256931305,-0.15343332290649414,0.069978728890419,0.8083007335662842,2.8096957206726074,10.0,10.0,0.8688580989837646,-114.93699520343716,6.3176697910873765,-3.1549968150042593,0.2943296525839617,6.079220771789551,6.3280289863314385
31,31,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,0,1,0,-124.41860961914062,8.126322746276855,-115.21430969238281,6.235845565795898,-122.4604721069336,0.3173305094242096,-122.429931640625,5.075489044189453,-117.69860076904297,5.045505523681641,-118.50924682617188,6.385585308074951,-118.29945373535156,6.409725666046143,3.1583425998687744,0.10422134399414062,-0.14881692826747894,0.07006236910820007,0.807140588760376,2.8193953037261963,10.0,10.0,0.8701171875,-118.31908041686125,6.488774923594847,-3.2346700720327477,0.2510967136554138,6.160417079925537,6.315522097263963
32,32,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,0,1,0,-127.7506332397461,8.479126930236816,-118.50924682617188,6.385585308074951,-122.4604721069336,0.3173305094242096,-127.1612548828125,5.105471134185791,-122.429931640625,5.075489044189453,-121.73979187011719,6.5534515380859375,-121.5905532836914,6.5742950439453125,3.160146713256836,0.10157474130392075,-0.14952555298805237,0.0696820616722107,0.8071943521499634,2.8201684951782227,10.0,10.0,0.8669770359992981,-121.65500238226323,6.638413628938522,-3.270193983342428,0.21550048756036863,6.311769962310791,6.367490950780668
33,33,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,0,1,0,-131.07872009277344,8.831513404846191,-121.73979187011719,6.5534515380859375,-122.4604721069336,0.3173305094242096,-127.1612548828125,5.105471134185791,-127.1612548828125,5.105471134185791,-124.97947692871094,6.742434024810791,-124.82223510742188,6.74513578414917,3.1627485752105713,0.10077982395887375,-0.1506488025188446,0.06953659653663635,0.8073716163635254,2.8189034461975098,10.0,10.0,0.8651631474494934,-124.95473823285761,6.793241752737719,-3.280558655421786,0.19421377777655854,6.447093963623047,6.454278050128236
34,34,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,0,1,0,-134.4064178466797,9.183857917785645,-124.97947692871094,6.742434024810791,-122.4604721069336,0.3173305094242096,-131.892578125,5.135451793670654,-127.1612548828125,5.105471134185791,-128.23817443847656,6.970687389373779,-128.06385803222656,6.935197353363037,3.1697752475738525,0.10589054971933365,-0.15253764390945435,0.06926372647285461,0.8078173995018005,2.814764976501465,10.0,10.0,0.86529940366745,-128.23686297752153,6.978329571399389,-3.2811081129527917,0.1910119634555692,6.55327033996582,6.551928156677733
35,35,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,0,1,0,-137.9134521484375,9.491893768310547,-128.23817443847656,6.970687389373779,-122.36883544921875,14.591805458068848,-131.892578125,5.135451793670654,-131.892578125,5.135451793670654,-131.5550537109375,7.204069137573242,-131.32913208007812,7.159149646759033,3.1852617263793945,0.111146941781044,-0.1536814421415329,0.06770482659339905,0.8077980279922485,2.8144850730895996,10.0,10.0,0.8665858507156372,-131.53815308175075,7.188241822007211,-3.2881889017095367,0.19764307031384507,6.757467746734619,6.778735168112418
36,36,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,0,1,0,-141.10328674316406,9.772066116333008,-131.5550537109375,7.204069137573242,-122.4604721069336,0.3173305094242096,-131.892578125,5.135451793670654,-136.59336853027344,9.923588752746582,-134.96229553222656,7.601572036743164,-134.66131591796875,7.389662265777588,3.177276611328125,0.10134685039520264,-0.150966078042984,0.06766340136528015,0.807260274887085,2.8196473121643066,10.0,10.0,0.8670612573623657,-134.9003338778014,7.503271312503811,-3.314148727296844,0.2388277300850139,6.513279914855957,6.604850801630071
37,37,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,0,1,0,-144.29208374023438,10.052149772644043,-134.96229553222656,7.601572036743164,-145.9949493408203,19.499858856201172,-141.32469177246094,9.953566551208496,-136.59336853027344,9.923588752746582,-138.28768920898438,8.102900505065918,-138.06092834472656,7.79622745513916,3.200699806213379,0.11609464883804321,-0.1581500768661499,0.07054837793111801,0.8077462315559387,2.811579942703247,10.0,10.0,0.868461012840271,-138.25432485525624,7.938463050236905,-3.3281272566252005,0.3077214303418052,6.312870025634766,6.397046499253589
38,38,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,0,1,0,-147.48928833007812,10.328798294067383,-138.28768920898438,8.102900505065918,-145.9949493408203,19.499858856201172,-141.32469177246094,9.953566551208496,-141.32469177246094,9.953566551208496,-141.81326293945312,8.652019500732422,-141.4077606201172,8.283560752868652,3.215470790863037,0.11908072233200073,-0.1589975357055664,0.06772993505001068,0.807438850402832,2.8142175674438477,10.0,10.0,0.8671809434890747,-141.7080695048914,8.467057728858244,-3.37219972756689,0.3852141213087842,5.91851806640625,6.073596054796421
39,39,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,0,1,0,-150.68637084960938,10.605437278747559,-141.81326293945312,8.652019500732422,-145.9949493408203,19.499858856201172,-146.05601501464844,9.983542442321777,-146.05601501464844,9.983542442321777,-145.33753967285156,9.099138259887695,-144.94776916503906,8.832633972167969,3.1879324913024902,0.0999673381447792,-0.15306410193443298,0.06965507566928864,0.8068097829818726,2.821728229522705,10.0,10.0,0.8725067377090454,-145.22028710926557,8.986627396382469,-3.4213245633801717,0.43235234607647755,5.556881427764893,5.700755817581893
40,40,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,0,1,0,-154.1981964111328,10.909310340881348,-145.33753967285156,9.099138259887695,-145.9949493408203,19.499858856201172,-150.787353515625,10.013516426086426,-150.787353515625,10.013516426086426,-148.67413330078125,9.483661651611328,-148.4456787109375,9.295194625854492,3.160381317138672,0.0849529579281807,-0.14595431089401245,0.06992325186729431,0.8057504892349243,2.83174467086792,10.0,10.0,0.863503098487854,-148.65931137151082,9.454182479211422,-3.4275344475786613,0.44470311658218603,5.705063343048096,5.726835476592318
41,41,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,0,1,0,-157.47799682617188,11.261993408203125,-148.67413330078125,9.483661651611328,-145.9949493408203,19.499858856201172,-155.5186767578125,10.043489456176758,-150.787353515625,10.013516426086426,-151.95724487304688,9.90466022491455,-151.7568359375,9.691967964172363,3.1807398796081543,0.10367482900619507,-0.1537877321243286,0.07008063793182373,0.8074086904525757,2.8165032863616943,10.0,10.0,0.8599227070808411,-152.01631129025142,9.902028402668847,-3.402787627905729,0.4458057605820766,5.685161113739014,5.628455712676482
42,42,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,0,1,0,-160.7559356689453,11.614477157592773,-151.95724487304688,9.90466022491455,-145.9949493408203,19.499858856201172,-155.5186767578125,10.043489456176758,-155.5186767578125,10.043489456176758,-155.3833770751953,10.436297416687012,-155.05828857421875,10.096016883850098,3.1754584312438965,0.08974593877792358,-0.1491815745830536,0.06877401471138,0.8063056468963623,2.8262126445770264,10.0,10.0,0.861807644367218,-155.39965752178253,10.395979752393036,-3.3959666745627604,0.4626974905216396,5.5002264976501465,5.493127662475365
43,43,/yh/study/new_data/model_dataset_flight/vi/vi_000043.jpg,0,1,0,-164.03280639648438,11.966845512390137,-155.3833770751953,10.436297416687012,-145.9949493408203,19.499858856201172,-160.25,10.073460578918457,-160.25,10.073460578918457,-158.77175903320312,11.126019477844238,-158.47991943359375,10.641838073730469,3.191451072692871,0.10985352098941803,-0.15483377873897552,0.06777997314929962,0.8077898025512695,2.8135204315185547,10.0,10.0,0.867727518081665,-158.7826357260503,11.004176632811651,-3.391409710228948,0.5137454981232594,5.32781457901001,5.337698327968251
44,44,/yh/study/new_data/model_dataset_flight/vi/vi_000044.jpg,0,1,0,-167.38104248046875,12.304368019104004,-158.77175903320312,11.126019477844238,-174.4134521484375,14.921524047851562,-160.25,10.073460578918457,-160.25,10.073460578918457,-161.88003540039062,11.848596572875977,-161.8834686279297,11.313456535339355,3.192656993865967,0.11885680258274078,-0.15754112601280212,0.06770236790180206,0.8084573745727539,2.8071584701538086,10.0,10.0,0.865777850151062,-162.01403225745378,11.697889690380297,-3.3352695850035077,0.5768865556157892,5.519855499267578,5.401167901219025
45,45,/yh/study/new_data/model_dataset_flight/vi/vi_000045.jpg,0,1,0,-170.73062133789062,12.642024993896484,-161.88003540039062,11.848596572875977,-174.4134521484375,14.921524047851562,-160.25,10.073460578918457,-164.9508056640625,14.861588478088379,-165.100341796875,12.67419719696045,-164.9925537109375,12.027104377746582,3.194054126739502,0.11104308068752289,-0.15388529002666473,0.06583791971206665,0.8075375556945801,2.8147847652435303,10.0,10.0,0.8594653606414795,-165.21380684762232,12.492158676021393,-3.287731588237927,0.6531545038748704,5.630371570587158,5.518849702000205
46,46,/yh/study/new_data/model_dataset_flight/vi/vi_000046.jpg,0,1,0,-174.08189392089844,12.979852676391602,-165.100341796875,12.67419719696045,-174.4134521484375,14.921524047851562,-169.68212890625,14.891556739807129,-169.68212890625,14.891556739807129,-168.67196655273438,13.673383712768555,-168.2151336669922,12.861743927001953,3.21830677986145,0.12851159274578094,-0.16154080629348755,0.06799563020467758,0.808022141456604,2.806863307952881,10.0,10.0,0.8689543604850769,-168.59429290480156,13.432712364599471,-3.3202742046636935,0.7539876123560598,5.454200267791748,5.506255243727009
