sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,waypoint_reached_this_frame,waypoint_switched_after_frame,terminal_locked,gt_x,gt_y,search_center_x,search_center_y,raw_top1_x,raw_top1_y,raw_hardms_x,raw_hardms_y,refined_hardms_x,refined_hardms_y,proposal_x,proposal_y,visual_measurement_x,visual_measurement_y,polynomial_x,polynomial_y,translation_probability,stationary_probability,rotation_probability,predicted_phase,effective_translation_gate,ecc_center_shift_norm,ecc_rotation_deg,ecc_correlation,observed_delta_parallel,observed_delta_cross,observed_acc_parallel,observed_acc_cross,inertia_strength,polynomial_sigma_m,measurement_var_x,measurement_var_y,refined_hardms_support,final_x,final_y,error_visual_m,error_final_m
10,10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,0,1,0,0,0,-77.41057586669922,4.6642866134643555,-64.840576171875,4.276487350463867,-79.81743621826172,9.563739776611328,-75.08610534667969,9.533742904663086,-70.38533782958984,4.745584964752197,-69.34991455078125,4.909843921661377,-68.52070617675781,4.793377876281738,-68.47042846679688,4.797272682189941,0.8161131143569946,0.1737353652715683,0.01015150174498558,1,0.8161131143569946,0.04510861250373224,0.203699415227241,0.9309645891189575,3.714163064956665,-0.12459856271743774,0.07166218757629395,-0.011407703161239624,0.941053032875061,2.234478235244751,7.0,7.0,0.9118666052818298,-56.455041540132946,3.221445149762611,8.890807151794434,21.005147235886596
11,11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,0,1,0,0,0,-80.71418762207031,4.9646830558776855,-68.52070617675781,4.793377876281738,-84.51820373535156,14.35189437866211,-79.81743621826172,9.563739776611328,-75.11666870117188,4.775583744049072,-73.10124206542969,5.398443698883057,-72.2559814453125,5.2867889404296875,-72.2358627319336,5.319731712341309,0.8154668211936951,0.17435972392559052,0.010173475369811058,1,0.8154668211936951,0.034531361965489074,0.5092674777759939,0.9494932889938354,3.766514539718628,-0.09541600942611694,0.05235147476196289,0.0291825532913208,0.9410081505775452,2.234665870666504,7.0,7.0,0.9072636365890503,-59.438669892373795,3.6114357660131606,8.464337348937988,21.318511507470603
12,12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,0,1,0,0,0,-84.01985931396484,5.2652668952941895,-72.2559814453125,5.2867889404296875,-84.51820373535156,14.35189437866211,-79.81743621826172,9.563739776611328,-75.11666870117188,4.775583744049072,-76.73825073242188,5.834710121154785,-75.92634582519531,5.735461235046387,-76.01882934570312,5.768460273742676,0.8188625574111938,0.17116877436637878,0.009968698024749756,1,0.8188625574111938,0.041016533519706085,0.14751570718181545,0.9510238170623779,3.6972341537475586,-0.05779653787612915,-0.06928038597106934,0.03761947154998779,0.9413349032402039,2.2335615158081055,7.0,7.0,0.9068803191184998,-62.54004922286223,4.010971074320458,8.107159614562988,21.51640071100057
13,13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,0,1,0,0,0,-87.32689666748047,5.565974712371826,-75.92634582519531,5.735461235046387,-89.2495346069336,14.381888389587402,-84.54875946044922,9.593735694885254,-79.84799194335938,4.805581092834473,-80.31353759765625,6.229674339294434,-79.5276870727539,6.141148567199707,-79.56425476074219,6.161764144897461,0.8208754062652588,0.16924983263015747,0.009874772280454636,1,0.8208754062652588,0.034329608257121065,0.05374312791650858,0.9496383666992188,3.6240503787994385,-0.022356152534484863,-0.07318377494812012,0.03544038534164429,0.9416176676750183,2.2332563400268555,7.0,7.0,0.9093621969223022,-65.72737062711005,4.410647614278265,7.820389747619629,21.63040235114061
14,14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,0,1,0,0,0,-90.52931213378906,5.903904438018799,-79.5276870727539,6.141148567199707,-89.2495346069336,14.381888389587402,-89.28009033203125,9.623729705810547,-84.5793228149414,4.835577011108398,-83.93441772460938,6.595142364501953,-83.13627624511719,6.51291561126709,-83.09452056884766,6.525343418121338,0.8188813924789429,0.17115752398967743,0.009961091913282871,1,0.8188813924789429,0.04383941010250765,0.11591719383224276,0.9459447264671326,3.627668619155884,0.012140631675720215,0.0036182403564453125,0.03449678421020508,0.9415375590324402,2.2333717346191406,7.0,7.0,0.9081831574440002,-68.98825100452729,4.804425638576488,7.41807746887207,21.569102165018734
15,15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,0,1,0,0,0,-93.73101806640625,6.241759300231934,-83.13627624511719,6.51291561126709,-89.2495346069336,14.381888389587402,-89.28009033203125,9.623729705810547,-89.3106460571289,4.86557149887085,-87.56458282470703,6.961181640625,-86.76371002197266,6.880111217498779,-86.74848937988281,6.867722511291504,0.8191463947296143,0.17092379927635193,0.009929770603775978,1,0.8191463947296143,0.03850632899263018,0.22115276299264938,0.9439442753791809,3.645923614501953,0.018680334091186523,0.018254995346069336,0.006539702415466309,0.9415520429611206,2.2331759929656982,7.0,7.0,0.9017931222915649,-72.31409318774752,5.192792692879078,6.996490001678467,21.442597841713415
16,16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,0,1,0,0,0,-97.24320983886719,6.612377643585205,-86.76371002197266,6.880111217498779,-89.2495346069336,14.381888389587402,-89.28009033203125,9.623729705810547,-89.28009033203125,9.623729705810547,-91.04591369628906,7.353965759277344,-90.27362060546875,7.2685065269470215,-90.40056610107422,7.245020866394043,0.8196513652801514,0.17044879496097565,0.009899855591356754,1,0.8196513652801514,0.05139387034736557,0.02018754164932143,0.9066045880317688,3.5313034057617188,-0.014835357666015625,-0.11462020874023438,-0.03351569175720215,0.9415166974067688,2.2329862117767334,7.0,7.0,0.9013030529022217,-75.6719059628502,5.580879654600206,7.000405311584473,21.595951912632735
17,17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,0,1,0,0,0,-100.48795318603516,6.946656227111816,-90.27362060546875,7.2685065269470215,-89.2495346069336,14.381888389587402,-89.28009033203125,9.623729705810547,-94.01142120361328,9.653722763061523,-94.3718490600586,7.806705951690674,-93.6475601196289,7.7115888595581055,-93.72476959228516,7.667501926422119,0.8232677578926086,0.16696611046791077,0.009766160510480404,1,0.8232677578926086,0.03979006497502436,0.006579067174423324,0.9299311637878418,3.4018819332122803,-0.08360233902931213,-0.12942147254943848,-0.06876698136329651,0.9414764642715454,2.232685089111328,7.0,7.0,0.907910168170929,-79.03110005571706,5.979055193163986,6.883029937744141,21.47865912986512
18,18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,0,1,0,0,0,-103.73233032226562,7.28089714050293,-93.6475601196289,7.7115888595581055,-89.2495346069336,14.381888389587402,-94.01142120361328,9.653722763061523,-98.74274444580078,9.683713912963867,-97.66704559326172,8.343948364257812,-96.96465301513672,8.23344612121582,-96.9535140991211,8.182014465332031,0.8252533674240112,0.1650693118572235,0.009677289985120296,1,0.8252533674240112,0.041749898298254255,0.1949330411593615,0.9132764339447021,3.353689432144165,-0.16794994473457336,-0.048192501068115234,-0.08434760570526123,0.9416788816452026,2.2321248054504395,7.0,7.0,0.9077963829040527,-82.38134871057841,6.40020822353827,6.834383964538574,21.369137295433106
19,19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,0,1,0,0,0,-107.29228973388672,7.647648811340332,-96.96465301513672,8.23344612121582,-89.2495346069336,14.381888389587402,-94.01142120361328,9.653722763061523,-98.74274444580078,9.683713912963867,-100.85292053222656,8.958634376525879,-100.17112731933594,8.831476211547852,-100.25332641601562,8.79469108581543,0.8246545791625977,0.1656518131494522,0.009693632833659649,1,0.8246545791625977,0.05682393963781835,0.25671530647454577,0.9348697662353516,3.251751661300659,-0.25539958477020264,-0.10193777084350586,-0.08744964003562927,0.9416673183441162,2.232062339782715,7.0,7.0,0.9064693450927734,-85.70403119211471,6.854307834856797,7.2188920974731445,21.60283075829091
20,20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,0,1,0,0,0,-110.61548614501953,7.9523024559021,-100.17112731933594,8.831476211547852,-89.2495346069336,14.381888389587402,-94.01142120361328,9.653722763061523,-103.47407531738281,9.713704109191895,-103.93527221679688,9.606545448303223,-103.2953109741211,9.474772453308105,-103.32229614257812,9.467592239379883,0.8299859166145325,0.16054308414459229,0.009470992721617222,1,0.8299859166145325,0.03193955944458032,0.10747938620539593,0.941155731678009,3.1747124195098877,-0.30911871790885925,-0.07703924179077148,-0.053719133138656616,0.9419861435890198,2.230969190597534,7.0,7.0,0.9162948727607727,-88.98917671033928,7.343675732113305,7.476822853088379,21.634871995310025
21,21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,0,1,0,0,0,-113.93445587158203,8.25656795501709,-103.2953109741211,9.474772453308105,-93.95030975341797,19.170040130615234,-98.74274444580078,9.683713912963867,-108.20539855957031,9.743692398071289,-107.12493896484375,10.225011825561523,-106.46546173095703,10.095817565917969,-106.37834930419922,10.140701293945312,0.8277962803840637,0.16266362369060516,0.009540046565234661,1,0.8277962803840637,0.04498984367546295,0.22820693522362973,0.9269033670425415,3.218067169189453,-0.28212881088256836,0.04335474967956543,0.026989907026290894,0.9420269727706909,2.2310678958892822,7.0,7.0,0.9115946292877197,-92.25254330932535,7.857586310105981,7.69212007522583,21.68558319968177
22,22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,0,1,0,0,0,-117.24945068359375,8.560468673706055,-106.46546173095703,10.095817565917969,-98.71219635009766,14.441872596740723,-108.20539855957031,9.743692398071289,-108.20539855957031,9.743692398071289,-110.44477844238281,10.774066925048828,-109.74371337890625,10.65457534790039,-109.65859985351562,10.705737113952637,0.8238230347633362,0.1665005087852478,0.009676377288997173,1,0.8238230347633362,0.03246909012964571,0.06060201863902333,0.9232685565948486,3.3189706802368164,-0.2087530791759491,0.10090351104736328,0.07337573170661926,0.941994845867157,2.231581926345825,7.0,7.0,0.9055072069168091,-95.51848828973895,8.379839096621563,7.792392253875732,21.731713084965232
23,23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,0,1,0,0,0,-120.81004333496094,8.859625816345215,-109.74371337890625,10.65457534790039,-98.71219635009766,14.441872596740723,-108.20539855957031,9.743692398071289,-112.93672943115234,9.77367877960205,-113.68040466308594,11.309248924255371,-112.99120330810547,11.194634437561035,-113.07601928710938,11.18218994140625,0.8249282836914062,0.16545839607715607,0.009613387286663055,1,0.8249282836914062,0.023323571057109967,0.2385189522302829,0.9368295669555664,3.286403179168701,-0.19341421127319336,-0.032567501068115234,0.015338867902755737,0.9421454668045044,2.2310032844543457,7.0,7.0,0.9119045734405518,-98.7808544624901,8.905395261982575,8.160057067871094,22.02923641938474
24,24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,0,1,0,0,0,-124.06947326660156,9.133479118347168,-112.99120330810547,11.194634437561035,-122.49102020263672,-4.4408278465271,-122.39938354492188,9.833647727966309,-117.66805267333984,9.803664207458496,-117.02899169921875,11.8077392578125,-116.31353759765625,11.699103355407715,-116.22331237792969,11.725343704223633,0.8228097558021545,0.16748085618019104,0.009709428064525127,1,0.8228097558021545,0.053056634974775724,0.13000138319357885,0.9301106929779053,3.3570616245269775,-0.15010464191436768,0.07065844535827637,0.043309569358825684,0.9422027468681335,2.23119854927063,7.0,7.0,0.9062676429748535,-102.05432920561653,9.427000130615161,8.169269561767578,22.017100685843438
25,25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,0,1,0,0,0,-127.31895446777344,9.40649700164795,-116.31353759765625,11.699103355407715,-122.49102020263672,-4.4408278465271,-122.39938354492188,9.833647727966309,-122.36883544921875,14.591805458068848,-120.48159790039062,12.288597106933594,-119.745361328125,12.184470176696777,-119.67329406738281,12.18577766418457,0.8233626484870911,0.16699354350566864,0.009643836878240108,1,0.8233626484870911,0.04083095825358253,0.02163285546421521,0.9288035035133362,3.4639153480529785,-0.11952477693557739,0.10685372352600098,0.030579864978790283,0.942396342754364,2.231088161468506,7.0,7.0,0.9009212255477905,-105.35730994799484,9.94182992668481,8.066997528076172,21.968168138325737
26,26,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,0,1,0,0,0,-130.83126831054688,9.741641998291016,-119.745361328125,12.184470176696777,-122.49102020263672,-4.4408278465271,-122.39938354492188,9.833647727966309,-122.36883544921875,14.591805458068848,-123.88699340820312,12.813032150268555,-123.1645736694336,12.70339298248291,-123.23193359375,12.660285949707031,0.8255720734596252,0.16488999128341675,0.009537938050925732,1,0.8255720734596252,0.05564549797474635,0.12199722255898914,0.9111728668212891,3.454925298690796,-0.15422677993774414,-0.008990049362182617,-0.03470200300216675,0.9425280690193176,2.230347156524658,7.0,7.0,0.9044005870819092,-108.68195236449249,10.457417824677565,8.218891143798828,22.160878410202482
27,27,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000027.jpg,0,1,0,0,0,-134.03652954101562,10.047489166259766,-123.1645736694336,12.70339298248291,-112.84508514404297,24.048154830932617,-122.36883544921875,14.591805458068848,-127.10016632080078,14.621788024902344,-127.25569152832031,13.438998222351074,-126.5588150024414,13.313695907592773,-126.57748413085938,13.239093780517578,0.8296608328819275,0.16095049679279327,0.009388637728989124,1,0.8296608328819275,0.03462901883996225,0.042527543111897326,0.9134634137153625,3.439763069152832,-0.2477360963821411,-0.015162229537963867,-0.09350931644439697,0.9424641132354736,2.2297861576080322,7.0,7.0,0.9129133224487305,-112.01956297582306,10.990684999769677,8.159921646118164,22.037160323262107
28,28,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000028.jpg,0,1,0,0,0,-137.2352752685547,10.352712631225586,-126.5588150024414,13.313695907592773,-122.4604721069336,0.3173305094242096,-122.39938354492188,9.833647727966309,-131.8314971923828,14.651768684387207,-130.7161407470703,14.129026412963867,-130.00132751464844,13.988837242126465,-129.94056701660156,13.969688415527344,0.8280581831932068,0.16248719394207,0.009454620070755482,1,0.8280581831932068,0.025070427007178916,0.21132917344350868,0.9053414463996887,3.494623899459839,-0.3071030378341675,0.054860830307006836,-0.05936694145202637,0.9424682259559631,2.230055809020996,7.0,7.0,0.9134843945503235,-115.37674145829698,11.55043719613998,8.096382141113281,21.891323497394552
29,29,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000029.jpg,0,1,0,0,0,-140.4192352294922,10.665609359741211,-130.00132751464844,13.988837242126465,-122.4604721069336,0.3173305094242096,-131.8314971923828,14.651768684387207,-131.8314971923828,14.651768684387207,-134.13711547851562,14.787698745727539,-133.4101104736328,14.647272109985352,-133.4679718017578,14.69639778137207,0.8242170214653015,0.1661691963672638,0.00961377751082182,1,0.8242170214653015,0.015457281930655199,0.0138156210364675,0.8867430090904236,3.4593160152435303,-0.29405921697616577,-0.035307884216308594,0.013043820858001709,0.9423215985298157,2.230443239212036,7.0,7.0,0.9091506600379944,-118.74354296128193,12.128611381649304,8.061108589172363,21.725008865872923
30,30,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000030.jpg,0,1,0,0,0,-143.60858154296875,10.979033470153809,-133.4101104736328,14.647272109985352,-122.4604721069336,0.3173305094242096,-131.8314971923828,14.651768684387207,-136.5628204345703,14.681747436523438,-137.47787475585938,15.350921630859375,-136.78646850585938,15.231321334838867,-136.80203247070312,15.297353744506836,0.8300286531448364,0.16063037514686584,0.00934100616723299,1,0.8300286531448364,0.030343529473769597,0.16230777657609496,0.9016071557998657,3.4192023277282715,-0.22352200746536255,-0.04011368751525879,0.07053720951080322,0.9428293108940125,2.2293288707733154,7.0,7.0,0.9124277234077454,-122.11212105123323,12.707881120471082,8.038854598999023,21.56586951344076
31,31,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000031.jpg,0,1,0,0,0,-147.09031677246094,11.321191787719727,-136.78646850585938,15.231321334838867,-145.9949493408203,19.499858856201172,-141.29415893554688,14.711724281311035,-141.29415893554688,14.711724281311035,-141.0057373046875,15.817025184631348,-140.27442932128906,15.715506553649902,-140.1466064453125,15.778177261352539,0.8266726136207581,0.1638556718826294,0.009471707977354527,1,0.8266726136207581,0.02571830091517094,0.11364693845004163,0.8675867319107056,3.5196123123168945,-0.1124100387096405,0.10040998458862305,0.11111196875572205,0.9427661895751953,2.229679584503174,7.0,7.0,0.9126229286193848,-125.50298259545576,13.269397931503622,8.109643936157227,21.67506641393223
32,32,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000032.jpg,0,1,0,0,0,-150.38534545898438,11.621426582336426,-140.27442932128906,15.715506553649902,-145.9949493408203,19.499858856201172,-146.02548217773438,14.741700172424316,-146.02548217773438,14.741700172424316,-144.7486572265625,16.324705123901367,-143.9590301513672,16.217193603515625,-143.8181915283203,16.14975929260254,0.8235181570053101,0.16687296330928802,0.009608831256628036,1,0.8235181570053101,0.032741269608531555,0.09674568684199711,0.8803616166114807,3.7170002460479736,-0.10900735855102539,0.1973879337310791,0.0034026801586151123,0.9425491094589233,2.230302095413208,7.0,7.0,0.9067459106445312,-128.94868119239118,13.81974411913309,7.9005446434021,21.549087564702628
33,33,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000033.jpg,0,1,0,0,0,-153.68882751464844,11.922432899475098,-143.9590301513672,16.217193603515625,-145.9949493408203,19.499858856201172,-150.75680541992188,14.771675109863281,-150.75680541992188,14.771675109863281,-148.4534912109375,16.917255401611328,-147.63719177246094,16.79010772705078,-147.741943359375,16.727630615234375,0.8183773159980774,0.17177768051624298,0.009845049120485783,1,0.8183773159980774,0.02495861347231742,0.5161918593067498,0.857808530330658,3.7181336879730225,-0.18051594495773315,0.0011334419250488281,-0.07150858640670776,0.9421057105064392,2.231267213821411,7.0,7.0,0.9014208316802979,-132.4377777842805,14.374303322588835,7.766373157501221,21.392026159630383
34,34,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000034.jpg,0,1,0,0,0,-156.9862060546875,12.222880363464355,-147.63719177246094,16.79010772705078,-145.9949493408203,19.499858856201172,-150.75680541992188,14.771675109863281,-150.7262725830078,19.52983283996582,-151.8900604248047,17.483842849731445,-151.14215087890625,17.36184310913086,-151.3121337890625,17.398635864257812,0.8241399526596069,0.16626818478107452,0.009591915644705296,1,0.8241399526596069,0.031248904611479993,0.10289013167870983,0.8492955565452576,3.545778751373291,-0.19767019152641296,-0.17235493659973145,-0.01715424656867981,0.9424861073493958,2.230208158493042,7.0,7.0,0.9052591919898987,-135.92983435800147,14.932069033209984,7.782154083251953,21.2299432942549
35,35,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000035.jpg,0,1,0,0,0,-161.97410583496094,12.701958656311035,-151.14215087890625,17.36184310913086,-145.9949493408203,19.499858856201172,-155.45761108398438,19.55980682373047,-155.45761108398438,19.55980682373047,-155.3343505859375,17.958736419677734,-154.61119079589844,17.855772018432617,-154.56051635742188,17.9329891204834,0.8274982571601868,0.16305287182331085,0.00944891944527626,1,0.8274982571601868,0.03289514031276303,0.07924412013846752,0.8568016886711121,3.50182843208313,-0.12410104274749756,-0.04395031929016113,0.0735691487789154,0.9426629543304443,2.229774236679077,7.0,7.0,0.9068413376808167,-139.4175927866347,15.477916427291307,8.987452507019043,22.726685249846202
36,36,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000036.jpg,0,1,0,0,0,-166.95358276367188,13.180227279663086,-154.61119079589844,17.855772018432617,-145.9949493408203,19.499858856201172,-160.18893432617188,19.58977699279785,-160.18893432617188,19.58977699279785,-159.01126098632812,18.39141082763672,-158.24276733398438,18.29785919189453,-158.06227111816406,18.31079864501953,0.8253468871116638,0.16511785984039307,0.009535273537039757,1,0.8253468871116638,0.017171909549050443,0.001978303595517111,0.853463888168335,3.6579673290252686,-0.055352479219436646,0.15613889694213867,0.06874856352806091,0.942558228969574,2.230090379714966,7.0,7.0,0.9102955460548401,-142.93220100075146,16.00439197092492,10.102893829345703,24.186828812461865
