sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,waypoint_branch_selected,waypoint_switched_after_frame,mission_complete,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,waypoint_x,waypoint_y,global_top1_x,global_top1_y,polynomial_x,polynomial_y,heading_deg,raw_image_rotation_deg,image_heading_delta_deg,image_rotation_confidence,heading_current_leg_similarity,heading_next_leg_similarity,heading_switched_leg,forward_candidate_count,branch_hold,branch_local,branch_recovery,branch_waypoint,selected_branch,visual_x,visual_y,observed_delta_parallel,observed_delta_cross,observed_acc_parallel,observed_acc_cross,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
10,10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,0,1,0,0,0,-77.41057586669922,4.6642866134643555,-89.50942993164062,7.018844127655029,-94.30028533935547,8.349111557006836,-92.7884521484375,21.1339168548584,-768.5401611328125,78.57196807861328,-89.2495346069336,14.381888389587402,-90.23729705810547,7.088031768798828,176.59142861587327,0.20408187806606293,0.3061228170990944,0.9309895038604736,0.998918354511261,-0.998943567276001,0,18,0.9067584872245789,0.08560636639595032,0.00553029403090477,0.002104788087308407,0,-91.36690521240234,7.361387252807617,1.8832924365997314,-0.14408287405967712,-1.8778059482574463,-0.0685625672340393,7.0,7.0,-72.43959535105355,4.794924890174054,14.21455192565918,4.972696818253704
11,11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,0,1,0,0,0,-80.71418762207031,4.9646830558776855,-91.36690521240234,7.361387252807617,-96.0785903930664,11.025618553161621,-97.62481689453125,20.092308044433594,-768.5492553710938,78.63668823242188,-93.91975402832031,23.928197860717773,-92.28712463378906,7.638674736022949,177.3553726834819,0.5092960596084595,0.7639440894126892,0.9494938254356384,0.998209536075592,-0.9982419610023499,0,18,0.9137136936187744,0.08033455908298492,0.004391232505440712,0.0015604807995259762,0,-92.82962036132812,7.822879791259766,1.5033341646194458,-0.30413371324539185,-0.37995827198028564,-0.16005083918571472,7.0,7.0,-76.00881985281593,5.324961063142979,12.448012351989746,4.719140396985132
12,12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,0,1,0,0,0,-84.01985931396484,5.2652668952941895,-92.82962036132812,7.822879791259766,-96.02420043945312,11.289405822753906,-97.24620056152344,20.252296447753906,-768.5194702148438,78.72864532470703,-93.91975402832031,23.928197860717773,-94.09495544433594,8.343847274780273,177.13449223703833,-0.14725364744663239,-0.22088047116994858,0.9509859085083008,0.9984327554702759,-0.9984631538391113,0,18,0.9168757200241089,0.07786192744970322,0.003910152707248926,0.001352290390059352,0,-94.00936889648438,8.237277030944824,1.216972827911377,-0.28724315762519836,-0.28636133670806885,0.01689055562019348,7.0,7.0,-79.14224301728284,5.831918839465195,10.422242164611816,4.910421078022808
13,13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,0,1,0,0,0,-87.32689666748047,5.565974712371826,-94.00936889648438,8.237277030944824,-97.06271362304688,13.04720401763916,-97.46151733398438,21.414146423339844,-768.5088500976562,78.74514770507812,-93.91975402832031,23.928197860717773,-95.04763793945312,8.62812614440918,177.21510697322995,0.05374312773346901,0.08061469160020351,0.9496383666992188,0.9983530044555664,-0.9983841180801392,0,18,0.9136620163917542,0.0804123803973198,0.004357665311545134,0.0015678732888773084,0,-95.32746887207031,8.792022705078125,1.369397759437561,-0.41216495633125305,0.15242493152618408,-0.12492179870605469,7.0,7.0,-81.94890559502429,6.345227261626396,8.62650203704834,5.4341533389239345
14,14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,0,1,0,0,0,-90.52931213378906,5.903904438018799,-95.32746887207031,8.792022705078125,-100.50092315673828,10.771361351013184,-110.352294921875,20.73740005493164,-768.5611572265625,78.57697296142578,-98.65109252929688,23.958189010620117,-96.7147445678711,9.416942596435547,177.38921994091052,0.11607524752616882,0.17411287128925323,0.9459402561187744,0.9981740713119507,-0.9982068538665771,0,18,0.908080518245697,0.0845099687576294,0.0053555010817945,0.0020540053956210613,0,-97.22796630859375,9.166608810424805,1.9294636249542236,-0.17139387130737305,0.5600658655166626,0.24077108502388,7.0,7.0,-84.59148674362434,6.833197682952178,7.450986862182617,6.010104516492505
15,15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,0,1,0,0,0,-93.73101806640625,6.241759300231934,-97.22796630859375,9.166608810424805,-100.50399017333984,11.13730525970459,-108.73243713378906,20.731708526611328,-768.5538940429688,78.59999084472656,-98.65109252929688,23.958189010620117,-99.41966247558594,9.451115608215332,177.72091880578728,0.2211325764656067,0.33169886469841003,0.9439564943313599,0.9978075623512268,-0.9978435635566711,0,18,0.9153501391410828,0.07895707339048386,0.0042114295065402985,0.0014813970774412155,0,-98.52958679199219,9.473773002624512,1.3268145322799683,-0.16771692037582397,-0.6026490926742554,0.0036769509315490723,7.0,7.0,-86.99780812211354,7.289075659232206,5.7855143547058105,6.8141754974282716
16,16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,0,1,0,0,0,-97.24320983886719,6.612377643585205,-98.52958679199219,9.473773002624512,-101.50971984863281,13.060354232788086,-107.13513946533203,20.61289405822754,-768.5839233398438,78.50904846191406,-98.65109252929688,23.958189010620117,-99.53176879882812,9.74722671508789,177.69063742888704,-0.020187541842460632,-0.03028131276369095,0.9066045880317688,0.9978424310684204,-0.9978780746459961,0,18,0.9113495349884033,0.0820402130484581,0.004838091786950827,0.0017721365438774228,0,-100.00313568115234,9.94424819946289,1.5150575637817383,-0.311919629573822,0.18824303150177002,-0.14420270919799805,7.0,7.0,-89.24032314100383,7.74690836449722,4.326494216918945,8.082905137110755
17,17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,0,1,0,0,0,-100.48795318603516,6.946656227111816,-100.00313568115234,9.94424819946289,-107.0854721069336,11.455711364746094,-203.20547485351562,17.19731903076172,-768.5877075195312,78.54232788085938,-519.8004150390625,17.104955673217773,-101.56265258789062,10.496378898620605,177.6999473016175,0.006206590682268143,0.009309886023402214,0.9303989410400391,0.9978318214416504,-0.9978675246238708,0,18,0.9041751623153687,0.08719421178102493,0.0061715212650597095,0.0024591332767158747,0,-102.9017333984375,10.289493560791016,2.918856382369995,-0.036609947681427,1.4037988185882568,0.275309681892395,7.0,7.0,-91.59397416397343,8.184956716422523,4.123214244842529,8.979768980697735
18,18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,0,1,0,0,0,-103.73233032226562,7.28089714050293,-102.9017333984375,10.289493560791016,-107.06922149658203,12.13248062133789,-190.79556274414062,16.96868133544922,-768.5859375,78.54151916503906,-519.8004150390625,17.104955673217773,-106.51285552978516,10.572123527526855,177.408205978181,-0.19449417293071747,-0.2917412593960762,0.9132986068725586,0.9981539845466614,-0.9981869459152222,0,18,0.9147025346755981,0.07938478887081146,0.004373384173959494,0.001539262942969799,0,-104.64161682128906,10.570067405700684,1.7598037719726562,-0.09490373730659485,-1.1590526103973389,-0.05829378962516785,7.0,7.0,-93.8405784441008,8.595636256309023,3.4125421047210693,9.978742113202843
19,19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,0,1,0,0,0,-107.29228973388672,7.647648811340332,-104.64161682128906,10.570067405700684,-111.72515869140625,11.486087799072266,-226.56532287597656,17.791074752807617,-768.5863647460938,78.53700256347656,-519.8004150390625,17.104955673217773,-105.80213928222656,10.818305969238281,177.02288436045578,-0.25688105821609497,-0.38532158732414246,0.9348435401916504,0.998539924621582,-0.9985691905021667,0,18,0.9037656188011169,0.08751005679368973,0.006245028227567673,0.0024793422780930996,0,-107.6690673828125,10.863837242126465,3.041539192199707,0.02821040153503418,1.2817354202270508,0.12311413884162903,7.0,7.0,-96.22068532470685,8.986030376510305,3.23818302154541,11.15220558487683
20,20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,0,1,0,0,0,-110.61548614501953,7.9523024559021,-107.6690673828125,10.863837242126465,-111.44876861572266,11.092568397521973,-211.59494018554688,17.65403175354004,-768.5829467773438,78.55719757080078,-519.8004150390625,17.104955673217773,-111.34030151367188,11.164204597473145,177.1841302717607,0.10749726742506027,0.1612459011375904,0.9411313533782959,0.9983839392662048,-0.9984147548675537,0,18,0.9128583669662476,0.0808110460639,0.004662126302719116,0.0016684246947988868,0,-109.56170654296875,11.026918411254883,1.8992702960968018,0.03809230029582977,-1.1422688961029053,0.009881898760795593,7.0,7.0,-98.5162647812662,9.337204441002784,3.2501869201660156,12.178222822622388
21,21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,0,1,0,0,0,-113.93445587158203,8.25656795501709,-109.56170654296875,11.026918411254883,-114.11587524414062,9.680970191955566,-201.5374298095703,17.949485778808594,-768.569091796875,78.56563568115234,-519.8004150390625,17.104955673217773,-110.8869400024414,11.124655723571777,177.52635662533714,0.22815097868442535,0.34222646802663803,0.9268991351127625,0.9980265498161316,-0.9980606436729431,0,18,0.9071515202522278,0.0851428434252739,0.005584706552326679,0.0021209053229540586,0,-111.86080932617188,11.09422492980957,2.293318271636963,0.17633679509162903,0.39404797554016113,0.13824449479579926,7.0,7.0,-100.81202103015588,9.639477085305602,3.51458477973938,13.195102645682997
22,22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,0,1,0,0,0,-117.24945068359375,8.560468673706055,-111.86080932617188,11.09422492980957,-114.0355453491211,9.99997615814209,-174.73391723632812,18.508296966552734,-768.5357666015625,78.6416244506836,-519.8004150390625,17.104955673217773,-114.36314392089844,11.113643646240234,177.43559937315231,-0.06050483509898186,-0.09075725264847279,0.9232595562934875,0.9981248378753662,-0.9981580376625061,0,18,0.9143487811088562,0.07973209768533707,0.004383507184684277,0.001535584800876677,0,-113.31818389892578,11.143202781677246,1.4543758630752563,0.1055002510547638,-0.8389424085617065,-0.07083654403686523,7.0,7.0,-102.96326863975953,9.898140461415725,4.703761577606201,14.34867113015019
23,23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,0,1,0,0,0,-120.81004333496094,8.859625816345215,-113.31818389892578,11.143202781677246,-118.55098724365234,5.282325267791748,-157.07659912109375,23.02923583984375,-768.4877319335938,78.73512268066406,-112.84508514404297,24.048154830932617,-114.35469818115234,11.183016777038574,177.79337761277898,0.23851895332336426,0.3577784299850464,0.9368295669555664,0.9977231621742249,-0.9977597594261169,0,18,0.9060733318328857,0.08608241379261017,0.005669745616614819,0.00217445963062346,0,-115.44136810302734,10.853050231933594,2.0805649757385254,0.5131754875183105,0.626189112663269,0.40767523646354675,7.0,7.0,-105.10950018545459,10.062384822410838,5.726815223693848,15.746545158103176
24,24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,0,1,0,0,0,-124.06947326660156,9.133479118347168,-115.44136810302734,10.853050231933594,-119.46387481689453,8.226736068725586,-154.19485473632812,3.968799352645874,-768.326416015625,78.91356658935547,-760.582275390625,99.51414489746094,-117.8974609375,10.393332481384277,177.98870040308765,0.13021518290042877,0.19532277435064316,0.9301201105117798,0.997487485408783,-0.9975258708000183,0,18,0.9094870090484619,0.08368931710720062,0.004935553763061762,0.0018880435964092612,0,-117.20194244384766,10.727779388427734,1.7374365329742432,0.3108520209789276,-0.3431284427642822,-0.20232346653938293,7.0,7.0,-107.18927334255451,10.176825704385823,7.050161361694336,16.912413239227465
25,25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,0,1,0,0,0,-127.31895446777344,9.40649700164795,-117.20194244384766,10.727779388427734,-119.18299865722656,7.939154624938965,-140.17852783203125,-0.2762157917022705,-768.3307495117188,78.9464111328125,-760.582275390625,99.51414489746094,-118.78121185302734,10.68494987487793,178.0224743540681,0.022515971213579178,0.03377395682036877,0.9287571907043457,0.9974455237388611,-0.9974843263626099,0,18,0.9181059002876282,0.0769401267170906,0.0036721311043947935,0.001281775999814272,0,-118.27333068847656,10.560254096984863,1.047648310661316,0.27994728088378906,-0.6897882223129272,-0.03090474009513855,7.0,7.0,-109.095536073583,10.242768637737628,9.11890697479248,18.242596531717908
26,26,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,0,1,0,0,0,-130.83126831054688,9.741641998291016,-118.27333068847656,10.560254096984863,-123.5955581665039,3.1429946422576904,-147.14007568359375,2.74558162689209,-768.3720703125,78.87272644042969,-760.582275390625,99.51414489746094,-119.0001220703125,10.371601104736328,178.20552894510809,0.12203645706176758,0.18305468559265137,0.9111747741699219,0.9972121715545654,-0.9972527027130127,0,18,0.9029562473297119,0.0886131301522255,0.005954341497272253,0.0024762125685811043,0,-120.52659606933594,10.025611877441406,2.184046745300293,0.7700564861297607,1.136398434638977,0.4901092052459717,7.0,7.0,-111.06142143047113,10.205422556501572,10.308584213256836,19.775286042629443
27,27,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000027.jpg,0,1,0,0,0,-134.03652954101562,10.047489166259766,-120.52659606933594,10.025611877441406,-123.5136489868164,2.617574453353882,-147.87977600097656,-2.943307876586914,-768.4114990234375,78.89456176757812,-122.49102020263672,-4.4408278465271,-123.37080383300781,9.307411193847656,178.1414589852838,-0.04271334037184715,-0.06407001055777073,0.9134606122970581,0.9972950220108032,-0.9973348379135132,0,18,0.9182284474372864,0.07679218798875809,0.0036921286955475807,0.0012872308725491166,0,-121.69094848632812,9.497499465942383,1.1019372940063477,0.6483466625213623,-1.0821094512939453,-0.12170982360839844,7.0,7.0,-112.88942561474747,10.083678064494755,12.357826232910156,21.14713489115586
28,28,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000028.jpg,0,1,0,0,0,-137.2352752685547,10.352712631225586,-121.69094848632812,9.497499465942383,-123.50833892822266,2.5929183959960938,-147.6953887939453,-3.081212043762207,-768.4043579101562,78.90593719482422,-122.49102020263672,-4.4408278465271,-122.31084442138672,8.972652435302734,178.45862656819702,0.21144510805606842,0.31716766208410263,0.9053101539611816,0.9968728423118591,-0.9969157576560974,0,18,0.9197476506233215,0.07559287548065186,0.0034766914322972298,0.0011828318238258362,0,-122.6836929321289,9.013928413391113,0.9360055327415466,0.58589768409729,-0.16593176126480103,-0.062448978424072266,7.0,7.0,-114.57376424866733,9.899711198205681,14.613038063049316,22.666038295273264
29,29,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000029.jpg,0,1,0,0,0,-140.4192352294922,10.665609359741211,-122.6836929321289,9.013928413391113,-130.2469482421875,11.299118041992188,-199.1580810546875,4.617116451263428,-768.39111328125,78.86253356933594,-760.582275390625,99.51414489746094,-123.59063720703125,8.552628517150879,178.44336617225582,-0.010173650458455086,-0.015260475687682629,0.8867881298065186,0.9968938827514648,-0.996936559677124,0,18,0.8983248472213745,0.0918676033616066,0.006821852643042803,0.00298560643568635,0,-125.8280258178711,9.402408599853516,3.1677865982055664,-0.05360114574432373,2.231781005859375,-0.6394988298416138,7.0,7.0,-116.50916316796724,9.814189913179789,14.64578628540039,23.92522645788956
30,30,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000030.jpg,0,1,0,0,0,-143.60858154296875,10.979033470153809,-125.8280258178711,9.402408599853516,-130.49745178222656,11.583209991455078,-202.0128173828125,10.305669784545898,-768.3422241210938,78.94718933105469,-760.582275390625,99.51414489746094,-130.04815673828125,10.226914405822754,178.68596033537233,0.16172944009304047,0.2425941601395607,0.9016587138175964,0.996551513671875,-0.9965965747833252,0,18,0.913585901260376,0.0806589350104332,0.004205748438835144,0.0015494602266699076,0,-127.5206298828125,9.689865112304688,1.7135180234909058,-0.10675032436847687,-1.4542685747146606,-0.05314917862415314,7.0,7.0,-118.40279671802118,9.7928098717977,16.1395206451416,25.233682154351833
31,31,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000031.jpg,0,1,0,0,0,-147.09031677246094,11.321191787719727,-127.5206298828125,9.689865112304688,-135.33251953125,11.5222806930542,-306.2520446777344,54.144039154052734,-768.37744140625,78.8741226196289,-760.582275390625,99.51414489746094,-128.48736572265625,9.926809310913086,178.8563739432724,0.11360914260149002,0.17041371390223503,0.8675867319107056,0.9963002800941467,-0.9963469505310059,0,18,0.9005430340766907,0.09056363999843597,0.006249421741813421,0.0026438673958182335,0,-131.03941345214844,10.316542625427246,3.5653388500213623,-0.2508411109447479,1.8518208265304565,-0.14409078657627106,7.0,7.0,-120.57589674711568,9.882875408016458,16.082313537597656,26.55340323364507
32,32,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000032.jpg,0,1,0,0,0,-150.38534545898438,11.621426582336426,-131.03941345214844,10.316542625427246,-136.24302673339844,12.34984302520752,-357.2062683105469,58.62114334106445,-768.3275756835938,78.9495849609375,-760.582275390625,99.51414489746094,-135.47128295898438,11.112831115722656,179.00149237912635,0.09674568474292755,0.14511852711439133,0.8803616166114807,0.9960793852806091,-0.9961274266242981,0,18,0.9133561253547668,0.08091539144515991,0.004184624645859003,0.0015438952250406146,0,-133.39080810546875,10.789167404174805,2.3882029056549072,-0.2211732566356659,-1.177135944366455,0.02966785430908203,7.0,7.0,-122.77965134611871,10.038728624532993,17.014904022216797,27.651026749087293
33,33,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000033.jpg,0,1,0,0,0,-153.68882751464844,11.922432899475098,-133.39080810546875,10.789167404174805,-141.3798828125,11.171324729919434,-324.1553955078125,44.60966873168945,-768.3905639648438,78.88565063476562,-760.582275390625,99.51414489746094,-135.15850830078125,11.184765815734863,179.7760763221268,0.5163893103599548,0.7745839655399323,0.8578407764434814,0.9947924613952637,-0.9948477745056152,0,18,0.910681426525116,0.08298999816179276,0.004598569590598345,0.0017300659092143178,0,-136.0296630859375,11.094221115112305,2.6563191413879395,-0.02412700653076172,0.2681162357330322,0.19704625010490417,7.0,7.0,-125.05822468456367,10.220239184311243,17.67857551574707,28.68115900478921
34,34,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000034.jpg,0,1,0,0,0,-156.9862060546875,12.222880363464355,-136.0296630859375,11.094221115112305,-142.32908630371094,12.198978424072266,-328.9197998046875,57.15829086303711,-768.3275146484375,78.93083190917969,-760.582275390625,99.51414489746094,-138.812255859375,11.315488815307617,179.62235766346055,-0.10247911512851715,-0.15371867269277573,0.8491359949111938,0.9950622916221619,-0.9951161742210388,0,18,0.9134855270385742,0.08083038777112961,0.004156861919909716,0.00152722152415663,0,-138.3063201904297,11.478602409362793,2.3045480251312256,-0.14133304357528687,-0.35177111625671387,-0.11720603704452515,7.0,7.0,-127.33646533906287,10.436636647340535,18.6947078704834,29.703497960966832
35,35,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000035.jpg,0,1,0,0,0,-161.97410583496094,12.701958656311035,-138.3063201904297,11.478602409362793,-146.10482788085938,10.901191711425781,-344.9819030761719,58.78212356567383,-768.3170166015625,78.905029296875,-760.582275390625,99.51414489746094,-140.40188598632812,11.902647972106934,179.73934185614857,0.07798945903778076,0.11698418855667114,0.8568366169929504,0.9948576092720032,-0.9949126243591309,0,18,0.9065661430358887,0.08621951192617416,0.005168522708117962,0.002045824658125639,0,-141.33580017089844,11.811250686645508,3.047671318054199,-0.010235071182250977,0.7431232929229736,0.1310979723930359,7.0,7.0,-129.74389238885826,10.673025237298804,20.65751838684082,32.29401228711172
