frame_index,frame_id,reference_x,reference_y,search_center_x,search_center_y,jitter_m,visual_x,visual_y,visual_error_m,final_x,final_y,final_error_m,gru_xy_x,gru_xy_y
17,17,-77.97047424316406,3.6625680923461914,-77.97047424316406,3.6625680923461914,0.0,-84.58065795898438,5.6331939697265625,6.897673166039197,-81.70069885253906,3.7005486488342285,3.7304179603709304,-81.70069885253906,3.7005486488342285
18,18,-81.29307556152344,3.9850776195526123,-81.29307556152344,3.9850776195526123,0.0,-80.61783599853516,3.7485320568084717,0.7154734591014171,-80.33788299560547,2.349581241607666,1.8940013833828082,-80.33788299560547,2.349581241607666
19,19,-84.62059020996094,4.3080644607543945,-84.62059020996094,4.3080644607543945,0.0,-85.51878356933594,4.550119400024414,0.9302375526984281,-84.03594970703125,2.114933490753174,2.2697197997207437,-84.03594970703125,2.114933490753174
20,20,-87.91920471191406,4.623467922210693,-87.91920471191406,4.623467922210693,0.0,-89.84191131591797,4.285179138183594,1.9522397359132837,-89.58335876464844,2.0701904296875,3.0477261466637335,-89.58335876464844,2.0701904296875
21,21,-91.22086334228516,4.939162731170654,-91.22086334228516,4.939162731170654,0.0,-91.37755584716797,5.15184211730957,0.26416862488735554,-92.217529296875,3.308065414428711,1.9114971832888616,-92.217529296875,3.308065414428711
22,22,-94.5164794921875,5.254280090332031,-94.5164794921875,5.254280090332031,0.0,-94.29205322265625,4.656792163848877,0.6382467961132687,-92.15058898925781,2.3889267444610596,3.7158697055395877,-92.15058898925781,2.3889267444610596
23,23,-97.71556854248047,5.570963382720947,-97.71556854248047,5.570963382720947,0.0,-97.11215209960938,4.589775085449219,1.151886226252488,-92.97216033935547,2.210165023803711,5.813336992706885,-92.97216033935547,2.210165023803711
24,24,-101.2225570678711,5.918126583099365,-101.2225570678711,5.918126583099365,0.0,-98.89566802978516,4.749648094177246,2.6037961853106357,-96.03704833984375,2.5958147048950195,6.158510938896305,-96.03704833984375,2.5958147048950195
25,25,-104.41236877441406,6.233891487121582,-104.41236877441406,6.233891487121582,0.0,-101.43992614746094,3.597978115081787,3.9728395985020835,-98.1779556274414,2.9685137271881104,7.037797894385263,-98.1779556274414,2.9685137271881104
26,26,-107.75296020507812,6.5345540046691895,-107.75296020507812,6.5345540046691895,0.0,-112.78660583496094,2.1463565826416016,6.67786380079198,-112.32707977294922,3.155520439147949,5.6868653631065005,-112.32707977294922,3.155520439147949
27,27,-111.09230041503906,6.835103988647461,-111.09230041503906,6.835103988647461,0.0,-118.50475311279297,3.0941481590270996,8.302963658574553,-122.9410400390625,5.4072980880737305,11.934456852643786,-122.9410400390625,5.4072980880737305
28,28,-114.4308090209961,7.135579586029053,-114.4308090209961,7.135579586029053,0.0,-118.69349670410156,3.411025047302246,5.660637136899831,-124.48345947265625,5.2772698402404785,10.222969050846038,-124.48345947265625,5.2772698402404785
29,29,-117.76180267333984,7.465998649597168,-117.76180267333984,7.465998649597168,0.0,-124.24160766601562,7.179331302642822,6.48614299186472,-127.65084075927734,10.440581321716309,10.326723407663916,-127.65084075927734,10.440581321716309
30,30,-121.08988952636719,7.79612922668457,-121.08988952636719,7.79612922668457,0.0,-127.50013732910156,7.097976207733154,6.448154350690736,-129.714599609375,9.850372314453125,8.865976465092919,-129.714599609375,9.850372314453125
31,31,-124.41860961914062,8.126322746276855,-124.41860961914062,8.126322746276855,0.0,-128.09463500976562,7.125356674194336,3.809868206379322,-130.98170471191406,9.895588874816895,6.797390663363835,-130.98170471191406,9.895588874816895
32,32,-127.7506332397461,8.479126930236816,-127.7506332397461,8.479126930236816,0.0,-130.38270568847656,6.890186309814453,3.074497954234839,-134.21627807617188,9.832868576049805,6.605844351360984,-134.21627807617188,9.832868576049805
33,33,-131.07872009277344,8.831513404846191,-131.07872009277344,8.831513404846191,0.0,-133.73245239257812,6.7371649742126465,3.3806198348710947,-135.36514282226562,9.596231460571289,4.354103067298618,-135.36514282226562,9.596231460571289
34,34,-134.4064178466797,9.183857917785645,-134.4064178466797,9.183857917785645,0.0,-138.87139892578125,6.759499549865723,5.080705613675949,-141.385986328125,9.655567169189453,6.995490390604848,-141.385986328125,9.655567169189453
35,35,-137.9134521484375,9.491893768310547,-137.9134521484375,9.491893768310547,0.0,-138.7818145751953,6.76403284072876,2.8627396920488746,-138.09523010253906,9.107043266296387,0.42562088000696213,-138.09523010253906,9.107043266296387
36,36,-141.10328674316406,9.772066116333008,-141.10328674316406,9.772066116333008,0.0,-143.80953979492188,7.129042625427246,3.782773949580936,-144.44833374023438,10.200484275817871,3.3723703135903556,-144.44833374023438,10.200484275817871
37,37,-144.29208374023438,10.052149772644043,-144.29208374023438,10.052149772644043,0.0,-148.70811462402344,7.390407085418701,5.1561810382856414,-150.0904541015625,10.444375991821289,5.811621138214235,-150.0904541015625,10.444375991821289
38,38,-147.48928833007812,10.328798294067383,-147.48928833007812,10.328798294067383,0.0,-148.6731414794922,7.363626480102539,3.19276559830332,-149.88194274902344,10.116056442260742,2.4020937250674983,-149.88194274902344,10.116056442260742
39,39,-150.68637084960938,10.605437278747559,-150.68637084960938,10.605437278747559,0.0,-153.34658813476562,7.440144062042236,4.134711253759423,-154.9537811279297,10.222518920898438,4.284555630668333,-154.9537811279297,10.222518920898438
40,40,-154.1981964111328,10.909310340881348,-154.1981964111328,10.909310340881348,0.0,-158.16551208496094,7.413541316986084,5.287721127690827,-159.8589630126953,10.212520599365234,5.7034896739844765,-159.8589630126953,10.212520599365234
41,41,-157.47799682617188,11.261993408203125,-157.47799682617188,11.261993408203125,0.0,-158.14596557617188,7.34025239944458,3.97822005308342,-158.65625,8.754158020019531,2.770833606671827,-158.65625,8.754158020019531
42,42,-160.7559356689453,11.614477157592773,-160.7559356689453,11.614477157592773,0.0,-162.52517700195312,7.069703578948975,4.877005410655397,-161.15884399414062,8.897244453430176,2.74694169706648,-161.15884399414062,8.897244453430176
43,43,-164.03280639648438,11.966845512390137,-164.03280639648438,11.966845512390137,0.0,-167.70516967773438,7.088461875915527,6.106134536193622,-166.13284301757812,8.779376983642578,3.81708127129761,-166.13284301757812,8.779376983642578
44,44,-167.38104248046875,12.304368019104004,-167.38104248046875,12.304368019104004,0.0,-172.65220642089844,7.063404083251953,7.43322758051898,-172.5076904296875,9.43994140625,5.8726024057188715,-172.5076904296875,9.43994140625
45,45,-170.73062133789062,12.642024993896484,-170.73062133789062,12.642024993896484,0.0,-172.79019165039062,11.854337692260742,2.205058084788141,-171.26528930664062,13.739639282226562,1.220912348513846,-171.26528930664062,13.739639282226562
46,46,-174.08189392089844,12.979852676391602,-174.08189392089844,12.979852676391602,0.0,-177.57284545898438,12.092763900756836,3.6018979909378,-176.4085235595703,14.53058910369873,2.7960666913583623,-176.4085235595703,14.53058910369873
47,47,-179.34275817871094,13.486869812011719,-179.34275817871094,13.486869812011719,0.0,-181.68089294433594,12.156327247619629,2.690207742514201,-180.43605041503906,14.738346099853516,1.6617703851752916,-180.43605041503906,14.738346099853516
48,48,-184.13096618652344,13.948331832885742,-184.13096618652344,13.948331832885742,0.0,-185.91212463378906,12.350615501403809,2.39274379952175,-184.9730987548828,14.456456184387207,0.9835535670619784,-184.9730987548828,14.456456184387207
49,49,-187.249755859375,14.233661651611328,-187.249755859375,14.233661651611328,0.0,-190.19276428222656,12.363615036010742,3.4868858486469625,-187.52008056640625,14.630362510681152,0.4800489754371607,-187.52008056640625,14.630362510681152
50,50,-190.67921447753906,14.547411918640137,-190.67921447753906,14.547411918640137,0.0,-190.3203887939453,12.42313003540039,2.1543744778165017,-188.81979370117188,14.982244491577148,1.9095876492250823,-188.81979370117188,14.982244491577148
51,51,-194.10855102539062,14.861151695251465,-194.10855102539062,14.861151695251465,0.0,-195.17010498046875,12.445114135742188,2.638964624336892,-193.22390747070312,14.683082580566406,0.9023872940455535,-193.22390747070312,14.683082580566406
52,52,-197.28343200683594,15.1630220413208,-197.28343200683594,15.1630220413208,0.0,-200.1950225830078,12.568584442138672,3.8998033462346275,-199.53805541992188,14.793414115905762,2.284718090567169,-199.53805541992188,14.793414115905762
53,53,-200.77069091796875,15.494592666625977,-200.77069091796875,15.494592666625977,0.0,-205.39549255371094,12.649906158447266,5.4296437728250275,-204.9159393310547,14.444942474365234,4.276078803331914,-204.9159393310547,14.444942474365234
54,54,-203.94317626953125,15.796236038208008,-203.94317626953125,15.796236038208008,0.0,-205.42381286621094,12.570969581604004,3.5488911574634345,-201.75106811523438,13.891500473022461,2.9040240586843553,-201.75106811523438,13.891500473022461
55,55,-207.35537719726562,16.129146575927734,-207.35537719726562,16.129146575927734,0.0,-209.55966186523438,12.546086311340332,4.206803032839456,-207.1217041015625,14.14875316619873,1.9941316839550873,-207.1217041015625,14.14875316619873
56,56,-210.75604248046875,16.4609317779541,-210.75604248046875,16.4609317779541,0.0,-212.93399047851562,12.25419807434082,4.7370946724033605,-211.18667602539062,13.346009254455566,3.1445488670730595,-211.18667602539062,13.346009254455566
57,57,-213.8697052001953,16.76471519470215,-213.8697052001953,16.76471519470215,0.0,-212.50856018066406,12.14680290222168,4.8143358529746285,-210.40469360351562,14.106675148010254,4.367090822841055,-210.40469360351562,14.106675148010254
58,58,-217.09425354003906,17.10219955444336,-217.09425354003906,17.10219955444336,0.0,-214.60215759277344,11.766488075256348,5.889003243292179,-212.21104431152344,14.12452507019043,5.719464809195972,-212.21104431152344,14.12452507019043
59,59,-220.6431427001953,17.473630905151367,-220.6431427001953,17.473630905151367,0.0,-219.25827026367188,12.093074798583984,5.55592077709554,-218.4066619873047,14.71750259399414,3.5493787127741308,-218.4066619873047,14.71750259399414
60,60,-223.8677215576172,17.811119079589844,-223.8677215576172,17.811119079589844,0.0,-218.14178466796875,16.94585609436035,5.790944076559976,-216.46629333496094,19.266382217407227,7.543137976692628,-216.46629333496094,19.266382217407227
61,61,-227.08807373046875,18.138076782226562,-227.08807373046875,18.138076782226562,0.0,-221.1180419921875,16.670963287353516,6.147658169004198,-218.6600341796875,19.69321060180664,8.570314572192478,-218.6600341796875,19.69321060180664
62,62,-230.62640380859375,18.497316360473633,-230.62640380859375,18.497316360473633,0.0,-229.66065979003906,19.351173400878906,1.2890823692936806,-228.12335205078125,22.8121280670166,4.988273064419038,-228.12335205078125,22.8121280670166
63,63,-233.84530639648438,18.824125289916992,-233.84530639648438,18.824125289916992,0.0,-233.53860473632812,19.894004821777344,1.1129726506236912,-231.29244995117188,22.712509155273438,4.651516431738998,-231.29244995117188,22.712509155273438
64,64,-237.00657653808594,19.118770599365234,-237.00657653808594,19.118770599365234,0.0,-237.52847290039062,21.595355987548828,2.530978268960709,-236.08877563476562,24.202743530273438,5.166153236242894,-236.08877563476562,24.202743530273438
65,65,-240.4793701171875,19.44244956970215,-240.4793701171875,19.44244956970215,0.0,-241.72503662109375,21.317808151245117,2.251367328607412,-241.58035278320312,22.589292526245117,3.3338841347609796,-241.58035278320312,22.589292526245117
66,66,-243.63906860351562,19.73694610595703,-243.63906860351562,19.73694610595703,0.0,-244.93690490722656,20.74184799194336,1.6414039331282682,-242.85023498535156,20.14577865600586,0.8884832756587112,-242.85023498535156,20.14577865600586
67,67,-246.847412109375,19.999595642089844,-246.847412109375,19.999595642089844,0.0,-245.38836669921875,18.80360984802246,1.8865830298476152,-243.53677368164062,17.932491302490234,3.9029792658920277,-243.53677368164062,17.932491302490234
68,68,-250.06228637695312,20.262781143188477,-250.06228637695312,20.262781143188477,0.0,-249.87181091308594,16.372228622436523,3.895212422842276,-248.5355682373047,16.805326461791992,3.779531869404206,-248.5355682373047,16.805326461791992
69,69,-253.5655975341797,20.549577713012695,-253.5655975341797,20.549577713012695,0.0,-253.83743286132812,15.114299774169922,5.442071362776939,-252.70558166503906,15.052754402160645,5.563694258844586,-252.70558166503906,15.052754402160645
70,70,-258.5731506347656,21.028581619262695,-258.5731506347656,21.028581619262695,0.0,-257.34521484375,14.841710090637207,6.307551475697512,-256.52001953125,13.889392852783203,7.428550570040582,-256.52001953125,13.889392852783203
71,71,-263.5738220214844,21.506925582885742,-263.5738220214844,21.506925582885742,0.0,-260.4308776855469,14.821457862854004,7.387393162299404,-258.6973571777344,14.101910591125488,8.8664624513119,-258.6973571777344,14.101910591125488
72,72,-266.9277038574219,21.863229751586914,-266.9277038574219,21.863229751586914,0.0,-264.18798828125,14.314629554748535,8.030405118674102,-261.7679138183594,14.904352188110352,8.66310626684598,-261.7679138183594,14.904352188110352
73,73,-270.28131103515625,22.219507217407227,-270.28131103515625,22.219507217407227,0.0,-264.34893798828125,14.536208152770996,9.707014705043408,-263.7696228027344,13.821601867675781,10.626706822873658,-263.7696228027344,13.821601867675781
74,74,-273.63311767578125,22.575592041015625,-273.63311767578125,22.575592041015625,0.0,-267.7908020019531,14.3630952835083,10.078579037975844,-269.2467956542969,11.90856647491455,11.533657498990193,-269.2467956542969,11.90856647491455
75,75,-276.9444274902344,22.93913459777832,-276.9444274902344,22.93913459777832,0.0,-271.6211853027344,22.469581604003906,5.34391124558991,-272.4717712402344,19.56808090209961,5.600772888612174,-272.4717712402344,19.56808090209961
76,76,-280.2569580078125,23.30280876159668,-280.2569580078125,23.30280876159668,0.0,-272.1981201171875,24.105934143066406,8.098757838442516,-275.3106994628906,24.337711334228516,5.053364911428093,-275.3106994628906,24.337711334228516
77,77,-283.5698547363281,23.666522979736328,-283.5698547363281,23.666522979736328,0.0,-276.3102722167969,24.561235427856445,7.314509465624115,-278.1253967285156,24.105886459350586,5.462157382028863,-278.1253967285156,24.105886459350586
78,78,-286.75732421875,23.975204467773438,-286.75732421875,23.975204467773438,0.0,-287.0540771484375,22.872234344482422,1.142193238533092,-286.0123291015625,22.423500061035156,1.7212798408522125,-286.0123291015625,22.423500061035156
79,79,-290.265380859375,24.314931869506836,-290.265380859375,24.314931869506836,0.0,-291.468994140625,23.358312606811523,1.5374671848729373,-290.86962890625,24.58177947998047,0.6605477646376073,-290.86962890625,24.58177947998047
80,80,-293.4555358886719,24.623870849609375,-293.4555358886719,24.623870849609375,0.0,-295.1036682128906,23.350311279296875,2.0828572052037697,-292.70819091796875,24.795101165771484,0.7667100667189852,-292.70819091796875,24.795101165771484
81,81,-297.0016174316406,24.93578338623047,-297.0016174316406,24.93578338623047,0.0,-298.8216247558594,23.202613830566406,2.513225690002921,-296.71649169921875,25.021177291870117,0.29763871120790697,-296.71649169921875,25.021177291870117
82,82,-300.2271423339844,25.219501495361328,-300.2271423339844,25.219501495361328,0.0,-304.59912109375,23.215057373046875,4.80957321550704,-303.1761474609375,24.667665481567383,3.0001923646519413,-303.1761474609375,24.667665481567383
83,83,-303.45355224609375,25.5032958984375,-303.45355224609375,25.5032958984375,0.0,-304.5732116699219,23.215824127197266,2.546794913138485,-302.05718994140625,25.44719123840332,1.3974889691263175,-302.05718994140625,25.44719123840332
84,84,-306.78228759765625,25.818649291992188,-306.78228759765625,25.818649291992188,0.0,-310.5001220703125,23.575550079345703,4.342094799039566,-308.42535400390625,26.11614990234375,1.6697825692307493,-308.42535400390625,26.11614990234375
85,85,-310.1116027832031,26.13405990600586,-310.1116027832031,26.13405990600586,0.0,-315.17626953125,23.637264251708984,5.6466660790317205,-313.8573303222656,26.401573181152344,3.755268052918568,-313.8573303222656,26.401573181152344
86,86,-313.44134521484375,26.44951057434082,-313.44134521484375,26.44951057434082,0.0,-315.1999206542969,23.634685516357422,3.319010045676119,-313.04376220703125,26.355743408203125,0.40849055013149155,-313.04376220703125,26.355743408203125
87,87,-316.7387390136719,26.75737953186035,-316.7387390136719,26.75737953186035,0.0,-319.7779235839844,23.65717315673828,4.341419401621215,-317.5304260253906,25.039291381835938,1.8917175306526284,-317.5304260253906,25.039291381835938
88,88,-320.03851318359375,27.06546974182129,-320.03851318359375,27.06546974182129,0.0,-324.125244140625,23.568212509155273,5.378864012651028,-323.8609619140625,26.109289169311523,3.9402278594400175,-323.8609619140625,26.109289169311523
89,89,-323.3372497558594,27.373462677001953,-323.3372497558594,27.373462677001953,0.0,-324.0775451660156,23.523176193237305,3.9208090110791103,-323.2880859375,25.861066818237305,1.513194737845771,-323.2880859375,25.861066818237305
90,90,-326.6502990722656,27.7000789642334,-326.6502990722656,27.7000789642334,0.0,-328.3280029296875,23.505706787109375,4.517460369880444,-327.8691101074219,26.09876823425293,2.0123857466622126,-327.8691101074219,26.09876823425293
91,91,-329.9637756347656,28.0267391204834,-329.9637756347656,28.0267391204834,0.0,-332.96221923828125,27.924352645874023,3.000191166183699,-331.8845520019531,29.853694915771484,2.6508770870567977,-331.8845520019531,29.853694915771484
92,92,-333.27398681640625,28.35307502746582,-333.27398681640625,28.35307502746582,0.0,-337.62335205078125,27.928531646728516,4.370036043800756,-335.60906982421875,29.135009765625,2.4625260583625783,-335.60906982421875,29.135009765625
93,93,-336.57794189453125,28.690593719482422,-336.57794189453125,28.690593719482422,0.0,-337.6199951171875,27.958406448364258,1.273567084544721,-334.77899169921875,29.746950149536133,2.086171304694488,-334.77899169921875,29.746950149536133
94,94,-339.88433837890625,29.02836036682129,-339.88433837890625,29.02836036682129,0.0,-341.98358154296875,27.982349395751953,2.345412717084256,-340.9660339355469,30.96159553527832,2.215279552069029,-340.9660339355469,30.96159553527832
95,95,-343.1903076171875,29.36608123779297,-343.1903076171875,29.36608123779297,0.0,-346.59515380859375,28.024456024169922,3.6596360202843576,-346.2234802246094,31.230085372924805,3.5601471152472057,-346.2234802246094,31.230085372924805
96,96,-346.51904296875,29.685148239135742,-346.51904296875,29.685148239135742,0.0,-346.60260009765625,28.006025314331055,1.681200639541784,-344.769775390625,30.978233337402344,2.1753174782634486,-344.769775390625,30.978233337402344
97,97,-349.849365234375,30.004364013671875,-349.849365234375,30.004364013671875,0.0,-351.477294921875,27.95647621154785,2.6161038812578163,-349.773193359375,31.104524612426758,1.1027944040453406,-349.773193359375,31.104524612426758
98,98,-353.1781005859375,30.323429107666016,-353.1781005859375,30.323429107666016,0.0,-356.1632995605469,27.977113723754883,3.796920962936536,-353.5887756347656,30.667884826660156,0.5360072183075086,-353.5887756347656,30.667884826660156
99,99,-356.5009460449219,30.624027252197266,-356.5009460449219,30.624027252197266,0.0,-360.8777770996094,27.905473709106445,5.152395893943763,-357.12939453125,30.3061580657959,0.7042643819131978,-357.12939453125,30.3061580657959
100,100,-359.82257080078125,30.924514770507812,-359.82257080078125,30.924514770507812,0.0,-360.8634033203125,27.90054702758789,3.198079618135542,-357.6484680175781,30.521047592163086,2.211223343747309,-357.6484680175781,30.521047592163086
101,101,-363.1454772949219,31.225116729736328,-363.1454772949219,31.225116729736328,0.0,-365.31964111328125,27.82253074645996,4.0378929756312045,-362.96002197265625,30.261966705322266,0.9808423145875468,-362.96002197265625,30.261966705322266
102,102,-366.4402160644531,31.518213272094727,-366.4402160644531,31.518213272094727,0.0,-369.1889953613281,27.559955596923828,4.819086162954336,-366.1103515625,29.76476287841797,1.7842081920936133,-366.1103515625,29.76476287841797
103,103,-369.7346496582031,31.81128692626953,-369.7346496582031,31.81128692626953,0.0,-369.181640625,27.55389404296875,4.2931588782136165,-366.5935363769531,29.836448669433594,3.710334053196281,-366.5935363769531,29.836448669433594
104,104,-373.0311584472656,32.10454177856445,-373.0311584472656,32.10454177856445,0.0,-374.0889587402344,27.29784393310547,4.921715720899046,-371.3222351074219,30.002225875854492,2.7092713293891246,-371.3222351074219,30.002225875854492
105,105,-376.357666015625,32.4311408996582,-376.357666015625,32.4311408996582,0.0,-379.3382263183594,26.991674423217773,6.202542645283085,-375.8691711425781,29.573211669921875,2.89937695430835,-375.8691711425781,29.573211669921875
106,106,-379.6834716796875,32.75767517089844,-379.6834716796875,32.75767517089844,0.0,-379.36175537109375,26.94107437133789,5.825491073262715,-376.65283203125,29.602880477905273,4.374643555036136,-376.65283203125,29.602880477905273
107,107,-383.0087585449219,33.08415222167969,-383.0087585449219,33.08415222167969,0.0,-384.32379150390625,32.21196746826172,1.577979064281261,-382.1043701171875,34.95074462890625,2.0741469675352584,-382.1043701171875,34.95074462890625
108,108,-386.32574462890625,33.470218658447266,-386.32574462890625,33.470218658447266,0.0,-389.574462890625,32.29761505126953,3.45386299143309,-386.4134826660156,35.38656234741211,1.9183511402741658,-386.4134826660156,35.38656234741211
109,109,-389.6413879394531,33.85612487792969,-389.6413879394531,33.85612487792969,0.0,-394.4670715332031,32.5435905456543,5.00099675268736,-391.9200744628906,35.42021179199219,2.763834319715499,-391.9200744628906,35.42021179199219
110,110,-392.9556884765625,34.24187469482422,-392.9556884765625,34.24187469482422,0.0,-394.46136474609375,32.55210876464844,2.263265324130683,-391.8758850097656,35.40988540649414,1.5906679570175,-391.8758850097656,35.40988540649414
111,111,-396.2001037597656,34.59049606323242,-396.2001037597656,34.59049606323242,0.0,-399.0357666015625,32.798431396484375,3.354471571224642,-395.56109619140625,35.68513870239258,1.2675066784392395,-395.56109619140625,35.68513870239258
112,112,-399.4433288574219,34.938987731933594,-399.4433288574219,34.938987731933594,0.0,-404.0263366699219,32.87022018432617,5.028295911685157,-400.279052734375,35.484432220458984,0.997969983803264,-400.279052734375,35.484432220458984
113,113,-403.0047912597656,35.32167434692383,-403.0047912597656,35.32167434692383,0.0,-404.0285949707031,32.97282791137695,2.5622750859949943,-400.61724853515625,35.88996505737305,2.4542442000375666,-400.61724853515625,35.88996505737305
114,114,-406.3310852050781,35.61114501953125,-406.3310852050781,35.61114501953125,0.0,-409.27947998046875,32.87641525268555,4.021415005843426,-405.49420166015625,35.76987838745117,0.8518041734179314,-405.49420166015625,35.76987838745117
115,115,-409.6596374511719,35.90080642700195,-409.6596374511719,35.90080642700195,0.0,-415.00970458984375,32.77736282348633,6.195088242522405,-412.84320068359375,35.57255554199219,3.2004411412082105,-412.84320068359375,35.57255554199219
116,116,-412.98236083984375,36.18996810913086,-412.98236083984375,36.18996810913086,0.0,-415.0174255371094,32.751094818115234,3.995915143458062,-413.17681884765625,36.13880920410156,0.20107498692329417,-413.17681884765625,36.13880920410156
117,117,-416.2857360839844,36.47921371459961,-416.2857360839844,36.47921371459961,0.0,-420.6567687988281,32.861202239990234,5.674146105330689,-417.6292419433594,36.123779296875,1.3897271744764113,-417.6292419433594,36.123779296875
118,118,-419.59210205078125,36.76872634887695,-419.59210205078125,36.76872634887695,0.0,-424.9233703613281,33.046592712402344,6.502053568436439,-422.207275390625,36.088783264160156,2.7021203148423476,-422.207275390625,36.088783264160156
119,119,-422.898681640625,37.058258056640625,-422.898681640625,37.058258056640625,0.0,-428.3445739746094,33.25147247314453,6.644498460535865,-425.49676513671875,36.18776321411133,2.740036336172356,-425.49676513671875,36.18776321411133
120,120,-426.19049072265625,37.359130859375,-426.19049072265625,37.359130859375,0.0,-428.37603759765625,33.10368347167969,4.783873703628172,-425.7421875,36.11638259887695,1.321135503426844,-425.7421875,36.11638259887695
121,121,-429.4760437011719,37.65943145751953,-429.4760437011719,37.65943145751953,0.0,-432.2073669433594,33.43385314941406,5.031464865349366,-428.8761291503906,36.42397689819336,1.3734065080663098,-428.8761291503906,36.42397689819336
122,122,-432.7639465332031,37.95994567871094,-432.7639465332031,37.95994567871094,0.0,-436.555908203125,33.278900146484375,6.024214519830362,-433.509521484375,36.320159912109375,1.801327113037501,-433.509521484375,36.320159912109375
123,123,-436.27178955078125,38.31903076171875,-436.27178955078125,38.31903076171875,0.0,-436.8121337890625,37.50999069213867,0.9728914276680014,-432.9092712402344,40.46750259399414,3.990295803927797,-432.9092712402344,40.46750259399414
124,124,-439.4658203125,38.64599609375,-439.4658203125,38.64599609375,0.0,-442.6785888671875,38.16331100463867,3.2488254310195273,-439.4918518066406,41.01720428466797,2.3713510755186924,-439.4918518066406,41.01720428466797
