sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,waypoint_switched_after_frame,gt_x,gt_y,prediction_x,prediction_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_measurement_x,visual_measurement_y,measurement_var_x,measurement_var_y,final_x,final_y,vx,vy,error_m
10,10,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,0,1,0,-54.585689544677734,1.3803616762161255,-165.62616777110023,25.628768046395514,-183.7845458984375,29.25592613220215,-174.35240173339844,24.43783950805664,-174.349853515625,23.161319732666016,23.734466552734375,22.510906219482422,-169.06659370168686,24.6453264587348,-15.741396295596306,1.5479861811900677,116.82095703656148
11,11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,0,1,0,-54.585689544677734,1.3803616762161255,-184.80798999728316,26.19331263992487,-193.24720764160156,29.31584930419922,-193.27772521972656,24.55769157409668,-192.15447998046875,26.535951614379883,23.865982055664062,22.631534576416016,-187.6967917088451,26.329513176096157,-16.42912734656749,1.5808260932791711,135.42904297056583
12,12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,0,1,0,-54.585689544677734,1.3803616762161255,-204.1259190554126,27.910339269375328,-216.8428497314453,38.9819450378418,-212.17254638671875,29.43567657470703,-210.72706604003906,28.119461059570312,23.97135353088379,22.728181838989258,-206.71978588489497,27.99341620732238,-17.047249242505316,1.6008742590264202,154.44428749788753
13,13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,0,1,0,-64.62455749511719,2.3488411903381348,-223.76703512740028,29.5942904663488,-221.72674560546875,15.22110652923584,-226.3970489501953,24.767372131347656,-233.77291870117188,28.30377769470215,24.0533390045166,22.803377151489258,-227.6997373384776,29.081480387302356,-17.984435221502036,1.477132257146392,165.25177239406364
14,14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,0,1,0,-64.62455749511719,2.3488411903381348,-245.68417255997963,30.558612644448747,-249.9622039794922,39.19157028198242,-249.99270629882812,34.433414459228516,-250.37547302246094,31.917495727539062,24.1187686920166,22.863388061523438,-247.52882991422086,31.098806248455986,-18.423777664805115,1.6074014147092048,185.1500293275826
15,15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,0,1,0,-64.62455749511719,2.3488411903381348,-265.952607579026,32.70620766316519,-278.2892150878906,48.88750457763672,-278.3502197265625,39.37118911743164,-269.0087890625,29.95215606689453,24.17620849609375,22.91607093811035,-267.15458332267764,31.611199877615256,-18.70982316710866,1.3435509283486649,204.63307894290983
16,16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,0,1,0,-74.64299774169922,3.3395848274230957,-285.8644064897863,32.95475080596392,-301.9764099121094,44.278987884521484,-292.57470703125,34.702823638916016,-292.5802001953125,35.297359466552734,24.226070404052734,22.961814880371094,-288.50582179965517,33.886189870625095,-19.337914988930876,1.5678098493855175,216.0333367647447
17,17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,0,1,0,-74.64299774169922,3.3395848274230957,-307.84373678858606,35.453999720010614,-311.4085998535156,49.09699249267578,-316.23138427734375,34.852439880371094,-313.6860046386719,38.32405090332031,24.269481658935547,23.001638412475586,-310.1414560577917,36.595069949162266,-19.88388816772341,1.8423512222216019,237.83492418048817
18,18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,0,1,0,-74.64299774169922,3.3395848274230957,-330.0253442255151,38.43742117138387,-325.60260009765625,49.18674850463867,-339.8575744628906,39.76017761230469,-337.38299560546875,40.619476318359375,24.30486297607422,23.03409767150879,-332.91892682812784,39.30491171910848,-20.571038451085947,2.050951251871995,260.7680200559181
19,19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,0,1,0,-84.62059020996094,4.3080644607543945,-353.4899652792138,41.355862970980475,-363.39239501953125,58.942344665527344,-363.4837951660156,44.667877197265625,-361.20703125,44.31127166748047,24.333539962768555,23.060401916503906,-356.52480603173683,42.530763473825914,-21.291392110453927,2.333345367269175,274.5776343796026
20,20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,0,1,0,-84.62059020996094,4.3080644607543945,-377.81619814219073,44.86410884109509,-382.3177490234375,59.06195068359375,-387.1100158691406,49.57553482055664,-382.55426025390625,49.361968994140625,24.358577728271484,23.0833683013916,-379.67938874500123,46.6520856347697,-21.733477470998512,2.762944997542641,298.08171819507305
21,21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,0,1,0,-84.62059020996094,4.3080644607543945,-401.41286621599977,49.41503063231234,-401.2126770019531,63.93968963623047,-410.7666931152344,49.72500228881836,-407.6383972167969,51.67989730834961,24.378692626953125,23.101821899414062,-403.86093274042526,50.31533317008145,-22.314167674016996,2.9792014887376563,322.53847068692505
22,22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,0,1,0,-94.5164794921875,5.254280090332031,-426.1751004144422,53.29453465881911,-429.5702819824219,68.87716674804688,-434.3929443359375,54.63258361816406,-432.57568359375,57.074005126953125,24.39833641052246,23.119842529296875,-428.6917824989049,54.79677615172216,-22.910993378015615,3.3399651488175865,337.82775501078095
23,23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,0,1,0,-94.5164794921875,5.254280090332031,-451.60277587692053,58.13674130053975,-462.689697265625,69.08631134033203,-458.0496520996094,54.7819709777832,-459.4033203125,58.41006088256836,24.42043685913086,23.140119552612305,-454.6693478852984,58.245359269526546,-23.638079292858965,3.366044778959362,364.0304150539638
24,24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,0,1,0,-94.5164794921875,5.254280090332031,-478.30742717815735,61.61140404848591,-481.5846252441406,73.96394348144531,-486.4072570800781,59.71934127807617,-486.2579650878906,61.83592224121094,24.43735122680664,23.1556339263916,-481.43281151689155,61.700623942507136,-24.378969087272655,3.3874629203030193,391.0120685116113
25,25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,0,1,0,-104.41236877441406,6.233891487121582,-505.8117806041642,65.08808686281016,-519.5874633789062,50.412044525146484,-514.764892578125,64.65666198730469,-516.9801025390625,63.29898452758789,24.456933975219727,23.173599243164062,-510.2013961702363,64.37723499490215,-25.41936715682349,3.216845058622931,409.9333886732223
26,26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,0,1,0,-104.41236877441406,6.233891487121582,-535.6207633270598,67.59408005352509,-538.3607788085938,74.32222747802734,-543.1529541015625,64.83576202392578,-542.4075927734375,65.8633804321289,24.47641944885254,23.19147491455078,-538.287862647478,66.90653460992961,-26.05139444852281,3.051849308050331,438.0971511058966
27,27,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,0,1,0,-104.41236877441406,6.233891487121582,-564.3392570960009,69.95838391797994,-566.90087890625,50.71051025390625,-571.5106201171875,69.77296447753906,-571.817626953125,67.72154235839844,24.494874954223633,23.20840835571289,-567.2777459591292,69.06987572819682,-26.74760924867447,2.8386637589611605,467.1110342433513
28,28,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,0,1,0,-114.4308090209961,7.135579586029053,-594.0253552078037,71.90853948715798,-595.2888793945312,50.88951110839844,-599.898681640625,69.95195770263672,-600.2423095703125,68.8736343383789,24.51645851135254,23.228208541870117,-596.4676698455662,70.70327795449899,-27.32616241330816,2.5495274944304755,486.2102297046729
29,29,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,0,1,0,-114.4308090209961,7.135579586029053,-623.7938322588743,73.25280544892946,-633.01806640625,70.16072082519531,-632.9876708984375,74.91886901855469,-631.2645874023438,73.62954711914062,24.538143157958984,23.248106002807617,-626.7281282183453,73.40239394162461,-28.021129818167864,2.5854065418882417,516.5654207761391
30,30,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,0,1,0,-114.4308090209961,7.135579586029053,-654.7492580365132,75.98780048351286,-651.852294921875,84.55443572998047,-656.614013671875,79.82609558105469,-659.7476806640625,76.85293579101562,24.556354522705078,23.26480484008789,-656.7123030480262,76.3312776328064,-28.48597220187815,2.6677744850867984,546.6783911884288
31,31,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,0,1,0,-124.41860961914062,8.126322746276855,-685.1982752499043,78.9990521178932,-699.2872314453125,65.81985473632812,-694.5255126953125,70.54821014404297,-692.568115234375,79.3869857788086,24.572555541992188,23.279666900634766,-688.0924396066231,79.153058919283,-29.17116852005073,2.704699393691724,568.1311326306164
32,32,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,0,1,0,-124.41860961914062,8.126322746276855,-717.2636081266738,81.85775831297472,-737.0166015625,85.09078216552734,-727.5235595703125,89.78936767578125,-724.7393798828125,86.30368041992188,24.585906982421875,23.291913986206055,-720.1992662993046,83.62269330360517,-29.866063420383025,3.127789428011257,600.5449965169777
33,33,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,0,1,1,-124.41860961914062,8.126322746276855,-750.0653297196876,86.75048273161643,-750.9678955078125,123.24535369873047,-746.2972412109375,113.69927215576172,-752.3987426757812,71.21558380126953,24.59796142578125,23.302976608276367,-750.9815951681406,80.58374128225852,-30.082916491273583,1.6497261672228083,630.7386561492602
34,34,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,1,2,0,-134.4064178466797,9.183857917785645,-781.0645116594143,82.23346744948132,-741.687255859375,94.63687133789062,-741.687255859375,94.63687133789062,-738.7374877929688,72.2462158203125,24.609270095825195,23.31334686279297,-764.4448461122826,78.26914721515001,-26.150077026870868,0.6996728292985178,633.814798098539
35,35,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,1,2,0,-134.4064178466797,9.183857917785645,-790.5949231391535,78.96882004444853,-741.687255859375,94.63687133789062,-741.6569213867188,99.39502716064453,-741.9654541015625,67.003173828125,24.623451232910156,23.32636260986328,-771.5034489024858,74.21988368437398,-21.63286523097113,-0.4382811061624624,640.4079259562885
36,36,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,1,2,0,-134.4064178466797,9.183857917785645,-793.136314133457,73.78160257821152,-741.687255859375,94.63687133789062,-741.6265258789062,104.15318298339844,-743.6312255859375,63.11286926269531,24.63440704345703,23.336416244506836,-773.7020777718169,69.54759682997613,-17.035102356920603,-1.4527288905409574,642.1391763275121
37,37,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,1,2,0,-144.29208374023438,10.052149772644043,-790.7371801287375,68.09486793943518,-741.687255859375,94.63687133789062,-741.6569213867188,99.39502716064453,-741.7667846679688,64.40538024902344,24.642736434936523,23.34405517578125,-771.5129518811218,66.63066179409715,-12.487541670590034,-1.8035071469641173,629.7675328674624
38,38,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,1,2,0,-144.29208374023438,10.052149772644043,-784.0004935517119,64.82715464713303,-741.687255859375,94.63687133789062,-741.687255859375,94.63687133789062,-738.8251953125,67.21094512939453,24.65255355834961,23.353057861328125,-766.267436126778,65.77311406193694,-8.293148784101408,-1.5769068899528027,624.466304005023
39,39,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,1,2,0,-144.29208374023438,10.052149772644043,-774.5605849108794,64.19620717198413,-741.687255859375,94.63687133789062,-741.7175903320312,89.87872314453125,-738.4452514648438,66.25924682617188,24.663829803466797,23.363405227661133,-760.3855343040173,65.01479261492273,-4.940646622988013,-1.3808363625596762,618.5402427779427
40,40,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,1,2,0,-154.1981964111328,10.909310340881348,-765.3261809270052,63.63395625236305,-741.7175903320312,89.87872314453125,-741.7175903320312,89.87872314453125,-737.9468383789062,65.86430358886719,24.673587799072266,23.372358322143555,-754.5806428684832,64.51887220740481,-2.3994920139143985,-1.168897703630325,602.771156524293
41,41,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,1,2,0,-154.1981964111328,10.909310340881348,-756.9801348823976,63.34997450377449,-741.7175903320312,89.87872314453125,-741.7175903320312,89.87872314453125,-737.963134765625,65.80453491210938,24.685470581054688,23.383251190185547,-749.517475468546,64.32373395558588,-0.6348555808543315,-0.9357023485238426,597.7107533477454
42,42,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,1,2,0,-154.1981964111328,10.909310340881348,-750.1523310494003,63.38803160706204,-741.7479248046875,85.12056732177734,-741.7479248046875,85.12056732177734,-737.8715209960938,65.65373229980469,24.695053100585938,23.392038345336914,-745.3333382345022,64.28682299461101,0.5045396684017425,-0.7204811688233042,593.5401542908737
43,43,/yh/study/new_data/model_dataset_flight/vi/vi_000043.jpg,1,2,0,-164.03280639648438,11.966845512390137,-744.8287985661004,63.56634182578771,-741.7479248046875,85.12056732177734,-741.7479248046875,85.12056732177734,-737.6810913085938,65.38591003417969,24.708850860595703,23.404693603515625,-742.0245085828416,64.288037666094,1.1675158813236934,-0.547683202024146,580.354990453832
44,44,/yh/study/new_data/model_dataset_flight/vi/vi_000044.jpg,1,2,0,-164.03280639648438,11.966845512390137,-740.8569927015179,63.74035446406985,-737.2593383789062,47.025550842285156,-732.4369506835938,61.27022933959961,-733.7985229492188,63.27143096923828,24.71197509765625,23.40755271911621,-738.0873683058537,63.55434291456318,1.8222257147292265,-0.5922158774646742,576.3678599099512
45,45,/yh/study/new_data/model_dataset_flight/vi/vi_000045.jpg,1,2,0,-164.03280639648438,11.966845512390137,-736.2651425911245,62.962127037098504,-737.2593383789062,47.025550842285156,-727.7056274414062,61.24044418334961,-729.7047119140625,62.48204040527344,24.71868133544922,23.41370964050293,-733.6910529649075,62.77169556438192,2.430659508336944,-0.6378028459230805,571.9192693660668
46,46,/yh/study/new_data/model_dataset_flight/vi/vi_000046.jpg,1,2,0,-174.08189392089844,12.979852676391602,-731.2603934565706,62.13389271845884,-718.333984375,46.90640640258789,-723.004638671875,56.4525032043457,-723.9881591796875,62.165130615234375,24.72454833984375,23.419092178344727,-728.4071079561114,62.14628317190127,3.105036800333515,-0.634836932262214,556.5013753827159
47,47,/yh/study/new_data/model_dataset_flight/vi/vi_000047.jpg,1,2,0,-174.08189392089844,12.979852676391602,-725.3020711557779,61.511446239639056,-713.6026611328125,46.87661361694336,-713.5419921875,56.392921447753906,-718.3717651367188,62.457923889160156,24.73105239868164,23.425058364868164,-722.5830984263818,61.88684395134457,3.7476287409629485,-0.5449830748320073,550.6772785756957
48,48,/yh/study/new_data/model_dataset_flight/vi/vi_000048.jpg,1,2,0,-184.13096618652344,13.948331832885742,-718.8354696854188,61.34186087651256,-699.2872314453125,65.81985473632812,-704.0489501953125,61.09149169921875,-711.4791259765625,62.16400146484375,24.738357543945312,23.431758880615234,-715.9495649441646,61.66791976290476,4.42963289021131,-0.4669431776466044,533.955223831317
49,49,/yh/study/new_data/model_dataset_flight/vi/vi_000049.jpg,1,2,0,-184.13096618652344,13.948331832885742,-711.5199320539533,61.200976585258154,-694.64697265625,51.51559066772461,-699.3479614257812,56.30354309082031,-704.51708984375,63.319095611572266,24.744686126708984,23.437564849853516,-708.7728206348788,62.04098358088126,5.078798096300651,-0.26590508617971736,526.8415118336475
50,50,/yh/study/new_data/model_dataset_flight/vi/vi_000050.jpg,1,2,0,-184.13096618652344,13.948331832885742,-703.6940225385782,61.775078494701546,-694.6773071289062,46.75743865966797,-694.6166381835938,56.273746490478516,-695.6328125,61.40973663330078,24.754262924194336,23.446353912353516,-700.532125399888,61.63020814826058,5.825935394128073,-0.3005747404528877,518.5978389521705
51,51,/yh/study/new_data/model_dataset_flight/vi/vi_000051.jpg,1,2,0,-194.10855102539062,14.861151695251465,-694.7061900057598,61.32963340780769,-694.6773071289062,46.75743865966797,-689.9156494140625,51.48579406738281,-688.637939453125,58.879791259765625,24.762540817260742,23.453947067260742,-692.3261624507021,60.358250917245776,6.38828244847035,-0.5330254799733021,500.29068987135736
52,52,/yh/study/new_data/model_dataset_flight/vi/vi_000052.jpg,1,2,0,-194.10855102539062,14.861151695251465,-685.9378800022317,59.82522543727247,-685.184326171875,51.45599365234375,-680.4529418945312,51.42619323730469,-679.387939453125,56.8878288269043,24.770050048828125,23.460830688476562,-683.3690483732487,58.66057575423655,6.99519381061566,-0.8117044132586063,491.2170842030764
53,53,/yh/study/new_data/model_dataset_flight/vi/vi_000053.jpg,1,2,0,-194.10855102539062,14.861151695251465,-676.373854562633,57.848871340977944,-680.4529418945312,51.42619323730469,-670.9902954101562,51.3665885925293,-669.638427734375,56.04964828491211,24.77796173095703,23.46808624267578,-673.7324448764502,57.13554048923387,7.619204767531546,-0.982378547996264,481.4833366802607
54,54,/yh/study/new_data/model_dataset_flight/vi/vi_000054.jpg,1,2,0,-203.94317626953125,15.796236038208008,-666.1132401089187,56.153161941237606,-647.30322265625,55.9756965637207,-647.30322265625,55.9756965637207,-658.1431274414062,56.787986755371094,24.78705596923828,23.476425170898438,-662.9879192321741,56.40482578693345,8.357479391622752,-0.9221689804260073,460.8374264347669
55,55,/yh/study/new_data/model_dataset_flight/vi/vi_000055.jpg,1,2,0,-203.94317626953125,15.796236038208008,-654.6304398405514,55.48265680650744,-637.840576171875,55.91606903076172,-642.5718994140625,55.945884704589844,-650.11572265625,57.045867919921875,24.80057144165039,23.48883056640625,-652.8604220762396,56.102246912408,8.775566323000831,-0.7739458682055358,450.72305032610853
56,56,/yh/study/new_data/model_dataset_flight/vi/vi_000056.jpg,1,2,0,-203.94317626953125,15.796236038208008,-644.0848557532388,55.32830104420246,-633.01806640625,70.16072082519531,-637.840576171875,55.91606903076172,-636.994873046875,54.820465087890625,24.813261032104492,23.50047492980957,-641.3055429444499,55.12704098718861,9.431991620225299,-0.8220884288614909,439.12726173789395
57,57,/yh/study/new_data/model_dataset_flight/vi/vi_000057.jpg,1,2,0,-213.8697052001953,16.76471519470215,-631.8735513242246,54.304952558327116,-633.01806640625,70.16072082519531,-623.6465454101562,55.82661437988281,-626.16259765625,56.3250617980957,24.823925018310547,23.510257720947266,-629.6349641472698,55.10549276322879,9.96064994645691,-0.6306146530753199,417.5293591735641
58,58,/yh/study/new_data/model_dataset_flight/vi/vi_000058.jpg,1,2,0,-213.8697052001953,16.76471519470215,-619.6743142008129,54.47487811015347,-618.9151611328125,55.79679489135742,-614.2142333984375,51.008819580078125,-613.6918334960938,53.60285949707031,24.835477828979492,23.52085304260254,-617.3295187006053,54.12934171256336,10.514328902367787,-0.7132514420319456,405.18629841667257
59,59,/yh/study/new_data/model_dataset_flight/vi/vi_000059.jpg,1,2,0,-213.8697052001953,16.76471519470215,-606.8151897982375,53.41609027053141,-595.2888793945312,50.88951110839844,-599.9898071289062,55.67749786376953,-600.9571533203125,54.06425857543945,24.84625816345215,23.530738830566406,-604.519345216323,53.67290723375241,11.056388755670316,-0.6518389629167458,392.38929124572394
60,60,/yh/study/new_data/model_dataset_flight/vi/vi_000060.jpg,1,2,0,-223.8677215576172,17.811119079589844,-593.4629564606527,53.02106827083566,-595.2888793945312,50.88951110839844,-585.8262329101562,50.82984924316406,-588.9158935546875,53.79708480834961,24.85620880126953,23.539867401123047,-591.681012290817,53.328522470698296,11.477068567379868,-0.5783253484451498,369.5241572395938
61,61,/yh/study/new_data/model_dataset_flight/vi/vi_000061.jpg,1,2,0,-223.8677215576172,17.811119079589844,-580.2039437234371,52.75019712225315,-562.1695556640625,50.680667877197266,-571.6322021484375,50.7403450012207,-571.7801513671875,51.66090774536133,24.865253448486328,23.548160552978516,-576.9029205248432,52.31864705381208,12.256290692509817,-0.681500526541725,354.7176640607578
62,62,/yh/study/new_data/model_dataset_flight/vi/vi_000062.jpg,1,2,1,-223.8677215576172,17.811119079589844,-564.6466298323335,51.63714652727035,-557.559814453125,31.618206024169922,-562.1695556640625,50.680667877197266,-560.6350708007812,50.477108001708984,24.87651824951172,23.558490753173828,-563.074810039217,51.177619829880356,12.627290548958204,-0.7913541965206625,340.8442052441013
63,63,/yh/study/new_data/model_dataset_flight/vi/vi_000063.jpg,2,3,0,-233.84530639648438,18.824125289916992,-550.4475194902589,50.38626563335969,-562.0479125976562,69.71328735351562,-547.9146728515625,60.107452392578125,-548.7046508789062,62.09913635253906,24.88662338256836,23.567758560180664,-549.764675848983,55.02575191578537,12.788448008154807,0.31765030753139634,317.98680124436464
64,64,/yh/study/new_data/model_dataset_flight/vi/vi_000064.jpg,2,3,0,-233.84530639648438,18.824125289916992,-536.9762278408282,55.343402223316765,-528.8980712890625,74.26252746582031,-538.3911743164062,69.56407165527344,-538.668212890625,68.43663024902344,24.89399528503418,23.574514389038086,-537.6391279680304,60.529591442483465,12.632012438479528,1.5572214000504208,306.6431671047754
65,65,/yh/study/new_data/model_dataset_flight/vi/vi_000065.jpg,2,3,0,-233.84530639648438,18.824125289916992,-525.0071155295509,62.08681284253389,-528.8980712890625,74.26252746582031,-538.3607788085938,74.32222747802734,-540.416748046875,75.5917739868164,24.893463134765625,23.574020385742188,-531.0453711214694,67.43688713260583,11.20719034162153,2.8358546265914546,301.1495958597808
66,66,/yh/study/new_data/model_dataset_flight/vi/vi_000066.jpg,2,3,1,-243.63906860351562,19.73694610595703,-519.8381807798479,70.27274175919729,-528.8980712890625,74.26252746582031,-557.1949462890625,88.71607208251953,-543.2217407226562,83.0259017944336,24.891849517822266,23.572534561157227,-529.0019216475989,75.32546082954357,9.044984889182249,4.043355557272984,290.7267460462375
67,67,/yh/study/new_data/model_dataset_flight/vi/vi_000067.jpg,3,4,0,-243.63906860351562,19.73694610595703,-519.9569367584166,79.36881638681656,-509.9422912597656,78.9012680053711,-514.6736450195312,78.93112182617188,-513.0989379882812,77.8563232421875,24.88984489440918,23.570690155029297,-517.2692117735882,78.76954344683715,9.67914400903037,3.9001443408145464,279.9255308114729
68,68,/yh/study/new_data/model_dataset_flight/vi/vi_000068.jpg,3,4,0,-243.63906860351562,19.73694610595703,-507.5900677645578,82.6696877876517,-490.9256286621094,93.0562973022461,-500.4491882324219,83.5997085571289,-499.20208740234375,83.28553009033203,24.88404655456543,23.56536102294922,-504.30231355597783,82.91372330784374,10.454878133691018,3.9584627867667996,268.2100528443409
69,69,/yh/study/new_data/model_dataset_flight/vi/vi_000069.jpg,3,4,0,-253.5655975341797,20.549577713012695,-493.8474354222868,86.87218609461054,-490.9256286621094,93.0562973022461,-486.255126953125,83.51012420654297,-486.6024475097656,84.85952758789062,24.877182006835938,23.559059143066406,-491.0073810336822,86.07456125815457,11.124996305334586,3.7678452964461884,246.3171208422503
70,70,/yh/study/new_data/model_dataset_flight/vi/vi_000070.jpg,3,4,0,-253.5655975341797,20.549577713012695,-479.8823847283476,89.84240655460076,-476.7011413574219,97.724853515625,-472.06109619140625,83.42052459716797,-472.37225341796875,83.79650115966797,24.873947143554688,23.556087493896484,-476.93842116588297,87.44641182777384,11.81966460274534,3.1952208633350176,233.17505173533874
71,71,/yh/study/new_data/model_dataset_flight/vi/vi_000071.jpg,3,4,0,-263.5738220214844,21.506925582885742,-465.11875656313765,90.64163269110887,-448.34344482421875,92.78746795654297,-457.8670349121094,83.3309097290039,-456.01531982421875,81.54893493652344,24.87026596069336,23.55270767211914,-461.5501430559305,87.03811855474962,12.6617694952682,2.333966846147286,208.54007035255773
72,72,/yh/study/new_data/model_dataset_flight/vi/vi_000072.jpg,3,4,0,-263.5738220214844,21.506925582885742,-448.88837356066233,89.3720854008969,-448.34344482421875,92.78746795654297,-443.70343017578125,78.48312377929688,-443.383056640625,78.74954223632812,24.86841583251953,23.551006317138672,-446.7302840535064,85.16234453914893,13.17104917792548,1.3277770574343937,193.90281572629345
73,73,/yh/study/new_data/model_dataset_flight/vi/vi_000073.jpg,3,4,0,-263.5738220214844,21.506925582885742,-433.55923487558096,86.49012159658332,-429.5702819824219,68.87716674804688,-424.8085021972656,73.6054458618164,-423.93218994140625,74.77733612060547,24.870073318481445,23.552522659301758,-429.7857351197607,81.84868138232181,14.061576434311416,0.21836565945360498,176.826263741413
