sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,gt_x,gt_y,visual_x,visual_y,final_x,final_y,selected_patch_x,selected_patch_y,progress_s_visual_m,progress_s_final_m,cross_visual_m,cross_final_m,rnn_delta_s_raw_m,predicted_step_m,rnn_delta_cross_m,motion_probability,polynomial_step_m,inertia_cap_m,selected_patch_progress_s_m,candidate_probability_max,candidate_probability_margin,candidate_route_distance_m,route_heading_deg,heading_residual_deg,estimated_heading_deg,search_heading_deg,measurement_variance_s,measurement_variance_cross,forward_candidate_count,error_visual_m,error_final_m
11,11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,0,1,-57.930152893066406,1.7030118703842163,-26.145965576171875,-2.3161401748657227,-23.484844207763672,-2.4221816062927246,-27.772829055786133,9.233684539794922,7.307045936584473,4.649691169523702,0.9370386600494385,0.7601617723098361,2.992173671722412,2.992173671722412,0.22965677082538605,0.9982695579528809,2.992173671722412,3.0,10.150054931640625,0.09610932320356369,0.012050256133079529,10.375009536743164,173.90999868913076,-0.489591855048775,173.42040683408197,173.42040779457736,16.0,2.1998887062072754,18,32.03729248046875,34.69144821166992
12,12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,0,1,-61.281715393066406,2.0263473987579346,-26.484495162963867,-2.3331007957458496,-23.81960678100586,-2.4394900798797607,-27.772829055786133,9.233684539794922,7.641864776611328,4.980731400435219,0.9898185133934021,0.8128880791517874,2.992173671722412,2.992173671722412,0.22965677082538605,0.9982695579528809,2.992173671722412,3.0,10.150054931640625,0.09625402837991714,0.012345954775810242,10.375009536743164,173.90999868913076,-0.4895905743883056,173.42040811474246,173.420406834082,16.0,2.1998887062072754,18,35.06923294067383,37.72735595703125
13,13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,0,1,-64.62455749511719,2.3488411903381348,-26.819259643554688,-2.350409507751465,-24.151395797729492,-2.4570844173431396,-27.772829055786133,9.233684539794922,7.972905158996582,5.30877949672492,1.0425448417663574,0.8655826059891326,2.992173671722412,2.992173671722412,0.22965678572654724,0.9982695579528809,2.992173671722412,3.0,10.150054931640625,0.09635484218597412,0.012454673647880554,10.375009536743164,173.90999868913076,-0.4895923886573039,173.42040630047345,173.42040811474246,16.0,2.1998887062072754,18,38.09624099731445,40.75749588012695
14,14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,0,1,-67.96265411376953,2.678952693939209,-27.151046752929688,-2.3680038452148438,-24.480819702148438,-2.47491192817688,-27.772829055786133,9.233684539794922,8.300952911376953,5.634453416246956,1.0952394008636475,0.9182582659395712,2.992173671722412,2.992173671722412,0.22965684533119202,0.9982695579528809,2.992173671722412,3.0,10.150054931640625,0.09640216827392578,0.012334935367107391,10.375009536743164,173.90999868913076,-0.4895922819355981,173.42040640719517,173.42040630047347,16.0,2.1998887062072754,18,41.12248992919922,43.78621292114258
15,15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,0,1,-71.30087280273438,3.009075880050659,-27.480470657348633,-2.385831117630005,-24.808366775512695,-2.4929282665252686,-27.772829055786133,9.233684539794922,8.626626968383789,5.958240563804042,1.1479148864746094,0.9709226762245486,2.992173671722412,2.992173671722412,0.22965669631958008,0.9982695579528809,2.992173671722412,3.0,10.150054931640625,0.09617670625448227,0.012620076537132263,10.375009536743164,173.90999868913076,-0.4895925487398626,173.4204061403909,173.42040640719517,16.0,2.1998887062072754,18,44.151248931884766,46.816932678222656
16,16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,0,1,-74.64299774169922,3.3395848274230957,-27.808019638061523,-2.4038476943969727,-25.134422302246094,-2.5110974311828613,-27.772829055786133,9.233684539794922,8.950414657592773,6.280526388316921,1.2005794048309326,1.0235804530431853,2.992173671722412,2.992173671722412,0.22965678572654724,0.9982695579528809,2.992173671722412,3.0,10.150054931640625,0.0967404916882515,0.012711532413959503,10.375009536743164,173.90999868913076,-0.4895943630088609,173.4204043261219,173.4204061403909,16.0,2.1998887062072754,18,47.18582534790039,49.85308074951172
17,17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,0,1,-77.97047424316406,3.6625680923461914,-28.134071350097656,-2.4220168590545654,-25.45928382873535,-2.5293893814086914,-27.772829055786133,9.233684539794922,9.272699356079102,6.601616183226188,1.253237247467041,1.0762342898946071,2.992173671722412,2.992173671722412,0.22965678572654724,0.9982695579528809,2.992173671722412,3.0,10.150054931640625,0.09693937003612518,0.012359827756881714,10.375009536743164,173.90999868913076,-0.4895943630088609,173.4204043261219,173.4204043261219,16.0,2.1998887062072754,18,50.20646667480469,52.875
18,18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,0,1,-81.29307556152344,3.9850776195526123,-28.458934783935547,-2.4403090476989746,-25.783201217651367,-2.5477805137634277,-27.772829055786133,9.233684539794922,9.593790054321289,6.921752720551269,1.3058912754058838,1.1288858211325659,2.992173671722412,2.992173671722412,0.22965696454048157,0.9982695579528809,2.992173671722412,3.0,10.150054931640625,0.09862037748098373,0.012762688100337982,10.375009536743164,173.90999868913076,-0.48959462981312535,173.42040405931763,173.4204043261219,16.0,2.1998887062072754,18,53.223419189453125,55.89297103881836
19,19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,0,1,-84.62059020996094,4.3080644607543945,-28.782852172851562,-2.4587016105651855,-26.106359481811523,-2.566251039505005,-32.53472900390625,4.505537986755371,9.91392707824707,7.241128826994303,1.3585445880889893,1.1815363651190962,2.9921741485595703,2.9921741485595703,0.22965869307518005,0.9982696771621704,2.992173671722412,3.0,14.383468627929688,0.08413349092006683,0.0005655810236930847,5.16835355758667,173.90999868913076,-0.4896183753926617,173.4203803137381,173.42040405931763,16.0,2.1998887062072754,18,56.24626159667969,58.91664505004883
20,20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,0,1,-87.91920471191406,4.623467922210693,-29.10601234436035,-2.477172374725342,-26.42891502380371,-2.5847854614257812,-32.53472900390625,4.505537986755371,10.23330307006836,7.559897979982357,1.4111950397491455,1.2341860588430693,2.9921741485595703,2.9921741485595703,0.22965878248214722,0.9982696771621704,2.9921746253967285,3.0,14.383468627929688,0.08449754118919373,0.0006618499755859375,5.16835355758667,173.90999868913076,-0.4896188556403377,173.42037983349041,173.42038031373812,16.0,2.1998887062072754,18,59.24028015136719,61.91134262084961
21,21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,0,1,-91.22086334228516,4.939162731170654,-29.42856788635254,-2.495706558227539,-26.750988006591797,-2.603370428085327,-32.53472900390625,4.505537986755371,10.552072525024414,7.878182567635012,1.4638450145721436,1.286835324480801,2.9921741485595703,2.9921741485595703,0.22965900599956512,0.9982696771621704,2.9921741485595703,3.0,14.383468627929688,0.08453719317913055,0.0016959533095359802,5.16835355758667,173.90999868913076,-0.48961810858839727,173.42038058054237,173.42037983349044,16.0,2.1998887062072754,18,62.23797607421875,64.90959167480469
22,22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,0,1,-94.5164794921875,5.254280090332031,-29.750640869140625,-2.514291763305664,-27.07267951965332,-2.6219964027404785,-32.53472900390625,4.505537986755371,10.870356559753418,8.196080055300898,1.5164942741394043,1.3394842961368032,2.9921741485595703,2.9921741485595703,0.22965899109840393,0.9982696771621704,2.9921741485595703,3.0,14.383468627929688,0.08514182269573212,0.0015836060047149658,5.16835355758667,173.90999868913076,-0.48961912244460215,173.42037956668617,173.42038058054237,16.0,2.1998887062072754,18,65.23008728027344,67.90215301513672
23,23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,0,1,-97.71556854248047,5.570963382720947,-30.072330474853516,-2.5329177379608154,-27.394060134887695,-2.640655040740967,-32.53472900390625,4.505537986755371,11.188254356384277,8.513668370904078,1.5691431760787964,1.3921330779948238,2.9921741485595703,2.9921741485595703,0.2296588122844696,0.9982696771621704,2.9921741485595703,3.0,14.383468627929688,0.08532647043466568,0.0013672113418579102,5.16835355758667,173.90999868913076,-0.4896198161356898,173.42037887299506,173.42037956668617,16.0,2.1998887062072754,18,68.12693786621094,70.79933166503906
24,24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,0,1,-101.2225570678711,5.918126583099365,-30.39371109008789,-2.5515761375427246,-27.71519660949707,-2.659339427947998,-32.53472900390625,4.505537986755371,11.505842208862305,8.831009564086987,1.6217918395996094,1.4447817294676004,2.9921741485595703,2.9921741485595703,0.22965878248214722,0.9982696771621704,2.9921741485595703,3.0,14.383468627929688,0.0855039656162262,0.0013338401913642883,5.16835355758667,173.90999868913076,-0.48961997621824843,173.4203787129125,173.4203788729951,16.0,2.1998887062072754,18,71.33345031738281,74.00611877441406
25,25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,0,1,-104.41236877441406,6.233891487121582,-30.714847564697266,-2.570260524749756,-28.036134719848633,-2.6780447959899902,-32.53472900390625,4.505537986755371,11.8231840133667,9.14815336285272,1.6744403839111328,1.4974302950333065,2.9921741485595703,2.9921741485595703,0.22965866327285767,0.9982696771621704,2.9921741485595703,3.0,14.383468627929688,0.08614084124565125,0.0012520700693130493,5.16835355758667,173.90999868913076,-0.48961997621824843,173.4203787129125,173.4203787129125,16.0,2.1998887062072754,18,74.22154998779297,76.89442443847656
26,26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,0,1,-107.75296020507812,6.5345540046691895,-31.035785675048828,-2.5889649391174316,-28.356916427612305,-2.6967668533325195,-32.53472900390625,4.505537986755371,12.140327453613281,9.465139294633595,1.7270877361297607,1.5500785460029476,2.9921741485595703,2.9921741485595703,0.22965741157531738,0.9982696771621704,2.9921741485595703,3.0,14.383468627929688,0.09749163687229156,0.012408554553985596,5.16835355758667,173.90999868913076,-0.4896287273981225,173.42036996173263,173.4203787129125,16.0,2.1998887062072754,18,77.25777435302734,79.93090057373047
27,27,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,0,1,-111.09230041503906,6.835103988647461,-31.356569290161133,-2.607686996459961,-28.677574157714844,-2.7155022621154785,-32.53472900390625,4.505537986755371,12.457313537597656,9.78199907657242,1.7797359228134155,1.6027267605877624,2.9921741485595703,2.9921741485595703,0.229657381772995,0.9982696771621704,2.9921741485595703,3.0,14.383468627929688,0.09741707891225815,0.013006061315536499,5.16835355758667,173.90999868913076,-0.48962798034618205,173.4203707087846,173.42036996173266,16.0,2.1998887062072754,18,80.29292297363281,82.96626281738281
28,28,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,0,1,-114.4308090209961,7.135579586029053,-31.67722511291504,-2.6264219284057617,-28.998130798339844,-2.734248161315918,-32.53472900390625,4.505537986755371,12.77417278289795,10.098757938092001,1.8323838710784912,1.6553749012597438,2.9921741485595703,2.9921741485595703,0.22965705394744873,0.9982696771621704,2.9921741485595703,3.0,14.383468627929688,0.09422992169857025,0.011828191578388214,5.16835355758667,173.90999868913076,-0.4896244051690384,173.42037428396173,173.4203707087846,16.0,2.1998887062072754,18,83.32738494873047,86.00090789794922
29,29,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,0,1,-117.76180267333984,7.465998649597168,-31.99778175354004,-2.645167112350464,-29.318607330322266,-2.753002405166626,-32.53472900390625,4.505537986755371,13.09093189239502,10.415436184805689,1.8850313425064087,1.7080228808701825,2.9921741485595703,2.9921741485595703,0.22965650260448456,0.9982696771621704,2.9921741485595703,3.0,14.383468627929688,0.091232068836689,0.011127650737762451,5.16835355758667,173.90999868913076,-0.4896226976217459,173.42037599150902,173.42037428396173,16.0,2.1998887062072754,18,86.35799407958984,89.03160095214844
30,30,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,0,1,-121.08988952636719,7.79612922668457,-32.318260192871094,-2.663921356201172,-29.639019012451172,-2.771763324737549,-32.53472900390625,4.505537986755371,13.407609939575195,10.732049933896178,1.9376791715621948,1.7606708214281221,2.9921741485595703,2.9921741485595703,0.2296563684940338,0.9982696771621704,2.9921741485595703,3.0,14.383468627929688,0.09032014012336731,0.01056285947561264,5.16835355758667,173.90999868913076,-0.4896226976217459,173.42037599150902,173.42037599150902,16.0,2.1998887062072754,18,89.3857650756836,92.0594482421875
31,31,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,0,1,-124.41860961914062,8.126322746276855,-32.638671875,-2.682682514190674,-29.959381103515625,-2.790530204772949,-32.53472900390625,4.505537986755371,13.724224090576172,11.048612171119938,1.9903273582458496,1.8133188157135092,2.9921741485595703,2.9921741485595703,0.22965659201145172,0.9982696771621704,2.9921741485595703,3.0,14.383468627929688,0.09203135222196579,0.011323720216751099,5.16835355758667,173.90999868913076,-0.48962392492136236,173.42037476420938,173.42037599150902,16.0,2.1998887062072754,18,92.41423797607422,95.08798217773438
32,32,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,0,1,-127.7506332397461,8.479126930236816,-32.95903396606445,-2.701449155807495,-30.27970314025879,-2.8093008995056152,-32.53472900390625,4.505537986755371,14.040786743164062,11.365133228779463,2.042975425720215,1.8659668251756047,2.9921741485595703,2.9921741485595703,0.22965668141841888,0.9982696771621704,2.9921741485595703,3.0,14.383468627929688,0.09213464707136154,0.011327028274536133,5.16835355758667,173.90999868913076,-0.489624085003921,173.42037460412683,173.4203747642094,16.0,2.1998887062072754,18,95.44868469238281,98.12242889404297
33,33,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,0,1,-131.07872009277344,8.831513404846191,-33.279354095458984,-2.720219850540161,-30.59998893737793,-2.828075408935547,-37.266056060791016,4.535549163818359,14.357307434082031,11.681621283929887,2.095623016357422,1.9186147376720382,2.992173671722412,2.992173671722412,0.22965623438358307,0.9982695579528809,2.9921741485595703,3.0,19.091278076171875,0.10106541961431503,0.004046015441417694,4.696246147155762,173.90999868913076,-0.48961762834072126,173.42038106079005,173.42037460412686,16.0,2.1998887062072754,18,98.4792251586914,101.15296173095703
34,34,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,0,1,-134.4064178466797,9.183857917785645,-33.59964370727539,-2.7389941215515137,-30.920249938964844,-2.8468525409698486,-37.266056060791016,4.535549163818359,14.673795700073242,11.998083001889142,2.148270845413208,1.971262630474759,2.992173671722412,2.992173671722412,0.22965604066848755,0.9982695579528809,2.992173194885254,3.0,19.091278076171875,0.10042741894721985,0.0034374967217445374,4.696246147155762,173.90999868913076,-0.48961762834072126,173.42038106079005,173.42038106079005,16.0,2.1998887062072754,18,101.50941467285156,104.1831283569336
35,35,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,0,1,-137.9134521484375,9.491893768310547,-33.91990280151367,-2.7577710151672363,-31.240489959716797,-2.8656320571899414,-37.266056060791016,4.535549163818359,14.990257263183594,12.314523624685453,2.200918436050415,2.023910453671272,2.992173671722412,2.992173671722412,0.22965583205223083,0.9982695579528809,2.992173671722412,3.0,19.091278076171875,0.09926684945821762,0.0029692351818084717,4.696246147155762,173.90999868913076,-0.48961629431939896,173.42038239481136,173.42038106079005,16.0,2.1998887062072754,18,104.71251678466797,107.3863525390625
36,36,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,0,1,-141.10328674316406,9.772066116333008,-34.240142822265625,-2.776550531387329,-31.560712814331055,-2.884413242340088,-37.266056060791016,4.535549163818359,15.306697845458984,12.630947386971858,2.2535665035247803,2.0765583326681916,2.992173671722412,2.992173671722412,0.22965601086616516,0.9982695579528809,2.992173671722412,3.0,19.091278076171875,0.10012893378734589,0.0034134238958358765,4.696246147155762,173.90999868913076,-0.48961693464963363,173.42038175448113,173.42038239481138,16.0,2.1998887062072754,18,107.59739685058594,110.27130889892578
37,37,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,0,1,-144.29208374023438,10.052149772644043,-34.56036376953125,-2.7953317165374756,-31.880924224853516,-2.903195858001709,-37.266056060791016,4.535549163818359,15.62312126159668,12.94735763296273,2.3062143325805664,2.129206200097775,2.992173671722412,2.992173671722412,0.229655921459198,0.9982695579528809,2.992173671722412,3.0,19.091278076171875,0.10024195909500122,0.0032567009329795837,4.696246147155762,173.90999868913076,-0.4896168279279279,173.42038186120283,173.42038175448113,16.0,2.1998887062072754,18,110.48125457763672,113.1552505493164
38,38,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,0,1,-147.48928833007812,10.328798294067383,-34.88057327270508,-2.8141140937805176,-32.20112228393555,-2.9219794273376465,-37.266056060791016,4.535549163818359,15.939531326293945,13.263757080162039,2.3588619232177734,2.18185400400324,2.992173671722412,2.992173671722412,0.22965583205223083,0.9982695579528809,2.992173671722412,3.0,19.091278076171875,0.09877758473157883,0.002492457628250122,4.696246147155762,173.90999868913076,-0.48961672120622207,173.42038196792453,173.42038186120286,16.0,2.1998887062072754,18,113.37310028076172,116.04715728759766
39,39,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,0,1,-150.68637084960938,10.605437278747559,-35.200775146484375,-2.8328986167907715,-32.52131652832031,-2.9407641887664795,-37.266056060791016,4.535549163818359,16.255929946899414,13.580147819502372,2.4115102291107178,2.234501922945831,2.992173671722412,2.992173671722412,0.22965621948242188,0.9982695579528809,2.992173671722412,3.0,19.091278076171875,0.10161145776510239,0.004144944250583649,4.696246147155762,173.90999868913076,-0.4896168279279279,173.42038186120283,173.42038196792456,16.0,2.1998887062072754,18,116.26483154296875,118.93898010253906
40,40,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,0,1,-154.1981964111328,10.909310340881348,-35.520965576171875,-2.8516831398010254,-32.84149932861328,-2.95954966545105,-37.266056060791016,4.535549163818359,16.57232093811035,13.896531691664238,2.464158058166504,2.287149821257331,2.992173671722412,2.992173671722412,0.22965633869171143,0.9982695579528809,2.992173671722412,3.0,19.091278076171875,0.10387527197599411,0.005492709577083588,4.696246147155762,173.90999868913076,-0.48961634768025186,173.4203823414505,173.42038186120286,16.0,2.1998887062072754,18,119.47238159179688,122.1466064453125
41,41,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,0,1,-157.47799682617188,11.261993408203125,-35.84115219116211,-2.8704681396484375,-33.16167449951172,-2.9783356189727783,-37.266056060791016,4.535549163818359,16.88870620727539,14.212910198504941,2.51680588722229,2.3397977036774322,2.992173671722412,2.992173671722412,0.22965607047080994,0.9982695579528809,2.992173671722412,3.0,19.091278076171875,0.10120571404695511,0.003653615713119507,4.696246147155762,173.90999868913076,-0.4896165611236634,173.4203821280071,173.4203823414505,16.0,2.1998887062072754,18,122.45508575439453,125.1292724609375
42,42,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,0,1,-160.7559356689453,11.614477157592773,-36.16132736206055,-2.889254570007324,-33.481849670410156,-2.997122049331665,-37.266056060791016,4.535549163818359,17.2050838470459,14.529284204833141,2.5694539546966553,2.3924456285118354,2.992173671722412,2.992173671722412,0.2296561896800995,0.9982695579528809,2.992173671722412,3.0,19.091278076171875,0.10225243121385574,0.0042529478669166565,4.696246147155762,173.90999868913076,-0.489617735062427,173.42038095406832,173.4203821280071,16.0,2.1998887062072754,18,125.4359359741211,128.11007690429688
43,43,/yh/study/new_data/model_dataset_flight/vi/vi_000043.jpg,0,1,-164.03280639648438,11.966845512390137,-36.481502532958984,-2.9080405235290527,-33.80201721191406,-3.01590895652771,-37.266056060791016,4.535549163818359,17.52145767211914,14.845654666195962,2.622101306915283,2.4450934220707854,2.992173671722412,2.992173671722412,0.22965574264526367,0.9982695579528809,2.992173671722412,3.0,19.091278076171875,0.09939616918563843,0.002743743360042572,4.696246147155762,173.90999868913076,-0.48961757497986835,173.4203811141509,173.42038095406835,16.0,2.1998887062072754,18,128.41571044921875,131.08981323242188
44,44,/yh/study/new_data/model_dataset_flight/vi/vi_000044.jpg,0,1,-167.38104248046875,12.304368019104004,-36.80167007446289,-2.9268271923065186,-34.122188568115234,-3.034696102142334,-37.266056060791016,4.535549163818359,17.837827682495117,15.162022260239839,2.6747488975524902,2.4977411691075124,2.992173671722412,2.992173671722412,0.22965550422668457,0.9982695579528809,2.992173671722412,3.0,19.091278076171875,0.0984666496515274,0.0021141991019248962,4.696246147155762,173.90999868913076,-0.48961832203180883,173.42038036709894,173.4203811141509,16.0,2.1998887062072754,18,131.4646759033203,134.13876342773438
45,45,/yh/study/new_data/model_dataset_flight/vi/vi_000045.jpg,0,1,-170.73062133789062,12.642024993896484,-37.12184143066406,-2.9456138610839844,-34.44235610961914,-3.053483247756958,-37.266056060791016,4.535549163818359,18.15419578552246,15.478387653190657,2.7273967266082764,2.5503889349449955,2.992173671722412,2.992173671722412,0.22965559363365173,0.9982695579528809,2.992173671722412,3.0,19.091278076171875,0.0988096371293068,0.0023707598447799683,4.696246147155762,173.90999868913076,-0.48961762834072126,173.42038106079005,173.42038036709897,16.0,2.1998887062072754,18,134.51498413085938,137.18907165527344
