sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,waypoint_branch_selected,waypoint_switched_after_frame,mission_complete,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,waypoint_x,waypoint_y,global_top1_x,global_top1_y,polynomial_x,polynomial_y,heading_deg,raw_image_rotation_deg,image_heading_delta_deg,image_rotation_confidence,heading_current_leg_similarity,heading_next_leg_similarity,heading_switched_leg,forward_candidate_count,branch_hold,branch_local,branch_recovery,branch_waypoint,selected_branch,visual_x,visual_y,observed_delta_parallel,observed_delta_cross,observed_acc_parallel,observed_acc_cross,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
10,10,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,0,1,0,0,0,-54.585689544677734,1.3803616762161255,-59.25669479370117,2.5995771884918213,-67.41353607177734,5.444289684295654,-86.71653747558594,23.63231086730957,-755.2987060546875,74.87512969970703,-89.2495346069336,14.381888389587402,-64.88760375976562,3.1656155586242676,174.59058399380146,0.30068573355674744,0.45102860033512115,0.9718350768089294,0.9999294281005859,-0.9999366402626038,0,18,0.8841891288757324,0.09861523658037186,0.011103025637567043,0.006092655938118696,0,-64.60671997070312,3.5539863109588623,5.421085834503174,-0.3814358115196228,0.18191814422607422,-0.5533660650253296,7.0,7.0,-48.881130318443965,2.0273950253943407,10.254056930541992,5.741136483359162
11,11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,0,1,0,0,0,-57.930152893066406,1.7030118703842163,-64.60671997070312,3.5539863109588623,-72.69625091552734,6.707147598266602,-86.6990737915039,23.645797729492188,-755.2940673828125,74.86058044433594,-89.2495346069336,14.381888389587402,-70.01783752441406,4.7931671142578125,174.86929976429988,0.185810387134552,0.278715580701828,0.9597311615943909,0.9998598098754883,-0.9998700618743896,0,18,0.8819387555122375,0.09960811585187912,0.011767799034714699,0.006685289554297924,0,-70.28992462158203,4.581208229064941,5.760109901428223,-0.418490469455719,0.33902406692504883,-0.03705465793609619,7.0,7.0,-52.62868791788029,2.474433842407672,12.690467834472656,5.357296215633934
12,12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,0,1,0,0,0,-61.281715393066406,2.0263473987579346,-70.28992462158203,4.581208229064941,-79.58241271972656,6.939052581787109,-86.78570556640625,23.476045608520508,-754.0791015625,74.66657257080078,-89.2495346069336,14.381888389587402,-76.13971710205078,5.64483642578125,175.23782399629573,0.24568289518356323,0.36852434277534485,0.9553050994873047,0.9997314810752869,-0.9997456073760986,0,18,0.872166097164154,0.10266092419624329,0.015019427053630352,0.010153464041650295,0,-78.43448638916016,5.818665027618408,8.229880332946777,-0.3664121627807617,2.4697704315185547,0.052078306674957275,7.0,7.0,-57.12080015908523,3.056576722474866,17.566993713378906,4.286558998056937
13,13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,0,1,0,0,0,-64.62455749511719,2.3488411903381348,-78.43448638916016,5.818665027618408,-86.55414581298828,7.233255863189697,-86.94415283203125,23.77435302734375,-754.0908813476562,74.64279174804688,-89.2495346069336,14.381888389587402,-87.80972290039062,7.161239147186279,175.41047228835828,0.11509901285171509,0.17264851927757263,0.9546856880187988,0.999657154083252,-0.9996731877326965,0,18,0.8716267943382263,0.10224118828773499,0.015392039902508259,0.010739997029304504,0,-86.65217590332031,6.978840351104736,8.29439640045166,-0.2818087339401245,0.06451606750488281,0.08460342884063721,7.0,7.0,-62.24180421019951,3.736732232523287,22.50895118713379,2.757490663948613
14,14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,0,1,0,0,0,-67.96265411376953,2.678952693939209,-86.65217590332031,6.978840351104736,-92.22177124023438,6.649541854858398,-91.726806640625,19.37759780883789,-754.0811767578125,74.71073913574219,-89.2495346069336,14.381888389587402,-94.90642547607422,8.100375175476074,175.6564484322024,0.16398444771766663,0.24597667157649994,0.9557330012321472,0.9995355010032654,-0.9995542168617249,0,18,0.8968357443809509,0.09190286695957184,0.0077984225936234,0.0034629707224667072,0,-89.51490020751953,7.279821395874023,2.8784995079040527,0.004425555467605591,-5.415896892547607,0.2862342894077301,7.0,7.0,-66.95880682558085,4.349525178791542,22.037860870361328,1.948979683103307
15,15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,0,1,0,0,0,-71.30087280273438,3.009075880050659,-89.51490020751953,7.279821395874023,-93.10862731933594,12.587143898010254,-92.25286102294922,20.569122314453125,-754.1004638671875,74.84547424316406,-89.2495346069336,14.381888389587402,-89.70014190673828,7.151205062866211,175.4402178372772,-0.14415378868579865,-0.21623068302869797,0.9506345391273499,0.9996434450149536,-0.9996597766876221,0,18,0.8873338103294373,0.0976346880197525,0.01000069547444582,0.005030759144574404,0,-93.23651885986328,8.270808219909668,3.8057496547698975,-0.59056556224823,0.9272501468658447,-0.5949910879135132,7.0,7.0,-71.49548112311406,5.026508926949861,22.557889938354492,2.026797596476273
16,16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,0,1,0,0,0,-74.64299774169922,3.3395848274230957,-93.23651885986328,8.270808219909668,-96.33699798583984,11.738484382629395,-97.56849670410156,20.15868377685547,-754.128173828125,74.9088363647461,-93.91975402832031,23.928197860717773,-97.38758087158203,9.60679817199707,175.38691895932294,-0.03553235903382301,-0.05329853855073452,0.9423627853393555,0.9996678233146667,-0.9996836185455322,0,18,0.9209027290344238,0.0745035782456398,0.0034551345743238926,0.001138522056862712,0,-94.23491668701172,8.64610481262207,1.032578706741333,-0.26725804805755615,-2.7731709480285645,0.32330751419067383,7.0,7.0,-75.41645316642776,5.650637623369509,20.29784393310547,2.437047049134205
17,17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,0,1,0,0,0,-77.97047424316406,3.6625680923461914,-94.23491668701172,8.64610481262207,-97.47582244873047,13.269579887390137,-98.11048126220703,21.857694625854492,-754.103515625,75.35077667236328,-93.91975402832031,23.928197860717773,-93.8717041015625,8.713556289672852,175.34164775018314,-0.03018067590892315,-0.045271013863384724,0.9508787989616394,0.999687910079956,-0.9997032284736633,0,18,0.912238359451294,0.08156858384609222,0.0045538004487752914,0.0016393061960116029,0,-95.5986557006836,9.192748069763184,1.4140363931655884,-0.39887842535972595,0.38145768642425537,-0.1316203773021698,7.0,7.0,-78.8935364796006,6.260888814024541,18.475271224975586,2.757410826307592
18,18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,0,1,0,0,0,-81.29307556152344,3.9850776195526123,-95.5986557006836,9.192748069763184,-100.4918212890625,10.942710876464844,-111.81941223144531,23.75987434387207,-754.189453125,75.24310302734375,-519.8004150390625,17.104955673217773,-97.14506530761719,9.825064659118652,175.66699995757534,0.21690163016319275,0.3253524452447891,0.9360547661781311,0.9995298385620117,-0.999548614025116,0,18,0.9093675017356873,0.08366188406944275,0.0050717731937766075,0.0018988203955814242,0,-97.34083557128906,9.5384521484375,1.7690237760543823,-0.15892425179481506,0.35498738288879395,0.2399541735649109,7.0,7.0,-82.06987891820502,6.8252350341712225,16.981477737426758,2.944472379691282
19,19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,0,1,0,0,0,-84.62059020996094,4.3080644607543945,-97.34083557128906,9.5384521484375,-100.51485443115234,11.273496627807617,-110.71043395996094,21.022811889648438,-754.293212890625,74.83991241455078,-98.65109252929688,23.958189010620117,-99.27223205566406,9.783686637878418,176.05464277470963,0.2584284543991089,0.38764268159866333,0.941993772983551,0.9992994666099548,-0.9993224740028381,0,18,0.9152039289474487,0.07911285758018494,0.004208737518638372,0.001474440679885447,0,-98.6168441772461,9.820332527160645,1.2987122535705566,-0.14491711556911469,-0.4703115224838257,0.014007136225700378,7.0,7.0,-84.91787959570073,7.340739814393014,15.042613983154297,3.047211968249118
20,20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,0,1,0,0,0,-87.91920471191406,4.623467922210693,-98.6168441772461,9.820332527160645,-102.47331237792969,14.147199630737305,-111.26380920410156,21.47648811340332,-754.3253784179688,74.9276351928711,-98.65109252929688,23.958189010620117,-99.6597671508789,10.070301055908203,176.17249040794243,0.07856528460979462,0.11784792691469193,0.9455406665802002,0.9992204308509827,-0.9992446899414062,0,18,0.9084099531173706,0.08430986851453781,0.005288893356919289,0.0019912857096642256,0,-100.3145751953125,10.376424789428711,1.7471458911895752,-0.3728407621383667,0.44843363761901855,-0.22792364656925201,7.0,7.0,-87.5671773922581,7.863087837926531,13.6653470993042,3.2586899871093675
21,21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,0,1,0,0,0,-91.22086334228516,4.939162731170654,-100.3145751953125,10.376424789428711,-107.1392822265625,11.481358528137207,-240.0572509765625,16.87883186340332,-754.430908203125,74.97850799560547,-519.8004150390625,17.104955673217773,-102.2231674194336,11.069622993469238,176.11917554461672,-0.035543233156204224,-0.053314849734306335,0.9271416068077087,0.9992567300796509,-0.9992804527282715,0,18,0.9047228097915649,0.08683371543884277,0.006057580932974815,0.002385940868407488,0,-103.31436920166016,10.66589641571045,3.0135748386383057,0.03041180968284607,1.2664289474487305,0.40325257182121277,7.0,7.0,-90.27627801965271,8.345274793445027,13.380895614624023,3.5346627579591843
22,22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,0,1,0,0,0,-94.5164794921875,5.254280090332031,-103.31436920166016,10.66589641571045,-108.19305419921875,13.858390808105469,-197.89761352539062,17.339439392089844,-754.4647827148438,74.97723388671875,-519.8004150390625,17.104955673217773,-106.96519470214844,10.822057723999023,175.9886470606635,-0.08701886236667633,-0.1305282935500145,0.9152381420135498,0.9993419647216797,-0.9993641972541809,0,18,0.909584641456604,0.08333377540111542,0.00516829639673233,0.0019132948946207762,0,-105.45560455322266,11.089476585388184,2.174088954925537,-0.19402484595775604,-0.8394858837127686,-0.2244366556406021,7.0,7.0,-92.88734987785469,8.817318665505079,12.398143768310547,3.917819187822143
23,23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,0,1,0,0,0,-97.71556854248047,5.570963382720947,-105.45560455322266,11.089476585388184,-112.06230163574219,11.552706718444824,-197.85430908203125,18.876129150390625,-754.5218505859375,75.35568237304688,-519.8004150390625,17.104955673217773,-107.16755676269531,11.580110549926758,176.45484244976527,0.3107968866825104,0.46619533002376556,0.9177206754684448,0.9990137815475464,-0.9990410208702087,0,18,0.9084595441818237,0.08428516983985901,0.005289888475090265,0.001965470379218459,0,-107.77696228027344,11.296024322509766,2.330169916152954,0.04089203476905823,0.156080961227417,0.23491688072681427,7.0,7.0,-95.44836134721467,9.243655728229779,11.576181411743164,4.316120657607265
24,24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,0,1,0,0,0,-101.2225570678711,5.918126583099365,-107.77696228027344,11.296024322509766,-112.11312866210938,12.470497131347656,-178.87098693847656,18.87696075439453,-754.4873046875,75.28247833251953,-519.8004150390625,17.104955673217773,-110.18838500976562,11.39405632019043,176.67635675273218,0.14767615497112274,0.2215142324566841,0.4761124849319458,0.9988346695899963,-0.9988642930984497,0,18,0.9098263382911682,0.08324241638183594,0.005072430707514286,0.0018588195089250803,0,-109.70065307617188,11.551182746887207,1.9399043321609497,-0.049633026123046875,-0.3902655839920044,-0.0905250608921051,7.0,7.0,-97.89960594542386,9.640526157721025,10.178872108459473,4.9898159039504515
25,25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,0,1,0,0,0,-104.41236877441406,6.233891487121582,-109.70065307617188,11.551182746887207,-114.23011779785156,10.636279106140137,-178.80319213867188,19.138729095458984,-754.4793090820312,75.23433685302734,-519.8004150390625,17.104955673217773,-111.42550659179688,11.830646514892578,176.50305320820144,-0.11553562432527542,-0.17330343648791313,0.9101803302764893,0.9989760518074036,-0.9990038275718689,0,18,0.9068244099617004,0.08548074215650558,0.005581388249993324,0.002113489666953683,0,-111.83625793457031,11.649919509887695,2.1340274810791016,0.1283879578113556,0.19412314891815186,0.17802098393440247,7.0,7.0,-100.29646473576548,9.986106439351468,9.189531326293945,5.569540654587344
26,26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,0,1,0,0,0,-107.75296020507812,6.5345540046691895,-111.83625793457031,11.649919509887695,-114.16045379638672,10.810345649719238,-165.5079803466797,20.03146743774414,-754.477294921875,75.28660583496094,-519.8004150390625,17.104955673217773,-114.07781982421875,11.670445442199707,176.61696458963888,0.07594092190265656,0.11391138285398483,0.9211775064468384,0.9988842010498047,-0.9989131689071655,0,18,0.9141093492507935,0.08000164479017258,0.004364603664726019,0.0015243947273120284,0,-113.23609161376953,11.716341018676758,1.3989803791046143,0.08246245980262756,-0.7350471019744873,-0.04592549800872803,7.0,7.0,-102.5217896848529,10.283667892509866,7.544245719909668,6.435914849939613
27,27,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,0,1,0,0,0,-111.09230041503906,6.835103988647461,-113.23609161376953,11.716341018676758,-118.69148254394531,5.523088455200195,-142.58522033691406,22.796409606933594,-753.5822143554688,75.24085235595703,-112.84508514404297,24.048154830932617,-114.26803588867188,11.766605377197266,177.7021358310384,0.7234474420547485,1.0851711630821228,0.5655558705329895,0.9978105425834656,-0.9978511929512024,0,18,0.9049217104911804,0.08698257058858871,0.0058364649303257465,0.002259272849187255,0,-115.32862091064453,11.385823249816895,2.0456552505493164,0.5506500601768494,0.6466748714447021,0.4681876003742218,7.0,7.0,-104.72423396530358,10.473210154765992,6.21735143661499,7.334036186452608
28,28,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,0,1,0,0,0,-114.4308090209961,7.135579586029053,-115.32862091064453,11.385823249816895,-119.51641845703125,8.212397575378418,-134.05767822265625,-0.007704794406890869,-752.8551025390625,76.16925048828125,-221.75726318359375,10.4629487991333,-117.76750183105469,10.856836318969727,177.99028594840135,0.19210003316402435,0.28815004974603653,0.905524730682373,0.9974653124809265,-0.9975091218948364,0,18,0.911745548248291,0.08198955655097961,0.004577798768877983,0.001687007606960833,0,-116.83321380615234,11.182767868041992,1.4745593070983887,0.3615325093269348,-0.5710959434509277,-0.18911755084991455,7.0,7.0,-106.80663808011707,10.595234133767018,4.706514835357666,8.37240659102436
29,29,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,0,1,0,0,0,-117.76180267333984,7.465998649597168,-116.83321380615234,11.182767868041992,-120.61422729492188,8.663301467895508,-247.47535705566406,12.015872955322266,-751.6878662109375,76.60755920410156,-746.4185791015625,94.66665649414062,-118.04383850097656,11.04344367980957,178.2917372309095,0.20096756517887115,0.30145134776830673,0.9066623449325562,0.997077226638794,-0.997124195098877,0,18,0.9148319363594055,0.07966628670692444,0.004037560895085335,0.001464161672629416,0,-118.5914306640625,11.081206321716309,1.7375195026397705,0.28751856088638306,0.26296019554138184,-0.07401394844055176,7.0,7.0,-108.8332725857122,10.678806924534616,3.709179162979126,9.488982376270847
30,30,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,0,1,0,0,0,-121.08988952636719,7.79612922668457,-118.5914306640625,11.081206321716309,-124.01255798339844,6.5946760177612305,-249.6267852783203,12.357139587402344,-751.6053466796875,76.67874908447266,-746.4185791015625,94.66665649414062,-120.47645568847656,11.030391693115234,178.48247141336094,0.1271561235189438,0.19073418527841568,0.8980469107627869,0.9968173503875732,-0.9968664050102234,0,18,0.9086056351661682,0.084586963057518,0.0048928167670965195,0.0019146042177453637,0,-120.90309143066406,10.833539962768555,2.2723395824432373,0.4915139973163605,0.5348200798034668,0.20399543642997742,7.0,7.0,-110.90891014606197,10.705416247351398,3.043149471282959,10.58849810458596
31,31,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,0,1,0,0,0,-124.41860961914062,8.126322746276855,-120.90309143066406,10.833539962768555,-123.84143829345703,5.473001480102539,-204.2667236328125,4.10133171081543,-752.2620239257812,76.8725814819336,-746.4185791015625,94.66665649414062,-123.49147033691406,10.512821197509766,178.0660183671975,-0.2776353657245636,-0.4164530485868454,0.8785635232925415,0.9973704814910889,-0.9974150061607361,0,18,0.9160634279251099,0.07875968515872955,0.0038072930183261633,0.0013696062378585339,0,-122.31661987304688,10.47616195678711,1.3676366806030273,0.5053231716156006,-0.90470290184021,0.013809174299240112,7.0,7.0,-112.87067688008523,10.665991730807358,3.1527931690216064,11.823902447869472
32,32,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,0,1,0,0,0,-127.7506332397461,8.479126930236816,-122.31661987304688,10.47616195678711,-125.59365844726562,13.670021057128906,-204.91046142578125,4.918219566345215,-752.3095703125,76.832763671875,-746.4185791015625,94.66665649414062,-123.28108215332031,10.06392765045166,177.7194937423444,-0.2310163676738739,-0.34652455151081085,0.8846535682678223,0.9977904558181763,-0.9978312849998474,0,18,0.910932719707489,0.08288703858852386,0.004483947530388832,0.0016963182715699077,0,-124.02725982666016,10.828531265258789,1.7383689880371094,-0.16889795660972595,0.37073230743408203,-0.6742211580276489,7.0,7.0,-114.78925206879671,10.693943328485298,4.402636528015137,13.149251443964083
33,33,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,0,1,0,0,0,-131.07872009277344,8.831513404846191,-124.02725982666016,10.828531265258789,-130.2502899169922,11.288351058959961,-195.87294006347656,3.198929786682129,-752.7940063476562,77.48873138427734,-746.4185791015625,94.66665649414062,-125.88645935058594,11.535774230957031,177.1894547568667,-0.35335928201675415,-0.5300389230251312,0.8893611431121826,0.9983624219894409,-0.9983975887298584,0,18,0.908471941947937,0.08479352295398712,0.0048503451980650425,0.0018841512501239777,0,-126.08809661865234,10.9561128616333,2.06274151802063,0.09177371859550476,0.3243725299835205,0.2606716752052307,7.0,7.0,-116.7322877771475,10.739028006153045,5.42404317855835,14.47268918138695
34,34,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,0,1,0,0,0,-134.4064178466797,9.183857917785645,-126.08809661865234,10.9561128616333,-130.77618408203125,12.131383895874023,-380.7342529296875,55.53532028198242,-752.15283203125,77.01020050048828,-746.4185791015625,94.66665649414062,-128.32403564453125,10.97130012512207,177.406101813761,0.14443133771419525,0.21664700657129288,0.701285183429718,0.998138964176178,-0.9981764554977417,0,18,0.9153899550437927,0.07937538623809814,0.003844022983685136,0.0013905582018196583,0,-128.3096466064453,11.312615394592285,2.2468340396881104,-0.11880515515804291,0.18409252166748047,-0.21057887375354767,7.0,7.0,-118.7232161747389,10.837666343012232,6.45772647857666,15.770158432625745
35,35,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,0,1,0,0,0,-137.9134521484375,9.491893768310547,-128.3096466064453,11.312615394592285,-135.424072265625,11.349573135375977,-549.9929809570312,67.74705505371094,-752.0111083984375,77.09749603271484,-746.4185791015625,94.66665649414062,-130.61155700683594,11.783578872680664,177.8060015183424,0.2665998935699463,0.39989984035491943,0.6941759586334229,0.9976889491081238,-0.9977307915687561,0,18,0.9107849597930908,0.08306895941495895,0.00445841159671545,0.0016877399757504463,0,-131.83331298828125,11.678321838378906,3.5425784587860107,0.0101851224899292,1.2957444190979004,0.1289902776479721,7.0,7.0,-120.97772341193881,10.982231552960819,6.461312770843506,17.001176857753812
36,36,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,0,1,0,0,0,-141.10328674316406,9.772066116333008,-131.83331298828125,11.678321838378906,-138.19357299804688,13.418318748474121,-517.704345703125,63.012882232666016,-752.11962890625,77.02040100097656,-746.4185791015625,94.66665649414062,-136.00804138183594,12.048629760742188,178.0722491599542,0.1774984449148178,0.2662476673722267,0.7144965529441833,0.9973625540733337,-0.9974071383476257,0,18,0.9161043167114258,0.07879149168729782,0.0037574474699795246,0.0013467896496877074,0,-134.61973571777344,12.096307754516602,2.8150417804718018,-0.12001389265060425,-0.727536678314209,-0.13019901514053345,7.0,7.0,-123.32370116454769,11.173816043941159,6.887563705444336,17.83475725113445
