pair_current_index,pair_next_index,current_frame_id,next_frame_id,is_initial_frame,search_center_x,search_center_y,final_ms_x,final_ms_y,provisional_next_x,provisional_next_y,reference_current_x,reference_current_y,reference_next_x,reference_next_y,search_center_error_m,final_error_m,provisional_next_error_m,ms_candidate_count,gru_next_xy_x,gru_next_xy_y,kalman_next_xy_x,kalman_next_xy_y,ms_correction_gain_m,ms_improved_search_center
10,11,10,11,False,-33.57109069824219,10.761980056762695,-26.696014404296875,4.9752607345581055,-33.99235916137695,9.342286109924316,-77.41057586669922,4.6642866134643555,-80.71418762207031,4.9646830558776855,44.26152194811886,50.715514876887276,46.92646016065194,36,-33.59512710571289,6.684279441833496,-33.99235916137695,9.342286109924316,-6.453992928768415,False
11,12,11,12,False,-33.99235916137695,9.342286109924316,-27.303386688232422,4.556730270385742,-35.03582000732422,8.30473804473877,-80.71418762207031,4.9646830558776855,-84.01985931396484,5.2652668952941895,46.92646016065194,53.412358886958444,49.0782486613247,36,-35.475921630859375,6.807916641235352,-35.03582000732422,8.30473804473877,-6.485898726306502,False
12,13,12,13,False,-35.03582000732422,8.30473804473877,-29.30306625366211,3.238917350769043,-35.07241439819336,6.01050329208374,-84.01985931396484,5.2652668952941895,-87.32689666748047,5.565974712371826,49.0782486613247,54.7543015230821,52.256373036113224,36,-34.07666015625,3.4936444759368896,-35.07241439819336,6.01050329208374,-5.676052861757398,False
13,14,13,14,False,-35.07241439819336,6.01050329208374,-28.554889678955078,0.9294857978820801,-34.919795989990234,4.329104900360107,-87.32689666748047,5.565974712371826,-90.52931213378906,5.903904438018799,52.256373036113224,58.95460825850227,55.63180995915226,36,-34.66312026977539,3.2131729125976562,-34.919795989990234,4.329104900360107,-6.6982352223890445,False
14,15,14,15,False,-34.919795989990234,4.329104900360107,-29.29867935180664,0.5693427324295044,-36.22526550292969,3.6795742511749268,-90.52931213378906,5.903904438018799,-93.73101806640625,6.241759300231934,55.63180995915226,61.46257348559951,57.56280370271589,36,-36.867431640625,4.120188236236572,-36.22526550292969,3.6795742511749268,-5.830763526447257,False
15,16,15,16,False,-36.22526550292969,3.6795742511749268,-29.060415267944336,0.09016621112823486,-37.29386520385742,3.1613543033599854,-93.73101806640625,6.241759300231934,-97.24320983886719,6.612377643585205,57.56280370271589,64.96251968520262,60.04859269176883,36,-37.62117004394531,3.6756114959716797,-37.29386520385742,3.1613543033599854,-7.3997159824867325,False
16,17,16,17,False,-37.29386520385742,3.1613543033599854,-28.84902000427246,0.14775975048542023,-37.16779327392578,2.992746114730835,-97.24320983886719,6.612377643585205,-100.48795318603516,6.946656227111816,60.04859269176883,68.69902828741006,63.44348710838562,36,-36.593528747558594,3.8385565280914307,-37.16779327392578,2.992746114730835,-8.650435595641227,False
17,18,17,18,False,-37.16779327392578,2.992746114730835,-28.742263793945312,0.5949981212615967,-36.857269287109375,3.1146256923675537,-100.48795318603516,6.946656227111816,-103.73233032226562,7.28089714050293,63.44348710838562,72.02629732979369,67.00471331358281,36,-36.32251739501953,4.108625411987305,-36.857269287109375,3.1146256923675537,-8.582810221408074,False
18,19,18,19,False,-36.857269287109375,3.1146256923675537,-28.779298782348633,0.3789241909980774,-36.00469970703125,3.6769299507141113,-103.73233032226562,7.28089714050293,-107.29228973388672,7.647648811340332,67.00471331358281,75.27014127540541,71.39808891074856,36,-35.279544830322266,5.027573108673096,-36.00469970703125,3.6769299507141113,-8.265427961822596,False
19,20,19,20,False,-36.00469970703125,3.6769299507141113,-28.83740234375,-0.2856770157814026,-36.399112701416016,3.457918882369995,-107.29228973388672,7.647648811340332,-110.61548614501953,7.9523024559021,71.39808891074856,78.85497456773612,74.35233399716819,36,-36.79900360107422,3.4177889823913574,-36.399112701416016,3.457918882369995,-7.456885656987566,False
20,21,20,21,False,-36.399112701416016,3.457918882369995,-28.858875274658203,-0.19788701832294464,-36.48945999145508,3.3759803771972656,-110.61548614501953,7.9523024559021,-113.93445587158203,8.25656795501709,74.35233399716819,82.16184643417803,77.5986309285006,36,-36.533226013183594,3.5272934436798096,-36.48945999145508,3.3759803771972656,-7.809512437009843,False
21,22,21,22,False,-36.48945999145508,3.3759803771972656,-29.173694610595703,-0.6153709292411804,-36.89411163330078,3.3607006072998047,-113.93445587158203,8.25656795501709,-117.24945068359375,8.560468673706055,77.5986309285006,85.22381092809647,80.52340095793245,36,-37.14078903198242,3.5643064975738525,-36.89411163330078,3.3607006072998047,-7.625179999595872,False
22,23,22,23,False,-36.89411163330078,3.3607006072998047,-29.30674171447754,-0.708004891872406,-38.415523529052734,3.3174057006835938,-117.24945068359375,8.560468673706055,-120.81004333496094,8.859625816345215,80.52340095793245,88.42977249242757,82.58070657155122,36,-39.35091781616211,3.4290432929992676,-38.415523529052734,3.3174057006835938,-7.906371534495122,False
23,24,23,24,False,-38.415523529052734,3.3174057006835938,-29.298145294189453,-0.77288818359375,-39.20133972167969,3.1987009048461914,-120.81004333496094,8.859625816345215,-124.06947326660156,9.133479118347168,82.58070657155122,92.01745926172693,85.07538823797479,36,-39.28498458862305,3.1825761795043945,-39.20133972167969,3.1987009048461914,-9.436752690175709,False
24,25,24,25,False,-39.20133972167969,3.1987009048461914,-29.52014923095703,-1.1908267736434937,-39.98298645019531,2.76393985748291,-124.06947326660156,9.133479118347168,-127.31895446777344,9.40649700164795,85.07538823797479,95.1113345913551,87.5882119636023,36,-40.03340148925781,2.3239760398864746,-39.98298645019531,2.76393985748291,-10.03594635338031,False
25,26,25,26,False,-39.98298645019531,2.76393985748291,-34.60851287841797,1.1834638118743896,-40.77114486694336,2.976377487182617,-127.31895446777344,9.40649700164795,-130.83126831054688,9.741641998291016,87.5882119636023,93.07440171461437,90.31386736588333,36,-40.93833923339844,3.660137176513672,-40.77114486694336,2.976377487182617,-5.486189751012063,False
26,27,26,27,False,-40.77114486694336,2.976377487182617,-34.35107421875,0.7943718433380127,-41.67949295043945,2.8442234992980957,-130.83126831054688,9.741641998291016,-134.03652954101562,10.047489166259766,90.31386736588333,96.89417678692827,92.63751531675412,36,-41.93911361694336,2.7775492668151855,-41.67949295043945,2.8442234992980957,-6.580309421044944,False
27,28,27,28,False,-41.67949295043945,2.8442234992980957,-33.597660064697266,-0.4597654938697815,-43.5710334777832,2.636432647705078,-134.03652954101562,10.047489166259766,-137.2352752685547,10.352712631225586,92.63751531675412,100.98697392324284,93.98154694951654,36,-44.49130630493164,2.474270820617676,-43.5710334777832,2.636432647705078,-8.349458606488724,False
28,29,28,29,False,-43.5710334777832,2.636432647705078,-33.931453704833984,0.5620148777961731,-44.11431884765625,3.0843992233276367,-137.2352752685547,10.352712631225586,-140.4192352294922,10.665609359741211,93.98154694951654,103.76674473147963,96.60285537418069,36,-43.362022399902344,3.929809808731079,-44.11431884765625,3.0843992233276367,-9.785197781963092,False
29,30,29,30,False,-44.11431884765625,3.0843992233276367,-33.984352111816406,0.235427126288414,-43.91281509399414,3.2182912826538086,-140.4192352294922,10.665609359741211,-143.60858154296875,10.979033470153809,96.60285537418069,106.94471957837068,99.99737480128833,36,-42.47259521484375,3.3953258991241455,-43.91281509399414,3.2182912826538086,-10.341864204189989,False
30,31,30,31,False,-43.91281509399414,3.2182912826538086,-34.025978088378906,0.14508801698684692,-43.21583557128906,3.3832759857177734,-143.60858154296875,10.979033470153809,-147.09031677246094,11.321191787719727,99.99737480128833,110.11685317864874,104.17734087647027,36,-41.63140106201172,3.5589778423309326,-43.21583557128906,3.3832759857177734,-10.119478377360409,False
31,32,31,32,False,-43.21583557128906,3.3832759857177734,-34.8209114074707,0.994601845741272,-42.122867584228516,3.3661491870880127,-147.09031677246094,11.321191787719727,-150.38534545898438,11.621426582336426,104.17734087647027,112.74332725637588,108.57676418301709,36,-39.79327392578125,3.2362661361694336,-42.122867584228516,3.3661491870880127,-8.56598637990561,False
32,33,32,33,False,-42.122867584228516,3.3661491870880127,-34.5355224609375,0.8752602934837341,-41.28620529174805,3.517482042312622,-150.38534545898438,11.621426582336426,-153.68882751464844,11.922432899475098,108.57676418301709,116.34715973579443,112.71642596132729,36,-40.32110595703125,3.6670053005218506,-41.28620529174805,3.517482042312622,-7.7703955527773445,False
33,34,33,34,False,-41.28620529174805,3.517482042312622,-34.384552001953125,0.45947468280792236,-40.9715461730957,3.1258046627044678,-153.68882751464844,11.922432899475098,-156.9862060546875,12.222880363464355,112.71642596132729,119.85370067997971,116.37077852170097,36,-40.9725341796875,2.4315500259399414,-40.9715461730957,3.1258046627044678,-7.137274718652421,False
34,35,34,35,False,-40.9715461730957,3.1258046627044678,-33.74008560180664,-0.1394992470741272,-41.138790130615234,2.8789069652557373,-156.9862060546875,12.222880363464355,-161.97410583496094,12.701958656311035,116.37077852170097,123.86458184776258,121.23393034086637,36,-41.55804443359375,2.5772368907928467,-41.138790130615234,2.8789069652557373,-7.4938033260616095,False
35,36,35,36,False,-41.138790130615234,2.8789069652557373,-33.89402389526367,-0.04751400649547577,-41.013755798339844,2.6971335411071777,-161.97410583496094,12.701958656311035,-166.95358276367188,13.180227279663086,121.23393034086637,128.71307797912073,126.37537446191455,36,-41.090293884277344,2.5612540245056152,-41.013755798339844,2.6971335411071777,-7.479147638254361,False
36,37,36,37,False,-41.013755798339844,2.6971335411071777,-34.320350646972656,0.008408918976783752,-41.4566764831543,2.4187560081481934,-166.95358276367188,13.180227279663086,-170.4643096923828,13.542064666748047,126.37537446191455,133.28567462652964,129.48628275520664,36,-42.38225173950195,2.17160701751709,-41.4566764831543,2.4187560081481934,-6.910300164615094,False
37,38,37,38,False,-41.4566764831543,2.4187560081481934,-34.084964752197266,-0.430344820022583,-40.94622039794922,2.1670267581939697,-170.4643096923828,13.542064666748047,-173.6732940673828,13.872800827026367,129.48628275520664,137.09323088023024,133.24226518414417,36,-40.32546615600586,2.0188229084014893,-40.94622039794922,2.1670267581939697,-7.606948125023592,False
38,39,38,39,False,-40.94622039794922,2.1670267581939697,-33.7826042175293,-3.8928334712982178,-41.15325927734375,0.5532377362251282,-173.6732940673828,13.872800827026367,-176.89031982421875,14.204366683959961,133.24226518414417,141.0142647702342,136.4217831852879,36,-41.53650665283203,-1.6352436542510986,-41.15325927734375,0.5532377362251282,-7.771999586090033,False
39,40,39,40,False,-41.15325927734375,0.5532377362251282,-34.45703125,-3.6697635650634766,-40.338104248046875,-0.5153224468231201,-176.89031982421875,14.204366683959961,-180.07899475097656,14.495210647583008,136.4217831852879,143.55043095102755,140.54477073989642,36,-38.98482131958008,-1.3418419361114502,-40.338104248046875,-0.5153224468231201,-7.128647765739657,False
40,41,40,41,False,-40.338104248046875,-0.5153224468231201,-33.69842529296875,-4.081235885620117,-39.16179656982422,-1.3987646102905273,-180.07899475097656,14.495210647583008,-183.2713623046875,14.786392211914062,140.54477073989642,147.55458474968376,145.01560687612294,36,-38.306884765625,-1.7359683513641357,-39.16179656982422,-1.3987646102905273,-7.009814009787334,False
41,42,41,42,False,-39.16179656982422,-1.3987646102905273,-30.011444091796875,-3.361633539199829,-38.722652435302734,-1.4057426452636719,-183.2713623046875,14.786392211914062,-186.7760009765625,15.10605525970459,145.01560687612294,154.33066244037514,148.9712505295376,36,-38.750694274902344,-0.49411511421203613,-38.722652435302734,-1.4057426452636719,-9.31505556425219,False
42,43,42,43,False,-38.722652435302734,-1.4057426452636719,-30.11862564086914,-3.5688273906707764,-38.86235046386719,-1.3425092697143555,-186.7760009765625,15.10605525970459,-190.19520568847656,15.40483283996582,148.9712505295376,157.76655060269778,152.25671262105735,36,-39.35899353027344,-0.5111713409423828,-38.86235046386719,-1.3425092697143555,-8.795300073160178,False
43,44,43,44,False,-38.86235046386719,-1.3425092697143555,-31.197967529296875,-3.333889961242676,-38.59297561645508,-1.2370753288269043,-190.19520568847656,15.40483283996582,-193.5978240966797,15.702159881591797,152.25671262105735,160.09766230169458,155.9276779211801,36,-38.62455749511719,-0.47445249557495117,-38.59297561645508,-1.2370753288269043,-7.840949680637237,False
44,45,44,45,False,-38.59297561645508,-1.2370753288269043,-30.501171112060547,-3.6114256381988525,-38.30807876586914,-1.5171571969985962,-193.5978240966797,15.702159881591797,-196.71273803710938,15.974347114562988,155.9276779211801,164.23621038131495,159.36746469062965,36,-38.30830764770508,-1.5264432430267334,-38.30807876586914,-1.5171571969985962,-8.308532460134842,False
45,46,45,46,False,-38.30807876586914,-1.5171571969985962,-31.00297737121582,-3.494919776916504,-37.87747573852539,-1.595157504081726,-196.71273803710938,15.974347114562988,-199.96063232421875,16.28047752380371,159.36746469062965,166.84956437833267,163.065900716344,36,-37.70635223388672,-1.3039500713348389,-37.87747573852539,-1.595157504081726,-7.482099687703027,False
46,47,46,47,False,-37.87747573852539,-1.595157504081726,-30.16327476501465,-3.32429838180542,-38.409427642822266,-1.3189297914505005,-199.96063232421875,16.28047752380371,-203.51315307617188,16.61532211303711,163.065900716344,170.92539270803903,166.0749154548769,36,-38.944908142089844,-0.6242713928222656,-38.409427642822266,-1.3189297914505005,-7.859491991695023,False
47,48,47,48,False,-38.409427642822266,-1.3189297914505005,-30.531614303588867,-3.554074287414551,-38.670616149902344,-1.3598259687423706,-203.51315307617188,16.61532211303711,-206.75160217285156,16.920562744140625,166.0749154548769,174.15343036325524,169.0721457660633,36,-39.02753448486328,-1.2674014568328857,-38.670616149902344,-1.3598259687423706,-8.078514908378338,False
48,49,48,49,False,-38.670616149902344,-1.3598259687423706,-31.31499481201172,-3.3312456607818604,-39.28395462036133,-1.4273625612258911,-206.75160217285156,16.920562744140625,-210.1930389404297,17.253925323486328,169.0721457660633,176.6016391372152,171.92703574527113,36,-39.98646545410156,-1.3941022157669067,-39.28395462036133,-1.4273625612258911,-7.5294933711518865,False
49,50,49,50,False,-39.28395462036133,-1.4273625612258911,-31.51978874206543,-3.3749189376831055,-38.67464828491211,-1.4977035522460938,-210.1930389404297,17.253925323486328,-213.3181915283203,17.556650161743164,171.92703574527113,179.8601666628797,175.67992370236848,36,-37.59754180908203,-1.4768753051757812,-38.67464828491211,-1.4977035522460938,-7.933130917608565,False
50,51,50,51,False,-38.67464828491211,-1.4977035522460938,-31.416236877441406,-3.5974254608154297,-37.917537689208984,-1.3288369178771973,-213.3181915283203,17.556650161743164,-216.74961853027344,17.889041900634766,175.67992370236848,183.127867953666,179.8617246782317,36,-37.12602615356445,-0.9582476615905762,-37.917537689208984,-1.3288369178771973,-7.447944251297514,False
51,52,51,52,False,-37.917537689208984,-1.3288369178771973,-30.945539474487305,-4.003220558166504,-37.05305862426758,-1.7063881158828735,-216.74961853027344,17.889041900634766,-219.85296630859375,18.18168067932129,179.8617246782317,187.08935552118902,183.87860541618468,36,-36.468570709228516,-2.21563720703125,-37.05305862426758,-1.7063881158828735,-7.227630842957325,False
52,53,52,53,False,-37.05305862426758,-1.7063881158828735,-30.558555603027344,-4.054299354553223,-36.3923454284668,-1.5198993682861328,-219.85296630859375,18.18168067932129,-223.26548767089844,18.50347328186035,183.87860541618468,190.59594101773132,187.94282839163276,36,-36.19196319580078,-1.112053394317627,-36.3923454284668,-1.5198993682861328,-6.717335601546637,False
53,54,53,54,False,-36.3923454284668,-1.5198993682861328,-30.54513168334961,-4.230198383331299,-36.91746139526367,-1.731085181236267,-223.26548767089844,18.50347328186035,-226.6659393310547,18.824125289916992,187.94282839163276,194.05657793372603,190.85859047070105,36,-37.841217041015625,-1.980222463607788,-36.91746139526367,-1.731085181236267,-6.113749542093274,False
54,55,54,55,False,-36.91746139526367,-1.731085181236267,-30.337303161621094,-4.20456600189209,-36.62715530395508,-2.0526657104492188,-226.6659393310547,18.824125289916992,-229.90402221679688,19.161306381225586,190.85859047070105,197.67461648568658,194.43759897599722,36,-36.53435134887695,-2.3972320556640625,-36.62715530395508,-2.0526657104492188,-6.816026014985539,False
55,56,55,56,False,-36.62715530395508,-2.0526657104492188,-30.05691909790039,-4.094191551208496,-36.03096389770508,-1.9749512672424316,-229.90402221679688,19.161306381225586,-233.15289306640625,19.499608993530273,194.43759897599722,201.19563317602172,198.28820362690263,36,-35.78960037231445,-1.6778392791748047,-36.03096389770508,-1.9749512672424316,-6.758034200024497,False
56,57,56,57,False,-36.03096389770508,-1.9749512672424316,-30.402820587158203,-4.3953986167907715,-35.959903717041016,-2.005699396133423,-233.15289306640625,19.499608993530273,-236.7150115966797,19.870529174804688,198.28820362690263,204.1532837821563,201.94351367710055,36,-36.24458694458008,-1.9286541938781738,-35.959903717041016,-2.005699396133423,-5.865080155253679,False
57,58,57,58,False,-35.959903717041016,-2.005699396133423,-30.39714813232422,-4.426154136657715,-37.23025131225586,-2.293628692626953,-236.7150115966797,19.870529174804688,-241.94894409179688,20.40029525756836,201.94351367710055,207.74356693874765,205.97271022546008,36,-38.58049774169922,-2.597273826599121,-37.23025131225586,-2.293628692626953,-5.8000532616470934,False
58,59,58,59,False,-37.23025131225586,-2.293628692626953,-29.6511287689209,-3.8555026054382324,-38.24212646484375,-2.120917797088623,-241.94894409179688,20.40029525756836,-246.72323608398438,20.88353729248047,205.97271022546008,213.6789791271874,209.74646128599198,36,-38.621673583984375,-1.7199759483337402,-38.24212646484375,-2.120917797088623,-7.706268901727327,False
59,60,59,60,False,-38.24212646484375,-2.120917797088623,-29.31592559814453,-2.4782967567443848,-38.275691986083984,-1.27678644657135,-246.72323608398438,20.88353729248047,-250.1058349609375,21.189523696899414,209.74646128599198,218.65889861341086,213.01817895243002,36,-37.98054504394531,-0.1098027229309082,-38.275691986083984,-1.27678644657135,-8.912437327418871,False
60,61,60,61,False,-38.275691986083984,-1.27678644657135,-29.22136116027832,-1.350966215133667,-37.69874954223633,-0.13898521661758423,-250.1058349609375,21.189523696899414,-253.18551635742188,21.468109130859375,213.01817895243002,222.03158435607435,216.5673410249175,36,-37.073997497558594,1.1304948329925537,-37.69874954223633,-0.13898521661758423,-9.013405403644327,False
61,62,61,62,False,-37.69874954223633,-0.13898521661758423,-29.123384475708008,-1.6887705326080322,-37.65677261352539,0.3358570337295532,-253.18551635742188,21.468109130859375,-256.56805419921875,21.774091720581055,216.5673410249175,225.25558820843233,219.95851225169545,36,-37.625099182128906,0.42910027503967285,-37.65677261352539,0.3358570337295532,-8.688247183514818,False
62,63,62,63,False,-37.65677261352539,0.3358570337295532,-28.998640060424805,-1.093262791633606,-37.89014434814453,1.113908290863037,-256.56805419921875,21.774091720581055,-259.78179931640625,22.02918815612793,219.95851225169545,228.7154436277997,222.87520157342868,36,-38.06058120727539,1.59618079662323,-37.89014434814453,1.113908290863037,-8.756931376104234,False
63,64,63,64,False,-37.89014434814453,1.113908290863037,-29.65445899963379,-0.9989983439445496,-37.94743728637695,1.7073944807052612,-259.78179931640625,22.02918815612793,-262.99114990234375,22.283937454223633,222.87520157342868,231.27665280947346,225.98244778902387,36,-37.93384552001953,1.817002296447754,-37.94743728637695,1.7073944807052612,-8.401451236044778,False
64,65,64,65,False,-37.94743728637695,1.7073944807052612,-29.423538208007812,-0.3278678059577942,-37.41875076293945,1.8648569583892822,-262.99114990234375,22.283937454223633,-266.5252380371094,22.56446075439453,225.98244778902387,234.6595895541464,230.039683768738,36,-37.00257110595703,1.3782672882080078,-37.41875076293945,1.8648569583892822,-8.677141765122542,False
65,66,65,66,False,-37.41875076293945,1.8648569583892822,-29.542049407958984,-0.19380243122577667,-37.161991119384766,2.404921054840088,-266.5252380371094,22.56446075439453,-269.7339172363281,22.84096336364746,230.039683768738,238.0734555469497,233.46805486616864,36,-37.0858154296875,2.5312609672546387,-37.161991119384766,2.404921054840088,-8.033771778211701,False
66,67,66,67,False,-37.161991119384766,2.404921054840088,-29.67343521118164,1.2811132669448853,-36.81686019897461,2.6957995891571045,-269.7339172363281,22.84096336364746,-272.9421081542969,23.117422103881836,233.46805486616864,241.02668351520327,237.00669903632752,36,-36.706668853759766,2.4721431732177734,-36.81686019897461,2.6957995891571045,-7.558628649034631,False
67,68,67,68,False,-36.81686019897461,2.6957995891571045,-30.013032913208008,1.9573974609375,-37.225765228271484,3.3782992362976074,-272.9421081542969,23.117422103881836,-276.4721984863281,23.421621322631836,237.00669903632752,243.84889222709342,240.0845488301117,36,-37.681304931640625,3.7347235679626465,-37.225765228271484,3.3782992362976074,-6.842193190765897,False
68,69,68,69,False,-37.225765228271484,3.3782992362976074,-29.689857482910156,1.2705192565917969,-37.6282844543457,3.9807000160217285,-276.4721984863281,23.421621322631836,-279.8583984375,23.757869720458984,240.0845488301117,247.77448446897714,243.03613838647541,36,-37.91419982910156,4.134958267211914,-37.6282844543457,3.9807000160217285,-7.68993563886545,False
69,70,69,70,False,-37.6282844543457,3.9807000160217285,-29.817991256713867,1.1270703077316284,-38.261478424072266,4.316955089569092,-279.8583984375,23.757869720458984,-282.95196533203125,24.0650577545166,243.03613838647541,251.06245897224943,245.48609317458158,36,-38.60456848144531,4.080994606018066,-38.261478424072266,4.316955089569092,-8.026320585774016,False
70,71,70,71,False,-38.261478424072266,4.316955089569092,-29.72017478942871,0.16723638772964478,-37.88147735595703,4.381125450134277,-282.95196533203125,24.0650577545166,-286.3374328613281,24.40123176574707,245.48609317458158,254.3569256133817,249.2612414375235,36,-37.39357376098633,3.8498353958129883,-37.88147735595703,4.381125450134277,-8.870832438800107,False
71,72,71,72,False,-37.88147735595703,4.381125450134277,-29.305023193359375,-0.008615944534540176,-37.846046447753906,4.06777286529541,-286.3374328613281,24.40123176574707,-289.56787109375,24.758047103881836,249.2612414375235,258.18888489817226,252.5707117842002,36,-37.77537536621094,3.18656063079834,-37.846046447753906,4.06777286529541,-8.927643460648767,False
72,73,72,73,False,-37.846046447753906,4.06777286529541,-29.270565032958984,-0.30687806010246277,-37.519325256347656,3.866816759109497,-289.56787109375,24.758047103881836,-292.791015625,25.11405372619629,252.5707117842002,261.5013155148196,256.15440847739603,36,-37.271148681640625,3.3623828887939453,-37.519325256347656,3.866816759109497,-8.930603730619424,False
73,74,73,74,False,-37.519325256347656,3.866816759109497,-29.513877868652344,-1.4271764755249023,-38.11216354370117,3.103706121444702,-292.791015625,25.11405372619629,-296.3150329589844,25.5032958984375,256.15440847739603,264.6115798029172,259.17265171399424,36,-38.59526443481445,1.9245898723602295,-38.11216354370117,3.103706121444702,-8.457171325521188,False
74,75,74,75,False,-38.11216354370117,3.103706121444702,-32.1509895324707,-0.011582188308238983,-39.18229293823242,3.096799850463867,-296.3150329589844,25.5032958984375,-299.6627502441406,25.858945846557617,259.17265171399424,265.39338884611743,261.4731036428844,36,-40.92266082763672,3.292445182800293,-39.18229293823242,3.096799850463867,-6.22073713212319,False
75,76,75,76,False,-39.18229293823242,3.096799850463867,-34.420066833496094,1.1744506359100342,-41.01478576660156,3.1885874271392822,-299.6627502441406,25.858945846557617,-303.0234375,26.21597671508789,261.4731036428844,266.38882372705484,263.01861957012096,36,-43.77669906616211,3.4842984676361084,-41.01478576660156,3.1885874271392822,-4.915720084170459,False
76,77,76,77,False,-41.01478576660156,3.1885874271392822,-35.510414123535156,1.3640903234481812,-41.51976013183594,3.2364795207977295,-303.0234375,26.21597671508789,-306.37432861328125,26.571962356567383,263.01861957012096,268.66491012642496,265.8805882434276,36,-40.4857177734375,3.38138484954834,-41.51976013183594,3.2364795207977295,-5.646290556303995,False
77,78,77,78,False,-41.51976013183594,3.2364795207977295,-35.29080581665039,0.7289237380027771,-40.99586486816406,3.0570261478424072,-306.37432861328125,26.571962356567383,-309.93170166015625,26.87871551513672,265.8805882434276,272.3125758698487,269.9888093890577,36,-38.71274948120117,2.8296444416046143,-40.99586486816406,3.0570261478424072,-6.431987626421062,False
78,79,78,79,False,-40.99586486816406,3.0570261478424072,-40.134605407714844,3.26804780960083,-41.900123596191406,3.815145969390869,-309.93170166015625,26.87871551513672,-313.1907958984375,27.159746170043945,269.9888093890577,270.8282422048158,272.29322289901563,36,-42.9351921081543,4.99440860748291,-41.900123596191406,3.815145969390869,-0.8394328157581299,False
