run_id,pipeline,grid_size,candidate_count,decoder,gru_ablation,bandwidth_m,tau,seed,training_from_scratch,jitter_m,route,MLE_m,MedLE_m,P90_m,P95_m,P99_m,CVaR90_m,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,VisualMLE_m,Latency_ms_per_frame,FPS,PeakCUDAAllocated_MB
component_m,M,6,36,softms,full,8.0,0.3,2026,False,0.0,B+C average,6.292358351136691,5.620455974232602,11.627968226541622,12.442863450077637,14.517077335350706,12.887061697305061,42.64304234970006,81.82416366537115,99.32215892104242,100.0,6.292358351136691,7.726093858301748,129.50121718716343,115.52294921875
component_mk,MK,6,36,softms,full,8.0,0.3,2026,False,0.0,B+C average,6.3320047837407,5.53564295586218,11.755187155388477,12.539517175504209,14.536264768850923,12.937218475237538,43.59072061827153,81.17349490501563,99.46336417053878,100.0,6.292358351136691,8.38393412084399,119.31985115973794,115.5234375
gru_no_first_difference,MKG,6,36,softms,no_first_difference,8.0,0.3,2026,True,0.0,B+C average,6.353295741690745,5.041529894493891,13.023773788946045,16.30916444752782,20.172159990029513,16.618744032653936,49.56873548830542,79.25211860263033,93.41424025079561,98.75199426657093,6.292358351136691,8.996982054689795,111.1528728555873,118.5419921875
component_mg,MG,6,36,softms,full,8.0,0.3,2026,True,0.0,B+C average,6.514315158204564,5.66244401959522,12.677954929207038,14.426604441767907,17.090729067097897,14.765991591763898,44.260039787539014,78.89528109728667,96.22475908142195,99.89015817223199,6.292358351136691,8.396290870583304,119.24671506150237,118.54150390625
gru_no_temporal_mean,MKG,6,36,softms,no_temporal_mean,8.0,0.3,2026,True,0.0,B+C average,6.517672445043399,5.323556979192672,13.100913525823648,15.727906113518952,20.0889306686557,16.416162639666954,47.22129862727402,79.48538841746739,93.48231075073832,98.67047731076471,6.292358351136691,9.400382432337803,106.66935144769064,118.5419921875
gru_no_variance,MKG,6,36,softms,no_variance,8.0,0.3,2026,True,0.0,B+C average,6.917535927938165,6.120478188370241,13.547816043968442,15.600556458571024,18.610667535774468,15.919503601038254,39.94439104668609,75.9822897952227,93.78351136208057,99.71441124780316,6.292358351136691,9.34695280688118,107.00729928924386,118.5419921875
tau_0p20,MKG,6,36,softms,full,8.0,0.2,2026,True,0.0,B+C average,7.23963152221553,5.9635674378448496,14.809876151689235,17.302381073758664,20.040811365077943,17.579879674914544,42.113496469694134,73.75192441485214,90.64535304455701,98.28964574002308,7.232485871332866,9.972127736544707,100.2795966239348,118.5419921875
window_7x7,MKG,7,49,softms,full,8.0,0.3,2026,True,0.0,B+C average,8.323171155018091,7.350380190700175,16.1379028829709,18.789505097246046,22.434386633863113,19.18350982069297,33.71924079563902,65.44208454293226,86.6527335771624,96.89956161061299,6.4726890877575505,10.870973830384356,92.00363098862812,118.63623046875
window_8x8,MKG,8,64,softms,full,8.0,0.3,2026,True,0.0,B+C average,8.444256037617798,7.406626068685529,16.245362258700556,18.919871003813846,22.70410421692288,19.43296920409542,32.862334835610966,64.2182125783387,86.69233950170579,96.40469710897706,8.269668791861632,13.575485577910124,73.70976812607115,118.74365234375
decoder_top1,MKG,6,36,top1,full,8.0,0.3,2026,True,0.0,B+C average,11.856702475086053,11.43589112849654,19.415486193908453,21.60373703277787,25.1534836569108,22.08692949459818,10.358695561062977,40.06247537726913,71.68169409976502,91.58768765664249,12.06271810276877,2.7876557008994958,358.7565971057336,118.5419921875
