frame_index,frame_id,reference_x,reference_y,search_center_x,search_center_y,jitter_m,visual_x,visual_y,visual_error_m,final_x,final_y,final_error_m,kalman_xy_x,kalman_xy_y
40,40,-180.07899475097656,14.495210647583008,-180.07899475097656,14.495210647583008,0.0,-181.76336669921875,12.16914176940918,2.871881837059811,-183.65023803710938,12.835801124572754,3.9379459841147906,-183.65023803710938,12.835801124572754
41,41,-183.2713623046875,14.786392211914062,-183.2713623046875,14.786392211914062,0.0,-185.98605346679688,12.399600982666016,3.614736570989669,-186.92022705078125,12.981127738952637,4.071018761025611,-186.92022705078125,12.981127738952637
42,42,-186.7760009765625,15.10605525970459,-186.7760009765625,15.10605525970459,0.0,-190.37680053710938,12.525959014892578,4.42974650603481,-190.55343627929688,13.063668251037598,4.294224279135364,-190.55343627929688,13.063668251037598
43,43,-190.19520568847656,15.40483283996582,-190.19520568847656,15.40483283996582,0.0,-190.13711547851562,12.402364730834961,3.0030300063171436,-192.6286163330078,13.01287841796875,3.4121742806939586,-192.6286163330078,13.01287841796875
44,44,-193.5978240966797,15.702159881591797,-193.5978240966797,15.702159881591797,0.0,-195.51419067382812,12.581847190856934,3.661804493138958,-195.78152465820312,12.999713897705078,3.47444419126617,-195.78152465820312,12.999713897705078
45,45,-196.71273803710938,15.974347114562988,-196.71273803710938,15.974347114562988,0.0,-200.8094024658203,12.616888046264648,5.296715098696953,-199.7639923095703,12.966032028198242,4.284870160700422,-199.7639923095703,12.966032028198242
46,46,-199.96063232421875,16.28047752380371,-199.96063232421875,16.28047752380371,0.0,-200.97105407714844,12.684890747070312,3.7348622983737396,-202.31629943847656,12.940265655517578,4.087319767064386,-202.31629943847656,12.940265655517578
47,47,-203.51315307617188,16.61532211303711,-203.51315307617188,16.61532211303711,0.0,-205.95892333984375,12.587655067443848,4.712100806733611,-205.71803283691406,12.862553596496582,4.352558592146499,-205.71803283691406,12.862553596496582
48,48,-206.75160217285156,16.920562744140625,-206.75160217285156,16.920562744140625,0.0,-210.5332489013672,12.530745506286621,5.794078646433191,-209.62965393066406,12.764966011047363,5.054915046639558,-209.62965393066406,12.764966011047363
49,49,-210.1930389404297,17.253925323486328,-210.1930389404297,17.253925323486328,0.0,-213.7076416015625,12.276460647583008,6.09324104771075,-213.33721923828125,12.58266830444336,5.630853566143959,-213.33721923828125,12.58266830444336
50,50,-213.3181915283203,17.556650161743164,-213.3181915283203,17.556650161743164,0.0,-213.1103973388672,17.139291763305664,0.4662257585299167,-215.2322540283203,14.427270889282227,3.668330667321908,-215.2322540283203,14.427270889282227
51,51,-216.74961853027344,17.889041900634766,-216.74961853027344,17.889041900634766,0.0,-216.69357299804688,16.890899658203125,0.999714478143146,-217.6217041015625,15.672260284423828,2.3821532229521565,-217.6217041015625,15.672260284423828
52,52,-219.85296630859375,18.18168067932129,-219.85296630859375,18.18168067932129,0.0,-220.43331909179688,16.7993221282959,1.4992413136532194,-220.50527954101562,16.489973068237305,1.8131153285415014,-220.50527954101562,16.489973068237305
53,53,-223.26548767089844,18.50347328186035,-223.26548767089844,18.50347328186035,0.0,-220.5812530517578,16.81100082397461,3.173259918647513,-222.24476623535156,17.014589309692383,1.8051724935760411,-222.24476623535156,17.014589309692383
54,54,-226.6659393310547,18.824125289916992,-226.6659393310547,18.824125289916992,0.0,-224.404296875,16.961790084838867,2.9297301949330525,-224.6817626953125,17.37017250061035,2.459864962829819,-224.6817626953125,17.37017250061035
55,55,-229.90402221679688,19.161306381225586,-229.90402221679688,19.161306381225586,0.0,-229.5116729736328,18.09854507446289,1.1328722451200597,-228.13720703125,17.998367309570312,2.115198143026196,-228.13720703125,17.998367309570312
56,56,-233.15289306640625,19.499608993530273,-233.15289306640625,19.499608993530273,0.0,-228.3546142578125,17.05589485168457,5.384720822109215,-229.89854431152344,17.977628707885742,3.5926605473239355,-229.89854431152344,17.977628707885742
57,57,-236.7150115966797,19.870529174804688,-236.7150115966797,19.870529174804688,0.0,-233.08917236328125,18.479625701904297,3.88346785970706,-232.7156524658203,18.439838409423828,4.247558065963822,-232.7156524658203,18.439838409423828
58,58,-241.94894409179688,20.40029525756836,-241.94894409179688,20.40029525756836,0.0,-240.3547821044922,20.73047637939453,1.6279963190921594,-237.53961181640625,19.567182540893555,4.487347536517173,-237.53961181640625,19.567182540893555
59,59,-246.72323608398438,20.88353729248047,-246.72323608398438,20.88353729248047,0.0,-244.84300231933594,18.892742156982422,2.7383469979618584,-242.36004638671875,19.678308486938477,4.526588208356607,-242.36004638671875,19.678308486938477
60,60,-250.1058349609375,21.189523696899414,-250.1058349609375,21.189523696899414,0.0,-249.0644073486328,16.08112335205078,5.213475381635582,-247.19064331054688,18.57158088684082,3.9181586128237207,-247.19064331054688,18.57158088684082
61,61,-253.18551635742188,21.468109130859375,-253.18551635742188,21.468109130859375,0.0,-252.9582977294922,15.300395965576172,6.171897114671144,-251.8063201904297,17.29726791381836,4.392960109631559,-251.8063201904297,17.29726791381836
62,62,-256.56805419921875,21.774091720581055,-256.56805419921875,21.774091720581055,0.0,-252.6568603515625,14.5867919921875,8.182586064302054,-254.49105834960938,16.032251358032227,6.105951400747424,-254.49105834960938,16.032251358032227
63,63,-259.78179931640625,22.02918815612793,-259.78179931640625,22.02918815612793,0.0,-257.9659118652344,14.52143383026123,7.724236030371782,-258.1026611328125,15.169257164001465,7.062447044498082,-258.1026611328125,15.169257164001465
64,64,-262.99114990234375,22.283937454223633,-262.99114990234375,22.283937454223633,0.0,-260.74444580078125,13.94555377960205,8.635758312109798,-261.2852783203125,14.343807220458984,8.1213093761736,-261.2852783203125,14.343807220458984
65,65,-266.5252380371094,22.56446075439453,-266.5252380371094,22.56446075439453,0.0,-261.0099182128906,13.877615928649902,10.28980202870719,-263.116455078125,13.792966842651367,9.410574196360692,-263.116455078125,13.792966842651367
66,66,-269.7339172363281,22.84096336364746,-269.7339172363281,22.84096336364746,0.0,-264.92425537109375,19.78425407409668,5.698799780542904,-265.5155029296875,15.843616485595703,8.170549711876857,-265.5155029296875,15.843616485595703
67,67,-272.9421081542969,23.117422103881836,-272.9421081542969,23.117422103881836,0.0,-268.10919189453125,19.1707820892334,6.239635163944377,-268.2336120605469,17.217031478881836,7.548810833001904,-268.2336120605469,17.217031478881836
68,68,-276.4721984863281,23.421621322631836,-276.4721984863281,23.421621322631836,0.0,-270.5066833496094,19.507680892944336,7.134865137727755,-270.6969299316406,18.34998321533203,7.686041892299169,-270.6969299316406,18.34998321533203
69,69,-279.8583984375,23.757869720458984,-279.8583984375,23.757869720458984,0.0,-270.7611999511719,20.558837890625,9.643278744697868,-271.8366394042969,19.56079864501953,9.053398455777058,-271.8366394042969,19.56079864501953
70,70,-282.95196533203125,24.0650577545166,-282.95196533203125,24.0650577545166,0.0,-274.8970642089844,22.293521881103516,8.247409984525522,-274.51995849609375,21.085912704467773,8.942820836320449,-274.51995849609375,21.085912704467773
71,71,-286.3374328613281,24.40123176574707,-286.3374328613281,24.40123176574707,0.0,-279.2168884277344,21.924636840820312,7.538943921595114,-277.7615051269531,21.95821762084961,8.917110216734534,-277.7615051269531,21.95821762084961
72,72,-289.56787109375,24.758047103881836,-289.56787109375,24.758047103881836,0.0,-280.11199951171875,22.249061584472656,9.783072917671172,-280.340576171875,22.603466033935547,9.475504797224845,-280.340576171875,22.603466033935547
73,73,-292.791015625,25.11405372619629,-292.791015625,25.11405372619629,0.0,-292.9485168457031,22.470218658447266,2.6485223238595625,-285.79766845703125,23.06977653503418,7.286012204631707,-285.79766845703125,23.06977653503418
74,74,-296.3150329589844,25.5032958984375,-296.3150329589844,25.5032958984375,0.0,-298.72283935546875,23.140552520751953,3.373438588702628,-292.5355224609375,23.54918670654297,4.2547905164288915,-292.5355224609375,23.54918670654297
75,75,-299.6627502441406,25.858945846557617,-299.6627502441406,25.858945846557617,0.0,-298.73638916015625,23.131996154785156,2.879999909614343,-297.5967712402344,23.793607711791992,2.9212823991354573,-297.5967712402344,23.793607711791992
76,76,-303.0234375,26.21597671508789,-303.0234375,26.21597671508789,0.0,-304.61273193359375,23.20949363708496,3.400705411377182,-303.0690002441406,23.902389526367188,2.3140357913105385,-303.0690002441406,23.902389526367188
77,77,-306.37432861328125,26.571962356567383,-306.37432861328125,26.571962356567383,0.0,-310.54852294921875,23.514183044433594,5.1743514256268,-308.9294738769531,24.021808624267578,3.6099932654822835,-308.9294738769531,24.021808624267578
78,78,-309.93170166015625,26.87871551513672,-309.93170166015625,26.87871551513672,0.0,-315.26678466796875,23.42792510986328,6.3538228745674745,-314.4986267089844,24.011247634887695,5.392511144714826,-314.4986267089844,24.011247634887695
79,79,-313.1907958984375,27.159746170043945,-313.1907958984375,27.159746170043945,0.0,-315.329833984375,23.57186508178711,4.177125164100571,-317.8772888183594,24.009414672851562,5.646928760900058,-317.8772888183594,24.009414672851562
80,80,-316.4438171386719,27.44025421142578,-316.4438171386719,27.44025421142578,0.0,-319.7727966308594,23.508710861206055,5.151615045212704,-321.4991149902344,23.9378719329834,6.150017722930535,-321.4991149902344,23.9378719329834
81,81,-321.592041015625,27.871477127075195,-321.592041015625,27.871477127075195,0.0,-324.0366516113281,27.96953582763672,2.446576480182012,-325.1845397949219,25.66446304321289,4.216273075313802,-325.1845397949219,25.66446304321289
82,82,-326.2784423828125,28.264019012451172,-326.2784423828125,28.264019012451172,0.0,-328.401123046875,27.929384231567383,2.1488959114303228,-329.0439453125,26.89250373840332,3.086917653753773,-329.0439453125,26.89250373840332
83,83,-329.66363525390625,28.562585830688477,-329.66363525390625,28.562585830688477,0.0,-333.1329345703125,28.005672454833984,3.5137145949866957,-333.1903381347656,27.7532901763916,3.618368785229834,-333.1903381347656,27.7532901763916
84,84,-332.744140625,28.834280014038086,-332.744140625,28.834280014038086,0.0,-333.2164306640625,27.974977493286133,0.980540005898953,-335.70135498046875,28.281496047973633,3.0084359486830365,-335.70135498046875,28.281496047973633
85,85,-336.1232604980469,29.13231086730957,-336.1232604980469,29.13231086730957,0.0,-337.64501953125,28.011432647705078,1.890004904310845,-338.73956298828125,28.58595085144043,2.6727416611687556,-338.73956298828125,28.58595085144043
86,86,-339.6257019042969,29.462242126464844,-339.6257019042969,29.462242126464844,0.0,-341.9324951171875,28.002832412719727,2.729683432123926,-342.1738586425781,28.706430435180664,2.6578852638009023,-342.1738586425781,28.706430435180664
87,87,-342.8448791503906,29.765491485595703,-342.8448791503906,29.765491485595703,0.0,-346.68902587890625,28.030433654785156,4.217569175083485,-346.1189880371094,28.72880744934082,3.4343125648543418,-346.1189880371094,28.72880744934082
88,88,-346.0498046875,30.067394256591797,-346.0498046875,30.067394256591797,0.0,-346.6361083984375,28.013751983642578,2.1356962861566053,-348.5032958984375,28.66722297668457,2.8249068542563665,-348.5032958984375,28.66722297668457
89,89,-349.5847473144531,30.437746047973633,-349.5847473144531,30.437746047973633,0.0,-351.42767333984375,27.98910140991211,3.0646756596040525,-351.6871643066406,28.558645248413086,2.8197831519370102,-351.6871643066406,28.558645248413086
90,90,-352.80938720703125,30.775583267211914,-352.80938720703125,30.775583267211914,0.0,-356.27606201171875,27.97325897216797,4.45767379426183,-355.5113830566406,28.432933807373047,3.5761415048889806,-355.5113830566406,28.432933807373047
91,91,-356.03759765625,31.113798141479492,-356.03759765625,31.113798141479492,0.0,-356.2943115234375,27.98957633972168,3.1347510070474804,-357.8809509277344,28.320602416992188,3.3466242153528842,-357.8809509277344,28.320602416992188
92,92,-359.28173828125,31.43756103515625,-359.28173828125,31.43756103515625,0.0,-360.9347229003906,27.891542434692383,3.9123657888739394,-361.00921630859375,28.182743072509766,3.684836537069408,-361.00921630859375,28.182743072509766
93,93,-362.83331298828125,31.792009353637695,-362.83331298828125,31.792009353637695,0.0,-365.3292541503906,27.78739356994629,4.718757236784091,-364.65118408203125,28.030986785888672,4.177313259573584,-364.65118408203125,28.030986785888672
94,94,-366.0764465332031,32.11567306518555,-366.0764465332031,32.11567306518555,0.0,-369.15106201171875,27.538414001464844,5.514033086329932,-368.42779541015625,27.818830490112305,4.898132057847233,-368.42779541015625,27.818830490112305
95,95,-369.61279296875,32.450355529785156,-369.61279296875,32.450355529785156,0.0,-369.19384765625,27.595623016357422,4.872775692744136,-370.7606506347656,27.686922073364258,4.899783211039115,-370.7606506347656,27.686922073364258
96,96,-372.840576171875,32.75583267211914,-372.840576171875,32.75583267211914,0.0,-374.1178894042969,27.31705093383789,5.586758979084531,-373.9866638183594,27.48805046081543,5.391015332861882,-373.9866638183594,27.48805046081543
97,97,-376.074462890625,33.0618896484375,-376.074462890625,33.0618896484375,0.0,-379.100830078125,32.142799377441406,3.1628508152956463,-377.92755126953125,29.305763244628906,4.188367474497131,-377.92755126953125,29.305763244628906
98,98,-379.28497314453125,33.342430114746094,-379.28497314453125,33.342430114746094,0.0,-379.12567138671875,32.125022888183594,1.2277855697672744,-380.4163513183594,30.64457130432129,2.9254843587347046,-380.4163513183594,30.64457130432129
99,99,-382.8072509765625,33.650211334228516,-382.8072509765625,33.650211334228516,0.0,-384.3352966308594,32.086875915527344,2.1860789448190414,-383.8692626953125,31.567075729370117,2.3382307069643695,-383.8692626953125,31.567075729370117
100,100,-386.01123046875,33.930179595947266,-386.01123046875,33.930179595947266,0.0,-389.6431884765625,32.20646286010742,4.020238594403037,-388.09698486328125,32.218101501464844,2.6984408083026357,-388.09698486328125,32.218101501464844
101,101,-389.1904296875,34.22496032714844,-389.1904296875,34.22496032714844,0.0,-389.6082458496094,32.19519805908203,2.072318800326313,-390.7815856933594,32.604339599609375,2.2711646742391007,-390.7815856933594,32.604339599609375
102,102,-392.3679504394531,34.51958084106445,-392.3679504394531,34.51958084106445,0.0,-394.4700622558594,32.42941665649414,2.9643988272726163,-394.23260498046875,32.891178131103516,2.4756073887307566,-394.23260498046875,32.891178131103516
103,103,-395.8560485839844,34.84300231933594,-395.8560485839844,34.84300231933594,0.0,-399.06011962890625,32.77571487426758,3.813102233279882,-398.1417236328125,33.15926742553711,2.8388859824641077,-398.1417236328125,33.15926742553711
104,104,-399.0557861328125,35.11958312988281,-399.0557861328125,35.11958312988281,0.0,-404.0765380859375,32.89514923095703,5.491453026795245,-402.59716796875,33.33584213256836,3.9652386124177217,-402.59716796875,33.33584213256836
105,105,-402.5732727050781,35.42363357543945,-402.5732727050781,35.42363357543945,0.0,-404.122314453125,32.77424621582031,3.0690037012851255,-405.419677734375,33.354713439941406,3.518870858368605,-405.419677734375,33.354713439941406
106,106,-405.7723693847656,35.70016098022461,-405.7723693847656,35.70016098022461,0.0,-409.4523620605469,32.70404052734375,4.745427679564261,-409.12237548828125,33.277313232421875,4.134335751075948,-409.12237548828125,33.277313232421875
107,107,-410.9620056152344,36.18172073364258,-410.9620056152344,36.18172073364258,0.0,-415.20965576171875,32.54452896118164,5.592110134518657,-413.6540832519531,33.11008834838867,4.084385818242666,-413.6540832519531,33.11008834838867
108,108,-415.7295227050781,36.62411117553711,-415.7295227050781,36.62411117553711,0.0,-420.8299560546875,32.83647918701172,6.352997436982665,-418.8182067871094,33.068294525146484,4.709968302418651,-418.8182067871094,33.068294525146484
109,109,-418.8456726074219,36.940486907958984,-418.8456726074219,36.940486907958984,0.0,-425.14837646484375,32.97090148925781,7.44860284286426,-423.8362121582031,33.078819274902344,6.310147535209395,-423.8362121582031,33.078819274902344
110,110,-422.2717590332031,37.288333892822266,-422.2717590332031,37.288333892822266,0.0,-425.0348815917969,32.911128997802734,5.17636638645224,-426.8847351074219,33.05083084106445,6.263863055253635,-426.8847351074219,33.05083084106445
111,111,-425.7071228027344,37.63711929321289,-425.7071228027344,37.63711929321289,0.0,-428.6873474121094,32.802818298339844,5.679102467058937,-429.94775390625,32.976295471191406,6.301288031508091,-429.94775390625,32.976295471191406
112,112,-429.1660461425781,37.977447509765625,-429.1660461425781,37.977447509765625,0.0,-432.6086730957031,37.15008544921875,3.5406508324904182,-433.2864685058594,34.63328170776367,5.306724541853252,-433.2864685058594,34.63328170776367
113,113,-432.6162414550781,38.31691360473633,-432.6162414550781,38.31691360473633,0.0,-436.86077880859375,37.546363830566406,4.3139128757849,-436.9261169433594,36.07484436035156,4.858178796740978,-436.9261169433594,36.07484436035156
114,114,-435.776611328125,38.627864837646484,-435.776611328125,38.627864837646484,0.0,-437.00799560546875,37.3407096862793,1.7813128928350788,-439.1722412109375,36.97981643676758,3.7744358297219405,-439.1722412109375,36.97981643676758
115,115,-439.2908630371094,38.962501525878906,-439.2908630371094,38.962501525878906,0.0,-443.2156066894531,37.58747863769531,4.158641686854172,-442.76910400390625,37.65193557739258,3.7169535009784465,-442.76910400390625,37.65193557739258
116,116,-442.5021057128906,39.26829147338867,-442.5021057128906,39.26829147338867,0.0,-448.4089660644531,38.52244186401367,5.953762747428377,-447.08038330078125,38.42998504638672,4.654393981748256,-447.08038330078125,38.42998504638672
117,117,-445.7133483886719,39.57407760620117,-445.7133483886719,39.57407760620117,0.0,-448.4327697753906,38.3453483581543,2.984129394572087,-449.77398681640625,38.815311431884766,4.130921271106465,-449.77398681640625,38.815311431884766
118,118,-449.110595703125,39.88394546508789,-449.110595703125,39.88394546508789,0.0,-452.08935546875,38.70055389404297,3.2052184561627737,-452.6930847167969,39.133506774902344,3.6602439482645255,-452.6930847167969,39.133506774902344
119,119,-452.206787109375,40.16635513305664,-452.206787109375,40.16635513305664,0.0,-455.5645446777344,39.247135162353516,3.4813074041822443,-455.8077087402344,39.49601364135742,3.662785047895177,-455.8077087402344,39.49601364135742
120,120,-455.5990295410156,40.475765228271484,-455.5990295410156,40.475765228271484,0.0,-455.5326232910156,39.264305114746094,1.2132787794657973,-457.6181335449219,39.6856689453125,2.168186595968127,-457.6181335449219,39.6856689453125
121,121,-459.1404724121094,40.788551330566406,-459.1404724121094,40.788551330566406,0.0,-459.73797607421875,39.6013069152832,1.3291199824903954,-460.2054443359375,39.88938522338867,1.3937951380455231,-460.2054443359375,39.88938522338867
122,122,-462.3484802246094,41.07188034057617,-462.3484802246094,41.07188034057617,0.0,-465.22149658203125,40.11494445800781,3.028192410227683,-463.820068359375,40.19648742675781,1.7122746251540286,-463.820068359375,40.19648742675781
123,123,-465.55621337890625,41.35519027709961,-465.55621337890625,41.35519027709961,0.0,-471.481201171875,40.21459197998047,6.033775337400273,-468.68035888671875,40.40555953979492,3.265284626371623,-468.68035888671875,40.40555953979492
124,124,-468.9824523925781,41.67662048339844,-468.9824523925781,41.67662048339844,0.0,-471.5249328613281,39.97078323364258,3.061713189805644,-471.8902282714844,40.40776062011719,3.172564564291029,-471.8902282714844,40.40776062011719
125,125,-472.1073913574219,41.96978759765625,-472.1073913574219,41.96978759765625,0.0,-476.482666015625,40.002140045166016,4.797360235122571,-475.80023193359375,40.37572479248047,4.022201853197612,-475.80023193359375,40.37572479248047
