sequence_index,frame_id,image_path,gt_x,gt_y,predicted_current_x,predicted_current_y,candidate_capture,candidate_nearest_gt_m,raw_hardms_x,raw_hardms_y,hardms_x,hardms_y,hardms_support,model_next_step_dx,model_next_step_dy,model_next_step_m,model_velocity_x,model_velocity_y,model_acceleration_x,model_acceleration_y,correction_gate,measurement_x,measurement_y,measurement_variance_x,measurement_variance_y,kf_predict_x,kf_predict_y,final_x,final_y,final_vx,final_vy,final_speed,error_predicted_current_m,error_raw_hardms_m,error_hardms_m,error_measurement_m,error_final_m,state_norm,state_00,state_01,state_02,state_03,state_04,state_05,state_06,state_07,state_08,state_09,state_10,state_11,state_12,state_13,state_14,state_15
10,10,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,-54.585689544677734,1.3803616762161255,-3.7887921598404803,-3.1768978314842995,0.0,36.25532531738281,-4.1773552894592285,-0.4327203929424286,-4.1773552894592285,-0.4327203929424286,0.8380311727523804,0.2288977950811386,-1.6575320959091187,1.673262357711792,0.12806746177375317,-1.5774431824684143,0.20166067779064178,-0.16017784550786018,0.18396826088428497,-4.7986741065979,-0.9798129796981812,25.0,25.0,-2.432457087930166,-1.2228651369066694,-3.456321166799358,-1.117701957089794,1.7036338780746956,0.09144578232656729,1.7060863757820541,51.00091565988018,50.4409294128418,50.4409294128418,49.842926025390625,51.19035683248198,3.1407577991485596,0.012806746177375317,-0.15774431824684143,0.033610112965106964,-0.026696307584643364,-0.7505147457122803,-0.6608538627624512,0.18396826088428497,1.0,1.0,-0.9999518990516663,-0.9998960494995117,-0.8992440104484558,0.9993329048156738,0.9998106360435486,0.9988172054290771,0.9996834993362427
11,11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,-57.930152893066406,1.7030118703842163,-3.227423366130284,-2.7752340623121383,0.0,39.61167907714844,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.8479403853416443,0.5856593251228333,-2.1799941062927246,2.2572929859161377,0.45363765209913254,-2.088531106710434,0.26404333859682083,-0.182926207780838,0.4160527288913727,-0.9518967270851135,-1.5752344131469727,25.0,25.0,-1.7526872887246623,-1.0262561747632266,-1.405195933761001,-1.2644582379120615,1.796435102512738,0.027840085755493044,1.7966508141302318,54.88572951442698,53.79520797729492,58.524208068847656,57.072486877441406,56.60279708720198,3.179622173309326,0.045363765209913254,-0.2088531106710434,0.04400722309947014,-0.030487701296806335,-0.8043139576911926,-0.5942046642303467,0.4160527288913727,1.0,1.0,-0.9999873042106628,-0.9949106574058533,-0.9754626750946045,0.9999732971191406,0.9752632975578308,0.9995207786560059,0.9984379410743713
12,12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,-61.281715393066406,2.0263473987579346,-0.819536612363458,-3.4444524485129144,0.0,47.70207214355469,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.8364293575286865,0.6345229148864746,-1.9248900413513184,2.026776075363159,0.5032972246408463,-1.8354260921478271,0.2624514475464821,-0.17892781645059586,0.3499126136302948,-0.6834788918495178,-1.4364500045776367,25.0,25.0,0.39123916875173714,-1.2366181521565685,-0.07613934998014105,-1.3235154787585286,1.671488214993691,0.004611032588042258,1.6714945750687684,60.70918146276216,61.88576126098633,61.88576126098633,60.69709396362305,61.29717872842256,3.177384614944458,0.050329722464084625,-0.18354260921478271,0.04374190792441368,-0.029821302741765976,-0.7858780026435852,-0.6183815002441406,0.3499126136302948,1.0,1.0,-0.9999743700027466,-0.99871426820755,-0.9764174818992615,0.9999387264251709,0.9938342571258545,0.9989529848098755,0.9990246891975403
13,13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,-64.62455749511719,2.3488411903381348,0.5583835984339462,-3.2484054791316535,0.0,51.05577087402344,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.8277367949485779,0.26971548795700073,-1.780797004699707,1.8011064529418945,0.16223657876253128,-1.6983889043331146,0.2149578407406807,-0.16481604427099228,0.20309793949127197,-0.13493108749389648,-1.0633279085159302,25.0,25.0,1.5953488650135499,-1.3189044461704864,0.8418951454803685,-1.2076193102608321,1.470082884855001,0.034357786292871256,1.4704843235555245,65.4228169668981,65.23914337158203,65.23914337158203,64.579833984375,65.56298370754585,3.141993761062622,0.016223657876253128,-0.16983889043331146,0.03582630679011345,-0.027469340711832047,-0.7537699341773987,-0.6571384072303772,0.20309793949127197,1.0,1.0,-0.9999364018440247,-0.9998748898506165,-0.8976173400878906,0.99954754114151,0.9997386932373047,0.9983134269714355,0.9995934367179871
14,14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,-67.96265411376953,2.678952693939209,1.11161064461324,-2.988416236729443,0.0,54.380008697509766,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.8228707313537598,-0.002340756356716156,-1.4872961044311523,1.4872980117797852,-0.08845487609505653,-1.4171259105205536,0.17222823947668076,-0.140340406447649,0.13129739463329315,0.11822807788848877,-0.8617647290229797,25.0,25.0,2.3119780303353696,-1.173261523967961,1.3561128877795967,-1.0375401858544844,1.2146777650836658,0.07062209984795131,1.2167290388478378,69.30637144236789,68.58861541748047,68.58861541748047,68.17288970947266,69.41832451118808,3.0977416038513184,-0.008845487609505653,-0.14171259105205536,0.028704706579446793,-0.023390067741274834,-0.7374976277351379,-0.6753495335578918,0.13129739463329315,1.0,1.0,-0.9999539852142334,-0.9999728202819824,-0.7522702813148499,0.9966031312942505,0.9999693036079407,0.9992689490318298,0.9998871684074402
15,15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,-71.30087280273438,3.009075880050659,1.3537721314228806,-2.5248362995988627,0.0,57.70786666870117,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.8349284529685974,-0.01815170794725418,-1.1320865154266357,1.1322320699691772,-0.08850429207086563,-1.0726483166217804,0.1407051756978035,-0.11887646466493607,0.09928320348262787,0.22805404663085938,-0.7683339715003967,25.0,25.0,2.5707906528632627,-0.9669180860065331,1.5497878529261901,-0.8803734813706723,0.9419692732982012,0.09373816295933206,0.9466218648610075,72.86509187889997,71.93866729736328,71.93866729736328,71.62860107421875,72.95441435788015,3.009523391723633,-0.008850429207086563,-0.10726483166217804,0.023450862616300583,-0.019812744110822678,-0.7294864058494568,-0.6839953064918518,0.09928320348262787,1.0,1.0,-0.9999291896820068,-0.9999923706054688,-0.2903155982494354,0.9754799604415894,0.9999952912330627,0.9996364116668701,0.9999483227729797
16,16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,-74.64299774169922,3.3395848274230957,1.5316361487042263,-2.0124600303249207,0.0,61.04253387451172,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.8361272215843201,0.08270711451768875,-0.9169474840164185,0.9206699728965759,0.012088058283552527,-0.8607395738363266,0.14123810827732086,-0.1124158501625061,0.08651882410049438,0.28919440507888794,-0.7481814026832581,25.0,25.0,2.4917571262243916,-0.7866353184113403,1.5318159222322278,-0.7698761175535888,0.6856280269438395,0.09821354098603371,0.6926266605927883,76.36242028967094,75.29303741455078,75.29303741455078,75.04360961914062,76.28558124569129,3.0066003799438477,0.0012088058283552527,-0.08607395738363266,0.02353968471288681,-0.01873597502708435,-0.6800716519355774,-0.7331456542015076,0.08651882410049438,1.0,1.0,-0.9997075796127319,-0.9999985694885254,0.6531848907470703,0.7738935351371765,0.9999994039535522,0.9994663000106812,0.9999693036079407
17,17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,-77.97047424316406,3.6625680923461914,1.6145230346544408,-1.6868236164711683,0.0,64.36510467529297,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.8409355878829956,0.06624346971511841,-1.0464404821395874,1.0485351085662842,-0.0225171260535717,-0.9845399111509323,0.17752118781208992,-0.12380115687847137,0.08385860174894333,0.5150622129440308,-0.7802485227584839,25.0,25.0,2.2174439491760674,-0.671662576567555,1.4755186676713765,-0.7189859300256941,0.48752510148923534,0.08557758788467235,0.4949790380715612,79.76457724682518,78.63272857666016,78.63272857666016,78.6111831665039,79.56672549024171,2.940821647644043,-0.00225171260535717,-0.09845399111509323,0.02958686463534832,-0.020633526146411896,-0.10310392081737518,-0.8413798213005066,0.08385860174894333,1.0,1.0,-0.999137282371521,-0.9999993443489075,0.9561589360237122,-0.03390034660696983,0.9999998211860657,0.9991145133972168,0.9999784827232361
18,18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,-81.29307556152344,3.9850776195526123,1.5417621355238498,-1.7654264196158622,0.0,67.68482971191406,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.8517926335334778,-0.1101941242814064,-1.4962804317474365,1.5003325939178467,-0.2044147066771984,-1.4159266650676727,0.18844114243984222,-0.16070754826068878,0.08640415966510773,0.4545191824436188,-0.8136317729949951,25.0,22.7540225982666,1.963043769160612,-0.6334083421410217,1.3056263050545778,-0.7161435522886374,0.31199099763912275,0.063486783327008,0.31838491525991863,83.03420158585654,81.96781158447266,81.96781158447266,81.88832092285156,82.73238199490213,2.9494223594665527,-0.02044147066771984,-0.14159266650676727,0.03140685707330704,-0.026784591376781464,-0.25577661395072937,-0.902449905872345,0.08640415966510773,1.0,0.9101608991622925,-0.9988992214202881,-0.9999972581863403,0.9813634157180786,-0.04161463677883148,0.999999463558197,0.9993728399276733,0.9999405741691589
19,19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,-84.62059020996094,4.3080644607543945,1.1954321695973005,-2.2124239914866544,0.0,71.01119995117188,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.8606280088424683,-0.14262810349464417,-1.7871695756912231,1.7928519248962402,-0.2344769425690174,-1.7094410955905914,0.18369768932461739,-0.15545699000358582,0.10317473858594894,0.2229401171207428,-0.7882897853851318,25.0,25.0,1.6176173026937004,-0.6526567689616294,1.0098264212825456,-0.7104983467092894,0.1497060824464537,0.047916320579985044,0.1571874196600615,86.06338633068448,85.30806732177734,85.30806732177734,84.99645233154297,85.77735263513789,3.1230030059814453,-0.02344769425690174,-0.17094410955905914,0.030616281554102898,-0.02590949833393097,-0.7129862904548645,-0.7011780738830566,0.10317473858594894,1.0,1.0,-0.9994361400604248,-0.9999949336051941,0.8898194432258606,0.9604253768920898,0.9999979138374329,0.9991363286972046,0.9998973608016968
20,20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,-87.91920471191406,4.623467922210693,0.8671983233758369,-2.4976679373016735,0.0,74.3101577758789,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.8517103791236877,-0.2042180895805359,-1.9180853366851807,1.9289262294769287,-0.29854169115424156,-1.8439848721027374,0.18864722549915314,-0.14820103347301483,0.14042669534683228,0.09046053886413574,-0.8922561407089233,25.0,25.0,1.1595325037289994,-0.6625820261293043,0.6936411150276969,-0.7617349899932716,0.025307447945781533,0.021235870741353403,0.033036784463260215,89.07152148624479,88.61925506591797,88.61925506591797,88.18233489990234,88.77633049385946,3.0170342922210693,-0.029854169115424156,-0.18439848721027374,0.031441204249858856,-0.024700172245502472,-0.7334936261177063,-0.6796963214874268,0.14042669534683228,1.0,1.0,-0.9998336434364319,-0.9999809861183167,-0.23154446482658386,0.9977579116821289,0.9999778866767883,0.998920202255249,0.9998618364334106
21,21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,-91.22086334228516,4.939162731170654,0.4894230366230319,-2.6798203788325163,0.0,77.61341094970703,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.8441427946090698,0.036528728902339935,-2.047170877456665,2.0474965572357178,-0.06523077841848135,-1.9671225547790527,0.20351902395486832,-0.16009652987122536,0.20341254770755768,-0.13481628894805908,-1.0656113624572754,25.0,25.0,0.7189485629734784,-0.7404991192519182,0.3468855834833065,-0.8817154818090048,-0.07403914333365907,-0.016653426851827347,0.07588894103551108,92.02622197684673,91.93367767333984,91.93367767333984,91.28376007080078,91.75257634804002,3.147914409637451,-0.006523077841848135,-0.19671225547790527,0.033919837325811386,-0.02668275497853756,-0.7524786591529846,-0.6586167216300964,0.20341254770755768,1.0,1.0,-0.999977171421051,-0.9996845722198486,-0.9117848873138428,0.9996545910835266,0.9995344281196594,0.9996805787086487,0.9994862675666809
22,22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,-94.5164794921875,5.254280090332031,0.3834143170422593,-2.9288863015236704,0.0,80.91171264648438,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.8280130624771118,0.06259003281593323,-2.0122859477996826,2.013259172439575,-0.039187255315482616,-1.9289885461330414,0.20355458557605743,-0.16659507527947426,0.212929368019104,-0.16580021381378174,-1.095232605934143,25.0,25.0,0.27284644014964743,-0.8983689086608322,0.08168752413541083,-0.9840920858471878,-0.12508191765463075,-0.03959287116019414,0.1311986340282076,95.25205539619543,90.51795196533203,95.24219512939453,94.5640869140625,94.80364175629884,3.1364188194274902,-0.003918725531548262,-0.19289885461330414,0.03392576426267624,-0.027765845879912376,-0.7511829733848572,-0.6600940227508545,0.212929368019104,1.0,1.0,-0.9999732375144958,-0.9997566938400269,-0.8699018955230713,0.9995495080947876,0.9996180534362793,0.9996069669723511,0.9994490146636963
23,23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,-97.71556854248047,5.570963382720947,0.14427756160795693,-2.996378169619966,0.0,84.11449432373047,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.8298023343086243,0.14826926589012146,-2.077874183654785,2.0831573009490967,0.04042796324938536,-1.9925208389759064,0.21568259596824646,-0.17070691287517548,0.2556696832180023,-0.31421661376953125,-1.2176817655563354,25.0,25.0,-0.04339439351921992,-1.0236849570073818,-0.16141708930279108,-1.1082213338033364,-0.15659613841103862,-0.06217805722191448,0.16848875738499836,98.23415302627869,93.73068237304688,98.45459747314453,97.63764190673828,97.78253409595693,3.1487233638763428,0.004042796324938536,-0.19925208389759064,0.03594709932804108,-0.02845115214586258,-0.7546078562736511,-0.656175971031189,0.2556696832180023,1.0,1.0,-0.9999766945838928,-0.9995227456092834,-0.9017857313156128,0.9997020363807678,0.9990180730819702,0.9995984435081482,0.9992082118988037
24,24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,-101.2225570678711,5.918126583099365,-0.013147828069282497,-3.1860956292168305,0.0,87.62653350830078,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.8307853937149048,0.21052682399749756,-2.167490005493164,2.177690029144287,0.09331412613391876,-2.0785652101039886,0.2344253808259964,-0.1778499372303486,0.29924094676971436,-0.4688500761985779,-1.3386013507843018,25.0,25.0,-0.31801322771382967,-1.1703993910252508,-0.38374717625310595,-1.2437000689326854,-0.17414831729058236,-0.0817473291933522,0.19238051420397972,101.61806621246495,97.2527847290039,101.97635650634766,101.01470184326172,101.0928154784089,3.156364679336548,0.009331412613391876,-0.20785652101039886,0.03907089680433273,-0.029641656205058098,-0.7595662474632263,-0.6504301428794861,0.29924094676971436,1.0,1.0,-0.9999719858169556,-0.9993325471878052,-0.9142448306083679,0.9997943043708801,0.9982846975326538,0.9994422793388367,0.9989479780197144
25,25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,-104.41236877441406,6.233891487121582,-0.173220359706189,-3.4111902476518483,0.0,90.8217544555664,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.8304439783096313,0.295704185962677,-2.178434371948242,2.1984124183654785,0.17235858365893364,-2.0882628858089447,0.2466912567615509,-0.18034330755472183,0.33168673515319824,-0.5855672955513,-1.4267343282699585,25.0,25.0,-0.5578954935436883,-1.3254473981260375,-0.5699547430551891,-1.3695834598650851,-0.17736835857854794,-0.0935283653129756,0.200517055990172,104.6844193941675,100.45646667480469,105.17974090576172,104.10903930664062,104.12041002190497,3.161898374557495,0.017235858365893364,-0.20882628858089447,0.041115209460258484,-0.030057217925786972,-0.7634628415107727,-0.645851731300354,0.33168673515319824,1.0,1.0,-0.9999696016311646,-0.9991751313209534,-0.9229276180267334,0.9998293519020081,0.9975200295448303,0.9992775321006775,0.9988692402839661
26,26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,-107.75296020507812,6.5345540046691895,-0.27425053101548,-3.5480179994513907,0.0,94.16806030273438,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.8306004405021667,0.3554525673389435,-2.141956329345703,2.1712493896484375,0.22947696968913078,-2.0515434443950653,0.251951202750206,-0.18082571402192116,0.3418073356151581,-0.6231496930122375,-1.4528143405914307,25.0,25.0,-0.747323101633737,-1.4631118251780608,-0.6932088460627742,-1.4586249118355907,-0.16291886551528348,-0.09233062036896476,0.187263184311559,107.95059653109715,103.80967712402344,108.53273010253906,107.42716217041016,107.35772571289617,3.164355993270874,0.02294769696891308,-0.20515434443950653,0.04199186712503433,-0.030137619003653526,-0.765291154384613,-0.6436842083930969,0.3418073356151581,1.0,1.0,-0.9999701976776123,-0.999092698097229,-0.928943395614624,0.9998358488082886,0.9970754981040955,0.9992126226425171,0.9988545179367065
