sequence_index,frame_id,image_path,gt_x,gt_y,kf_predict_x,kf_predict_y,kf_predict_vx,kf_predict_vy,polynomial_x,polynomial_y,polynomial_vx,polynomial_vy,polynomial_ax,polynomial_ay,polynomial_route_gate,polynomial_uses_rnn_state,waypoint_segment_index,waypoint_cross_track_m,waypoint_tangent_alignment,waypoint_endpoint_distance_m,hardms_x,hardms_y,hardms_support,raw_top1_x,raw_top1_y,hardms_innovation_dx,hardms_innovation_dy,hardms_innovation_radius,hardms_visual_dx,hardms_visual_dy,hardms_visual_speed,model_motion_dx,model_motion_dy,model_motion_speed,model_acceleration_dx,model_acceleration_dy,model_acceleration_magnitude,stop_probability,route_gate,correction_gate,correction_x,correction_y,measurement_x,measurement_y,measurement_variance_x,measurement_variance_y,final_x,final_y,final_vx,final_vy,final_speed,state_norm,error_polynomial_m,error_hardms_m,error_measurement_m,error_final_m,state_00,state_01,state_02,state_03,state_04,state_05,state_06,state_07,state_08,state_09,state_10,state_11,state_12,state_13,state_14,state_15
10,10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,-77.41057586669922,4.6642866134643555,-36.668229037583124,15.774535703556003,0.029580598127073872,0.4977660040364199,-37.098480365943,15.286640533352363,-0.4166106879711151,-0.01636875793337822,-0.004672805545851588,-0.004493797430768609,0.3497887849807739,1,14,10.444775416127005,-0.8198179401063842,49.89934351984861,-32.50415802001953,9.263697624206543,0.6099411249160767,-27.772829055786133,9.233684539794922,4.594322345923466,-6.02294290914582,7.575198948217903,0.0,0.0,0.0,-0.41660404205322266,-0.016368553042411804,0.41692546010017395,-0.004681746009737253,-0.004494042601436377,0.006489619612693787,0.48385384678840637,0.3497600257396698,0.9989173412322998,-4.314289093017578,4.169761657714844,-36.81377410888672,13.428945541381836,36.0,36.0,-36.727019659390905,14.82707178117564,0.015193378080638382,0.2659029701342843,0.266336682159509,2.995457887649536,41.68812116732355,45.14134216308594,41.53215026855469,41.93368512351696,-0.041660405695438385,-0.0016368553042411804,-0.0007802910404279828,-0.0007490071002393961,-0.7190482020378113,0.6949602961540222,0.9989173412322998,0.48385384678840637,0.3497600257396698,1.0,1.0,-0.9969611167907715,0.9927726984024048,-0.8510750532150269,0.9681684970855713,-0.9876931309700012
11,11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,-80.71418762207031,4.9646830558776855,-36.711826281310266,15.092974751309924,0.015193378080638382,0.2659029701342843,-37.12768982499623,14.836940209641302,-0.41660405695438385,-0.016368553042411804,-0.004681746242567897,-0.004494042601436377,0.3497600257396698,1,14,10.839046402947373,-0.8198178637417948,49.77032191548109,-32.50415802001953,9.263697624206543,0.6112232804298401,-27.772829055786133,9.233684539794922,4.6235318049767,-5.573242585434759,7.241414175955869,0.0,0.0,0.0,-0.4166100323200226,-0.016368310898542404,0.4169314503669739,-0.004674630239605904,-0.004494173917919397,0.006484579294919968,0.48385390639305115,0.34977805614471436,0.9989173412322998,-4.314289093017578,4.169762134552002,-36.81377410888672,13.428945541381836,36.0,36.0,-36.75306362062824,14.41988402641571,0.005070587100745096,0.10067512490230143,0.1008027362110783,2.995455503463745,44.69053872492902,48.401329040527344,44.708946228027344,44.96644581088692,-0.04166100546717644,-0.0016368310898542404,-0.0007791050593368709,-0.0007490289863198996,-0.7190482020378113,0.694960355758667,0.9989173412322998,0.48385390639305115,0.34977805614471436,1.0,1.0,-0.996961236000061,0.9927729368209839,-0.8510586023330688,0.9681701064109802,-0.9876914024353027
12,12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,-84.01985931396484,5.2652668952941895,-36.74799303352749,14.520559151318011,0.005070587100745096,0.10067512490230143,-37.153735195614786,14.429754237391197,-0.4166100546717644,-0.016368310898542404,-0.0046746303560212255,-0.004494173917919397,0.34977805614471436,1,14,11.195825860784948,-0.8198185194536491,49.65635770720381,-32.50415802001953,9.263697624206543,0.6121450662612915,-27.772829055786133,9.233684539794922,4.649577175595255,-5.166056613184654,6.950302787824804,0.0,0.0,0.0,-0.4166175425052643,-0.016368001699447632,0.4169389307498932,-0.004668605048209429,-0.004494267515838146,0.006480301730334759,0.4838540256023407,0.3497949242591858,0.9989172220230103,-4.314291000366211,4.1697587966918945,-36.813777923583984,13.42894172668457,36.0,36.0,-36.77463896084577,14.078403535778197,-0.0014770681223595051,-0.007974969760703068,0.008110602500567944,2.995450258255005,47.75375815702937,51.67063903808594,47.90678024291992,48.06019375386057,-0.04166175425052643,-0.0016368002397939563,-0.0007781008607707918,-0.0007490445859730244,-0.7190485000610352,0.694959819316864,0.9989172220230103,0.4838540256023407,0.3497949242591858,1.0,1.0,-0.9969610571861267,0.9927727580070496,-0.8510357737541199,0.9681706428527832,-0.9876894354820251
13,13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,-87.32689666748047,5.565974712371826,-36.77611602896813,14.070428566017494,-0.0014770681223595051,-0.007974969760703068,-37.17531396377075,14.088275640830844,-0.4166175425052643,-0.016368002397939563,-0.004668605164624751,-0.004494267515838146,0.3497949242591858,1,14,11.494889630513251,-0.8198193465514091,49.562922584418,-32.50415802001953,9.263697624206543,0.6164963841438293,-27.772829055786133,9.233684539794922,4.6711559437512165,-4.824578016624301,6.715374218115978,0.0,0.0,0.0,-0.4166216254234314,-0.01636798121035099,0.4169430434703827,-0.0046662273816764355,-0.0044937338680028915,0.0064782192930579185,0.48385411500930786,0.34980127215385437,0.9989172220230103,-4.314292907714844,4.169757843017578,-36.813777923583984,13.428940773010254,36.0,36.0,-36.79138472999523,13.81035972391957,-0.005228953463388474,-0.07188010973260169,0.07207005015603321,2.9954476356506348,50.870530376655694,54.94729995727539,51.121437072753906,51.20359216893231,-0.04166216403245926,-0.0016367981443181634,-0.0007777045830152929,-0.0007489556446671486,-0.7190488576889038,0.6949596405029297,0.9989172220230103,0.48385411500930786,0.34980127215385437,1.0,1.0,-0.9969608783721924,0.9927724599838257,-0.8510259985923767,0.9681702852249146,-0.9876883625984192
14,14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,-90.52931213378906,5.903904438018799,-36.79661368345862,13.738479614186968,-0.005228953463388474,-0.07188010973260169,-37.19206220984101,13.82023279019038,-0.4166216403245926,-0.016367981443181634,-0.004666227498091757,-0.0044937338680028915,0.34980127215385437,1,14,11.729536481643889,-0.8198195962445592,49.490934876233254,-32.50415802001953,9.263697624206543,0.6178089380264282,-27.772829055786133,9.233684539794922,4.687904189821481,-4.556535165983837,6.537465748422178,0.0,0.0,0.0,-0.4166001081466675,-0.01636805385351181,0.4169215261936188,-0.004690802656114101,-0.004494002088904381,0.006496128626167774,0.48385390639305115,0.34972718358039856,0.9989175796508789,-4.314297199249268,4.169753074645996,-36.813785552978516,13.428937911987305,36.0,36.0,-36.80357858867739,13.61292959095973,-0.006939746995974996,-0.10271903158530635,0.1029531910053851,2.995457410812378,53.92152152924741,58.122344970703125,54.24005889892578,54.27599389941204,-0.04166001081466675,-0.0016368053620681167,-0.0007818004814907908,-0.0007490003481507301,-0.7190495729446411,0.6949588656425476,0.9989175796508789,0.48385390639305115,0.34972718358039856,1.0,1.0,-0.9969609975814819,0.99277263879776,-0.8510878682136536,0.9681649804115295,-0.9876956343650818
15,15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,-93.73101806640625,6.241759300231934,-36.810518335673365,13.510210559374425,-0.006939746995974996,-0.10271903158530635,-37.204251059184266,13.622795849826494,-0.4166001081466675,-0.016368053620681167,-0.004690802888944745,-0.004494002088904381,0.34972718358039856,1,14,11.902294600587915,-0.8198183362193672,49.43863585260847,-32.50415802001953,9.263697624206543,0.6168675422668457,-27.772829055786133,9.233684539794922,4.700093039164734,-4.359098225619951,6.4103519339742805,0.0,0.0,0.0,-0.4165983498096466,-0.01636798121035099,0.4169197678565979,-0.004695824813097715,-0.004493679851293564,0.006499532610177994,0.48385384678840637,0.349711149930954,0.9989175796508789,-4.314299583435059,4.169750690460205,-36.81378936767578,13.428935050964355,36.0,36.0,-36.811845258961114,13.477240424948036,-0.007265552262636351,-0.11081433260070984,0.1110522604876724,2.995457172393799,57.006623201477304,61.301387786865234,57.36920928955078,57.377211680160315,-0.04165983572602272,-0.0016367981443181634,-0.0007826375076547265,-0.0007489466806873679,-0.7190499305725098,0.6949584484100342,0.9989175796508789,0.48385384678840637,0.349711149930954,1.0,1.0,-0.9969608783721924,0.9927724599838257,-0.851094126701355,0.9681636691093445,-0.9876967668533325
16,16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,-97.24320983886719,6.612377643585205,-36.81911081122375,13.366426092347327,-0.007265552262636351,-0.11081433260070984,-37.212519311225584,13.487105636459702,-0.4165983572602272,-0.016367981443181634,-0.004695825045928359,-0.0044936800841242075,0.349711149930954,1,14,12.020965420185366,-0.8198183408661383,49.403017068827324,-32.50415802001953,9.263697624206543,0.6135758757591248,-27.772829055786133,9.233684539794922,4.708361291206053,-4.223408012253159,6.325017097723271,0.0,0.0,0.0,-0.4165891706943512,-0.01636863499879837,0.4169106185436249,-0.00471523916348815,-0.0044911522418260574,0.0065118297934532166,0.48385384678840637,0.34966081380844116,0.9989174604415894,-4.314302444458008,4.169748306274414,-36.81378936767578,13.428932189941406,36.0,36.0,-36.81695214874172,13.391781912917146,-0.00673567249803478,-0.10459032289718743,0.10480698892601921,2.995462417602539,60.42305594888008,64.79331970214844,60.81266403198242,60.80536934087716,-0.0416589193046093,-0.0016368635697290301,-0.0007858732133172452,-0.0007485253736376762,-0.719050407409668,0.6949580907821655,0.9989174604415894,0.48385384678840637,0.34966081380844116,1.0,1.0,-0.9969605207443237,0.9927709102630615,-0.8511368632316589,0.9681572318077087,-0.9877015948295593
17,17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,-100.48795318603516,6.946656227111816,-36.82368782123975,13.287191590019958,-0.00673567249803478,-0.10459032289718743,-37.217629390557676,13.401643608891003,-0.416589193046093,-0.0163686356972903,-0.0047152392799034715,-0.0044911522418260574,0.34966081380844116,1,14,12.09565542457274,-0.8198169487872031,49.380669630066066,-32.50415802001953,9.263697624206543,0.6249300241470337,-27.772829055786133,9.233684539794922,4.713471370538144,-4.13794598468446,6.272113625648772,0.0,0.0,0.0,-0.41658690571784973,-0.016368741169571877,0.4169083535671234,-0.004720145370811224,-0.004489850252866745,0.00651448592543602,0.48385384678840637,0.3496434688568115,0.9989174604415894,-4.314305305480957,4.169744491577148,-36.81379318237305,13.42892837524414,36.0,36.0,-36.81967430030873,13.344683688706546,-0.00575063451709484,-0.09048004372247644,0.09066260590436638,2.995461940765381,63.598747906570395,68.02326965332031,64.00326538085938,63.988940385585046,-0.04165869206190109,-0.0016368741635233164,-0.0007866909145377576,-0.0007483083754777908,-0.7190508842468262,0.694957435131073,0.9989174604415894,0.48385384678840637,0.3496434688568115,1.0,1.0,-0.9969603419303894,0.9927706122398376,-0.8511443734169006,0.9681552052497864,-0.9877028465270996
18,18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,-103.73233032226562,7.28089714050293,-36.825424934825826,13.25420364498407,-0.00575063451709484,-0.09048004372247644,-37.220352656342826,13.354544474670284,-0.4165869206190109,-0.016368741635233164,-0.004720145487226546,-0.004489850252866745,0.3496434688568115,1,14,12.136767771650112,-0.8198166808497049,49.368324648202375,-32.50415802001953,9.263697624206543,0.6225161552429199,-27.772829055786133,9.233684539794922,4.716194636323294,-4.090846850463741,6.243197882626637,0.0,0.0,0.0,-0.41658347845077515,-0.016369080170989037,0.4169049561023712,-0.004732605069875717,-0.00448813010007143,0.006522336043417454,0.48385390639305115,0.3496149480342865,0.9989172220230103,-4.314306735992432,4.169742584228516,-36.81379318237305,13.428925514221191,36.0,36.0,-36.820707119628494,13.325070480685723,-0.0045928106697415046,-0.0730882407522745,0.07323240297921768,2.9954652786254883,66.78871435334005,71.25576782226562,67.20036315917969,67.18405577946203,-0.041658349335193634,-0.001636908040381968,-0.0007887675310485065,-0.000748021702747792,-0.7190511226654053,0.6949571371078491,0.9989172220230103,0.48385390639305115,0.3496149480342865,1.0,1.0,-0.996959924697876,0.9927692413330078,-0.8511725068092346,0.968150794506073,-0.9877057075500488
19,19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,-107.29228973388672,7.647648811340332,-36.825299930298236,13.251982239933447,-0.0045928106697415046,-0.0730882407522745,-37.22138968728401,13.334929591697305,-0.41658349335193634,-0.01636908040381968,-0.004732605186291039,-0.004488130216486752,0.3496149480342865,1,14,12.15383696694705,-0.8198160310802669,49.36310373240446,-32.50415802001953,9.263697624206543,0.6279541254043579,-27.772829055786133,9.233684539794922,4.717231667264478,-4.071231967490762,6.231147914771524,0.0,0.0,0.0,-0.4165855050086975,-0.016368893906474113,0.4169069826602936,-0.0047241332940757275,-0.004489175509661436,0.006516911089420319,0.48385384678840637,0.3496309220790863,0.9989173412322998,-4.314306735992432,4.169743537902832,-36.81379318237305,13.428926467895508,36.0,36.0,-36.82063304391212,13.32374696563584,-0.0034474962535921074,-0.055476246776483794,0.05558326354959611,2.9954633712768555,70.30132428351264,74.80558776855469,70.71522521972656,70.6998761447772,-0.04165855050086975,-0.0016368894139304757,-0.0007873555878177285,-0.000748195918276906,-0.7190511226654053,0.6949572563171387,0.9989173412322998,0.48385384678840637,0.3496309220790863,1.0,1.0,-0.9969602227210999,0.9927701354026794,-0.8511553406715393,0.9681536555290222,-0.9877039194107056
