Run,Route,Method,MLE_m,MedLE_m,P90_m,P95_m,ATE_RMSE_m,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,RPE_m,JumpRate_pct,JumpThreshold_m,StationaryDriftP90_m,PathLengthRatio,MaxLE_m
strict_train_A_test_BC_no_position_scale_w4,route_C,RawTop1,14.067586813235849,13.540723733721665,23.3704331842951,25.093774178015376,15.496602232306255,6.693227091633466,30.438247011952193,58.00796812749004,79.04382470119522,12.340268722160388,41.547049441786285,13.084783094696137,28.939326537419134,5.6788212017409805,31.40342350227002
strict_train_A_test_BC_no_position_scale_w4,route_C,FixedHardMS,9.526088324467269,9.158009374964557,15.93146531126307,17.745735169656797,10.631720334593357,16.97211155378486,56.17529880478087,85.57768924302789,98.00796812749005,10.991071111909232,40.271132376395535,13.084783094696137,20.131632098409597,5.298908824927118,24.498406956445564
strict_train_A_test_BC_no_position_scale_w4,route_C,RTL_CRF,4.542467925162646,4.1867406330285535,8.095739780891838,9.21017288937906,5.190495244456615,63.66533864541832,96.65338645418326,100.0,100.0,4.0292846991859985,1.5948963317384368,13.084783094696137,7.206019806627346,1.9156211208360185,14.97626871814543
strict_train_A_test_BC_t2only_w3,route_B,RawTop1,15.040399013764976,14.733518284368643,24.00134278827849,26.083669215222237,16.410327973929643,6.420404573438875,23.966578715919084,51.53913808267371,75.94547053649956,14.72730542219569,48.790145182578094,13.146997960969323,33.553039679794516,4.702284022582494,33.45992443843069
strict_train_A_test_BC_t2only_w3,route_B,FixedHardMS,10.461704721029843,10.082162790853749,17.246377983231763,19.098855806783597,11.601241981824602,14.643799472295516,49.340369393139845,81.61829375549692,96.04221635883906,11.847760032168193,44.434667839859216,13.146997960969323,23.704917866643697,4.0068608500679606,30.119845797461366
strict_train_A_test_BC_t2only_w3,route_B,RTL_CRF,5.5150878325619574,5.192293823654305,9.52081997901157,11.093086683143726,6.259796641066433,47.93315743183817,91.64467897977133,99.64819700967458,100.0,5.176718304570907,2.8156621205455346,13.146997960969323,8.87767452935318,1.7002134532846067,18.149987067429734
strict_train_A_test_BC_t2only_w3,route_C,RawTop1,14.065026192644552,13.540723733721665,23.36683467028842,25.09355807769178,15.49345784080607,6.687898089171974,30.4140127388535,58.04140127388535,79.06050955414013,12.335782865552392,41.51394422310757,13.084770024613332,28.93932590300376,5.681298593092532,31.40342350227002
strict_train_A_test_BC_t2only_w3,route_C,FixedHardMS,9.523460673964411,9.155389448003742,15.929895763463804,17.744971070030402,10.62893891230863,16.958598726114648,56.21019108280255,85.58917197452229,98.00955414012739,10.987660312973961,40.23904382470119,13.084770024613332,20.13162731387176,5.3013862161933965,24.498406956445564
strict_train_A_test_BC_t2only_w3,route_C,RTL_CRF,5.233130271381636,4.802242660536017,9.103320881575389,10.461485619992585,5.936995623655441,52.78662420382165,94.10828025477707,99.84076433121018,100.0,4.875050897404813,1.8326693227091633,13.084770024613332,8.222670559052176,2.295824399797563,15.903471523674764
strict_train_A_test_BC_t2only_w4,route_B,RawTop1,15.042272890463826,14.739656491128413,24.00162408011773,26.08405358503246,16.412379648156353,6.423229212494501,23.977122745270567,51.51781786185657,75.93488781346238,14.730833937293047,48.811619718309856,13.147027309101288,33.553039679794516,4.701342287697363,33.45992443843069
strict_train_A_test_BC_t2only_w4,route_B,FixedHardMS,10.463666753575236,10.089854878455643,17.24978795202582,19.09889915452587,11.603110738472695,14.650241970963485,49.318081830180375,81.61020677518698,96.04047514298284,11.848312981877944,44.45422535211267,13.147027309101288,23.704921297794968,4.005374475381029,30.119845797461366
strict_train_A_test_BC_t2only_w4,route_B,RTL_CRF,5.342584046430714,4.897925362287867,9.320365290384153,10.753859721464147,6.069280667262235,51.51781786185657,92.87285525736911,99.78002639683238,100.0,4.802111062934532,2.9049295774647885,13.147027309101288,8.12503093772311,1.6538928998576896,16.161254719670822
strict_train_A_test_BC_t2only_w4,route_C,RawTop1,14.067586813235849,13.540723733721665,23.3704331842951,25.093774178015376,15.496602232306255,6.693227091633466,30.438247011952193,58.00796812749004,79.04382470119522,12.340268722160388,41.547049441786285,13.084783094696137,28.939326537419134,5.6788212017409805,31.40342350227002
strict_train_A_test_BC_t2only_w4,route_C,FixedHardMS,9.526088324467269,9.158009374964557,15.93146531126307,17.745735169656797,10.631720334593357,16.97211155378486,56.17529880478087,85.57768924302789,98.00796812749005,10.991071111909232,40.271132376395535,13.084783094696137,20.131632098409597,5.298908824927118,24.498406956445564
strict_train_A_test_BC_t2only_w4,route_C,RTL_CRF,4.722181379552242,4.420511646480667,8.04790806024178,9.260786018939111,5.34358637021989,60.0,96.89243027888446,99.8406374501992,100.0,4.4548122372215015,1.9936204146730463,13.084783094696137,7.688044609907349,2.1888378967261506,15.189381261287247
strict_train_A_test_BC_t2only_w5,route_B,RawTop1,15.046251881724876,14.7424857610597,24.001905371956973,26.08443795484268,16.415508189635755,6.426056338028169,23.943661971830984,51.49647887323944,75.92429577464789,14.724402340046135,48.78907970057244,13.147056657233255,33.553039679794516,4.702597356034164,33.45992443843069
strict_train_A_test_BC_t2only_w5,route_B,FixedHardMS,10.466197321342031,10.092221407603065,17.253197920819883,19.098942502268144,11.60524253561866,14.612676056338028,49.29577464788733,81.60211267605634,96.0387323943662,11.849256230883103,44.429766622633196,13.147056657233255,23.704921297794968,4.008274774729714,30.119845797461366
strict_train_A_test_BC_t2only_w5,route_B,RTL_CRF,5.268676020170614,4.794743571521629,9.240521683854052,10.82959715808791,6.012151584680336,53.03697183098591,93.04577464788733,99.77992957746478,100.0,4.6061225686277485,1.893439013650374,13.147056657233255,7.938264946096799,1.5188368616639107,16.01753955927482
strict_train_A_test_BC_t2only_w5,route_C,RawTop1,14.071702253911292,13.544219580841311,23.374031698301767,25.09399027833897,15.500739366509102,6.698564593301436,30.38277511961722,57.97448165869219,79.02711323763955,12.344562516852067,41.58020750199521,13.084796164778941,28.939326537419134,5.695115720760011,31.40342350227002
strict_train_A_test_BC_t2only_w5,route_C,FixedHardMS,9.528298513456512,9.172710656280186,15.933034859062332,17.74649926928319,10.634248130304327,16.985645933014354,56.14035087719298,85.56618819776715,98.00637958532695,10.988094789327686,40.30327214684757,13.084796164778941,20.131632098409597,5.313947163437366,24.498406956445564
strict_train_A_test_BC_t2only_w5,route_C,RTL_CRF,4.575263853604525,4.204766197360244,8.066043882324967,9.2513478103501,5.2022989981760706,63.078149920255186,96.7304625199362,100.0,100.0,4.203735839608591,1.3567438148443736,13.084796164778941,7.219065657088559,1.998144461438356,14.421968206873753
