sequence_index,frame_id,timestamp_ns,dt_seconds,image_path,active_waypoint_from,active_waypoint_to,waypoint_switched_after_frame,gt_x,gt_y,raw_gps_x,raw_gps_y,prediction_x,prediction_y,motion_pred_x,motion_pred_y,visual_correction_x,visual_correction_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_measurement_x,visual_measurement_y,gated_measurement_x,gated_measurement_y,visual_innovation_m,measurement_var_x,measurement_var_y,hardms_support,recovery_proposal_index,recovery_proposal_score,recovery_center_x,recovery_center_y,final_x,final_y,vx,vy,waypoint_confirmation_count,error_m
27,27,1782720779303244069,0.333762335,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,0,1,0,-111.09230041503906,6.835103988647461,-104.41236877441406,6.233891487121582,2.2937756776809692,1.2274971157312393,-0.4464816451072693,0.1325613558292389,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,2.425661467648628,9.000457763671875,9.000457763671875,0.7473610639572144,0,0.0,2.2937756776809692,1.2274971157312393,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,111.88453083853595
28,28,1782720779636923744,0.333679675,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,0,1,0,-114.4308090209961,7.135579586029053,-114.4308090209961,7.135579586029053,1.8472940325737,1.3600584715604782,-0.446203351020813,0.13244614005088806,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,2.235014569720076,9.000457763671875,9.000457763671875,0.7466721534729004,0,0.0,1.8472940325737,1.3600584715604782,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,115.2355582466124
29,29,1782720779970840176,0.333916432,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,0,1,0,-117.76180267333984,7.465998649597168,-114.4308090209961,7.135579586029053,1.401090681552887,1.4925046116113663,-0.4459226131439209,0.13232126832008362,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,2.130869376360846,9.000457763671875,9.000457763671875,0.7402921915054321,0,0.0,1.401090681552887,1.4925046116113663,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,118.58114090468256
30,30,1782720780304464605,0.333624429,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,0,1,0,-121.08988952636719,7.79612922668457,-114.4308090209961,7.135579586029053,0.9551680684089661,1.62482587993145,-0.4459027647972107,0.13230392336845398,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,2.125770708337365,9.000457763671875,9.000457763671875,0.7388862371444702,0,0.0,0.9551680684089661,1.62482587993145,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,121.9239004493776
31,31,1782720780638152666,0.333688061,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,0,1,0,-124.41860961914062,8.126322746276855,-124.41860961914062,8.126322746276855,0.5092653036117554,1.7571298032999039,-0.44602882862091064,0.13236592710018158,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,2.220322255257763,9.000457763671875,9.000457763671875,0.7425297498703003,0,0.0,0.5092653036117554,1.7571298032999039,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,125.26738472547595
32,32,1782720780971997876,0.33384521,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,0,1,0,-127.7506332397461,8.479126930236816,-124.41860961914062,8.126322746276855,0.06323647499084473,1.8894957304000854,-0.4460378885269165,0.132361501455307,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,2.4028822984817335,9.000457763671875,9.000457763671875,0.742087721824646,0,0.0,0.06323647499084473,1.8894957304000854,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,128.6158163612629
33,33,1782720781305448812,0.333450936,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,0,1,0,-131.07872009277344,8.831513404846191,-124.41860961914062,8.126322746276855,-0.3828014135360718,2.0218572318553925,-0.44654762744903564,0.13224923610687256,-0.030584394931793213,-4.758159190416336,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,2.6553296697142463,9.000457763671875,9.000457763671875,0.7503598928451538,0,0.0,-0.3828014135360718,2.0218572318553925,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,131.9604041753001
34,34,1782720781638859250,0.333410438,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,0,1,0,-134.4064178466797,9.183857917785645,-134.4064178466797,9.183857917785645,-0.8599334359169006,-2.604052722454071,-0.44597578048706055,0.13234025239944458,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,2.5659954742712263,9.000457763671875,9.000457763671875,0.740193247795105,0,0.0,-0.8599334359169006,-2.604052722454071,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,135.30470488100545
35,35,1782720782005502778,0.366643528,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,0,1,0,-137.9134521484375,9.491893768310547,-134.4064178466797,9.183857917785645,-1.3059092164039612,-2.4717124700546265,-0.4459473788738251,0.13232341408729553,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,2.7377200934687376,9.000457763671875,9.000457763671875,0.7385225296020508,0,0.0,-1.3059092164039612,-2.4717124700546265,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,138.82478796888816
36,36,1782720782338982470,0.333479692,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,0,1,0,-141.10328674316406,9.772066116333008,-134.4064178466797,9.183857917785645,-1.7518565952777863,-2.339389055967331,-0.4460049271583557,0.13234587013721466,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,2.972984820749473,9.000457763671875,9.000457763671875,0.7405129671096802,0,0.0,-1.7518565952777863,-2.339389055967331,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,142.0265104470244
37,37,1782720782672356515,0.333374045,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,0,1,0,-144.29208374023438,10.052149772644043,-144.29208374023438,10.052149772644043,-2.197861522436142,-2.2070431858301163,-0.4452803134918213,0.13212639093399048,4.731325209140778,-0.030021965503692627,-4.1773552894592285,-0.4327203929424286,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,3.2580917209679687,9.000457763671875,9.000457763671875,0.7738238573074341,0,0.0,-2.197861522436142,-2.2070431858301163,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,145.2272089430204
38,38,1782720783005941350,0.333584835,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,0,1,0,-147.48928833007812,10.328798294067383,-144.29208374023438,10.052149772644043,2.0881833732128143,-2.1049387603998184,-0.44597965478897095,0.1323384940624237,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,2.247358436828892,9.000457763671875,9.000457763671875,0.7394301891326904,0,0.0,2.0881833732128143,-2.1049387603998184,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,148.43605917316685
39,39,1782720783339513911,0.333572561,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,0,1,0,-150.68637084960938,10.605437278747559,-144.29208374023438,10.052149772644043,1.6422037184238434,-1.9726002663373947,-0.445966511964798,0.13235141336917877,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,1.8611619227640828,9.000457763671875,9.000457763671875,0.7423590421676636,0,0.0,1.6422037184238434,-1.9726002663373947,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,151.6447997014485
40,40,1782720783705925802,0.366411891,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,0,1,0,-154.1981964111328,10.909310340881348,-154.1981964111328,10.909310340881348,1.1962372064590454,-1.840248852968216,-0.44595664739608765,0.13236042857170105,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,1.519878748491167,9.000457763671875,9.000457763671875,0.7428947687149048,0,0.0,1.1962372064590454,-1.840248852968216,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,155.16944469410308
41,41,1782720784039591905,0.333666103,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,0,1,0,-157.47799682617188,11.261993408203125,-154.1981964111328,10.909310340881348,0.7502805590629578,-1.707888424396515,-0.44595205783843994,0.13233879208564758,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,1.2605263157451652,9.000457763671875,9.000457763671875,0.7404553890228271,0,0.0,0.7502805590629578,-1.707888424396515,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,158.4663116954524
42,42,1782720784373069947,0.333478042,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,0,1,0,-160.7559356689453,11.614477157592773,-154.1981964111328,10.909310340881348,0.3043285012245178,-1.5755496323108673,-0.4460096061229706,0.132369726896286,0.0,0.0,-4.1773552894592285,-0.4327203929424286,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,0.5539699196815491,-0.4627423584461212,1.1404651974416082,9.000457763671875,9.000457763671875,0.7431440353393555,0,0.0,0.3043285012245178,-1.5755496323108673,0.5539699196815491,-0.4627423584461212,0.0,0.0,0,161.76138251217535
