frame_index,frame_id,reference_x,reference_y,search_center_x,search_center_y,jitter_m,visual_x,visual_y,visual_error_m,final_x,final_y,final_error_m
14,14,-67.96265411376953,2.678952693939209,-67.96265411376953,2.678952693939209,0.0,-74.39954376220703,6.409513473510742,7.439800540084338,-74.39954376220703,6.409513473510742,7.439800540084338
15,15,-71.30087280273438,3.009075880050659,-71.30087280273438,3.009075880050659,0.0,-76.67483520507812,5.20000696182251,5.803417174982183,-76.67483520507812,5.20000696182251,5.803417174982183
16,16,-74.64299774169922,3.3395848274230957,-74.64299774169922,3.3395848274230957,0.0,-79.19923400878906,5.8476481437683105,5.200929774601975,-79.19923400878906,5.8476481437683105,5.200929774601975
17,17,-77.97047424316406,3.6625680923461914,-77.97047424316406,3.6625680923461914,0.0,-84.58065795898438,5.6331939697265625,6.897673166039197,-84.58065795898438,5.6331939697265625,6.897673166039197
18,18,-81.29307556152344,3.9850776195526123,-81.29307556152344,3.9850776195526123,0.0,-80.61783599853516,3.7485320568084717,0.7154734591014171,-80.61783599853516,3.7485320568084717,0.7154734591014171
19,19,-84.62059020996094,4.3080644607543945,-84.62059020996094,4.3080644607543945,0.0,-85.51878356933594,4.550119400024414,0.9302375526984281,-85.51878356933594,4.550119400024414,0.9302375526984281
20,20,-87.91920471191406,4.623467922210693,-87.91920471191406,4.623467922210693,0.0,-89.84191131591797,4.285179138183594,1.9522397359132837,-89.84191131591797,4.285179138183594,1.9522397359132837
21,21,-91.22086334228516,4.939162731170654,-91.22086334228516,4.939162731170654,0.0,-91.37755584716797,5.15184211730957,0.26416862488735554,-91.37755584716797,5.15184211730957,0.26416862488735554
22,22,-94.5164794921875,5.254280090332031,-94.5164794921875,5.254280090332031,0.0,-94.29205322265625,4.656792163848877,0.6382467961132687,-94.29205322265625,4.656792163848877,0.6382467961132687
23,23,-97.71556854248047,5.570963382720947,-97.71556854248047,5.570963382720947,0.0,-97.11215209960938,4.589775085449219,1.151886226252488,-97.11215209960938,4.589775085449219,1.151886226252488
24,24,-101.2225570678711,5.918126583099365,-101.2225570678711,5.918126583099365,0.0,-98.89566802978516,4.749648094177246,2.6037961853106357,-98.89566802978516,4.749648094177246,2.6037961853106357
25,25,-104.41236877441406,6.233891487121582,-104.41236877441406,6.233891487121582,0.0,-101.43992614746094,3.597978115081787,3.9728395985020835,-101.43992614746094,3.597978115081787,3.9728395985020835
26,26,-107.75296020507812,6.5345540046691895,-107.75296020507812,6.5345540046691895,0.0,-112.78660583496094,2.1463565826416016,6.67786380079198,-112.78660583496094,2.1463565826416016,6.67786380079198
27,27,-111.09230041503906,6.835103988647461,-111.09230041503906,6.835103988647461,0.0,-118.50475311279297,3.0941481590270996,8.302963658574553,-118.50475311279297,3.0941481590270996,8.302963658574553
28,28,-114.4308090209961,7.135579586029053,-114.4308090209961,7.135579586029053,0.0,-118.69349670410156,3.411025047302246,5.660637136899831,-118.69349670410156,3.411025047302246,5.660637136899831
29,29,-117.76180267333984,7.465998649597168,-117.76180267333984,7.465998649597168,0.0,-124.24160766601562,7.179331302642822,6.48614299186472,-124.24160766601562,7.179331302642822,6.48614299186472
30,30,-121.08988952636719,7.79612922668457,-121.08988952636719,7.79612922668457,0.0,-127.50013732910156,7.097976207733154,6.448154350690736,-127.50013732910156,7.097976207733154,6.448154350690736
31,31,-124.41860961914062,8.126322746276855,-124.41860961914062,8.126322746276855,0.0,-128.09463500976562,7.125356674194336,3.809868206379322,-128.09463500976562,7.125356674194336,3.809868206379322
32,32,-127.7506332397461,8.479126930236816,-127.7506332397461,8.479126930236816,0.0,-130.38270568847656,6.890186309814453,3.074497954234839,-130.38270568847656,6.890186309814453,3.074497954234839
33,33,-131.07872009277344,8.831513404846191,-131.07872009277344,8.831513404846191,0.0,-133.73245239257812,6.7371649742126465,3.3806198348710947,-133.73245239257812,6.7371649742126465,3.3806198348710947
34,34,-134.4064178466797,9.183857917785645,-134.4064178466797,9.183857917785645,0.0,-138.87139892578125,6.759499549865723,5.080705613675949,-138.87139892578125,6.759499549865723,5.080705613675949
35,35,-137.9134521484375,9.491893768310547,-137.9134521484375,9.491893768310547,0.0,-138.7818145751953,6.76403284072876,2.8627396920488746,-138.7818145751953,6.76403284072876,2.8627396920488746
36,36,-141.10328674316406,9.772066116333008,-141.10328674316406,9.772066116333008,0.0,-143.80953979492188,7.129042625427246,3.782773949580936,-143.80953979492188,7.129042625427246,3.782773949580936
37,37,-144.29208374023438,10.052149772644043,-144.29208374023438,10.052149772644043,0.0,-148.70811462402344,7.390407085418701,5.1561810382856414,-148.70811462402344,7.390407085418701,5.1561810382856414
38,38,-147.48928833007812,10.328798294067383,-147.48928833007812,10.328798294067383,0.0,-148.6731414794922,7.363626480102539,3.19276559830332,-148.6731414794922,7.363626480102539,3.19276559830332
39,39,-150.68637084960938,10.605437278747559,-150.68637084960938,10.605437278747559,0.0,-153.34658813476562,7.440144062042236,4.134711253759423,-153.34658813476562,7.440144062042236,4.134711253759423
40,40,-154.1981964111328,10.909310340881348,-154.1981964111328,10.909310340881348,0.0,-158.16551208496094,7.413541316986084,5.287721127690827,-158.16551208496094,7.413541316986084,5.287721127690827
41,41,-157.47799682617188,11.261993408203125,-157.47799682617188,11.261993408203125,0.0,-158.14596557617188,7.34025239944458,3.97822005308342,-158.14596557617188,7.34025239944458,3.97822005308342
42,42,-160.7559356689453,11.614477157592773,-160.7559356689453,11.614477157592773,0.0,-162.52517700195312,7.069703578948975,4.877005410655397,-162.52517700195312,7.069703578948975,4.877005410655397
43,43,-164.03280639648438,11.966845512390137,-164.03280639648438,11.966845512390137,0.0,-167.70516967773438,7.088461875915527,6.106134536193622,-167.70516967773438,7.088461875915527,6.106134536193622
44,44,-167.38104248046875,12.304368019104004,-167.38104248046875,12.304368019104004,0.0,-172.65220642089844,7.063404083251953,7.43322758051898,-172.65220642089844,7.063404083251953,7.43322758051898
45,45,-170.73062133789062,12.642024993896484,-170.73062133789062,12.642024993896484,0.0,-172.79019165039062,11.854337692260742,2.205058084788141,-172.79019165039062,11.854337692260742,2.205058084788141
46,46,-174.08189392089844,12.979852676391602,-174.08189392089844,12.979852676391602,0.0,-177.57284545898438,12.092763900756836,3.6018979909378,-177.57284545898438,12.092763900756836,3.6018979909378
47,47,-179.34275817871094,13.486869812011719,-179.34275817871094,13.486869812011719,0.0,-181.68089294433594,12.156327247619629,2.690207742514201,-181.68089294433594,12.156327247619629,2.690207742514201
48,48,-184.13096618652344,13.948331832885742,-184.13096618652344,13.948331832885742,0.0,-185.91212463378906,12.350615501403809,2.39274379952175,-185.91212463378906,12.350615501403809,2.39274379952175
49,49,-187.249755859375,14.233661651611328,-187.249755859375,14.233661651611328,0.0,-190.19276428222656,12.363615036010742,3.4868858486469625,-190.19276428222656,12.363615036010742,3.4868858486469625
50,50,-190.67921447753906,14.547411918640137,-190.67921447753906,14.547411918640137,0.0,-190.3203887939453,12.42313003540039,2.1543744778165017,-190.3203887939453,12.42313003540039,2.1543744778165017
51,51,-194.10855102539062,14.861151695251465,-194.10855102539062,14.861151695251465,0.0,-195.17010498046875,12.445114135742188,2.638964624336892,-195.17010498046875,12.445114135742188,2.638964624336892
52,52,-197.28343200683594,15.1630220413208,-197.28343200683594,15.1630220413208,0.0,-200.1950225830078,12.568584442138672,3.8998033462346275,-200.1950225830078,12.568584442138672,3.8998033462346275
53,53,-200.77069091796875,15.494592666625977,-200.77069091796875,15.494592666625977,0.0,-205.39549255371094,12.649906158447266,5.4296437728250275,-205.39549255371094,12.649906158447266,5.4296437728250275
54,54,-203.94317626953125,15.796236038208008,-203.94317626953125,15.796236038208008,0.0,-205.42381286621094,12.570969581604004,3.5488911574634345,-205.42381286621094,12.570969581604004,3.5488911574634345
55,55,-207.35537719726562,16.129146575927734,-207.35537719726562,16.129146575927734,0.0,-209.55966186523438,12.546086311340332,4.206803032839456,-209.55966186523438,12.546086311340332,4.206803032839456
56,56,-210.75604248046875,16.4609317779541,-210.75604248046875,16.4609317779541,0.0,-212.93399047851562,12.25419807434082,4.7370946724033605,-212.93399047851562,12.25419807434082,4.7370946724033605
57,57,-213.8697052001953,16.76471519470215,-213.8697052001953,16.76471519470215,0.0,-212.50856018066406,12.14680290222168,4.8143358529746285,-212.50856018066406,12.14680290222168,4.8143358529746285
58,58,-217.09425354003906,17.10219955444336,-217.09425354003906,17.10219955444336,0.0,-214.60215759277344,11.766488075256348,5.889003243292179,-214.60215759277344,11.766488075256348,5.889003243292179
59,59,-220.6431427001953,17.473630905151367,-220.6431427001953,17.473630905151367,0.0,-219.25827026367188,12.093074798583984,5.55592077709554,-219.25827026367188,12.093074798583984,5.55592077709554
60,60,-223.8677215576172,17.811119079589844,-223.8677215576172,17.811119079589844,0.0,-218.14178466796875,16.94585609436035,5.790944076559976,-218.14178466796875,16.94585609436035,5.790944076559976
61,61,-227.08807373046875,18.138076782226562,-227.08807373046875,18.138076782226562,0.0,-221.1180419921875,16.670963287353516,6.147658169004198,-221.1180419921875,16.670963287353516,6.147658169004198
62,62,-230.62640380859375,18.497316360473633,-230.62640380859375,18.497316360473633,0.0,-229.66065979003906,19.351173400878906,1.2890823692936806,-229.66065979003906,19.351173400878906,1.2890823692936806
63,63,-233.84530639648438,18.824125289916992,-233.84530639648438,18.824125289916992,0.0,-233.53860473632812,19.894004821777344,1.1129726506236912,-233.53860473632812,19.894004821777344,1.1129726506236912
64,64,-237.00657653808594,19.118770599365234,-237.00657653808594,19.118770599365234,0.0,-237.52847290039062,21.595355987548828,2.530978268960709,-237.52847290039062,21.595355987548828,2.530978268960709
65,65,-240.4793701171875,19.44244956970215,-240.4793701171875,19.44244956970215,0.0,-241.72503662109375,21.317808151245117,2.251367328607412,-241.72503662109375,21.317808151245117,2.251367328607412
66,66,-243.63906860351562,19.73694610595703,-243.63906860351562,19.73694610595703,0.0,-244.93690490722656,20.74184799194336,1.6414039331282682,-244.93690490722656,20.74184799194336,1.6414039331282682
67,67,-246.847412109375,19.999595642089844,-246.847412109375,19.999595642089844,0.0,-245.38836669921875,18.80360984802246,1.8865830298476152,-245.38836669921875,18.80360984802246,1.8865830298476152
68,68,-250.06228637695312,20.262781143188477,-250.06228637695312,20.262781143188477,0.0,-249.87181091308594,16.372228622436523,3.895212422842276,-249.87181091308594,16.372228622436523,3.895212422842276
69,69,-253.5655975341797,20.549577713012695,-253.5655975341797,20.549577713012695,0.0,-253.83743286132812,15.114299774169922,5.442071362776939,-253.83743286132812,15.114299774169922,5.442071362776939
70,70,-258.5731506347656,21.028581619262695,-258.5731506347656,21.028581619262695,0.0,-257.34521484375,14.841710090637207,6.307551475697512,-257.34521484375,14.841710090637207,6.307551475697512
71,71,-263.5738220214844,21.506925582885742,-263.5738220214844,21.506925582885742,0.0,-260.4308776855469,14.821457862854004,7.387393162299404,-260.4308776855469,14.821457862854004,7.387393162299404
72,72,-266.9277038574219,21.863229751586914,-266.9277038574219,21.863229751586914,0.0,-264.18798828125,14.314629554748535,8.030405118674102,-264.18798828125,14.314629554748535,8.030405118674102
73,73,-270.28131103515625,22.219507217407227,-270.28131103515625,22.219507217407227,0.0,-264.34893798828125,14.536208152770996,9.707014705043408,-264.34893798828125,14.536208152770996,9.707014705043408
74,74,-273.63311767578125,22.575592041015625,-273.63311767578125,22.575592041015625,0.0,-267.7908020019531,14.3630952835083,10.078579037975844,-267.7908020019531,14.3630952835083,10.078579037975844
75,75,-276.9444274902344,22.93913459777832,-276.9444274902344,22.93913459777832,0.0,-271.6211853027344,22.469581604003906,5.34391124558991,-271.6211853027344,22.469581604003906,5.34391124558991
76,76,-280.2569580078125,23.30280876159668,-280.2569580078125,23.30280876159668,0.0,-272.1981201171875,24.105934143066406,8.098757838442516,-272.1981201171875,24.105934143066406,8.098757838442516
77,77,-283.5698547363281,23.666522979736328,-283.5698547363281,23.666522979736328,0.0,-276.3102722167969,24.561235427856445,7.314509465624115,-276.3102722167969,24.561235427856445,7.314509465624115
78,78,-286.75732421875,23.975204467773438,-286.75732421875,23.975204467773438,0.0,-287.0540771484375,22.872234344482422,1.142193238533092,-287.0540771484375,22.872234344482422,1.142193238533092
79,79,-290.265380859375,24.314931869506836,-290.265380859375,24.314931869506836,0.0,-291.468994140625,23.358312606811523,1.5374671848729373,-291.468994140625,23.358312606811523,1.5374671848729373
80,80,-293.4555358886719,24.623870849609375,-293.4555358886719,24.623870849609375,0.0,-295.1036682128906,23.350311279296875,2.0828572052037697,-295.1036682128906,23.350311279296875,2.0828572052037697
81,81,-297.0016174316406,24.93578338623047,-297.0016174316406,24.93578338623047,0.0,-298.8216247558594,23.202613830566406,2.513225690002921,-298.8216247558594,23.202613830566406,2.513225690002921
82,82,-300.2271423339844,25.219501495361328,-300.2271423339844,25.219501495361328,0.0,-304.59912109375,23.215057373046875,4.80957321550704,-304.59912109375,23.215057373046875,4.80957321550704
83,83,-303.45355224609375,25.5032958984375,-303.45355224609375,25.5032958984375,0.0,-304.5732116699219,23.215824127197266,2.546794913138485,-304.5732116699219,23.215824127197266,2.546794913138485
84,84,-306.78228759765625,25.818649291992188,-306.78228759765625,25.818649291992188,0.0,-310.5001220703125,23.575550079345703,4.342094799039566,-310.5001220703125,23.575550079345703,4.342094799039566
85,85,-310.1116027832031,26.13405990600586,-310.1116027832031,26.13405990600586,0.0,-315.17626953125,23.637264251708984,5.6466660790317205,-315.17626953125,23.637264251708984,5.6466660790317205
86,86,-313.44134521484375,26.44951057434082,-313.44134521484375,26.44951057434082,0.0,-315.1999206542969,23.634685516357422,3.319010045676119,-315.1999206542969,23.634685516357422,3.319010045676119
87,87,-316.7387390136719,26.75737953186035,-316.7387390136719,26.75737953186035,0.0,-319.7779235839844,23.65717315673828,4.341419401621215,-319.7779235839844,23.65717315673828,4.341419401621215
88,88,-320.03851318359375,27.06546974182129,-320.03851318359375,27.06546974182129,0.0,-324.125244140625,23.568212509155273,5.378864012651028,-324.125244140625,23.568212509155273,5.378864012651028
89,89,-323.3372497558594,27.373462677001953,-323.3372497558594,27.373462677001953,0.0,-324.0775451660156,23.523176193237305,3.9208090110791103,-324.0775451660156,23.523176193237305,3.9208090110791103
90,90,-326.6502990722656,27.7000789642334,-326.6502990722656,27.7000789642334,0.0,-328.3280029296875,23.505706787109375,4.517460369880444,-328.3280029296875,23.505706787109375,4.517460369880444
91,91,-329.9637756347656,28.0267391204834,-329.9637756347656,28.0267391204834,0.0,-332.96221923828125,27.924352645874023,3.000191166183699,-332.96221923828125,27.924352645874023,3.000191166183699
92,92,-333.27398681640625,28.35307502746582,-333.27398681640625,28.35307502746582,0.0,-337.62335205078125,27.928531646728516,4.370036043800756,-337.62335205078125,27.928531646728516,4.370036043800756
93,93,-336.57794189453125,28.690593719482422,-336.57794189453125,28.690593719482422,0.0,-337.6199951171875,27.958406448364258,1.273567084544721,-337.6199951171875,27.958406448364258,1.273567084544721
94,94,-339.88433837890625,29.02836036682129,-339.88433837890625,29.02836036682129,0.0,-341.98358154296875,27.982349395751953,2.345412717084256,-341.98358154296875,27.982349395751953,2.345412717084256
95,95,-343.1903076171875,29.36608123779297,-343.1903076171875,29.36608123779297,0.0,-346.59515380859375,28.024456024169922,3.6596360202843576,-346.59515380859375,28.024456024169922,3.6596360202843576
96,96,-346.51904296875,29.685148239135742,-346.51904296875,29.685148239135742,0.0,-346.60260009765625,28.006025314331055,1.681200639541784,-346.60260009765625,28.006025314331055,1.681200639541784
97,97,-349.849365234375,30.004364013671875,-349.849365234375,30.004364013671875,0.0,-351.477294921875,27.95647621154785,2.6161038812578163,-351.477294921875,27.95647621154785,2.6161038812578163
98,98,-353.1781005859375,30.323429107666016,-353.1781005859375,30.323429107666016,0.0,-356.1632995605469,27.977113723754883,3.796920962936536,-356.1632995605469,27.977113723754883,3.796920962936536
99,99,-356.5009460449219,30.624027252197266,-356.5009460449219,30.624027252197266,0.0,-360.8777770996094,27.905473709106445,5.152395893943763,-360.8777770996094,27.905473709106445,5.152395893943763
100,100,-359.82257080078125,30.924514770507812,-359.82257080078125,30.924514770507812,0.0,-360.8634033203125,27.90054702758789,3.198079618135542,-360.8634033203125,27.90054702758789,3.198079618135542
101,101,-363.1454772949219,31.225116729736328,-363.1454772949219,31.225116729736328,0.0,-365.31964111328125,27.82253074645996,4.0378929756312045,-365.31964111328125,27.82253074645996,4.0378929756312045
102,102,-366.4402160644531,31.518213272094727,-366.4402160644531,31.518213272094727,0.0,-369.1889953613281,27.559955596923828,4.819086162954336,-369.1889953613281,27.559955596923828,4.819086162954336
103,103,-369.7346496582031,31.81128692626953,-369.7346496582031,31.81128692626953,0.0,-369.181640625,27.55389404296875,4.2931588782136165,-369.181640625,27.55389404296875,4.2931588782136165
104,104,-373.0311584472656,32.10454177856445,-373.0311584472656,32.10454177856445,0.0,-374.0889587402344,27.29784393310547,4.921715720899046,-374.0889587402344,27.29784393310547,4.921715720899046
105,105,-376.357666015625,32.4311408996582,-376.357666015625,32.4311408996582,0.0,-379.3382263183594,26.991674423217773,6.202542645283085,-379.3382263183594,26.991674423217773,6.202542645283085
106,106,-379.6834716796875,32.75767517089844,-379.6834716796875,32.75767517089844,0.0,-379.36175537109375,26.94107437133789,5.825491073262715,-379.36175537109375,26.94107437133789,5.825491073262715
107,107,-383.0087585449219,33.08415222167969,-383.0087585449219,33.08415222167969,0.0,-384.32379150390625,32.21196746826172,1.577979064281261,-384.32379150390625,32.21196746826172,1.577979064281261
108,108,-386.32574462890625,33.470218658447266,-386.32574462890625,33.470218658447266,0.0,-389.574462890625,32.29761505126953,3.45386299143309,-389.574462890625,32.29761505126953,3.45386299143309
109,109,-389.6413879394531,33.85612487792969,-389.6413879394531,33.85612487792969,0.0,-394.4670715332031,32.5435905456543,5.00099675268736,-394.4670715332031,32.5435905456543,5.00099675268736
110,110,-392.9556884765625,34.24187469482422,-392.9556884765625,34.24187469482422,0.0,-394.46136474609375,32.55210876464844,2.263265324130683,-394.46136474609375,32.55210876464844,2.263265324130683
111,111,-396.2001037597656,34.59049606323242,-396.2001037597656,34.59049606323242,0.0,-399.0357666015625,32.798431396484375,3.354471571224642,-399.0357666015625,32.798431396484375,3.354471571224642
112,112,-399.4433288574219,34.938987731933594,-399.4433288574219,34.938987731933594,0.0,-404.0263366699219,32.87022018432617,5.028295911685157,-404.0263366699219,32.87022018432617,5.028295911685157
113,113,-403.0047912597656,35.32167434692383,-403.0047912597656,35.32167434692383,0.0,-404.0285949707031,32.97282791137695,2.5622750859949943,-404.0285949707031,32.97282791137695,2.5622750859949943
114,114,-406.3310852050781,35.61114501953125,-406.3310852050781,35.61114501953125,0.0,-409.27947998046875,32.87641525268555,4.021415005843426,-409.27947998046875,32.87641525268555,4.021415005843426
115,115,-409.6596374511719,35.90080642700195,-409.6596374511719,35.90080642700195,0.0,-415.00970458984375,32.77736282348633,6.195088242522405,-415.00970458984375,32.77736282348633,6.195088242522405
116,116,-412.98236083984375,36.18996810913086,-412.98236083984375,36.18996810913086,0.0,-415.0174255371094,32.751094818115234,3.995915143458062,-415.0174255371094,32.751094818115234,3.995915143458062
117,117,-416.2857360839844,36.47921371459961,-416.2857360839844,36.47921371459961,0.0,-420.6567687988281,32.861202239990234,5.674146105330689,-420.6567687988281,32.861202239990234,5.674146105330689
118,118,-419.59210205078125,36.76872634887695,-419.59210205078125,36.76872634887695,0.0,-424.9233703613281,33.046592712402344,6.502053568436439,-424.9233703613281,33.046592712402344,6.502053568436439
119,119,-422.898681640625,37.058258056640625,-422.898681640625,37.058258056640625,0.0,-428.3445739746094,33.25147247314453,6.644498460535865,-428.3445739746094,33.25147247314453,6.644498460535865
120,120,-426.19049072265625,37.359130859375,-426.19049072265625,37.359130859375,0.0,-428.37603759765625,33.10368347167969,4.783873703628172,-428.37603759765625,33.10368347167969,4.783873703628172
121,121,-429.4760437011719,37.65943145751953,-429.4760437011719,37.65943145751953,0.0,-432.2073669433594,33.43385314941406,5.031464865349366,-432.2073669433594,33.43385314941406,5.031464865349366
122,122,-432.7639465332031,37.95994567871094,-432.7639465332031,37.95994567871094,0.0,-436.555908203125,33.278900146484375,6.024214519830362,-436.555908203125,33.278900146484375,6.024214519830362
123,123,-436.27178955078125,38.31903076171875,-436.27178955078125,38.31903076171875,0.0,-436.8121337890625,37.50999069213867,0.9728914276680014,-436.8121337890625,37.50999069213867,0.9728914276680014
124,124,-439.4658203125,38.64599609375,-439.4658203125,38.64599609375,0.0,-442.6785888671875,38.16331100463867,3.2488254310195273,-442.6785888671875,38.16331100463867,3.2488254310195273
125,125,-442.6598205566406,38.97295379638672,-442.6598205566406,38.97295379638672,0.0,-448.0570068359375,38.68086624145508,5.4050841689261775,-448.0570068359375,38.68086624145508,5.4050841689261775
126,126,-445.9792785644531,39.30323791503906,-445.9792785644531,39.30323791503906,0.0,-448.13427734375,38.558494567871094,2.280057541362053,-448.13427734375,38.558494567871094,2.280057541362053
127,127,-449.2984313964844,39.63349914550781,-449.2984313964844,39.63349914550781,0.0,-451.92138671875,39.07344436645508,2.6820805316286416,-451.92138671875,39.07344436645508,2.6820805316286416
128,128,-452.61700439453125,39.96369552612305,-452.61700439453125,39.96369552612305,0.0,-455.42913818359375,39.178707122802734,2.9196409438378526,-455.42913818359375,39.178707122802734,2.9196409438378526
129,129,-455.9490661621094,40.28679656982422,-455.9490661621094,40.28679656982422,0.0,-459.7010498046875,39.62487030029297,3.8099248864602795,-459.7010498046875,39.62487030029297,3.8099248864602795
130,130,-459.2764892578125,40.60944366455078,-459.2764892578125,40.60944366455078,0.0,-459.71600341796875,39.55507278442383,1.1423093494485368,-459.71600341796875,39.55507278442383,1.1423093494485368
131,131,-462.60479736328125,40.93217849731445,-462.60479736328125,40.93217849731445,0.0,-465.23779296875,40.010711669921875,2.789581863362804,-465.23779296875,40.010711669921875,2.789581863362804
132,132,-465.93316650390625,41.25896072387695,-465.93316650390625,41.25896072387695,0.0,-471.3982238769531,40.23076629638672,5.560938398455424,-471.3982238769531,40.23076629638672,5.560938398455424
133,133,-469.256591796875,41.58525848388672,-469.256591796875,41.58525848388672,0.0,-471.44891357421875,40.168548583984375,2.6102378657695104,-471.44891357421875,40.168548583984375,2.6102378657695104
134,134,-472.5823974609375,41.91178894042969,-472.5823974609375,41.91178894042969,0.0,-476.38873291015625,40.251808166503906,4.152556528427101,-476.38873291015625,40.251808166503906,4.152556528427101
135,135,-475.81768798828125,42.24217987060547,-475.81768798828125,42.24217987060547,0.0,-479.94024658203125,40.6593017578125,4.415992807836195,-479.94024658203125,40.6593017578125,4.415992807836195
136,136,-479.06182861328125,42.57347869873047,-479.06182861328125,42.57347869873047,0.0,-479.9222412109375,40.819217681884766,1.9539041822541086,-479.9222412109375,40.819217681884766,1.9539041822541086
137,137,-482.61102294921875,42.93592834472656,-482.61102294921875,42.93592834472656,0.0,-483.1999816894531,40.84435272216797,2.172915318777939,-483.1999816894531,40.84435272216797,2.172915318777939
138,138,-485.9210510253906,43.2811393737793,-485.9210510253906,43.2811393737793,0.0,-486.9576721191406,43.500091552734375,1.0594920238853254,-486.9576721191406,43.500091552734375,1.0594920238853254
139,139,-489.23040771484375,43.62628173828125,-489.23040771484375,43.62628173828125,0.0,-491.7552185058594,43.677642822265625,2.5253331446320098,-491.7552185058594,43.677642822265625,2.5253331446320098
140,140,-492.5375671386719,43.97119903564453,-492.5375671386719,43.97119903564453,0.0,-491.7001037597656,43.78387451171875,0.8581581371012535,-491.7001037597656,43.78387451171875,0.8581581371012535
141,141,-495.8470458984375,44.25697326660156,-495.8470458984375,44.25697326660156,0.0,-496.94091796875,43.739891052246094,1.2099298006961023,-496.94091796875,43.739891052246094,1.2099298006961023
142,142,-499.1547546386719,44.542598724365234,-499.1547546386719,44.542598724365234,0.0,-502.7383117675781,43.982540130615234,3.6270576676650776,-502.7383117675781,43.982540130615234,3.6270576676650776
143,143,-502.4640808105469,44.8283576965332,-502.4640808105469,44.8283576965332,0.0,-502.8172607421875,44.12908935546875,0.7833979045981097,-502.8172607421875,44.12908935546875,0.7833979045981097
144,144,-505.6778869628906,45.1226806640625,-505.6778869628906,45.1226806640625,0.0,-507.3597717285156,44.638954162597656,1.7500650539511036,-507.3597717285156,44.638954162597656,1.7500650539511036
145,145,-508.8949890136719,45.41730499267578,-508.8949890136719,45.41730499267578,0.0,-511.13995361328125,44.743507385253906,2.3439004392820793,-511.13995361328125,44.743507385253906,2.3439004392820793
146,146,-512.4314575195312,45.741180419921875,-512.4314575195312,45.741180419921875,0.0,-511.10260009765625,44.69282531738281,1.6926046403965576,-511.10260009765625,44.69282531738281,1.6926046403965576
147,147,-515.9639282226562,46.096248626708984,-515.9639282226562,46.096248626708984,0.0,-515.5820922851562,44.965667724609375,1.1933196802864146,-515.5820922851562,44.965667724609375,1.1933196802864146
148,148,-519.1793212890625,46.41944122314453,-519.1793212890625,46.41944122314453,0.0,-520.36865234375,45.08298110961914,1.789031579567108,-520.36865234375,45.08298110961914,1.789031579567108
