sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,search_heading_deg,forward_local_candidate_count,forward_recovery_candidate_count,endpoint_distance_m,transition_probability,current_leg_visual_top1,next_leg_visual_top1,next_visual_stronger,within_transition_zone,transition_selected,waypoint_switched_after_frame,mission_complete,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,fusion_hold,fusion_local,fusion_recovery,visual_x,visual_y,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
13,13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,0,1,173.92622867160193,18,18,663.5023803710938,0.03783709928393364,2.312188148498535,2.312188148498535,0,0,0,0,0,-87.32689666748047,5.565974712371826,-97.8028564453125,18.15263557434082,-106.77415466308594,18.405410766601562,-100.01102447509766,19.22650718688965,0.5193021893501282,0.4683654308319092,0.012332369573414326,-102.03193664550781,18.284269332885742,11.737317815698626,11.737317815698626,-82.33624278635479,14.008363590776838,19.442047119140625,9.80716860951271
14,14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,0,1,173.92622867160193,18,18,658.5855712890625,0.049214500933885574,2.488119125366211,2.488119125366211,0,0,0,0,0,-90.52931213378906,5.903904438018799,-102.03193664550781,18.284269332885742,-112.48924255371094,19.540889739990234,-107.32453155517578,18.11720085144043,0.5280894637107849,0.4621421992778778,0.009768347255885601,-106.9164047241211,18.86337661743164,11.653096363829201,11.653096363829201,-85.55031071305656,14.643198369009731,20.8922176361084,10.05811679987418
15,15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,0,1,173.92622867160193,18,18,654.58154296875,0.05591271445155144,2.4964816570281982,2.4964818954467773,1,0,0,0,0,-93.73101806640625,6.241759300231934,-106.9164047241211,18.86337661743164,-115.3851089477539,20.421247482299805,-113.05120849609375,21.30373191833496,0.5306070446968079,0.4602081775665283,0.009184738621115685,-110.8701171875,19.60273551940918,11.632392157529543,11.632392157529543,-88.81808487793381,15.283276222139552,21.731645584106445,10.290089443903573
16,16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,0,1,173.92622867160193,18,18,650.7998657226562,0.05873478204011917,2.549577474594116,2.549577474594116,0,0,0,0,0,-97.24320983886719,6.612377643585205,-110.8701171875,19.60273551940918,-119.20381927490234,17.083829879760742,-112.9993896484375,20.658031463623047,0.5231770277023315,0.46534785628318787,0.011475066654384136,-114.77261352539062,18.442676544189453,11.70902513188037,11.70902513188037,-92.11076471311577,15.684088499371967,21.1479549407959,10.422952116355944
17,17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,0,1,173.92622867160193,18,18,643.803466796875,0.05780725181102753,2.5570826530456543,2.5570826530456543,0,0,0,0,0,-100.48795318603516,6.946656227111816,-114.77261352539062,18.442676544189453,-119.21554565429688,17.181886672973633,-462.7532958984375,16.78885841369629,0.5151560306549072,0.4704941213130951,0.014349821954965591,-121.8564453125,17.82575035095215,11.797403394301245,11.797403394301245,-95.82917446123545,15.951810607107388,23.978473663330078,10.13888675418558
18,18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,0,1,173.92622867160193,18,18,637.432861328125,0.07080601900815964,2.527716875076294,2.527716875076294,0,0,0,0,0,-103.73233032226562,7.28089714050293,-121.8564453125,17.82575035095215,-128.45040893554688,15.21454906463623,-464.05718994140625,16.850936889648438,0.5275525450706482,0.46231603622436523,0.010131437331438065,-128.37193298339844,16.608675003051758,11.664697710025223,11.664697710025223,-99.91488455889066,16.03427926118514,26.34610939025879,9.549585891911148
19,19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,0,1,173.92622867160193,18,18,631.967041015625,0.06686414778232574,2.5177104473114014,2.5177104473114014,0,0,0,0,0,-107.29228973388672,7.647648811340332,-128.37193298339844,16.608675003051758,-133.22109985351562,12.305604934692383,-464.21209716796875,16.83336067199707,0.5271110534667969,0.4626297056674957,0.010259168222546577,-134.0607452392578,14.62024974822998,11.66901530415173,11.66901530415173,-104.17748983681605,15.857758606998482,27.661659240722656,8.781109340826667
20,20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,0,1,173.92622867160193,18,18,626.3272705078125,0.06311918795108795,2.4423484802246094,2.4423484802246094,0,0,0,0,0,-110.61548614501953,7.9523024559021,-134.0607452392578,14.62024974822998,-138.31240844726562,10.784955978393555,-464.9545593261719,16.871919631958008,0.5226443409919739,0.46565935015678406,0.011696349829435349,-139.9108428955078,12.860647201538086,11.715987622723121,11.715987622723121,-108.60439097757286,15.486455195364668,29.70370101928711,7.79794596506533
21,21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,0,1,173.92622867160193,18,18,619.2060546875,0.06283772736787796,2.4349589347839355,2.4349591732025146,1,0,0,0,0,-113.93445587158203,8.25656795501709,-139.9108428955078,12.860647201538086,-148.0756072998047,11.45363998413086,-464.77337646484375,16.812376022338867,0.5257829427719116,0.4636279344558716,0.010589106939733028,-147.13626098632812,12.250164031982422,11.680275763947659,11.680275763947659,-113.3775000661171,15.085561837175582,33.441123962402344,6.851668206488053
22,22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,0,1,173.92622867160193,18,18,614.4521484375,0.06386788189411163,2.4178273677825928,2.4178273677825928,0,0,0,0,0,-117.24945068359375,8.560468673706055,-147.13626098632812,12.250164031982422,-152.6785125732422,6.762260437011719,-466.31744384765625,16.71445083618164,0.5351074934005737,0.4569988548755646,0.00789364892989397,-152.18856811523438,9.777438163757324,11.586305595021722,11.586305595021722,-118.20758285071703,14.424959641403543,34.960304260253906,5.9422446566833464
23,23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,0,1,173.92622867160193,18,18,609.2055053710938,0.05134197697043419,2.274127960205078,2.27412748336792,0,0,0,0,0,-120.81004333496094,8.859625816345215,-152.18856811523438,9.777438163757324,-157.56285095214844,6.373055458068848,-466.7592468261719,16.70551300048828,0.5290746688842773,0.4614804685115814,0.009444898925721645,-157.63978576660156,8.271817207336426,11.642123016267742,11.642123016267742,-123.08146371972987,13.664421782088816,36.83443069458008,5.314641552990175
24,24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,0,1,173.92622867160193,18,18,606.0332641601562,0.05835811421275139,2.201181411743164,2.112725019454956,0,0,0,0,0,-124.06947326660156,9.133479118347168,-157.63978576660156,8.271817207336426,-161.71865844726562,6.117350101470947,-410.40985107421875,65.14665985107422,0.5537551641464233,0.44043415784835815,0.005810724571347237,-160.90504455566406,7.653400897979736,11.488710253277302,11.488710253277302,-127.80371366882908,12.913949657644935,36.86529541015625,5.313803617007938
25,25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,0,1,173.92622867160193,18,18,602.69921875,0.04964850842952728,2.185912847518921,2.0996484756469727,0,0,0,0,0,-127.31895446777344,9.40649700164795,-160.90504455566406,7.653400897979736,-166.1185302734375,-0.4077443480491638,-379.51788330078125,60.25526809692383,0.550149142742157,0.4432913661003113,0.006559562403708696,-164.650146484375,4.425011157989502,11.520381277195465,11.520381277195465,-132.38155179949587,11.85927534094386,37.66209030151367,5.625478941821956
26,26,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,0,1,173.92622867160193,18,18,597.5115356445312,0.04979386180639267,2.1906020641326904,2.1040937900543213,0,0,0,0,0,-130.83126831054688,9.741641998291016,-164.650146484375,4.425011157989502,-171.50003051757812,2.6142711639404297,-323.567626953125,58.431495666503906,0.5306112766265869,0.4560714364051819,0.01331727672368288,-169.89051818847656,4.318403244018555,11.753878592755425,11.753878592755425,-136.95291428431435,10.940240157483675,39.43395233154297,6.237883212706336
27,27,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000027.jpg,0,1,173.92622867160193,18,18,594.4725952148438,0.051129650324583054,2.07226300239563,2.041659355163574,0,0,0,0,0,-134.03652954101562,10.047489166259766,-169.89051818847656,4.318403244018555,-176.6485595703125,1.6973800659179688,-224.0740966796875,52.17982482910156,0.5599488019943237,0.4357079863548279,0.004343142732977867,-173.0703582763672,3.3842711448669434,11.425095630848926,11.425095630848926,-141.468403210544,9.995574903460918,39.59846115112305,7.432054987048418
28,28,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000028.jpg,0,1,173.92622867160193,18,18,590.611572265625,0.04522969201207161,2.0725793838500977,2.053501844406128,0,0,0,0,0,-137.2352752685547,10.352712631225586,-173.0703582763672,3.3842711448669434,-181.46559143066406,-0.34323427081108093,-227.6897430419922,51.48676300048828,0.54884934425354,0.445088267326355,0.0060624489560723305,-177.1381072998047,2.0168213844299316,11.505823743049465,11.505823743049465,-145.89076715862666,9.006361429054113,40.76423645019531,8.759577696367003
29,29,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000029.jpg,0,1,173.92622867160193,18,18,587.1268920898438,0.05813222378492355,2.198075532913208,2.1125800609588623,0,0,0,0,0,-140.4192352294922,10.665609359741211,-177.1381072998047,2.0168213844299316,-185.21153259277344,-3.546858787536621,-198.1121826171875,53.07990646362305,0.5453001260757446,0.4459799826145172,0.008719935081899166,-180.9215850830078,-0.019201725721359253,11.597971311015705,11.597971311015705,-150.19927344004805,7.89629041587772,41.88801193237305,10.16455974515246
30,30,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000030.jpg,0,1,173.92622867160193,18,18,585.2437133789062,0.05657917633652687,2.2228026390075684,2.137519359588623,0,0,0,0,0,-143.60858154296875,10.979033470153809,-180.9215850830078,-0.019201725721359253,-185.2122344970703,-3.575260639190674,-194.17160034179688,53.02802658081055,0.5431729555130005,0.4472001791000366,0.009626840241253376,-182.96792602539062,-1.09879469871521,11.629209273434697,11.629209273434697,-154.21995291708333,6.792602858989687,41.1707649230957,11.407339904704795
31,31,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000031.jpg,0,1,173.92622867160193,18,18,581.925537109375,0.051972754299640656,2.225200653076172,2.1396286487579346,0,0,0,0,0,-147.09031677246094,11.321191787719727,-182.96792602539062,-1.09879469871521,-190.07723999023438,-3.130143880844116,-194.4251708984375,52.99368667602539,0.5323357582092285,0.4548269808292389,0.012837214395403862,-186.3485107421875,-1.3283103704452515,11.73827290278724,11.73827290278724,-158.1308428783933,5.804074267119611,41.24579620361328,12.342277035939802
32,32,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000032.jpg,0,1,173.92622867160193,18,18,577.8672485351562,0.06359536945819855,2.2553749084472656,2.1692540645599365,0,0,0,0,0,-150.38534545898438,11.621426582336426,-186.3485107421875,-1.3283103704452515,-195.36016845703125,-2.3191909790039062,-190.99867248535156,53.073551177978516,0.5420905947685242,0.44791433215141296,0.009995059110224247,-190.4314422607422,-1.2283902168273926,11.642000325950516,11.642000325950516,-162.09539750479553,4.940914135791608,42.057193756103516,13.481638085338377
33,33,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000033.jpg,0,1,173.92622867160193,18,18,575.7901611328125,0.06212005019187927,2.129770517349243,2.0430681705474854,0,0,0,0,0,-153.68882751464844,11.922432899475098,-190.4314422607422,-1.2283902168273926,-195.2783203125,-2.3380980491638184,-190.19390869140625,53.03266525268555,0.5563455820083618,0.437876433134079,0.005778012331575155,-192.55239868164062,-1.4007840156555176,11.482784672026014,11.482784672026014,-165.87921724911922,4.153054472962112,41.08388137817383,14.45575466769743
34,34,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000034.jpg,0,1,173.92622867160193,18,18,572.3599853515625,0.06688772886991501,2.2283220291137695,2.1412158012390137,0,0,0,0,0,-156.9862060546875,12.222880363464355,-192.55239868164062,-1.4007840156555176,-200.2364959716797,-1.9997812509536743,-190.37432861328125,53.06081008911133,0.541306734085083,0.4481716752052307,0.010521604679524899,-195.97328186035156,-1.0962141752243042,11.658927378236008,11.658927378236008,-169.5636769724452,3.5103789433846995,41.199398040771484,15.300341685136662
35,35,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000035.jpg,0,1,173.92622867160193,18,18,568.7606201171875,0.06989459693431854,2.281789779663086,2.1951308250427246,0,0,0,0,0,-161.97410583496094,12.701958656311035,-195.97328186035156,-1.0962141752243042,-204.24948120117188,-2.557142972946167,-194.88165283203125,52.96784973144531,0.5480362772941589,0.44346368312835693,0.008500074967741966,-199.6342010498047,-1.2845344543457031,11.586631415986995,11.586631415986995,-173.2671099343933,2.919845825931942,40.173431396484375,14.940604841038505
36,36,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000036.jpg,0,1,173.92622867160193,18,18,566.7787475585938,0.06872326135635376,2.2177186012268066,2.131636142730713,0,0,0,0,0,-166.95358276367188,13.180227279663086,-199.6342010498047,-1.2845344543457031,-204.22952270507812,-2.4455361366271973,-198.57337951660156,52.4677619934082,0.551787793636322,0.4408907890319824,0.007321442477405071,-201.65248107910156,-1.4028651714324951,11.542590964746726,11.542590964746726,-176.77388018733262,2.385811789162363,37.63881301879883,14.593068466594676
37,37,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000037.jpg,0,1,173.92622867160193,18,18,563.4894409179688,0.061536721885204315,2.2028896808624268,2.1173906326293945,0,0,0,0,0,-170.4643096923828,13.542064666748047,-201.65248107910156,-1.4028651714324951,-209.37889099121094,-4.450343132019043,-198.62123107910156,52.458499908447266,0.5405350923538208,0.44897326827049255,0.010491668246686459,-205.08963012695312,-2.206005811691284,11.659181322033952,11.659181322033952,-180.2394802494821,1.8238134879755448,38.038330078125,15.260123528634496
38,38,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000038.jpg,0,1,173.92622867160193,15,18,561.5414428710938,0.059012964367866516,2.2635347843170166,2.178267478942871,0,0,0,0,0,-173.6732940673828,13.872800827026367,-205.08963012695312,-2.206005811691284,-209.33438110351562,-5.6281280517578125,-229.2813262939453,11.702474594116211,0.5395070314407349,0.44968700408935547,0.010805957019329071,-207.25985717773438,-3.594595193862915,11.669992402328607,11.669992402328607,-183.5456204712177,1.1608316602832485,37.85719680786133,16.09524739542959
39,39,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000039.jpg,0,1,173.92622867160193,18,18,559.5287475585938,0.05504973605275154,2.178516387939453,2.0942893028259277,0,0,0,0,0,-176.89031982421875,14.204366683959961,-207.25985717773438,-3.594595193862915,-210.78274536132812,-2.596973419189453,-227.88473510742188,12.355642318725586,0.5265240669250488,0.4580811560153961,0.015394783578813076,-209.19114685058594,-2.8920528888702393,11.815531380978035,11.815531380978035,-186.65111841201153,0.6700550454660561,36.54628372192383,16.686844536919768
40,40,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000040.jpg,0,1,173.92622867160193,15,18,557.2072143554688,0.05401499196887016,2.228710174560547,2.1433584690093994,0,0,0,0,0,-180.07899475097656,14.495210647583008,-209.19114685058594,-2.8920528888702393,-214.35992431640625,-5.914820671081543,-224.76760864257812,11.839015007019043,0.5348510146141052,0.45364880561828613,0.01150019932538271,-211.715087890625,-4.0939178466796875,11.696734635323347,11.696734635323347,-189.71799345212625,0.08712624932417568,36.69329833984375,17.335027891183646
41,41,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000041.jpg,0,1,173.92622867160193,18,18,555.1356201171875,0.06147264316678047,2.264155864715576,2.1783013343811035,0,0,0,0,0,-183.2713623046875,14.786392211914062,-211.715087890625,-4.0939178466796875,-215.38427734375,-2.1108860969543457,-224.457275390625,10.909931182861328,0.522273600101471,0.4594549834728241,0.01827140524983406,-213.6337432861328,-2.9086625576019287,11.895352754142378,11.895352754142378,-192.60210607086222,-0.27414999587378075,35.14241409301758,17.716735331955704
42,42,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000042.jpg,0,1,173.92622867160193,15,18,552.91259765625,0.053531304001808167,2.2583816051483154,2.1727635860443115,0,0,0,0,0,-186.7760009765625,15.10605525970459,-213.6337432861328,-2.9086625576019287,-218.63047790527344,-4.673738956451416,-222.7504119873047,11.48184585571289,0.5391361713409424,0.4508761465549469,0.009987720288336277,-215.9777069091797,-3.560765266418457,11.646102731855773,11.646102731855773,-195.479065642218,-0.6786512245420104,34.65818405151367,18.024990800785385
43,43,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000043.jpg,0,1,173.92622867160193,18,18,551.2039184570312,0.05437914654612541,2.321793794631958,2.236276626586914,0,0,0,0,0,-190.19520568847656,15.40483283996582,-215.9777069091797,-3.560765266418457,-219.2420654296875,-1.9664771556854248,-222.7830810546875,10.634492874145508,0.5294593572616577,0.4557618200778961,0.01477885339409113,-217.56607055664062,-2.6243600845336914,11.795534545692552,11.795534545692552,-198.1654963166398,-0.9153067595603763,32.77523422241211,18.162392167481954
44,44,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000044.jpg,0,1,173.92622867160193,16,18,549.64208984375,0.04584476351737976,2.396761178970337,2.311034679412842,0,0,0,0,0,-193.5978240966797,15.702159881591797,-217.56607055664062,-2.6243600845336914,-220.8677978515625,-2.3483309745788574,-222.62997436523438,10.612513542175293,0.5391196608543396,0.4504718482494354,0.010408545844256878,-219.10614013671875,-2.3622403144836426,11.658751877100503,11.658751877100503,-200.74055266398062,-1.0932351683905277,31.256946563720703,18.2511332873087
45,45,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000045.jpg,0,1,173.92622867160193,15,18,548.4004516601562,0.044284190982580185,2.3022406101226807,2.216278553009033,0,0,0,0,0,-196.71273803710938,15.974347114562988,-219.10614013671875,-2.3622403144836426,-222.0700225830078,-4.628416061401367,-222.20025634765625,10.536478996276855,0.5333860516548157,0.45418164134025574,0.012432304210960865,-220.49075317382812,-3.231135129928589,11.725461625765893,11.725461625765893,-203.15577592099805,-1.3546758411426267,30.565414428710938,18.488044076445643
46,46,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000046.jpg,0,1,173.92622867160193,18,18,547.2767944335938,0.05137487128376961,2.2119014263153076,2.126134157180786,0,0,0,0,0,-199.96063232421875,16.28047752380371,-220.49075317382812,-3.231135129928589,-222.266845703125,0.17551422119140625,-222.18505859375,10.533982276916504,0.515730082988739,0.4627452790737152,0.021524576470255852,-221.34909057617188,-1.3584357500076294,11.982481325667266,11.982481325667266,-205.3388736185687,-1.3551270095273789,27.723588943481445,18.437462587793885
47,47,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000047.jpg,0,1,173.92622867160193,18,18,545.0501708984375,0.045154668390750885,2.3692467212677,2.2839555740356445,0,0,0,0,0,-203.51315307617188,16.61532211303711,-221.34909057617188,-1.3584357500076294,-227.05995178222656,-6.773126602172852,-222.06935119628906,10.516225814819336,0.5351995229721069,0.45322951674461365,0.011570997536182404,-223.9457550048828,-3.6751317977905273,11.69833638753588,11.69833638753588,-207.6240084888693,-1.6400497610006002,28.795724868774414,18.712502090407654
48,48,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000048.jpg,0,1,173.92622867160193,15,18,530.9214477539062,0.04975578188896179,2.3545708656311035,2.269899368286133,0,0,0,0,0,-206.75160217285156,16.920562744140625,-223.9457550048828,-3.6751317977905273,-227.08447265625,-7.663092613220215,-753.0537109375,99.61983489990234,0.5142115354537964,0.46170079708099365,0.02408764325082302,-238.13986206054688,-3.0282442569732666,12.044865917551084,12.044865917551084,-211.27453837979203,-1.8061157532252468,37.191097259521484,19.26513533499722
49,49,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000049.jpg,0,1,173.92622867160193,14,18,527.15966796875,0.14415888488292694,2.3579328060150146,2.272860050201416,0,0,0,0,0,-210.1930389404297,17.253925323486328,-238.13986206054688,-3.0282442569732666,-241.98178100585938,-2.209669351577759,-752.1266479492188,99.23418426513672,0.5722448229789734,0.4237443506717682,0.0040107909590005875,-241.82933044433594,-2.2712242603302,11.386060879337133,11.386060879337133,-215.12326619790275,-1.8647015241888791,37.176422119140625,19.744088567238997
