sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,search_heading_deg,forward_local_candidate_count,forward_recovery_candidate_count,endpoint_distance_m,transition_probability,current_leg_visual_top1,next_leg_visual_top1,next_visual_stronger,within_transition_zone,transition_selected,waypoint_switched_after_frame,mission_complete,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,fusion_hold,fusion_local,fusion_recovery,visual_x,visual_y,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
22,22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,0,1,173.90999868913076,18,18,620.9765625,0.0667259618639946,2.495323419570923,2.0714328289031982,0,0,0,0,0,-94.5164794921875,5.254280090332031,-121.5959701538086,17.90343475341797,-128.46083068847656,15.325603485107422,-475.7724914550781,16.10957145690918,0.5302515625953674,0.460523784160614,0.009224685840308666,-128.0245819091797,16.69973373413086,11.634028469743454,11.634028469743454,-96.71942784397513,16.280979771096494,35.40891647338867,11.24460258481441
23,23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,0,1,173.90999868913076,18,18,615.7570190429688,0.06112655997276306,2.478947162628174,2.0980429649353027,0,0,0,0,0,-97.71556854248047,5.570963382720947,-128.0245819091797,16.69973373413086,-133.26742553710938,12.373846054077148,-476.96551513671875,16.222871780395508,0.531980574131012,0.45933854579925537,0.00868089497089386,-133.46194458007812,14.708547592163086,11.615094394241096,11.615094394241096,-101.30442326332994,16.084760377922162,36.895782470703125,11.10944667675513
24,24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,0,1,173.90999868913076,18,18,610.3018188476562,0.05735376849770546,2.4552981853485107,2.074200391769409,0,0,0,0,0,-101.2225570678711,5.918126583099365,-133.46194458007812,14.708547592163086,-138.33792114257812,10.759885787963867,-477.114013671875,16.154644012451172,0.5272426605224609,0.46283599734306335,0.009921358898282051,-139.12820434570312,12.895313262939453,11.658645169769695,11.658645169769695,-105.99234252471587,15.68945694353159,38.54243469238281,10.873350464186853
25,25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,0,1,173.90999868913076,18,18,603.2335205078125,0.05791407823562622,2.3590915203094482,1.9797202348709106,0,0,0,0,0,-104.41236877441406,6.233891487121582,-139.12820434570312,12.895313262939453,-147.99754333496094,11.480843544006348,-476.3285217285156,15.925292015075684,0.5298863649368286,0.46097010374069214,0.00914350338280201,-146.29989624023438,12.270988464355469,11.631916759311448,11.631916759311448,-110.98637757877835,15.265914707832964,42.320343017578125,11.171169823224814
26,26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,0,1,173.90999868913076,18,18,598.3897094726562,0.05968088656663895,2.2751848697662354,1.9216078519821167,0,0,0,0,0,-107.75296020507812,6.5345540046691895,-146.29989624023438,12.270988464355469,-152.62744140625,6.696067810058594,-476.9476318359375,15.986510276794434,0.5394600629806519,0.45367059111595154,0.006869347300380468,-151.4418487548828,9.767333984375,11.547158639290796,11.547158639290796,-116.02071138689605,14.581663850581318,43.80833053588867,11.537403801402968
27,27,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,0,1,173.90999868913076,18,18,593.3402709960938,0.050102051347494125,2.163135290145874,1.9429359436035156,0,0,0,0,0,-111.09230041503906,6.835103988647461,-151.4418487548828,9.767333984375,-157.54086303710938,6.349884033203125,-444.0090026855469,15.155569076538086,0.5329528450965881,0.458657443523407,0.008389712311327457,-156.6937713623047,8.245100021362305,11.60476250108137,11.60476250108137,-121.04872839463685,13.79833575273937,45.62326431274414,12.149775912064232
28,28,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,0,1,173.90999868913076,18,18,591.2394409179688,0.05054769665002823,2.123250961303711,2.0515358448028564,0,0,0,0,0,-114.4308090209961,7.135579586029053,-156.6937713623047,8.245100021362305,-161.70936584472656,6.127752780914307,-155.5592803955078,48.11132049560547,0.5554455518722534,0.4393216073513031,0.005232753232121468,-158.8912811279297,7.523513317108154,11.465568847276367,11.465568847276367,-125.77057019135972,13.015388601885263,44.46216583251953,12.773501378393894
29,29,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,0,1,173.90999868913076,18,18,586.6625366210938,0.035271331667900085,2.2051291465759277,2.165311098098755,0,0,0,0,0,-117.76180267333984,7.465998649597168,-158.8912811279297,7.523513317108154,-166.16200256347656,0.0037992671132087708,-421.6558837890625,60.61738967895508,0.5488926768302917,0.4445143938064575,0.006592890247702599,-163.85560607910156,4.5309343338012695,11.523616886853885,11.523616886853885,-130.49167084634442,11.963637916384886,46.18715286254883,13.501048206573651
30,30,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,0,1,173.90999868913076,18,18,582.0056762695312,0.035079896450042725,2.2230334281921387,2.185417890548706,0,0,0,0,0,-121.08988952636719,7.79612922668457,-163.85560607910156,4.5309343338012695,-171.43606567382812,3.149247407913208,-386.41461181640625,58.779991149902344,0.5535498261451721,0.4402150511741638,0.006235175766050816,-168.58033752441406,4.2609477043151855,11.50350967965738,11.50350967965738,-135.21502364150163,11.008431905869493,47.62184524536133,14.485796570200533
31,31,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,0,1,173.90999868913076,18,18,578.0089111328125,0.04215582460165024,2.2103981971740723,2.1690239906311035,0,0,0,0,0,-124.41860961914062,8.126322746276855,-168.58033752441406,4.2609477043151855,-176.6152801513672,2.4068684577941895,-344.6253662109375,53.27195739746094,0.5668999552726746,0.4293866455554962,0.0037133381702005863,-172.6841278076172,3.6468253135681152,11.38721606743666,11.38721606743666,-139.89815329184384,10.088330962070083,48.47294235229492,15.603389008608554
32,32,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,0,1,173.90999868913076,18,18,573.9442749023438,0.04435529187321663,2.177361488342285,2.1350128650665283,0,0,0,0,0,-127.7506332397461,8.479126930236816,-172.6841278076172,3.6468253135681152,-181.54052734375,0.38014015555381775,-282.42779541015625,51.91545486450195,0.5659387707710266,0.43003374338150024,0.004027438350021839,-176.93466186523438,2.436439037322998,11.401034241502547,11.401034241502547,-144.51410229100043,9.134657297024145,49.553836822509766,16.776281313036634
33,33,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,0,1,173.90999868913076,18,18,570.4126586914062,0.043609511107206345,2.2058887481689453,2.163550615310669,0,0,0,0,0,-131.07872009277344,8.831513404846191,-176.93466186523438,2.436439037322998,-185.2465362548828,-3.3483781814575195,-232.5347442626953,52.04227828979492,0.5625261068344116,0.4327753782272339,0.004698496777564287,-180.79306030273438,0.16598539054393768,11.432706257800868,11.432706257800868,-149.01904736314552,8.020971112991072,50.46391677856445,17.95862804823748
34,34,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,0,1,173.90999868913076,18,18,568.4552001953125,0.03909509629011154,2.2532601356506348,2.214001178741455,0,0,0,0,0,-134.4064178466797,9.183857917785645,-180.79306030273438,0.16598539054393768,-185.24990844726562,-3.2714438438415527,-214.95950317382812,52.6506233215332,0.5580321550369263,0.4363390803337097,0.005628756247460842,-182.93008422851562,-1.0384761095046997,11.474414116447825,11.474414116447825,-153.21363879876134,6.900371944001922,49.58872985839844,18.945338955344294
35,35,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,0,1,173.90999868913076,18,18,565.1739501953125,0.0299427080899477,2.2769837379455566,2.241946220397949,0,0,0,0,0,-137.9134521484375,9.491893768310547,-182.93008422851562,-1.0384761095046997,-190.15505981445312,-2.5745322704315186,-213.55299377441406,52.850616455078125,0.5544170141220093,0.43958333134651184,0.00599965825676918,-186.289794921875,-1.3903846740722656,11.49395211853946,11.49395211853946,-157.29810882094972,5.8765726022120175,49.58522415161133,19.718911264195413
36,36,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,0,1,173.90999868913076,18,18,563.4911499023438,0.0314733162522316,2.236288547515869,2.19771409034729,0,0,0,0,0,-141.10328674316406,9.772066116333008,-186.289794921875,-1.3903846740722656,-190.1297607421875,-2.640989065170288,-201.80221557617188,52.8953742980957,0.5613760948181152,0.43396857380867004,0.004655307158827782,-188.02842712402344,-1.6803908348083496,11.433523437574706,11.433523437574706,-161.11054066266766,4.9390486966717,48.302459716796875,20.582717672315326
37,37,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,0,1,173.90999868913076,18,18,560.3917846679688,0.027575727552175522,2.2415544986724854,2.2049739360809326,0,0,0,0,0,-144.29208374023438,10.052149772644043,-188.02842712402344,-1.6803908348083496,-195.6207733154297,-7.492498397827148,-202.71141052246094,52.85321807861328,0.55260169506073,0.4410609006881714,0.006337365601211786,-191.4701690673828,-3.898284673690796,11.508655441738712,11.508655441738712,-164.8536076367134,3.8494856020160793,49.19742202758789,21.476715478840568
38,38,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,0,1,173.90999868913076,18,18,556.5690307617188,0.028804747387766838,2.306601047515869,2.2714476585388184,0,0,0,0,0,-147.48928833007812,10.328798294067383,-191.4701690673828,-3.898284673690796,-200.29534912109375,-7.179884910583496,-199.0638885498047,53.01821517944336,0.5452155470848083,0.44615402817726135,0.00863040890544653,-195.4730987548828,-4.871170997619629,11.595312559980732,11.595312559980732,-168.6048898486219,2.781092797833785,50.333736419677734,22.42401582562327
39,39,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,0,1,173.90999868913076,18,18,554.5961303710938,0.03956902027130127,2.1773271560668945,2.135378122329712,0,0,0,0,0,-150.68637084960938,10.605437278747559,-195.4730987548828,-4.871170997619629,-200.2305450439453,-7.064477443695068,-198.37619018554688,52.82038497924805,0.5587502717971802,0.4359374940395355,0.005312180612236261,-197.56246948242188,-5.520847320556641,11.462031524056053,11.462031524056053,-172.19193763047085,1.7527107209023305,49.57242965698242,23.256400625936738
40,40,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,0,1,173.90999868913076,18,18,552.0844116210938,0.04657845199108124,2.0102715492248535,1.9559870958328247,0,0,0,0,0,-154.1981964111328,10.909310340881348,-197.56246948242188,-5.520847320556641,-203.0208740234375,-4.724743843078613,-198.5804901123047,52.624839782714844,0.550078809261322,0.44237369298934937,0.007547479122877121,-199.98480224609375,-4.729818820953369,11.552894863524541,11.552894863524541,-175.60958496847823,0.9555636783544535,48.38383483886719,23.611959524262012
41,41,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,0,1,173.90999868913076,17,18,550.3776245117188,0.042458511888980865,2.195136308670044,2.15458345413208,0,0,0,0,0,-157.47799682617188,11.261993408203125,-199.98480224609375,-4.729818820953369,-204.21481323242188,-7.1872453689575195,-198.14378356933594,52.85293960571289,0.557864248752594,0.43658679723739624,0.005548912566155195,-201.82135009765625,-5.4831767082214355,11.471985200302793,11.471985200302793,-178.85415114671716,0.15855824259728335,47.399723052978516,24.087885876775886
42,42,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,0,1,173.90999868913076,18,18,548.20654296875,0.04307953640818596,2.19880747795105,2.155089855194092,0,0,0,0,0,-160.7559356689453,11.614477157592773,-201.82135009765625,-5.4831767082214355,-206.14817810058594,-2.1571617126464844,-198.20248413085938,52.74946975708008,0.5445803999900818,0.44627445936203003,0.00914511363953352,-203.71920776367188,-3.4663166999816895,11.612280171129978,11.612280171129978,-181.89838446633652,-0.28523584360350435,45.53321075439453,24.26120999993918
43,43,/yh/study/new_data/model_dataset_flight/vi/vi_000043.jpg,0,1,173.90999868913076,17,18,546.6956787109375,0.0349673368036747,2.323275327682495,2.288512945175171,0,0,0,0,0,-164.03280639648438,11.966845512390137,-203.71920776367188,-3.4663166999816895,-207.2104949951172,-3.451925754547119,-198.00828552246094,52.92561721801758,0.5616661906242371,0.433836966753006,0.004496801644563675,-205.20816040039062,-3.2064898014068604,11.427217356450608,11.427217356450608,-184.795278561763,-0.6482836637774647,43.88211441040039,24.294479507603477
44,44,/yh/study/new_data/model_dataset_flight/vi/vi_000044.jpg,0,1,173.90999868913076,16,18,545.0865478515625,0.024070236831903458,2.3512182235717773,2.3189494609832764,0,0,0,0,0,-167.38104248046875,12.304368019104004,-205.20816040039062,-3.2064898014068604,-209.12924194335938,-7.5439581871032715,-235.7142791748047,12.592653274536133,0.5550569295883179,0.43932032585144043,0.0056227282620966434,-207.10231018066406,-5.023193836212158,11.47985898045872,11.47985898045872,-187.55411543063954,-1.1893535689059012,43.33616638183594,24.270010188453508
45,45,/yh/study/new_data/model_dataset_flight/vi/vi_000045.jpg,0,1,173.90999868913076,18,18,543.27099609375,0.019860895350575447,2.3379666805267334,2.3046469688415527,0,0,0,0,0,-170.73062133789062,12.642024993896484,-207.10231018066406,-5.023193836212158,-210.44155883789062,-3.158928632736206,-230.09002685546875,11.739038467407227,0.5434901714324951,0.4480654001235962,0.008444409817457199,-208.79261779785156,-4.0463337898254395,11.592170995217105,11.592170995217105,-190.15794626394128,-1.5396180584043675,41.55979919433594,24.052857490228106
46,46,/yh/study/new_data/model_dataset_flight/vi/vi_000046.jpg,0,1,173.90999868913076,15,18,541.2047119140625,0.019581954926252365,2.371340751647949,2.3401787281036377,0,0,0,0,0,-174.08189392089844,12.979852676391602,-208.79261779785156,-4.0463337898254395,-213.79421997070312,-7.117271423339844,-227.0509033203125,11.28419017791748,0.5574435591697693,0.4376320540904999,0.0049244253896176815,-211.07139587402344,-5.3147807121276855,11.45091279983901,11.45091279983901,-192.75161971758232,-2.007811462204131,41.266414642333984,23.941360396909612
47,47,/yh/study/new_data/model_dataset_flight/vi/vi_000047.jpg,0,1,173.90999868913076,18,18,539.1077880859375,0.01929902285337448,2.3345768451690674,2.3025734424591064,0,0,0,0,0,-179.34275817871094,13.486869812011719,-211.07139587402344,-5.3147807121276855,-215.13583374023438,-2.215585470199585,-224.67092895507812,10.91465950012207,0.5493460893630981,0.44374513626098633,0.006908819545060396,-212.96893310546875,-3.827401638031006,11.533329011642167,11.533329011642167,-195.241821747218,-2.2319335827854037,37.821998596191406,22.357571480814155
48,48,/yh/study/new_data/model_dataset_flight/vi/vi_000048.jpg,0,1,173.90999868913076,16,18,537.2508544921875,0.01941140554845333,2.3630964756011963,2.331352949142456,0,0,0,0,0,-184.13096618652344,13.948331832885742,-212.96893310546875,-3.827401638031006,-217.00360107421875,-2.628041982650757,-223.3673858642578,10.708453178405762,0.5624268054962158,0.43351173400878906,0.004061444662511349,-214.76023864746094,-3.2484283447265625,11.409731006834418,11.409731006834418,-197.66932812268809,-2.3583550814067076,35.12664031982422,21.194227564017247
49,49,/yh/study/new_data/model_dataset_flight/vi/vi_000049.jpg,0,1,173.90999868913076,18,18,535.2103271484375,0.017370348796248436,2.4000844955444336,2.3705365657806396,0,0,0,0,0,-187.249755859375,14.233661651611328,-214.76023864746094,-3.2484283447265625,-219.1894989013672,-2.0310192108154297,-223.03594970703125,10.661651611328125,0.5584866404533386,0.43667319416999817,0.004840178415179253,-216.73443603515625,-2.649491310119629,11.445898555349041,11.445898555349041,-200.03190979900344,-2.394433194493016,33.97627258300781,20.973244802543093
50,50,/yh/study/new_data/model_dataset_flight/vi/vi_000050.jpg,0,1,173.90999868913076,18,18,534.0808715820312,0.016531789675354958,2.340747594833374,2.3087148666381836,0,0,0,0,0,-190.67921447753906,14.547411918640137,-216.73443603515625,-2.649491310119629,-219.19061279296875,-2.026230812072754,-222.32379150390625,10.549386978149414,0.560573935508728,0.4350142180919647,0.004411816596984863,-217.8275604248047,-2.3201329708099365,11.426348409797718,11.426348409797718,-202.2397267369291,-2.385215139149688,31.961645126342773,20.502665748085136
