sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,waypoint_branch_selected,waypoint_switched_after_frame,mission_complete,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,waypoint_x,waypoint_y,global_top1_x,global_top1_y,polynomial_x,polynomial_y,branch_hold,branch_local,branch_recovery,branch_waypoint,selected_branch,visual_x,visual_y,observed_delta_parallel,observed_delta_cross,observed_acc_parallel,observed_acc_cross,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
14,14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,0,1,0,0,0,-67.96265411376953,2.678952693939209,-73.24650573730469,0.4061645567417145,-83.46642303466797,-0.42099371552467346,-12.903335571289062,-1.110481858253479,-748.1874389648438,75.8619613647461,-8.908679962158203,-0.4026999771595001,-77.83230590820312,0.4956928789615631,0.7135846018791199,0.2801324427127838,0.0034686776343733072,0.0028142910450696945,0,-77.79959869384766,0.3815445303916931,4.524785041809082,0.5075212121009827,-0.00281524658203125,0.11793309450149536,7.0,7.0,-59.26106645992398,0.3887227582960049,10.101661682128906,8.997932032176815
15,15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,0,1,0,0,0,-71.30087280273438,3.009075880050659,-77.79959869384766,0.3815445303916931,-87.24310302734375,-0.31094616651535034,-12.931317329406738,-1.1186190843582153,-748.0321655273438,76.17936706542969,-8.908679962158203,-0.4026999771595001,-82.3575439453125,0.29814133048057556,0.7227569818496704,0.27071595191955566,0.003509427886456251,0.0030176250729709864,0,-82.15095520019531,0.41754090785980225,4.330618381500244,0.42584455013275146,-0.1941666603088379,-0.0816766619682312,7.0,7.0,-63.21285532898179,0.3936980224384075,11.155282974243164,8.500366344682776
16,16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,0,1,0,0,0,-74.64299774169922,3.3395848274230957,-82.15095520019531,0.41754090785980225,-87.27058410644531,-0.3742564916610718,-12.977645874023438,-1.1796910762786865,-747.5675048828125,76.73391723632812,-8.908679962158203,-0.4026999771595001,-86.40144348144531,0.4838455021381378,0.7595391869544983,0.2322983741760254,0.0037880882155150175,0.004374383948743343,0,-85.98899841308594,0.5613943338394165,3.8316445350646973,0.26413851976394653,-0.4989738464355469,-0.16170603036880493,7.0,7.0,-67.1401568680345,0.4226139797814349,11.681184768676758,8.049927956294102
17,17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,0,1,0,0,0,-77.97047424316406,3.6625680923461914,-85.98899841308594,0.5613943338394165,-90.26394653320312,0.5018467903137207,-13.050715446472168,-1.181656837463379,-746.6621704101562,77.90479278564453,-8.908679962158203,-0.4026999771595001,-89.57038879394531,0.7591762542724609,0.7803217172622681,0.20986318588256836,0.004027829971164465,0.00578730832785368,0,-90.4158935546875,0.9894869327545166,4.447328090667725,0.04397508502006531,0.6156835556030273,-0.22016343474388123,7.0,7.0,-71.15020857064715,0.5202774772181575,12.729249954223633,7.509328475545217
18,18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,0,1,0,0,0,-81.29307556152344,3.9850776195526123,-90.4158935546875,0.9894869327545166,-92.4256362915039,0.6790671944618225,-13.114818572998047,-1.1114970445632935,-747.067626953125,77.63521575927734,-8.908679962158203,-0.4026999771595001,-95.13721466064453,1.5596990585327148,0.7795342803001404,0.2110345959663391,0.003944464027881622,0.005486638750880957,0,-94.1379165649414,1.3362177610397339,3.737802505493164,0.05009740591049194,-0.7095255851745605,0.006122320890426636,7.0,7.0,-75.10833989955378,0.6607699004172326,13.115121841430664,7.021536656597492
19,19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,0,1,0,0,0,-84.62059020996094,4.3080644607543945,-94.1379165649414,1.3362177610397339,-94.20667266845703,0.8654128313064575,-13.04836368560791,-1.1831762790679932,-748.6921997070312,75.97019958496094,-8.908679962158203,-0.4026999771595001,-97.50750732421875,1.6422677040100098,0.7861816883087158,0.20217791199684143,0.004299268592149019,0.0073411790654063225,0,-98.6083984375,1.7781014442443848,4.492132186889648,0.03488597273826599,0.7543296813964844,-0.015211433172225952,7.0,7.0,-79.1530805265815,0.8530807528297837,14.214763641357422,6.4676560328972625
20,20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,0,1,0,0,0,-87.91920471191406,4.623467922210693,-98.6083984375,1.7781014442443848,-97.18548583984375,0.6124301552772522,-13.131927490234375,-1.1180942058563232,-748.7451171875,76.10957336425781,-8.908679962158203,-0.4026999771595001,-103.45310974121094,2.267561435699463,0.7887551188468933,0.19955556094646454,0.004252951592206955,0.007436384912580252,0,-102.79558563232422,2.0859251022338867,4.196213722229004,0.13813450932502747,-0.29591846466064453,0.10324853658676147,7.0,7.0,-83.2212285442198,1.0652153499739179,15.091249465942383,5.893398123328587
21,21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,0,1,0,0,0,-91.22086334228516,4.939162731170654,-102.79558563232422,2.0859251022338867,-101.81049346923828,0.6571553945541382,-91.73834228515625,14.752657890319824,-750.166259765625,75.21035766601562,-89.2495346069336,14.381888389587402,-106.84112548828125,2.326718807220459,0.7223668098449707,0.2701796293258667,0.003856681054458022,0.003596879541873932,0,-104.8153076171875,2.0117719173431396,2.0004568099975586,0.28800809383392334,-2.1957569122314453,0.14987358450889587,7.0,7.0,-86.9362104833905,1.228058161667707,13.906061172485352,5.668381360407911
22,22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,0,1,0,0,0,-94.5164794921875,5.254280090332031,-104.8153076171875,2.0117719173431396,-102.33001708984375,0.4583462178707123,-29.874717712402344,7.999711990356445,-749.58447265625,75.61003112792969,-27.772829055786133,9.233684539794922,-105.75129699707031,1.746630311012268,0.8020440936088562,0.17823155224323273,0.00515897898003459,0.014565418474376202,0,-113.37706756591797,2.8377838134765625,8.601073265075684,0.08697152137756348,6.600616455078125,-0.20103657245635986,7.0,7.0,-91.48443452233218,1.5049551201439963,19.01476287841797,4.821901536873234
23,23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,0,1,0,0,0,-97.71556854248047,5.570963382720947,-113.37706756591797,2.8377838134765625,-113.29483032226562,3.6422324180603027,-29.269697189331055,8.351122856140137,-748.327392578125,77.17472839355469,-27.772829055786133,9.233684539794922,-125.20984649658203,4.11387825012207,0.6777085065841675,0.3170103430747986,0.003188986564055085,0.002092178678140044,0,-114.41120910644531,3.2659103870391846,1.0737254619598389,-0.31599777936935425,-7.527347564697266,-0.4029693007469177,7.0,7.0,-95.42783688086548,1.807839205616621,16.85401153564453,4.403955009745532
24,24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,0,1,0,0,0,-101.2225570678711,5.918126583099365,-114.41120910644531,3.2659103870391846,-113.48289489746094,3.3979594707489014,-29.57284164428711,8.112907409667969,-748.6302490234375,76.688720703125,-27.772829055786133,9.233684539794922,-111.6815414428711,3.4950942993164062,0.751361608505249,0.23892861604690552,0.004265768453478813,0.005444052163511515,0,-117.28023529052734,3.7178547382354736,2.9007816314697266,-0.14501723647117615,1.8270561695098877,0.1709805428981781,7.0,7.0,-99.18622006430583,2.1363418314304816,16.207721710205078,4.2951791930074865
25,25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,0,1,0,0,0,-104.41236877441406,6.233891487121582,-117.28023529052734,3.7178547382354736,-117.38809204101562,2.9108939170837402,-29.69556427001953,7.917513847351074,-748.3622436523438,76.78396606445312,-27.772829055786133,9.233684539794922,-121.06670379638672,4.181707859039307,0.812742292881012,0.1687377244234085,0.004865800961852074,0.013654196634888649,0,-125.48918914794922,4.599783897399902,8.256190299987793,-0.006059527397155762,5.355408668518066,0.13895770907402039,7.0,7.0,-103.70986768852092,2.560010498404046,21.140073776245117,3.7404423929451434
26,26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,0,1,0,0,0,-107.75296020507812,6.5345540046691895,-125.48918914794922,4.599783897399902,-124.46188354492188,2.2157158851623535,-29.220273971557617,8.348796844482422,-747.285400390625,78.081298828125,-27.772829055786133,9.233684539794922,-136.36810302734375,5.696705341339111,0.6621310114860535,0.33309170603752136,0.003039030358195305,0.001738257589749992,0,-125.9352798461914,3.944793939590454,0.3740849494934082,0.698619544506073,-7.882105350494385,0.7046790719032288,7.0,7.0,-107.53213896763248,2.798162121306992,18.365827560424805,3.7429114770405585
27,27,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,0,1,0,0,0,-111.09230041503906,6.835103988647461,-125.9352798461914,3.944793939590454,-125.2791519165039,2.1939051151275635,-29.558910369873047,7.982767581939697,-746.6907958984375,78.4120864868164,-27.772829055786133,9.233684539794922,-122.49993896484375,2.5213444232940674,0.761804461479187,0.22861503064632416,0.004186407662928104,0.005394048523157835,0,-128.7301788330078,3.9630990028381348,2.7810678482055664,0.2783105969429016,2.406982898712158,-0.4203089475631714,7.0,7.0,-111.17765446128851,2.9985011846224547,17.870176315307617,3.837552135028747
28,28,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,0,1,0,0,0,-114.4308090209961,7.135579586029053,-128.7301788330078,3.9630990028381348,-127.64212036132812,2.7174224853515625,-29.746368408203125,7.7891011238098145,-745.4315795898438,79.35710906982422,-27.772829055786133,9.233684539794922,-132.69947814941406,4.318051338195801,0.8247723579406738,0.1604330837726593,0.004404893144965172,0.010389646515250206,0,-134.52691650390625,4.563421249389648,5.827712059020996,0.018044769763946533,3.0466442108154297,-0.2602658271789551,7.0,7.0,-115.19307111855147,3.267623441415061,20.260047912597656,3.942350598567644
29,29,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,0,1,0,0,0,-117.76180267333984,7.465998649597168,-134.52691650390625,4.563421249389648,-141.20211791992188,6.510669708251953,-29.276580810546875,8.168194770812988,-744.4169921875,80.64593505859375,-27.772829055786133,9.233684539794922,-141.82456970214844,5.454751968383789,0.6566857695579529,0.33946213126182556,0.0027344338595867157,0.0011176499538123608,0,-137.18673706054688,5.319329261779785,2.7250044345855713,-0.4694601893424988,-3.102707624435425,-0.4875049591064453,7.0,7.0,-118.97532880234837,3.6204559398458005,19.543190002441406,4.032473731880756
30,30,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,0,1,0,0,0,-121.08988952636719,7.79612922668457,-137.18673706054688,5.319329261779785,-141.25074768066406,6.443637847900391,-29.310630798339844,8.125109672546387,-744.4258422851562,80.58699798583984,-27.772829055786133,9.233684539794922,-138.27810668945312,6.153029918670654,0.6534832715988159,0.3426947593688965,0.002767803380265832,0.0010541320079937577,0,-138.92098999023438,5.791731834411621,1.774583101272583,-0.2857487201690674,-0.9504213333129883,0.1837114691734314,7.0,7.0,-122.40536897605837,3.9938486028622635,17.943405151367188,4.02340951493312
31,31,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,0,1,0,0,0,-124.41860961914062,8.126322746276855,-138.92098999023438,5.791731834411621,-141.43716430664062,6.215003967285156,-29.497299194335938,7.934673309326172,-744.794921875,80.07490539550781,-27.772829055786133,9.233684539794922,-140.1924591064453,6.122381687164307,0.7543019652366638,0.24055251479148865,0.003118155524134636,0.0020273735281080008,0,-140.41339111328125,6.050832748413086,1.5114667415618896,-0.09930901229381561,-0.26311635971069336,0.18643970787525177,7.0,7.0,-125.50218153702238,4.347585081588515,16.128877639770508,3.9310286745019094
32,32,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,0,1,0,0,0,-127.7506332397461,8.479126930236816,-140.41339111328125,6.050832748413086,-147.44300842285156,4.913782119750977,-29.633220672607422,7.880702972412109,-744.9046020507812,79.90756225585938,-27.772829055786133,9.233684539794922,-141.7848663330078,6.203282833099365,0.7874429821968079,0.20638740062713623,0.0033175626304000616,0.0028519972693175077,0,-143.220703125,6.032869338989258,2.7895631790161133,0.3156912922859192,1.2780964374542236,0.415000319480896,7.0,7.0,-128.5492001503496,4.637400034577125,15.662286758422852,3.923846919993935
33,33,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,0,1,0,0,0,-131.07872009277344,8.831513404846191,-143.220703125,6.032869338989258,-147.43833923339844,4.8764801025390625,-29.629337310791016,7.904841899871826,-744.8828125,79.9437026977539,-27.772829055786133,9.233684539794922,-146.6854705810547,5.876373767852783,0.7858989238739014,0.20827680826187134,0.0032275195699185133,0.0025968074332922697,0,-145.294921875,5.989995002746582,2.057964324951172,0.2626873850822449,-0.7315988540649414,-0.053003907203674316,7.0,7.0,-131.42892250864307,4.870002608273251,14.497400283813477,3.9769598342760393
34,34,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,0,1,0,0,0,-134.4064178466797,9.183857917785645,-145.294921875,5.989995002746582,-152.9665985107422,4.124889850616455,-29.595779418945312,7.935263633728027,-744.7575073242188,80.0806655883789,-27.772829055786133,9.233684539794922,-147.00259399414062,5.934665203094482,0.7576794028282166,0.2370549738407135,0.003185023320838809,0.0020805723033845425,0,-147.99224853515625,5.708209037780762,2.6522092819213867,0.5663565397262573,0.5942449569702148,0.30366915464401245,7.0,7.0,-134.27727476505748,5.014146795920531,14.023370742797852,4.171710533502595
35,35,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,0,1,0,0,0,-137.9134521484375,9.491893768310547,-147.99224853515625,5.708209037780762,-152.87039184570312,4.161085605621338,-29.585983276367188,7.9619903564453125,-744.6273193359375,80.1938247680664,-27.772829055786133,9.233684539794922,-151.00112915039062,5.306967258453369,0.7367360591888428,0.2585192024707794,0.003074800595641136,0.0016699875704944134,0,-149.88565063476562,5.439568042755127,1.8542163372039795,0.4679969847202301,-0.7979929447174072,-0.09835955500602722,7.0,7.0,-136.9614041700245,5.087305315913798,12.63941764831543,4.50630611345779
36,36,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,0,1,0,0,0,-141.10328674316406,9.772066116333008,-149.88565063476562,5.439568042755127,-157.35812377929688,2.7341926097869873,-29.605249404907227,7.939335823059082,-744.7264404296875,80.08899688720703,-27.772829055786133,9.233684539794922,-151.37709045410156,5.177499771118164,0.7508206963539124,0.24411806464195251,0.0031529408879578114,0.0019083262886852026,0,-152.46572875976562,4.929473876953125,2.5114011764526367,0.7809373140335083,0.6571848392486572,0.3129403293132782,7.0,7.0,-139.62763842794283,5.060163495765635,12.351347923278809,4.9375666330617705
37,37,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,0,1,0,0,0,-144.29208374023438,10.052149772644043,-152.46572875976562,4.929473876953125,-157.3361053466797,2.809802532196045,-29.61811637878418,7.922287940979004,-744.6995849609375,80.0904541015625,-27.772829055786133,9.233684539794922,-155.38914489746094,4.2986531257629395,0.7538092136383057,0.2412266582250595,0.0031128881964832544,0.001851285225711763,0,-154.3545684814453,4.56661319732666,1.8396837711334229,0.5612009167671204,-0.6717174053192139,-0.21973639726638794,7.0,7.0,-142.16018524583285,4.975289103530504,11.460572242736816,5.506315051286428
38,38,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,0,1,0,0,0,-147.48928833007812,10.328798294067383,-154.3545684814453,4.56661319732666,-160.0716552734375,3.1209969520568848,-29.608444213867188,7.9562788009643555,-744.6407470703125,80.17303466796875,-27.772829055786133,9.233684539794922,-155.8977813720703,4.277369022369385,0.7302680611610413,0.2650105655193329,0.0031024031341075897,0.0016190080204978585,0,-156.43833923339844,4.316433429718018,2.045469284057617,0.4698362350463867,0.20578551292419434,-0.09136468172073364,7.0,7.0,-144.61555661333622,4.86198766706994,10.78118896484375,6.17611143125353
39,39,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,0,1,0,0,0,-150.68637084960938,10.605437278747559,-156.43833923339844,4.316433429718018,-160.3612060546875,2.795104503631592,-29.684051513671875,7.858801364898682,-744.9557495117188,79.81380462646484,-27.772829055786133,9.233684539794922,-158.6195831298828,4.122594356536865,0.8041307330131531,0.1894056499004364,0.003356721717864275,0.003106961492449045,0,-158.58438110351562,4.27474308013916,2.1295077800750732,0.26912981271743774,0.08403849601745605,-0.20070642232894897,7.0,7.0,-147.01773300999514,4.761000995873478,10.12206745147705,6.9004593370894085
40,40,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,0,1,0,0,0,-154.1981964111328,10.909310340881348,-158.58438110351562,4.27474308013916,-163.79733276367188,3.3032336235046387,-29.777362823486328,7.809103488922119,-745.2672729492188,79.435791015625,-27.772829055786133,9.233684539794922,-160.76156616210938,4.337297439575195,0.8453936576843262,0.14354035258293152,0.0038830142002552748,0.007182950619608164,0,-163.04660034179688,4.688894271850586,4.480974197387695,0.06158536672592163,2.351466417312622,-0.2075444459915161,7.0,7.0,-149.7741683320484,4.748601022940899,10.81609058380127,7.5846136186812885
41,41,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,0,1,0,0,0,-157.47799682617188,11.261993408203125,-163.04660034179688,4.688894271850586,-167.35995483398438,3.284308671951294,-29.57671546936035,7.964545726776123,-744.79052734375,80.06341552734375,-27.772829055786133,9.233684539794922,-168.66690063476562,5.330965995788574,0.763960063457489,0.23094120621681213,0.003073679516091943,0.0020250629168003798,0,-164.81056213378906,4.527224540710449,1.736855149269104,0.3478969931602478,-2.744119167327881,0.28631162643432617,7.0,7.0,-152.35993075971652,4.710531589693242,9.956085205078125,8.313618479338261
42,42,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,0,1,0,0,0,-160.7559356689453,11.614477157592773,-164.81056213378906,4.527224540710449,-167.38645935058594,2.881547212600708,-29.632400512695312,7.870950222015381,-744.958251953125,79.85838317871094,-27.772829055786133,9.233684539794922,-165.2253875732422,4.077644348144531,0.786938488483429,0.20663107931613922,0.003439876716583967,0.00299058947712183,0,-166.61280822753906,4.4239630699157715,1.7811199426651,0.29387998580932617,0.044264793395996094,-0.05401700735092163,7.0,7.0,-154.81095412587788,4.661251285448253,9.273965835571289,9.148232374424706
43,43,/yh/study/new_data/model_dataset_flight/vi/vi_000043.jpg,0,1,0,0,0,-164.03280639648438,11.966845512390137,-166.61280822753906,4.4239630699157715,-167.38687133789062,3.603560447692871,-29.619659423828125,7.8497514724731445,-744.7523803710938,80.00584411621094,-27.772829055786133,9.233684539794922,-168.43418884277344,4.349905490875244,0.7709786891937256,0.2232217788696289,0.003367142751812935,0.002432398498058319,0,-167.7305908203125,4.436211585998535,1.1127737760543823,0.10640677809715271,-0.6683461666107178,-0.18747320771217346,7.0,7.0,-157.03270408647566,4.622551904404456,8.389520645141602,10.145939135973991
