pair_current_index,pair_next_index,current_frame_id,next_frame_id,is_initial_frame,search_center_x,search_center_y,final_ms_x,final_ms_y,raw_next_x,raw_next_y,protected_next_x,protected_next_y,route_center_x,route_center_y,route_index,route_distance_raw_m,route_recovery_triggered,route_progress_delta_m,reference_current_x,reference_current_y,reference_next_x,reference_next_y,search_center_error_m,final_error_m,raw_next_error_m,protected_next_error_m,ms_candidate_count
10,11,10,11,False,-45.58046838917895,1.6805583289611636,-49.70143127441406,1.2837538719177246,-37.875892639160156,6.5591559410095215,-45.58046838917895,1.6805583289611636,-45.58046838917895,1.6805583289611636,4,5.666424084698058,True,0.0,-77.41057586669922,4.6642866134643555,-80.71418762207031,4.9646830558776855,31.96964773822565,27.91459646229611,42.86795844012455,35.286877197586996,36
11,12,11,12,False,-45.58046838917895,1.6805583289611636,-52.125770568847656,1.3850476741790771,-40.57880401611328,2.7927262783050537,-45.58046838917895,1.6805583289611636,-45.58046838917895,1.6805583289611636,4,1.6351452993519444,True,0.0,-80.71418762207031,4.9646830558776855,-84.01985931396484,5.2652668952941895,35.286877197586996,28.811653528995876,43.511363372039476,38.606177098672354,36
12,13,12,13,False,-45.58046838917895,1.6805583289611636,-51.71442413330078,0.8034581542015076,-47.1065559387207,1.6232259273529053,-47.1065559387207,1.6232259273529053,-47.56734081367765,1.891973865996686,5,0.21848418479110818,False,2.0,-84.01985931396484,5.2652668952941895,-87.32689666748047,5.565974712371826,38.606177098672354,32.61209713364319,40.41312999903991,40.41312999903991,36
13,14,13,14,False,-47.1065559387207,1.6232259273529053,-49.23563766479492,-0.0020048916339874268,-47.82889175415039,-0.2705867290496826,-47.82889175415039,-0.2705867290496826,-47.56734081367765,1.891973865996686,5,2.178095440194283,False,0.0,-87.32689666748047,5.565974712371826,-90.52931213378906,5.903904438018799,40.41312999903991,38.49605706147446,43.14452736755924,43.14452736755924,36
14,15,14,15,False,-47.82889175415039,-0.2705867290496826,-44.023712158203125,-0.17133450508117676,-49.254432678222656,-1.0831060409545898,-49.254432678222656,-1.0831060409545898,-49.55421323817636,2.1033894030322084,6,3.1368885555556747,False,2.0,-90.52931213378906,5.903904438018799,-93.73101806640625,6.241759300231934,43.14452736755924,46.90073941106875,45.075717410363,45.075717410363,36
15,16,15,16,False,-49.254432678222656,-1.0831060409545898,-57.01057434082031,0.6720460057258606,-58.6846809387207,-0.6187566518783569,-58.6846809387207,-0.6187566518783569,-57.501702936171185,2.949051551174299,10,3.672949837253171,False,8.0,-93.73101806640625,6.241759300231934,-97.24320983886719,6.612377643585205,45.075717410363,37.140445522192124,39.23072079560177,39.23072079560177,36
16,17,16,17,False,-58.6846809387207,-0.6187566518783569,-73.96510314941406,4.093725204467773,-69.87566375732422,1.631894826889038,-67.43606505866472,4.006129236351913,-67.43606505866472,4.006129236351913,15,2.6190378215213994,True,10.0,-97.24320983886719,6.612377643585205,-100.48795318603516,6.946656227111816,39.23072079560177,23.413967223745626,31.070226146722288,33.18243522961505,36
17,18,17,18,False,-67.43606505866472,4.006129236351913,-78.61296081542969,9.604537963867188,-81.91565704345703,11.393905639648438,-77.37042718115826,5.063206921529526,-77.37042718115826,5.063206921529526,20,5.814235545296286,True,10.0,-100.48795318603516,6.946656227111816,-103.73233032226562,7.28089714050293,33.18243522961505,22.035871358778287,22.200992587457076,26.455020074240288,36
18,19,18,19,False,-77.37042718115826,5.063206921529526,-84.9976806640625,6.6296305656433105,-90.22039031982422,11.122394561767578,-87.3047893036518,6.1202846067071395,-87.3047893036518,6.1202846067071395,25,4.665534044578964,True,10.0,-103.73233032226562,7.28089714050293,-107.29228973388672,7.647648811340332,26.455020074240288,18.74596612519984,17.421928929770658,20.045772992385096,36
19,20,19,20,False,-87.3047893036518,6.1202846067071395,-91.94021606445312,5.206302165985107,-95.42715454101562,10.47201919555664,-95.42715454101562,10.47201919555664,-95.25227900164663,6.965946754849231,29,3.4678876625484607,False,8.0,-107.29228973388672,7.647648811340332,-110.61548614501953,7.9523024559021,20.045772992385096,15.544977947700778,15.395921192357383,15.395921192357383,36
20,21,20,21,False,-95.42715454101562,10.47201919555664,-94.55548095703125,7.864562034606934,-103.72162628173828,11.875471115112305,-103.72162628173828,11.875471115112305,-103.19976869964145,7.811608902991321,33,3.9858324898503947,False,8.0,-110.61548614501953,7.9523024559021,-113.93445587158203,8.25656795501709,15.395921192357383,16.06024486176159,10.835051837131893,10.835051837131893,36
21,22,21,22,False,-103.72162628173828,11.875471115112305,-111.35206604003906,4.589223861694336,-109.55802917480469,8.564250946044922,-109.55802917480469,8.564250946044922,-109.16038597313758,8.445855514097888,36,0.07565663419178104,False,6.0,-113.93445587158203,8.25656795501709,-117.24945068359375,8.560468673706055,10.835051837131893,4.485326068513394,7.691422438759106,7.691422438759106,36
22,23,22,23,False,-109.55802917480469,8.564250946044922,-116.89280700683594,4.469211101531982,-121.07398223876953,10.860374450683594,-119.09474809563113,9.502933199275502,-119.09474809563113,9.502933199275502,41,1.1404006790796177,True,10.0,-117.24945068359375,8.560468673706055,-120.81004333496094,8.859625816345215,7.691422438759106,4.1067728490924615,2.0180829623062007,1.8319612842525106,36
23,24,23,24,False,-119.09474809563113,9.502933199275502,-118.72441864013672,4.821978569030762,-128.4197235107422,10.892751693725586,-128.4197235107422,10.892751693725586,-129.02911021812466,10.560010884453115,46,0.3953514905622495,False,10.0,-120.81004333496094,8.859625816345215,-124.06947326660156,9.133479118347168,1.8319612842525106,4.544493993989495,4.692517147664373,4.692517147664373,36
24,25,24,25,False,-128.4197235107422,10.892751693725586,-121.97105407714844,5.381819725036621,-131.90447998046875,10.294178009033203,-131.90447998046875,10.294178009033203,-131.01598264262336,10.771426421488636,47,0.5685802821908607,False,2.0,-124.06947326660156,9.133479118347168,-127.31895446777344,9.40649700164795,4.692517147664373,4.298640633744623,4.67065539281717,4.67065539281717,36
25,26,25,26,False,-131.90447998046875,10.294178009033203,-132.48123168945312,6.428006172180176,-135.89212036132812,9.160667419433594,-135.89212036132812,9.160667419433594,-134.98972749162078,11.194257495559683,49,2.1176556682429055,False,4.0,-127.31895446777344,9.40649700164795,-130.83126831054688,9.741641998291016,4.67065539281717,5.959908869663745,5.094090197589295,5.094090197589295,36
26,27,26,27,False,-135.89212036132812,9.160667419433594,-139.03488159179688,6.740392684936523,-143.268798828125,9.946830749511719,-143.268798828125,9.946830749511719,-142.9372171896156,12.039919643701772,53,2.1164235897796555,False,8.0,-130.83126831054688,9.741641998291016,-134.03652954101562,10.047489166259766,5.094090197589295,8.735374537431822,9.232818004627042,9.232818004627042,36
27,28,27,28,False,-143.268798828125,9.946830749511719,-143.62757873535156,7.14715576171875,-149.2735137939453,10.480718612670898,-149.2735137939453,10.480718612670898,-148.89783446311174,12.674166254808341,56,2.2208848999053985,False,6.0,-134.03652954101562,10.047489166259766,-137.2352752685547,10.352712631225586,9.232818004627042,10.01998794937741,12.038919067984668,12.038919067984668,36
28,29,28,29,False,-149.2735137939453,10.480718612670898,-153.376220703125,7.530052185058594,-154.79405212402344,10.602044105529785,-154.79405212402344,10.602044105529785,-154.85845173660786,13.308412865914908,59,2.684362465823628,False,6.0,-137.2352752685547,10.352712631225586,-140.4192352294922,10.665609359741211,12.038919067984668,16.38589428490651,14.37495743620982,14.37495743620982,36
29,30,29,30,False,-154.79405212402344,10.602044105529785,-158.0126953125,7.390369415283203,-162.14111328125,10.395647048950195,-162.14111328125,10.395647048950195,-160.819069010104,13.942659477021476,62,3.666985246273142,False,6.0,-140.4192352294922,10.665609359741211,-143.60858154296875,10.979033470153809,14.37495743620982,17.89572670740595,18.541711688699255,18.541711688699255,36
30,31,30,31,False,-162.14111328125,10.395647048950195,-162.28573608398438,7.210934638977051,-166.3704833984375,10.555407524108887,-166.3704833984375,10.555407524108887,-166.7796862836001,14.576906088128045,65,3.955626518438583,False,6.0,-143.60858154296875,10.979033470153809,-147.09031677246094,11.321191787719727,18.541711688699255,19.053468727517732,19.29536863249351,19.29536863249351,36
31,32,31,32,False,-166.3704833984375,10.555407524108887,-167.50692749023438,7.023648262023926,-171.0887451171875,9.591580390930176,-171.0887451171875,9.591580390930176,-170.7534311325975,14.99973716219909,67,5.413277196729684,False,4.0,-147.09031677246094,11.321191787719727,-150.38534545898438,11.621426582336426,19.29536863249351,20.864009048031757,20.802668890506617,20.802668890506617,36
32,33,32,33,False,-171.0887451171875,9.591580390930176,-172.70660400390625,7.1000165939331055,-176.47042846679688,9.576282501220703,-176.47042846679688,9.576282501220703,-176.71404840609364,15.633983773305657,70,5.997919117284715,False,6.0,-150.38534545898438,11.621426582336426,-153.68882751464844,11.922432899475098,20.802668890506617,22.77458520615647,22.902090813595162,22.902090813595162,36
33,34,33,34,False,-176.47042846679688,9.576282501220703,-177.47183227539062,7.387384414672852,-182.0447235107422,9.570743560791016,-182.0447235107422,9.570743560791016,-180.68779325509107,16.056814847376703,72,6.59323689887343,False,4.0,-153.68882751464844,11.922432899475098,-156.9862060546875,12.222880363464355,22.902090813595162,24.211525772015953,25.19847469025639,25.19847469025639,36
34,35,34,35,False,-182.0447235107422,9.570743560791016,-185.94952392578125,7.819125175476074,-187.34339904785156,9.541936874389648,-187.34339904785156,9.541936874389648,-186.64841052858716,16.691061458483272,75,7.1825288203280255,False,6.0,-156.9862060546875,12.222880363464355,-161.97410583496094,12.701958656311035,25.19847469025639,29.29619159306807,25.565343255740494,25.565343255740494,36
35,36,35,36,False,-187.34339904785156,9.541936874389648,-190.38052368164062,7.865329742431641,-194.79788208007812,9.517528533935547,-194.79788208007812,9.517528533935547,-194.59590022658202,17.536723606625362,79,7.995550669804734,False,8.0,-161.97410583496094,12.701958656311035,-166.95358276367188,13.180227279663086,25.565343255740494,28.815231287128974,28.084165761574184,28.084165761574184,36
36,37,36,37,False,-194.79788208007812,9.517528533935547,-195.41542053222656,7.850465774536133,-197.47677612304688,10.611367225646973,-197.47677612304688,10.611367225646973,-196.58277265108072,17.748139143660882,80,7.191303046049216,False,2.0,-166.95358276367188,13.180227279663086,-170.4643096923828,13.542064666748047,28.084165761574184,28.95656345053845,27.170983238724162,27.170983238724162,36
37,38,37,38,False,-197.47677612304688,10.611367225646973,-200.81056213378906,7.999222278594971,-203.31838989257812,9.91374683380127,-203.31838989257812,9.91374683380127,-202.54338992457684,18.382385754767455,83,8.503101964830307,False,6.0,-170.4643096923828,13.542064666748047,-173.6732940673828,13.872800827026367,27.170983238724162,30.848308527007784,29.90829007158858,29.90829007158858,36
38,39,38,39,False,-203.31838989257812,9.91374683380127,-205.9618682861328,8.112970352172852,-207.46250915527344,9.910002708435059,-207.46250915527344,9.910002708435059,-206.51713477357424,18.805216828838496,85,8.945309704163432,False,4.0,-173.6732940673828,13.872800827026367,-176.89031982421875,14.204366683959961,29.90829007158858,32.79828764095434,30.872322919536522,30.872322919536522,36
39,40,39,40,False,-207.46250915527344,9.910002708435059,-210.52142333984375,8.170204162597656,-213.30555725097656,10.396854400634766,-213.30555725097656,10.396854400634766,-212.4777520470704,19.439463439945065,88,9.07943735596305,False,6.0,-176.89031982421875,14.204366683959961,-180.07899475097656,14.495210647583008,30.872322919536522,34.16814658439784,33.47836584263494,33.47836584263494,36
40,41,40,41,False,-213.30555725097656,10.396854400634766,-215.43280029296875,8.467082977294922,-218.19577026367188,10.269927024841309,-218.19577026367188,10.269927024841309,-216.4514968960678,19.86229451401611,90,9.723080201181165,False,4.0,-180.07899475097656,14.495210647583008,-183.2713623046875,14.786392211914062,33.47836584263494,35.864047310785914,35.21523433219792,35.21523433219792,36
41,42,41,42,False,-218.19577026367188,10.269927024841309,-219.42066955566406,8.70223617553711,-222.2554168701172,10.650445938110352,-222.2554168701172,10.650445938110352,-220.42524174506522,20.28512558808716,92,9.774244011038903,False,4.0,-183.2713623046875,14.786392211914062,-186.7760009765625,15.10605525970459,35.21523433219792,36.657732736770406,35.75809567880396,35.75809567880396,36
42,43,42,43,False,-222.2554168701172,10.650445938110352,-221.33163452148438,8.75922679901123,-227.74942016601562,12.023933410644531,-227.74942016601562,12.023933410644531,-226.38585901856132,20.919372199193724,95,8.989780985849176,False,6.0,-186.7760009765625,15.10605525970459,-190.19520568847656,15.40483283996582,35.75809567880396,35.13365966136174,37.706093751225275,37.706093751225275,36
43,44,43,44,False,-227.74942016601562,12.023933410644531,-223.3102264404297,8.338479995727539,-230.2207794189453,12.028287887573242,-230.2207794189453,12.028287887573242,-228.37273144306002,21.130787736229244,96,9.246942715765089,False,2.0,-190.19520568847656,15.40483283996582,-193.5978240966797,15.702159881591797,37.706093751225275,33.860566178396375,36.80676829015416,36.80676829015416,36
44,45,44,45,False,-230.2207794189453,12.028287887573242,-227.2152099609375,8.615482330322266,-231.30337524414062,11.067198753356934,-231.30337524414062,11.067198753356934,-230.35960386755877,21.342203273264772,97,10.317185016447093,False,2.0,-193.5978240966797,15.702159881591797,-196.71273803710938,15.974347114562988,36.80676829015416,34.35621677458198,34.93697593420676,34.93697593420676,36
45,46,45,46,False,-231.30337524414062,11.067198753356934,-227.0420379638672,8.228950500488281,-233.5547637939453,11.193817138671875,-233.5547637939453,11.193817138671875,-232.34647629205747,21.553618810300293,98,10.42949431387495,False,2.0,-196.71273803710938,15.974347114562988,-199.96063232421875,16.28047752380371,34.93697593420676,31.302677245829173,33.97704788646215,33.97704788646215,36
46,47,46,47,False,-233.5547637939453,11.193817138671875,-229.8106231689453,8.748950958251953,-234.58860778808594,10.990276336669922,-234.58860778808594,10.990276336669922,-234.33334871655617,21.765034347335813,99,10.741282414976553,False,2.0,-199.96063232421875,16.28047752380371,-203.51315307617188,16.61532211303711,33.97704788646215,30.785481088296663,31.580453219332497,31.580453219332497,36
47,48,47,48,False,-234.58860778808594,10.990276336669922,-232.61048889160156,7.979738235473633,-235.0479278564453,10.278623580932617,-235.0479278564453,10.278623580932617,-234.33334871655617,21.765034347335813,99,11.497540440347985,False,0.0,-203.51315307617188,16.61532211303711,-206.75160217285156,16.920562744140625,31.580453219332497,30.351742296980603,29.06539872494034,29.06539872494034,36
48,49,48,49,False,-235.0479278564453,10.278623580932617,-232.30397033691406,7.890277862548828,-236.1416778564453,10.181041717529297,-236.1416778564453,10.181041717529297,-234.33334871655617,21.765034347335813,99,11.710302992600157,False,0.0,-206.75160217285156,16.920562744140625,-210.1930389404297,17.253925323486328,29.06539872494034,27.10109894145439,26.895307101745022,26.895307101745022,36
49,50,49,50,False,-236.1416778564453,10.181041717529297,-231.99981689453125,7.601212501525879,-236.61131286621094,10.232433319091797,-236.61131286621094,10.232433319091797,-236.32022114105487,21.976449884371338,100,11.708891434566167,False,2.0,-210.1930389404297,17.253925323486328,-213.3181915283203,17.556650161743164,26.895307101745022,23.84765039920557,24.41748664420385,24.41748664420385,36
50,51,50,51,False,-236.61131286621094,10.232433319091797,-231.61805725097656,7.425182342529297,-236.3146209716797,10.40427017211914,-236.32022114105487,21.976449884371338,-236.32022114105487,21.976449884371338,100,11.506626552346603,True,0.0,-213.3181915283203,17.556650161743164,-216.74961853027344,17.889041900634766,24.41748664420385,20.917259037431634,20.947819179098794,19.992883498251036,36
51,52,51,52,False,-236.32022114105487,21.976449884371338,-232.51251220703125,18.50202178955078,-235.0130157470703,16.074356079101562,-236.32022114105487,21.976449884371338,-236.32022114105487,21.976449884371338,100,5.730648366111513,True,0.0,-216.74961853027344,17.889041900634766,-219.85296630859375,18.18168067932129,19.992883498251036,15.774807808939762,15.305813142324219,16.89883886652602,36
52,53,52,53,False,-236.32022114105487,21.976449884371338,-232.72390747070312,18.582229614257812,-233.43385314941406,17.30632972717285,-236.32022114105487,21.976449884371338,-236.32022114105487,21.976449884371338,100,4.33850099033484,True,0.0,-219.85296630859375,18.18168067932129,-223.26548767089844,18.50347328186035,16.89883886652602,12.877172276853338,10.238594102473158,13.508798335100403,36
53,54,53,54,False,-236.32022114105487,21.976449884371338,-232.74984741210938,18.63604736328125,-234.18157958984375,19.472896575927734,-236.32022114105487,21.976449884371338,-236.32022114105487,21.976449884371338,100,2.263212298268208,True,0.0,-223.26548767089844,18.50347328186035,-226.6659393310547,18.824125289916992,13.508798335100403,9.485286268097942,7.54359017186664,10.155900138131637,36
54,55,54,55,False,-236.32022114105487,21.976449884371338,-232.82081604003906,18.622390747070312,-235.67337036132812,20.54854965209961,-235.67337036132812,20.54854965209961,-236.32022114105487,21.976449884371338,100,1.3514421332321587,False,0.0,-226.6659393310547,18.824125289916992,-229.90402221679688,19.161306381225586,10.155900138131637,6.158181884986501,5.933786472851162,5.933786472851162,36
55,56,55,56,False,-235.67337036132812,20.54854965209961,-233.61846923828125,19.13232421875,-235.95333862304688,22.571264266967773,-235.95333862304688,22.571264266967773,-236.32022114105487,21.976449884371338,100,0.6302948122872228,False,0.0,-229.90402221679688,19.161306381225586,-233.15289306640625,19.499608993530273,5.933786472851162,3.7145600871645494,4.156628613978476,4.156628613978476,36
56,57,56,57,False,-235.95333862304688,22.571264266967773,-233.70306396484375,23.682811737060547,-236.30062866210938,24.888072967529297,-236.30062866210938,24.888072967529297,-236.32022114105487,21.976449884371338,100,2.8973516996530906,False,0.0,-233.15289306640625,19.499608993530273,-236.7150115966797,19.870529174804688,4.156628613978476,4.21922661289563,5.034625996871303,5.034625996871303,36
57,58,57,58,False,-236.30062866210938,24.888072967529297,-233.81509399414062,23.869834899902344,-236.21908569335938,26.50917625427246,-236.21908569335938,26.50917625427246,-236.32022114105487,21.976449884371338,100,4.51798286815014,False,0.0,-236.7150115966797,19.870529174804688,-241.94894409179688,20.40029525756836,5.034625996871303,4.94003728572111,8.375542030103917,8.375542030103917,36
58,59,58,59,False,-236.21908569335938,26.50917625427246,-236.76611328125,25.188501358032227,-239.6227569580078,28.275306701660156,-239.6227569580078,28.275306701660156,-240.2939659900523,22.399280958442386,102,5.914060458764939,False,4.0,-241.94894409179688,20.40029525756836,-246.72323608398438,20.88353729248047,8.375542030103917,7.056107487225047,10.24963700903176,10.24963700903176,36
59,60,59,60,False,-239.6227569580078,28.275306701660156,-241.15426635742188,28.939193725585938,-243.2041473388672,30.665847778320312,-243.2041473388672,30.665847778320312,-244.2677108390497,22.822112032513427,104,7.9122392785585784,False,4.0,-246.72323608398438,20.88353729248047,-250.1058349609375,21.189523696899414,10.24963700903176,9.793213179728252,11.723225244306969,11.723225244306969,36
60,61,60,61,False,-243.2041473388672,30.665847778320312,-244.48101806640625,27.374191284179688,-245.94515991210938,31.48365020751953,-245.94515991210938,31.48365020751953,-246.2545832635484,23.033527569548948,105,8.435427481365203,False,2.0,-250.1058349609375,21.189523696899414,-253.18551635742188,21.468109130859375,11.723225244306969,8.359944871956953,12.358552686841819,12.358552686841819,36
61,62,61,62,False,-245.94515991210938,31.48365020751953,-244.99485778808594,26.457237243652344,-249.37033081054688,32.1244010925293,-249.37033081054688,32.1244010925293,-250.22832811254585,23.456358643619996,107,8.710167993174856,False,4.0,-253.18551635742188,21.468109130859375,-256.56805419921875,21.774091720581055,12.358552686841819,9.59053111799849,12.606987192619565,12.606987192619565,36
62,63,62,63,False,-249.37033081054688,32.1244010925293,-248.83038330078125,29.57670021057129,-254.6574249267578,33.30942916870117,-254.6574249267578,33.30942916870117,-256.18894538604195,24.09060525472656,110,9.329122371036846,False,6.0,-256.56805419921875,21.774091720581055,-259.78179931640625,22.02918815612793,12.606987192619565,10.988732874203206,12.389634788282672,12.389634788282672,36
63,64,63,64,False,-254.6574249267578,33.30942916870117,-253.371826171875,29.99887466430664,-259.7879333496094,34.05324172973633,-259.7879333496094,34.05324172973633,-260.16269023503935,24.51343632879761,112,9.525906161337112,False,4.0,-259.78179931640625,22.02918815612793,-262.99114990234375,22.283937454223633,12.389634788282672,10.227593008731704,12.19742265453292,12.19742265453292,36
64,65,64,65,False,-259.7879333496094,34.05324172973633,-257.1326904296875,29.323833465576172,-263.9320373535156,33.34816360473633,-263.9320373535156,33.34816360473633,-264.13643508403675,24.936267402868655,114,8.386302986287724,False,4.0,-262.99114990234375,22.283937454223633,-266.5252380371094,22.56446075439453,12.19742265453292,9.158694407141944,11.09111973381682,11.09111973381682,36
65,66,65,66,False,-263.9320373535156,33.34816360473633,-260.5066833496094,29.366111755371094,-269.0256042480469,34.286888122558594,-269.0256042480469,34.286888122558594,-270.0970523575329,25.570514013975224,117,8.780813333910933,False,6.0,-266.5252380371094,22.56446075439453,-269.7339172363281,22.84096336364746,11.09111973381682,9.082150453802981,11.467820232111366,11.467820232111366,36
66,67,66,67,False,-269.0256042480469,34.286888122558594,-264.3129577636719,29.459619522094727,-274.4127502441406,35.15000915527344,-274.4127502441406,35.15000915527344,-276.057669631029,26.20476062508179,120,9.069081320863114,False,6.0,-269.7339172363281,22.84096336364746,-272.9421081542969,23.117422103881836,11.467820232111366,8.555314777840348,12.122126022515062,12.122126022515062,36
67,68,67,68,False,-274.4127502441406,35.15000915527344,-268.04052734375,28.804336547851562,-280.0288391113281,36.44038009643555,-280.0288391113281,36.44038009643555,-282.01828690452516,26.83900723618836,123,9.757976652660908,False,6.0,-272.9421081542969,23.117422103881836,-276.4721984863281,23.421621322631836,12.122126022515062,7.507762005774615,13.49584278753615,13.49584278753615,36
68,69,68,69,False,-280.0288391113281,36.44038009643555,-270.51568603515625,27.851486206054688,-282.142822265625,35.83000183105469,-282.142822265625,35.83000183105469,-284.00515932902385,27.05042277322388,124,8.927346558255744,False,2.0,-276.4721984863281,23.421621322631836,-279.8583984375,23.757869720458984,13.49584278753615,7.423189574997296,12.286373180161066,12.286373180161066,36
69,70,69,70,False,-282.142822265625,35.83000183105469,-274.4363708496094,29.049325942993164,-286.6336364746094,36.080081939697266,-286.6336364746094,36.080081939697266,-287.97890417802125,27.473253847294927,126,8.700854801482997,False,4.0,-279.8583984375,23.757869720458984,-282.95196533203125,24.0650577545166,12.286373180161066,7.576139658087271,12.566443752015475,12.566443752015475,36
70,71,70,71,False,-286.6336364746094,36.080081939697266,-279.09173583984375,27.671524047851562,-289.8555908203125,34.39894485473633,-289.8555908203125,34.39894485473633,-289.96577660251995,27.68466938433045,127,6.688243414366699,False,2.0,-282.95196533203125,24.0650577545166,-286.3374328613281,24.40123176574707,12.566443752015475,5.282799528404932,10.598665125104775,10.598665125104775,36
71,72,71,72,False,-289.8555908203125,34.39894485473633,-279.1488037109375,27.904865264892578,-289.5521545410156,33.008567810058594,-289.5521545410156,33.008567810058594,-289.96577660251995,27.68466938433045,127,5.3377775269085035,False,0.0,-286.3374328613281,24.40123176574707,-289.56787109375,24.758047103881836,10.598665125104775,7.996989230840594,8.250535675523214,8.250535675523214,36
72,73,72,73,False,-289.5521545410156,33.008567810058594,-280.1414794921875,28.55254554748535,-293.0309143066406,32.260986328125,-293.0309143066406,32.260986328125,-293.9395214515174,28.107500458401493,129,4.226308919084865,False,4.0,-289.56787109375,24.758047103881836,-292.791015625,25.11405372619629,8.250535675523214,10.161450539392373,7.150957767597597,7.150957767597597,36
73,74,73,74,False,-293.0309143066406,32.260986328125,-293.4416198730469,27.627197265625,-296.9982604980469,30.949981689453125,-296.9982604980469,30.949981689453125,-297.9132663005148,28.53033153247254,131,2.5028831551122956,False,4.0,-292.791015625,25.11405372619629,-296.3150329589844,25.5032958984375,7.150957767597597,2.595992360803265,5.489370271368557,5.489370271368557,36
74,75,74,75,False,-296.9982604980469,30.949981689453125,-298.8193664550781,28.141321182250977,-302.03253173828125,30.877328872680664,-302.03253173828125,30.877328872680664,-301.8870111495122,28.953162606543586,133,1.897967557633297,False,4.0,-296.3150329589844,25.5032958984375,-299.6627502441406,25.858945846557617,5.489370271368557,3.637425416100833,5.549777700669756,5.549777700669756,36
