sequence_index,frame_id,timestamp_ns,dt_s,image_path,active_waypoint_from,active_waypoint_to,gt_x,gt_y,visual_x,visual_y,final_x,final_y,progress_s_visual_m,progress_s_final_m,cross_visual_m,cross_final_m,rnn_speed_fraction,rnn_moving_speed_mps,rnn_speed_mps,predicted_step_m,stop_probability,rnn_cross_speed_mps,rnn_delta_cross_m,speed_limit_mps,gt_speed_mps_eval_only,selected_patch_x,selected_patch_y,selected_patch_progress_s_m,candidate_probability_max,candidate_probability_margin,candidate_route_distance_m,route_heading_deg_enu,heading_residual_deg,estimated_heading_deg_enu,search_heading_deg_enu,measurement_variance_s,measurement_variance_cross,forward_candidate_count,error_visual_m,error_final_m
10,10,1782878158071799917,0.36614862084388733,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,0,1,-77.41057586669922,4.6642866134643555,-44.457427978515625,2.7097179889678955,-41.728546142578125,2.176715850830078,6.984514236450195,4.214554049411322,-1.1422100067138672,-0.9009397830057333,0.4888443350791931,9.255667686462402,8.514998435974121,3.1177549362182617,0.08002330362796783,-0.8560078740119934,-0.31342610716819763,18.93377332531162,9.620501014617641,-46.75927734375,-0.16259177029132843,8.969523429870605,0.0709858313202858,0.007949404418468475,1.9575316905975342,173.92622867160193,0.314784208938847,174.24101288054078,174.2410589042764,20.0,2.1998190879821777,18,33.01106262207031,35.76863479614258
11,11,1782878158405277938,0.3334781527519226,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,0,1,-80.71418762207031,4.9646830558776855,-44.52196502685547,2.7610244750976562,-42.03322982788086,2.275111436843872,7.05411434173584,4.527934012033135,-1.1864001750946045,-0.9665453499432857,0.48884350061416626,9.255651473999023,8.514982223510742,2.8395605087280273,0.08002348244190216,-0.8560094237327576,-0.2854604423046112,18.93377332531162,9.947401844737154,-46.75927734375,-0.16259177029132843,8.969523429870605,0.07180358469486237,0.008854031562805176,1.9575316905975342,173.92622867160193,0.3148217482988557,174.2410504199008,174.24101288054078,20.0,2.1998190879821777,18,36.259246826171875,38.77435302734375
12,12,1782878158738964134,0.3336862623691559,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,0,1,-84.01985931396484,5.2652668952941895,-44.82798767089844,2.859663486480713,-42.33539581298828,2.3731961250305176,7.368856430053711,4.8387841210543865,-1.2521055936813354,-1.0321072935846465,0.48879334330558777,9.2547025680542,8.513751983642578,2.8409221172332764,0.08006209880113602,-0.8557747006416321,-0.2855602502822876,18.93377332531162,9.947396958716144,-46.75927734375,-0.16259177029132843,8.969523429870605,0.07345884293317795,0.009671010076999664,1.9575316905975342,173.92622867160193,0.31428832653293354,174.24051699813486,174.24105041990077,20.0,2.1998190879821777,18,39.26563262939453,41.78466796875
13,13,1782878159072787601,0.3338235020637512,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,0,1,-87.32689666748047,5.565974712371826,-45.13167953491211,2.9581048488616943,-42.635616302490234,2.471078395843506,7.6812591552734375,5.147675419940863,-1.3178609609603882,-1.0976740993362106,0.48883965611457825,9.255578994750977,8.51490306854248,2.8424746990203857,0.08002479374408722,-0.8560024499893188,-0.2857537269592285,18.93377332531162,9.947414835012282,-46.75927734375,-0.16259177029132843,8.969523429870605,0.07380088418722153,0.009633071720600128,1.9575316905975342,173.92622867160193,0.3147266859394308,174.24095535754137,174.24051699813486,20.0,2.1998190879821777,18,42.27573013305664,44.79831314086914
14,14,1782878159406726463,0.33393868803977966,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,0,1,-90.52931213378906,5.903904438018799,-45.43281936645508,3.0561745166778564,-42.93425369262695,2.568789005279541,7.991084098815918,5.454975308850547,-1.3835170269012451,-1.1632378959166274,0.4888342022895813,9.255475997924805,8.514761924743652,2.8434083461761475,0.08002976328134537,-0.8559741973876953,-0.2858428955078125,18.93377332531162,9.643074868522193,-46.75927734375,-0.16259177029132843,8.969523429870605,0.07105163484811783,0.007712364196777344,1.9575316905975342,173.92622867160193,0.31452700962791375,174.24075568122984,174.24095535754137,20.0,2.1998190879821777,18,45.186317443847656,47.71176528930664
15,15,1782878159740591527,0.333865225315094,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,0,1,-93.73101806640625,6.241759300231934,-45.73088836669922,3.1537704467773438,-43.23149108886719,2.6663246154785156,8.297806739807129,5.76086564000915,-1.4490267038345337,-1.228775330741177,0.4888398349285126,9.255582809448242,8.514908790588379,2.84283185005188,0.08002453297376633,-0.8560003638267517,-0.28578874468803406,18.93377332531162,9.643060066637757,-46.75927734375,-0.16259177029132843,8.969523429870605,0.07059614360332489,0.007267758250236511,1.9575316905975342,173.92622867160193,0.3146873589908504,174.24091603059279,174.24075568122984,20.0,2.1998190879821777,18,48.09935760498047,50.62594223022461
16,16,1782878160106832950,0.3662412762641907,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,0,1,-97.24320983886719,6.612377643585205,-46.29930114746094,3.308025598526001,-43.55638122558594,2.7731833457946777,8.879352569580078,6.095239280713005,-1.542272686958313,-1.3006578352285645,0.48883745074272156,9.255537033081055,8.514842987060547,3.1184868812561035,0.08002716302871704,-0.8559857606887817,-0.31349730491638184,18.93377332531162,9.643074816881219,-46.75927734375,-0.16259177029132843,8.969523429870605,0.06859076023101807,0.005091063678264618,1.9575316905975342,173.92622867160193,0.31461035928012904,174.24083903088206,174.24091603059279,20.0,2.1998190879821777,18,51.050960540771484,53.82392883300781
17,17,1782878160440501209,0.3336683511734009,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,0,1,-100.48795318603516,6.946656227111816,-46.35136032104492,3.3578178882598877,-43.85152816772461,2.870443820953369,8.936388969421387,6.399020715137028,-1.5862770080566406,-1.3661431708627572,0.4888385236263275,9.255558013916016,8.514891624450684,2.8411498069763184,0.08002392947673798,-0.8559972047805786,-0.28561916947364807,18.93377332531162,9.775925299382317,-46.75927734375,-0.16259177029132843,8.969523429870605,0.06905071437358856,0.0051898956298828125,1.9575316905975342,173.92622867160193,0.31474245407146006,174.24097112567338,174.24083903088206,20.0,2.1998190879821777,18,54.25541687011719,56.782920837402344
18,18,1782878160774131961,0.3336307108402252,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,0,1,-103.73233032226562,7.28089714050293,-46.64619064331055,3.4550094604492188,-44.145965576171875,2.9676175117492676,9.23984432220459,6.702085029831958,-1.651727557182312,-1.4316176095717155,0.4888383448123932,9.25555419921875,8.514873504638672,2.8408234119415283,0.0800255835056305,-0.855989396572113,-0.28558436036109924,18.93377332531162,9.775924852178992,-46.75927734375,-0.16259177029132843,8.969523429870605,0.06792206317186356,0.003995820879936218,1.9575316905975342,173.92622867160193,0.31462988935228703,174.24085856095422,174.24097112567338,20.0,2.1998190879821777,18,57.214202880859375,59.74227523803711
19,19,1782878161140214356,0.3660823106765747,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,0,1,-107.29228973388672,7.647648811340332,-47.212467193603516,3.6090476512908936,-44.46844482421875,3.074179172515869,9.819243431091309,7.034031711988807,-1.7449837923049927,-1.5034595313068535,0.4888395667076111,9.255577087402344,8.514911651611328,3.1171586513519287,0.08002372831106186,-0.8559991121292114,-0.3133661448955536,18.93377332531162,9.775946694818916,-46.75927734375,-0.16259177029132843,8.969523429870605,0.06860567629337311,0.004598468542098999,1.9575316905975342,173.92622867160193,0.31472428470105074,174.24095295630298,174.24085856095422,20.0,2.1998190879821777,18,60.21540832519531,62.99009323120117
20,20,1782878161474422502,0.33420825004577637,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,0,1,-110.61548614501953,7.9523024559021,-47.26692199707031,3.659395694732666,-44.76231384277344,3.1713457107543945,9.878719329833984,7.33652751121673,-1.7892876863479614,-1.5689870890388125,0.488700807094574,9.252949714660645,8.511722564697266,2.8446879386901855,0.08010706305503845,-0.8552396297454834,-0.2858281433582306,18.93377332531162,9.985186596098792,-60.8615608215332,14.201900482177734,24.512535095214844,0.06819776445627213,0.0051789432764053345,10.83417797088623,173.92622867160193,0.3149828713941592,174.2412115429961,174.24095295630298,20.0,2.1998190879821777,18,63.49385452270508,66.0264892578125
21,21,1782878161808204857,0.33378228545188904,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,0,1,-113.93445587158203,8.25656795501709,-47.55816650390625,3.756171226501465,-45.0555534362793,3.2684192657470703,10.178565979003906,7.638394137390765,-1.8547039031982422,-1.6344885086390932,0.4888273775577545,9.255346298217773,8.514646530151367,2.842038154602051,0.08002941310405731,-0.855997622013092,-0.28571683168411255,18.93377332531162,9.985213584973046,-60.8615608215332,14.201900482177734,24.512535095214844,0.06779250502586365,0.004469446837902069,10.83417797088623,173.92622867160193,0.3149197988660424,174.24114847046798,174.24121154299607,20.0,2.1998190879821777,18,66.52867889404297,69.05928802490234
22,22,1782878162141587886,0.333383172750473,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,0,1,-117.24945068359375,8.560468673706055,-47.84804916381836,3.8525471687316895,-45.348167419433594,3.3653478622436523,10.477022171020508,7.9396212504797035,-1.9198660850524902,-1.6999117934639896,0.4888254404067993,9.25531005859375,8.514610290527344,2.838627815246582,0.08002965897321701,-0.8560050129890442,-0.2853776812553406,18.93377332531162,9.985194452984016,-60.8615608215332,14.201900482177734,24.512535095214844,0.06724243611097336,0.0035362765192985535,10.83417797088623,173.92622867160193,0.31496224742451695,174.24119091902645,174.24114847046798,20.0,2.1998190879821777,18,69.56089782714844,72.0887222290039
23,23,1782878162507225263,0.3656373620033264,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,0,1,-120.81004333496094,8.859625816345215,-48.410736083984375,4.005985736846924,-45.66883850097656,3.4716286659240723,11.052783966064453,8.269738203480465,-2.012906312942505,-1.7716660716439925,0.4888122081756592,9.255059242248535,8.51434326171875,3.113162040710449,0.08003365993499756,-0.8560242652893066,-0.31299445033073425,18.93377332531162,9.772354715075386,-60.8615608215332,14.201900482177734,24.512535095214844,0.06556008756160736,0.0005559027194976807,10.83417797088623,173.92622867160193,0.3151514916892939,174.24138016329124,174.24119091902645,20.0,2.1998190879821777,18,72.56181335449219,75.3341293334961
24,24,1782878162841936428,0.3347110450267792,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,0,1,-124.06947326660156,9.133479118347168,-48.472312927246094,4.058050155639648,-45.96220397949219,3.568895101547241,11.119527816772461,8.57174953234633,-2.0581626892089844,-1.8373455529261318,0.48880741000175476,9.254968643188477,8.514178276062012,2.849789619445801,0.08004245162010193,-0.8559523820877075,-0.28649672865867615,18.93377332531162,9.772351783303398,-51.52117156982422,-4.890744209289551,13.20440673828125,0.0670117512345314,0.0030843615531921387,7.162993431091309,173.92622867160193,0.31509276807068765,174.24132143967262,174.2413801632912,20.0,2.1998190879821777,18,75.76734161376953,78.30523681640625
25,25,1782878163175625622,0.3336893320083618,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,0,1,-127.31895446777344,9.40649700164795,-48.75727844238281,4.153562545776367,-46.25455093383789,3.6658554077148438,11.412999153137207,8.872714143991052,-2.1229867935180664,-1.902828862363437,0.48882758617401123,9.255350112915039,8.514655113220215,2.841249465942383,0.08002887666225433,-0.8560094237327576,-0.28564122319221497,18.93377332531162,9.772354063980675,-51.52117156982422,-4.890744209289551,13.20440673828125,0.06654765456914902,0.002845458686351776,7.162993431091309,173.92622867160193,0.3148609952061568,174.24108966680808,174.24132143967262,20.0,2.1998190879821777,18,78.73709869384766,81.26741790771484
26,26,1782878163541673173,0.3660475015640259,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,0,1,-130.83126831054688,9.741641998291016,-49.3206787109375,4.3072099685668945,-46.57512664794922,3.772202968597412,11.989490509033203,9.202740194888552,-2.2161595821380615,-1.974659940530432,0.48882976174354553,9.255392074584961,8.514678955078125,3.116776943206787,0.08003044128417969,-0.8559837937355042,-0.313330739736557,18.93377332531162,9.638823837070516,-51.52117156982422,-4.890744209289551,13.20440673828125,0.0669018030166626,0.0030215829610824585,7.162993431091309,173.92622867160193,0.314793253603412,174.24102192520536,174.24108966680808,20.0,2.1998190879821777,18,81.6915512084961,84.46733856201172
27,27,1782878163875720493,0.33404722809791565,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000027.jpg,0,1,-134.03652954101562,10.047489166259766,-49.373199462890625,4.357481956481934,-46.86758041381836,3.8692424297332764,12.047033309936523,9.503823174026499,-2.2605926990509033,-2.040210008200887,0.48882827162742615,9.255363464355469,8.514640808105469,2.844292163848877,0.08003170788288116,-0.855965256690979,-0.2859328091144562,18.93377332531162,9.638817478999693,-51.52117156982422,-4.890744209289551,13.20440673828125,0.06641847640275955,0.0029054954648017883,7.162993431091309,173.92622867160193,0.314711718220195,174.24094038982213,174.24102192520533,20.0,2.1998190879821777,18,84.85431671142578,87.38761901855469
28,28,1782878164209087683,0.3333672881126404,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000028.jpg,0,1,-137.2352752685547,10.352712631225586,-49.659969329833984,4.453344345092773,-47.15937423706055,3.9660797119140625,12.342340469360352,9.80422243030496,-2.3255739212036133,-2.105629652094474,0.4888293147087097,9.255383491516113,8.514683723449707,2.8385169506073,0.08002905547618866,-0.856004536151886,-0.28536391258239746,18.93377332531162,9.638843012886701,-51.52117156982422,-4.890744209289551,13.20440673828125,0.06649267673492432,0.002935342490673065,7.162993431091309,173.92622867160193,0.31484986946832905,174.24107854107027,174.24094038982213,20.0,2.1998190879821777,18,87.7737808227539,90.30203247070312
29,29,1782878164542626883,0.33353906869888306,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000029.jpg,0,1,-140.4192352294922,10.665609359741211,-49.95317077636719,4.550477027893066,-47.45125198364258,4.062959671020508,12.644170761108398,10.104715277067763,-2.3911383152008057,-2.1710824704369323,0.4888252019882202,9.255305290222168,8.514589309692383,2.8399481773376465,0.08003148436546326,-0.8559977412223816,-0.2855086922645569,18.93377332531162,9.59197277557307,-51.52117156982422,-4.890744209289551,13.20440673828125,0.06703269481658936,0.003007330000400543,7.162993431091309,173.92622867160193,0.3149135823266806,174.24114225392861,174.24107854107027,20.0,2.1998190879821777,18,90.6725082397461,93.20215606689453
30,30,1782878164876728425,0.33410149812698364,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000030.jpg,0,1,-143.60858154296875,10.979033470153809,-50.249786376953125,4.648351192474365,-47.74358367919922,4.159999847412109,12.949479103088379,10.405671308642834,-2.457077741622925,-2.236646837958414,0.4888283908367157,9.255365371704102,8.514668464660645,2.8447635173797607,0.08002891391515732,-0.8560132384300232,-0.2859953045845032,18.93377332531162,9.592024538235558,-51.52117156982422,-4.890744209289551,13.20440673828125,0.06714954227209091,0.0029866695404052734,7.162993431091309,173.92622867160193,0.31487049343797135,174.2410991650399,174.24114225392861,20.0,2.1998190879821777,18,93.57318878173828,96.10721588134766
31,31,1782878165241459634,0.36473140120506287,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000031.jpg,0,1,-147.09031677246094,11.321191787719727,-50.79869079589844,4.7990522384643555,-48.06267547607422,4.265930652618408,13.511249542236328,10.734179221801904,-2.548853635787964,-2.3082201898628933,0.48883056640625,9.255407333374023,8.514699935913086,3.1055784225463867,0.08002965897321701,-0.8559907078742981,-0.3122066855430603,18.93377332531162,9.59201003729668,-51.52117156982422,-4.890744209289551,13.20440673828125,0.06713506579399109,0.0030103474855422974,7.162993431091309,173.92622867160193,0.3147922130667806,174.2410208846687,174.24109916503988,20.0,2.1998190879821777,18,96.51225280761719,99.27864837646484
32,32,1782878165575240653,0.33378100395202637,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000032.jpg,0,1,-150.38534545898438,11.621426582336426,-50.85852813720703,4.850757598876953,-48.35465621948242,4.362869739532471,13.576218605041504,11.034780407141383,-2.593938112258911,-2.3737209698756048,0.4888293147087097,9.255383491516113,8.51468276977539,2.8420393466949463,0.08002918213605881,-0.8560044765472412,-0.28571802377700806,18.93377332531162,9.912723690855362,-51.52117156982422,-4.890744209289551,13.20440673828125,0.06716075539588928,0.003042459487915039,7.162993431091309,173.92622867160193,0.3148488289316977,174.24107750053363,174.2410208846687,20.0,2.1998190879821777,18,99.75685119628906,102.2885513305664
33,33,1782878165909879361,0.3346385955810547,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000033.jpg,0,1,-153.68882751464844,11.922432899475098,-51.15768814086914,4.949185371398926,-48.647361755371094,4.460052967071533,13.884115219116211,11.336129495093848,-2.6601595878601074,-2.4393869680301026,0.4888294041156769,9.255385398864746,8.514662742614746,2.849334716796875,0.08003158867359161,-0.8559646606445312,-0.28643882274627686,18.93377332531162,9.912685882346235,-51.52117156982422,-4.890744209289551,13.20440673828125,0.06672622263431549,0.00303659588098526,7.162993431091309,173.92622867160193,0.3146927217565659,174.2409213933585,174.2410775005336,20.0,2.1998190879821777,18,102.76799774169922,105.30620574951172
34,34,1782878166243897038,0.3340177834033966,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000034.jpg,0,1,-156.9862060546875,12.222880363464355,-51.4451789855957,5.045292377471924,-48.939510345458984,4.557056427001953,14.180160522460938,11.636898706370285,-2.7253079414367676,-2.504934295561027,0.48882609605789185,9.255322456359863,8.514612197875977,2.844031810760498,0.08003072440624237,-0.8560047745704651,-0.2859208285808563,18.93377332531162,9.912760398426913,-51.52117156982422,-4.890744209289551,13.20440673828125,0.06729435920715332,0.0030632242560386658,7.162993431091309,173.92622867160193,0.31491414261563594,174.24114281421757,174.2409213933585,20.0,2.1998190879821777,18,105.7848129272461,108.31829071044922
35,35,1782878166611004890,0.3671078383922577,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000035.jpg,0,1,-161.97410583496094,12.701958656311035,-52.01451873779297,5.200278282165527,-49.260581970214844,4.663668632507324,14.762704849243164,11.967450268873606,-2.8191821575164795,-2.5769755563217562,0.4888290762901306,9.255378723144531,8.514681816101074,3.1258063316345215,0.08002884685993195,-0.8560093641281128,-0.3142477571964264,18.93377332531162,13.649543050284967,-51.52117156982422,-4.890744209289551,13.20440673828125,0.0672609955072403,0.0031360313296318054,7.162993431091309,173.92622867160193,0.3148488289316977,174.24107750053363,174.24114281421757,20.0,2.1998190879821777,18,110.21517944335938,112.99979400634766
36,36,1782878166977492700,0.3664878010749817,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000036.jpg,0,1,-166.95358276367188,13.180227279663086,-52.32965850830078,5.305550575256348,-49.581024169921875,4.770051002502441,15.087212562561035,12.297349411327088,-2.890519142150879,-2.6488553616462984,0.48874396085739136,9.253767013549805,8.512596130371094,3.119762659072876,0.08009396493434906,-0.8555359244346619,-0.3135434687137604,18.93377332531162,13.649547827204206,-65.59288787841797,14.231902122497559,29.220476150512695,0.06732148677110672,0.006393700838088989,10.363393783569336,173.92622867160193,0.314168718181179,174.2403973897831,174.2410775005336,20.0,2.1998190879821777,18,114.89410400390625,117.6734848022461
37,37,1782878167342288949,0.36479616165161133,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000037.jpg,0,1,-170.4643096923828,13.542064666748047,-52.63664245605469,5.409206867218018,-49.90005111694336,4.875986099243164,15.4034423828125,12.625792512276973,-2.9611120223999023,-2.7204401394895568,0.4888257682323456,9.255315780639648,8.514599800109863,3.106093406677246,0.08003141731023788,-0.8559757471084595,-0.31225666403770447,18.93377332531162,9.674784617134163,-65.59288787841797,14.231902122497559,29.220476150512695,0.06711667776107788,0.006268441677093506,10.363393783569336,173.92622867160193,0.31489578648224154,174.2411244580842,174.2403973897831,20.0,2.1998190879821777,18,118.10801696777344,120.87530517578125
