sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,gt_x,gt_y,visual_x,visual_y,final_x,final_y,selected_patch_x,selected_patch_y,progress_s_visual_m,progress_s_final_m,selected_patch_progress_s_m,predicted_step_m,visual_step_cap_m,polynomial_step_m,inertia_cap_m,move_gate,candidate_probability_max,candidate_probability_margin,candidate_route_distance_m,route_heading_deg,heading_residual_deg,estimated_heading_deg,search_heading_deg,measurement_variance,forward_candidate_count,error_visual_m,error_final_m
10,10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,0,1,-77.41057586669922,4.6642866134643555,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889209270477295,0.09588323533535004,0.020565398037433624,1.109706997871399,173.92622867160193,-0.3202238943238068,173.60600477727812,173.60600157562695,5.312047958374023,18,39.96149826049805,39.96149826049805
11,11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,0,1,-80.71418762207031,4.9646830558776855,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488919734954834,0.09696835279464722,0.021471530199050903,1.109706997871399,173.92622867160193,-0.3202245880148944,173.60600408358704,173.60600477727812,5.312049388885498,18,43.2786979675293,43.2786979675293
12,12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,0,1,-84.01985931396484,5.2652668952941895,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488919734954834,0.09848975390195847,0.023067377507686615,1.109706997871399,173.92622867160193,-0.32022773630521495,173.60600093529672,173.60600408358704,5.312041759490967,18,46.59796905517578,46.59796905517578
13,13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,0,1,-87.32689666748047,5.565974712371826,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889188408851624,0.09999063611030579,0.02452821284532547,1.109706997871399,173.92622867160193,-0.3202272827379654,173.60600138886397,173.60600093529672,5.312042713165283,18,49.918617248535156,49.918617248535156
14,14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,0,1,-90.52931213378906,5.903904438018799,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488919734954834,0.0978216752409935,0.022205963730812073,1.109706997871399,173.92622867160193,-0.3202184248363855,173.60601024676555,173.60600138886394,5.312057018280029,18,53.13865661621094,53.13865661621094
15,15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,0,1,-93.73101806640625,6.241759300231934,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488919734954834,0.09736653417348862,0.021747514605522156,1.109706997871399,173.92622867160193,-0.32022109287903006,173.6060075787229,173.60601024676555,5.312055587768555,18,56.35799789428711,56.35799789428711
16,16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,0,1,-97.24320983886719,6.612377643585205,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488919734954834,0.09519325941801071,0.01945842057466507,1.109706997871399,173.92622867160193,-0.32021597023715254,173.6060127013648,173.60600757872288,5.312053680419922,18,59.88955307006836,59.88955307006836
17,17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,0,1,-100.48795318603516,6.946656227111816,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.348891943693161,0.09920115768909454,0.022951439023017883,1.109706997871399,173.92622867160193,-0.32022200001352924,173.6060066715884,173.60601270136476,5.312050819396973,18,63.15141296386719,63.15141296386719
18,18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,0,1,-103.73233032226562,7.28089714050293,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.348891943693161,0.09765830636024475,0.021124929189682007,1.109706997871399,173.92622867160193,-0.3202213596832945,173.60600731191863,173.6060066715884,5.312046051025391,18,66.41291046142578,66.41291046142578
19,19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,0,1,-107.29228973388672,7.647648811340332,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889188408851624,0.10033101588487625,0.023782171308994293,1.109706997871399,173.92622867160193,-0.320219652136002,173.60600901946594,173.60600731191863,5.31204891204834,18,69.99166107177734,69.99166107177734
20,20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,0,1,-110.61548614501953,7.9523024559021,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488919734954834,0.0990421324968338,0.022208720445632935,1.109706997871399,173.92622867160193,-0.3202175443823128,173.60601112721963,173.60600901946592,5.312048435211182,18,73.32874298095703,73.32874298095703
21,21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,0,1,-113.93445587158203,8.25656795501709,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488919734954834,0.10125676542520523,0.024718090891838074,1.109706997871399,173.92622867160193,-0.3202195987751491,173.6060090728268,173.6060111272196,5.3120436668396,18,76.66156768798828,76.66156768798828
22,22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,0,1,-117.24945068359375,8.560468673706055,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488920331001282,0.10320266336202621,0.02676916867494583,1.109706997871399,173.92622867160193,-0.3202166372478137,173.6060120343541,173.60600907282677,5.312041282653809,18,79.99041748046875,79.99041748046875
23,23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,0,1,-120.81004333496094,8.859625816345215,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.348891943693161,0.10780106484889984,0.031021662056446075,1.109706997871399,173.92622867160193,-0.3202213063224416,173.60600736527948,173.6060120343541,5.312047004699707,18,83.56327056884766,83.56327056884766
24,24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,0,1,-124.06947326660156,9.133479118347168,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488917350769043,0.1102801188826561,0.03400927782058716,1.109706997871399,173.92622867160193,-0.3202195187338698,173.60600915286807,173.60600736527948,5.312033176422119,18,86.83394622802734,86.83394622802734
25,25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,0,1,-127.31895446777344,9.40649700164795,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488917648792267,0.11159005016088486,0.034839749336242676,1.109706997871399,173.92622867160193,-0.32022178657011763,173.6060068850318,173.60600915286804,5.3120341300964355,18,90.09465026855469,90.09465026855469
26,26,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,0,1,-130.83126831054688,9.741641998291016,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488917648792267,0.10939265042543411,0.03318841755390167,1.109706997871399,173.92622867160193,-0.3202216531679854,173.60600701843396,173.6060068850318,5.312029838562012,18,93.62291717529297,93.62291717529297
27,27,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000027.jpg,0,1,-134.03652954101562,10.047489166259766,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889188408851624,0.10979510843753815,0.0330306813120842,1.109706997871399,173.92622867160193,-0.3202232806739986,173.60600539092795,173.60600701843393,5.312039852142334,18,96.84274291992188,96.84274291992188
28,28,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000028.jpg,0,1,-137.2352752685547,10.352712631225586,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889188408851624,0.11051326990127563,0.03354741632938385,1.109706997871399,173.92622867160193,-0.3202247214170266,173.6060039501849,173.60600539092792,5.312040328979492,18,100.05601501464844,100.05601501464844
29,29,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000029.jpg,0,1,-140.4192352294922,10.665609359741211,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889182448387146,0.11020373553037643,0.03366697579622269,1.109706997871399,173.92622867160193,-0.32022402772593905,173.606004643876,173.60600395018488,5.312033653259277,18,103.25530242919922,103.25530242919922
30,30,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000030.jpg,0,1,-143.60858154296875,10.979033470153809,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.11026570200920105,0.033782266080379486,1.109706997871399,173.92622867160193,-0.32022530838640845,173.60600336321554,173.606004643876,5.31203031539917,18,106.45999908447266,106.45999908447266
31,31,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000031.jpg,0,1,-147.09031677246094,11.321191787719727,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.11102829873561859,0.03424464911222458,1.109706997871399,173.92622867160193,-0.3202262688817605,173.60600240272018,173.6060033632155,5.312032222747803,18,109.95849609375,109.95849609375
32,32,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000032.jpg,0,1,-150.38534545898438,11.621426582336426,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.111177958548069,0.03451596200466156,1.109706997871399,173.92622867160193,-0.3202272293771125,173.60600144222482,173.60600240272015,5.312028408050537,18,113.26714324951172,113.26714324951172
33,33,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000033.jpg,0,1,-153.68882751464844,11.922432899475098,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.11104653775691986,0.03412332385778427,1.109706997871399,173.92622867160193,-0.3202232273131457,173.6060054442888,173.60600144222482,5.312038898468018,18,116.58427429199219,116.58427429199219
34,34,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000034.jpg,0,1,-156.9862060546875,12.222880363464355,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.11086810380220413,0.03433965891599655,1.109706997871399,173.92622867160193,-0.3202239210042333,173.6060047505977,173.60600544428877,5.312033176422119,18,119.8952865600586,119.8952865600586
35,35,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000035.jpg,0,1,-161.97410583496094,12.701958656311035,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.1113436371088028,0.03476981818675995,1.109706997871399,173.92622867160193,-0.3202222134569408,173.606006458145,173.6060047505977,5.312031269073486,18,124.90613555908203,124.90613555908203
36,36,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000036.jpg,0,1,-166.95358276367188,13.180227279663086,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.11093748360872269,0.03428703546524048,1.109706997871399,173.92622867160193,-0.3202239476846597,173.60600472391727,173.60600645814498,5.312033176422119,18,129.9085235595703,129.9085235595703
37,37,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000037.jpg,0,1,-170.4643096923828,13.542064666748047,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.11138491332530975,0.0346684604883194,1.109706997871399,173.92622867160193,-0.3202249882212911,173.60600368338064,173.60600472391727,5.3120317459106445,18,133.43775939941406,133.43775939941406
38,38,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000038.jpg,0,1,-173.6732940673828,13.872800827026367,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889188408851624,0.1118292585015297,0.03513920307159424,1.109706997871399,173.92622867160193,-0.3202237876021011,173.60600488399984,173.60600368338064,5.312027931213379,18,136.6636505126953,136.6636505126953
39,39,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000039.jpg,0,1,-176.89031982421875,14.204366683959961,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488919138908386,0.11116718500852585,0.034376442432403564,1.109706997871399,173.92622867160193,-0.32022402772593905,173.606004643876,173.60600488399982,5.3120341300964355,18,139.89764404296875,139.89764404296875
40,40,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000040.jpg,0,1,-180.07899475097656,14.495210647583008,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3488919138908386,0.11062488704919815,0.03407178074121475,1.109706997871399,173.92622867160193,-0.32022237353949945,173.60600629806243,173.606004643876,5.312032699584961,18,143.09951782226562,143.09951782226562
41,41,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000041.jpg,0,1,-183.2713623046875,14.786392211914062,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889188408851624,0.11086558550596237,0.034487128257751465,1.109706997871399,173.92622867160193,-0.32022536174726135,173.60600330985469,173.60600629806243,5.312026023864746,18,146.3050994873047,146.3050994873047
42,42,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000042.jpg,0,1,-186.7760009765625,15.10605525970459,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.348891943693161,0.11164888739585876,0.03498426079750061,1.109706997871399,173.92622867160193,-0.32022272038504324,173.6060059512169,173.60600330985466,5.3120293617248535,18,149.82424926757812,149.82424926757812
43,43,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000043.jpg,0,1,-190.19520568847656,15.40483283996582,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889188408851624,0.11172181367874146,0.03564602881669998,1.109706997871399,173.92622867160193,-0.32022066599220694,173.60600800560974,173.60600595121687,5.312015056610107,18,153.25637817382812,153.25637817382812
44,44,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000044.jpg,0,1,-193.5978240966797,15.702159881591797,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.11005020886659622,0.0347636342048645,1.109706997871399,173.92622867160193,-0.32021989225984004,173.6060087793421,173.6060080056097,5.31199312210083,18,156.67184448242188,156.67184448242188
45,45,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000045.jpg,0,1,-196.71273803710938,15.974347114562988,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.11083532869815826,0.03471001237630844,1.109706997871399,173.92622867160193,-0.3202225603024846,173.60600611129945,173.6060087793421,5.312021732330322,18,159.7985382080078,159.7985382080078
46,46,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000046.jpg,0,1,-199.96063232421875,16.28047752380371,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889188408851624,0.1101778894662857,0.03368530422449112,1.109706997871399,173.92622867160193,-0.3202261087992018,173.60600256280273,173.60600611129945,5.312032222747803,18,163.06082153320312,163.06082153320312
47,47,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000047.jpg,0,1,-203.51315307617188,16.61532211303711,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.11021632701158524,0.03475499898195267,1.109706997871399,173.92622867160193,-0.32022272038504324,173.6060059512169,173.60600256280273,5.312005043029785,18,166.62908935546875,166.62908935546875
48,48,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000048.jpg,0,1,-206.75160217285156,16.920562744140625,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.10986416786909103,0.03451542556285858,1.109706997871399,173.92622867160193,-0.32022159980713255,173.6060070717948,173.60600595121687,5.3120036125183105,18,169.8818817138672,169.8818817138672
49,49,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000049.jpg,0,1,-210.1930389404297,17.253925323486328,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889182448387146,0.11017224192619324,0.034609608352184296,1.109706997871399,173.92622867160193,-0.32022453465404155,173.6060041369479,173.60600707179478,5.312005519866943,18,173.3394317626953,173.3394317626953
50,50,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000050.jpg,0,1,-213.3181915283203,17.556650161743164,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889182448387146,0.11019543558359146,0.034723564982414246,1.109706997871399,173.92622867160193,-0.32022453465404155,173.6060041369479,173.6060041369479,5.312001705169678,18,176.4792022705078,176.4792022705078
51,51,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000051.jpg,0,1,-216.74961853027344,17.889041900634766,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889182448387146,0.1111738532781601,0.03542878478765488,1.109706997871399,173.92622867160193,-0.3202242678497771,173.60600440375217,173.6060041369479,5.312007427215576,18,179.9266815185547,179.9266815185547
52,52,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000052.jpg,0,1,-219.85296630859375,18.18168067932129,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.11122690886259079,0.03490117937326431,1.109706997871399,173.92622867160193,-0.32022477477787953,173.60600389682406,173.60600440375214,5.312023162841797,18,183.04380798339844,183.04380798339844
53,53,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000053.jpg,0,1,-223.26548767089844,18.50347328186035,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.10995035618543625,0.03484300523996353,1.109706997871399,173.92622867160193,-0.3202225603024846,173.60600611129945,173.60600389682403,5.311985969543457,18,186.47146606445312,186.47146606445312
54,54,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000054.jpg,0,1,-226.6659393310547,18.824125289916992,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.111248679459095,0.03514272719621658,1.109706997871399,173.92622867160193,-0.32022482813873243,173.6060038434632,173.60600611129945,5.312014579772949,18,189.8870086669922,189.8870086669922
55,55,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000055.jpg,0,1,-229.90402221679688,19.161306381225586,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.296630859375,-0.22260963916778564,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.34889185428619385,0.11086855828762054,0.03493461012840271,1.109706997871399,173.92622867160193,-0.32022490818001176,173.6060037634219,173.60600384346318,5.312010765075684,18,193.1424560546875,193.1424560546875
