sequence_index,frame_id,image_path,gt_x,gt_y,predicted_current_x,predicted_current_y,candidate_capture,candidate_nearest_gt_m,raw_hardms_x,raw_hardms_y,hardms_x,hardms_y,hardms_support,model_next_step_dx,model_next_step_dy,model_next_step_m,model_velocity_x,model_velocity_y,model_acceleration_x,model_acceleration_y,correction_gate,measurement_x,measurement_y,measurement_variance_x,measurement_variance_y,kf_predict_x,kf_predict_y,final_x,final_y,final_vx,final_vy,final_speed,error_predicted_current_m,error_raw_hardms_m,error_hardms_m,error_measurement_m,error_final_m,state_norm,state_00,state_01,state_02,state_03,state_04,state_05,state_06,state_07,state_08,state_09,state_10,state_11,state_12,state_13,state_14,state_15
10,10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,-77.41057586669922,4.6642866134643555,-30.41115737482306,-3.6007639704429972,0.0,30.681941986083984,-32.565303802490234,-0.2526208460330963,-27.833980560302734,-0.28263363242149353,0.8124532699584961,0.674071192741394,-1.970994234085083,2.0830724239349365,0.5514637753367424,-1.88118115067482,0.24521483480930328,-0.17962635308504105,0.3841751515865326,-29.19696617126465,-1.3461089134216309,25.0,25.0,-30.092988647338345,-1.4234697627918163,-29.705254760568568,-1.3900010214907164,0.9900842558344943,-0.024822387709435352,0.990395367811735,47.72060770494292,45.114017486572266,49.822792053222656,48.586795806884766,48.08796170150909,3.1813571453094482,0.05514637753367424,-0.188118115067482,0.04086913913488388,-0.029937725514173508,-0.7884050607681274,-0.6151564717292786,0.3841751515865326,1.0,1.0,-0.9999820590019226,-0.9980915188789368,-0.9796826839447021,0.9999522566795349,0.990050733089447,0.9992340207099915,0.9989712834358215
11,11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,-80.71418762207031,4.9646830558776855,-29.031183567827174,-3.360995348708057,0.0,38.7188606262207,-27.833980560302734,-0.28263363242149353,-27.833980560302734,-0.28263363242149353,0.8090406656265259,0.5954989194869995,-1.890055775642395,1.981648325920105,0.4670778661966324,-1.8011127412319183,0.25684207677841187,-0.17788604646921158,0.33824095129966736,-29.020416259765625,-1.2361071109771729,25.0,25.0,-28.715170504734076,-1.4148234092001517,-28.847622939235443,-1.3372930021622447,0.9547186421350153,-0.004127379080855732,0.9547275637050627,52.34930590721809,53.13991928100586,53.13991928100586,52.0643424987793,52.24801847185022,3.1750192642211914,0.04670778661966324,-0.18011127412319183,0.04280701279640198,-0.029647674411535263,-0.7794808149337769,-0.6264262199401855,0.33824095129966736,1.0,1.0,-0.9999750852584839,-0.9989773035049438,-0.97139972448349,0.9999135136604309,0.9957368969917297,0.9989895820617676,0.999092161655426
12,12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,-84.01985931396484,5.2652668952941895,-28.252124034649604,-3.2273487666287686,0.0,42.02830123901367,-27.833980560302734,-0.28263363242149353,-27.833980560302734,-0.28263363242149353,0.8089777827262878,0.40110069513320923,-1.8678194284439087,1.9104008674621582,0.28320765122771263,-1.7811758816242218,0.2357860878109932,-0.17328717559576035,0.26445215940475464,-28.74193000793457,-1.0519262552261353,25.0,25.0,-27.892904297100426,-1.3414203812431005,-28.262107475544568,-1.215556750176236,0.8560298691621957,0.029511414885271967,0.8565384174141734,56.41068000799955,56.45912170410156,56.45912170410156,55.637725830078125,56.13312716389983,3.1570870876312256,0.028320765122771263,-0.17811758816242218,0.0392976813018322,-0.028881195932626724,-0.7629601359367371,-0.6464455127716064,0.26445215940475464,1.0,1.0,-0.9999626874923706,-0.9995703101158142,-0.9327056407928467,0.9997391104698181,0.998780369758606,0.9989063143730164,0.9992486834526062
13,13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,-87.32689666748047,5.565974712371826,-27.86100678041136,-3.083376219598338,0.0,45.340553283691406,-27.833980560302734,-0.28263363242149353,-27.833980560302734,-0.28263363242149353,0.808374285697937,0.18361200392246246,-1.7527053356170654,1.7622965574264526,0.08412370458245277,-1.6731823980808258,0.19897661358118057,-0.15904587507247925,0.19213606417179108,-28.48355484008789,-0.8532533645629883,25.0,25.0,-27.40607760638237,-1.1860453352909641,-27.87523720228029,-1.0411589125725338,0.7306261870355444,0.06823693982990264,0.7338057679927625,60.091624471347096,59.77970504760742,59.77970504760742,59.19244384765625,59.81767320703804,3.140470027923584,0.008412370458245277,-0.16731823980808258,0.03316276893019676,-0.026507645845413208,-0.7512903213500977,-0.6599718332290649,0.19213606417179108,1.0,1.0,-0.9999648928642273,-0.9998513460159302,-0.8946959376335144,0.9991909265518188,0.9997303485870361,0.9992367029190063,0.9996684789657593
14,14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,-90.52931213378906,5.903904438018799,-27.691625190907246,-2.793864248189599,0.0,48.55038070678711,-27.833980560302734,-0.28263363242149353,-27.833980560302734,-0.28263363242149353,0.8108383417129517,0.07596629858016968,-1.768631100654602,1.7702618837356567,-0.018050268990918994,-1.6905999183654785,0.18803313374519348,-0.15606247633695602,0.1649014949798584,-28.388172149658203,-0.7761111259460449,25.0,25.0,-27.144611015244745,-0.9729219727426311,-27.686433650220113,-0.8871777262472196,0.5858545808516622,0.09114726706031565,0.5929025334719369,63.43678806852068,62.99982452392578,62.99982452392578,62.499149322509766,63.20875076334309,3.130741596221924,-0.0018050268990918994,-0.16905999183654785,0.031338855624198914,-0.026010412722826004,-0.7468316555023193,-0.6650131344795227,0.1649014949798584,1.0,1.0,-0.9999672174453735,-0.9999011158943176,-0.8649243116378784,0.9990863800048828,0.9998587965965271,0.9994558691978455,0.9997365474700928
15,15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,-93.73101806640625,6.241759300231934,-27.610467352338436,-2.655808882781176,0.0,51.760780334472656,-27.803403854370117,4.475525379180908,-27.803403854370117,4.475525379180908,0.8015182018280029,0.11400061100721359,-1.8525872230529785,1.8560914993286133,0.019069932168349624,-1.772865653038025,0.18986137211322784,-0.159443199634552,0.1962767243385315,-28.462743759155273,3.887824058532715,25.0,25.0,-27.10057906936845,-0.796030459186904,-27.69421727339961,1.2451348719182787,0.42729413832655977,0.6363492891987637,0.7664989879393247,66.71651929097457,65.9512710571289,65.9512710571289,65.31070709228516,66.22556390588807,3.141591787338257,0.0019069932168349624,-0.1772865653038025,0.03164356201887131,-0.026573866605758667,-0.7464973330497742,-0.6653885841369629,0.1962767243385315,1.0,1.0,-0.9999819397926331,-0.9997659921646118,-0.895394504070282,0.9994023442268372,0.9996728897094727,0.9997099041938782,0.9995667338371277
16,16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,-97.24320983886719,6.612377643585205,-27.580216655174645,-0.6074523809370223,0.0,55.283729553222656,-27.803403854370117,4.475525379180908,-27.803403854370117,4.475525379180908,0.8238641023635864,0.091555155813694,-1.920800805091858,1.9229816198349,-0.0061312870820984244,-1.8388313055038452,0.19537288695573807,-0.16393901780247688,0.19918756186962128,-28.47315788269043,3.879822254180908,25.0,25.0,-27.26692313507305,1.8814841611170423,-27.792629010740452,2.7523922395523748,0.2869093577918526,0.8689202403951596,0.9150624917222403,70.03612328573153,69.47267150878906,69.47267150878906,68.8243179321289,69.55776494887908,3.1396493911743164,-0.0006131287082098424,-0.18388313055038452,0.032562147825956345,-0.027323169633746147,-0.7472062706947327,-0.6645921468734741,0.19918756186962128,1.0,1.0,-0.9999777674674988,-0.9997533559799194,-0.8866164684295654,0.999470591545105,0.9996355175971985,0.9996668696403503,0.9995023012161255
17,17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,-100.48795318603516,6.946656227111816,-27.70107385434468,0.8315914251472911,0.0,58.53901672363281,-27.803403854370117,4.475525379180908,-27.803403854370117,4.475525379180908,0.8416075706481934,0.09634877741336823,-1.9518433809280396,1.954219937324524,-0.004164902202319354,-1.8688499927520752,0.20102736353874207,-0.16598685085773468,0.20208129286766052,-28.484310150146484,3.8727707862854004,25.0,25.0,-27.5057196529486,3.6213124799475342,-27.932203149844018,3.7309008505819596,0.17303242768985344,0.8981820852550035,0.9146973703391034,73.04330099590445,72.7265396118164,72.7265396118164,72.06922912597656,72.6269780863553,3.1401939392089844,-0.0004164902202319354,-0.18688499927520752,0.033504560589790344,-0.02766447514295578,-0.7487704157829285,-0.662829577922821,0.20208129286766052,1.0,1.0,-0.9999729990959167,-0.9997621178627014,-0.8872991800308228,0.999506413936615,0.9996212720870972,0.9995818734169006,0.9994881749153137
18,18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,-103.73233032226562,7.28089714050293,-27.835854370276966,1.779057432401017,0.0,61.79463195800781,-27.803403854370117,4.475525379180908,-27.803403854370117,4.475525379180908,0.8514323830604553,0.1269974559545517,-1.9957711696624756,1.9998077154159546,0.021071226801723242,-1.9114328920841217,0.21185244619846344,-0.16867651417851448,0.20950715243816376,-28.513811111450195,3.8557188510894775,25.0,25.0,-27.759170722154163,4.629082935836963,-28.088043903616693,4.292050520805621,0.08522113607026881,0.8081918792845594,0.8126726006053206,76.09563260860928,75.9807357788086,75.9807357788086,75.29646301269531,75.70331083844795,3.146230459213257,0.002107122680172324,-0.19114328920841217,0.03530874103307724,-0.028112752363085747,-0.7535220384597778,-0.6574228405952454,0.20950715243816376,1.0,1.0,-0.9999668002128601,-0.9997487664222717,-0.9059510231018066,0.9996223449707031,0.9995502233505249,0.9994388818740845,0.9994463920593262
19,19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,-107.29228973388672,7.647648811340332,-27.96104645371574,2.2962793716322425,0.0,65.34697723388672,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.8657201528549194,0.1964358240365982,-2.0512852668762207,2.060669422149658,0.08645272813737392,-1.9645439088344574,0.21996621787548065,-0.17348302155733109,0.26370885968208313,-28.667255401611328,8.453789710998535,25.0,25.0,-28.002822767546423,5.100242400090181,-28.292378076671007,6.561695510008071,0.007907483860758499,1.1984122683814395,1.198438356073501,79.51152944861465,79.5352783203125,79.5352783203125,78.62916564941406,79.00737520270219,3.1540186405181885,0.008645272813737392,-0.19645439088344574,0.03666103631258011,-0.028913836926221848,-0.7537146210670471,-0.6572020053863525,0.26370885968208313,1.0,1.0,-0.9999761581420898,-0.9995239973068237,-0.9183661937713623,0.9997211694717407,0.9990819096565247,0.9995511770248413,0.9991670250892639
20,20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,-110.61548614501953,7.9523024559021,-28.095942239595892,4.510410090394948,0.0,68.6623764038086,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.8709133267402649,0.26935485005378723,-2.094062328338623,2.111314535140991,0.15149051323533058,-2.0045487582683563,0.2357286885380745,-0.1790272369980812,0.2952215373516083,-28.7802734375,8.367681503295898,25.0,25.0,-28.284470592810248,7.760107778389511,-28.500536833548868,8.024882691483818,-0.04978483340662747,1.2691103716217127,1.2700864793371858,82.5912934237918,82.85256958007812,82.85256958007812,81.83626556396484,82.11498138778327,3.161846399307251,0.015149051323533058,-0.20045487582683563,0.03928811475634575,-0.029837872833013535,-0.7583333849906921,-0.6518667936325073,0.2952215373516083,1.0,1.0,-0.9999746084213257,-0.9992836117744446,-0.9358462691307068,0.9997924566268921,0.9982994198799133,0.9994704127311707,0.9989085793495178
21,21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,-113.93445587158203,8.25656795501709,-28.2311819760445,5.930820314716421,0.0,71.97555541992188,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.8685036897659302,0.40291404724121094,-2.0740365982055664,2.1128103733062744,0.2754899673163891,-1.9829632341861725,0.2548481896519661,-0.18214664608240128,0.3249843418598175,-28.89884376525879,8.30052375793457,25.0,25.0,-28.550321666955494,9.29399306310553,-28.702204466516584,8.861048164736824,-0.09033989051146693,1.1535074585951077,1.1570396505099416,85.73482523747214,86.16716766357422,86.16716766357422,85.03562927246094,85.23439491132805,3.169339179992676,0.02754899673163891,-0.19829632341861725,0.04247469827532768,-0.03035777434706688,-0.7699621915817261,-0.6380894780158997,0.3249843418598175,1.0,1.0,-0.9999728798866272,-0.9990234375,-0.9531657695770264,0.9998657703399658,0.996921718120575,0.9992653131484985,0.9988275170326233
22,22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,-117.24945068359375,8.560468673706055,-28.29929040437421,6.78701160750945,0.0,75.28650665283203,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.8749754428863525,0.5446667671203613,-1.9938195943832397,2.0668764114379883,0.4123716428875923,-1.9033156335353851,0.2645903080701828,-0.18100807070732117,0.33016976714134216,-28.936065673828125,8.309361457824707,25.0,25.0,-28.79254435702805,10.014555623331931,-28.855089870034867,9.27144502709114,-0.10704063155043207,0.9550840916577205,0.9610636393810601,88.96783780481849,89.47915649414062,89.47915649414062,88.3137435913086,88.39722004120212,3.174370765686035,0.04123716428875923,-0.1903315633535385,0.0440983846783638,-0.030168011784553528,-0.782922089099884,-0.6221197247505188,0.33016976714134216,1.0,1.0,-0.9999703168869019,-0.9988860487937927,-0.9704679846763611,0.9999165534973145,0.99578857421875,0.998986542224884,0.9989556074142456
23,23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,-120.81004333496094,8.859625816345215,-28.310423073112183,7.277625358202094,0.0,78.84459686279297,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.8594350814819336,0.6160088777542114,-1.93231201171875,2.0281262397766113,0.4797003045678139,-1.8420930206775665,0.2726171761751175,-0.1804380901157856,0.31986403465270996,-28.90947723388672,8.350582122802734,25.0,25.0,-28.9621305015853,10.22652911874886,-28.939184525557486,9.409002985227884,-0.10091363719893788,0.7367897600560822,0.7436684158253718,92.51314757393018,93.03797149658203,93.03797149658203,91.90196990966797,91.87250140086005,3.1746881008148193,0.04797003045678139,-0.18420930206775665,0.04543619602918625,-0.0300730150192976,-0.7896745800971985,-0.6135260462760925,0.31986403465270996,1.0,1.0,-0.9999663829803467,-0.9988239407539368,-0.9765293002128601,0.9999310970306396,0.9952677488327026,0.998745858669281,0.9990108013153076
24,24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,-124.06947326660156,9.133479118347168,-28.323175632902114,7.476690919492425,0.0,82.1028823852539,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.8499239087104797,0.6371905207633972,-1.8350534439086914,1.9425326585769653,0.49980372190475464,-1.744590848684311,0.27477360516786575,-0.18092531338334084,0.30285516381263733,-28.850135803222656,8.398961067199707,25.0,25.0,-29.040098162756426,10.145792745283966,-28.957313518444426,9.384532421812533,-0.07880861025251484,0.5335192390237784,0.539308423314938,95.76063104270368,96.29669952392578,96.29669952392578,95.22216796875,95.11249108145651,3.17354679107666,0.049980372190475464,-0.1744590848684311,0.04579560086131096,-0.030154218897223473,-0.7904825210571289,-0.6124846339225769,0.30285516381263733,1.0,1.0,-0.9999721646308899,-0.998618483543396,-0.9804427027702332,0.9999185800552368,0.9948083162307739,0.998946487903595,0.9989556074142456
25,25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,-127.31895446777344,9.40649700164795,-28.32012299395574,7.549478916436552,0.0,85.35218048095703,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.8490047454833984,0.6411948800086975,-1.824053406715393,1.9334688186645508,0.5056280642747879,-1.7338554561138153,0.271133691072464,-0.1803959459066391,0.29558464884757996,-28.826122283935547,8.421390533447266,25.0,25.0,-29.03612212869694,9.918051660836312,-28.94460512746521,9.26581347064687,-0.0543718899046392,0.359359667125112,0.36344968395649146,99.01624689590169,99.54627990722656,99.54627990722656,98.49775695800781,98.37444993485299,3.173478126525879,0.05056280642747879,-0.17338554561138153,0.04518894851207733,-0.03006599098443985,-0.7918718457221985,-0.6106874346733093,0.29558464884757996,1.0,1.0,-0.9999715685844421,-0.9989145994186401,-0.9809987545013428,0.9999223947525024,0.9960174560546875,0.998896598815918,0.9991027116775513
26,26,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,-130.83126831054688,9.741641998291016,-28.30341021765419,7.441760041579736,0.0,88.86544036865234,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.8497530221939087,0.6243417263031006,-1.8026206493377686,1.9076802730560303,0.4895332083106041,-1.7124521732330322,0.26961708068847656,-0.18033692613244057,0.293033242225647,-28.813844680786133,8.424286842346191,25.0,25.0,-28.99897701736985,9.625173137771982,-28.918297118141208,9.10183194664396,-0.032828885716587944,0.21961802520310392,0.22205812917230475,102.55365006732401,103.0596923828125,103.0596923828125,102.02592468261719,101.91497953768275,3.1726739406585693,0.04895332083106041,-0.17124521732330322,0.044936180114746094,-0.03005615435540676,-0.7894552946090698,-0.6138079762458801,0.293033242225647,1.0,1.0,-0.9999728798866272,-0.9988754987716675,-0.9797168970108032,0.9999111294746399,0.9959525465965271,0.9989545941352844,0.9990748763084412
