frame_id,timestamp_ns,elapsed_time_s,dt_seconds,waypoint_from,waypoint_to,waypoint_from_frame,waypoint_to_frame,leg_index,leg_changed,gt_x,gt_y,gt_progress_s,gt_cross_d,prediction_x,prediction_y,prediction_s,prediction_v_mps,prediction_d,prediction_vd_mps,raw_top1_x,raw_top1_y,hardms_x,hardms_y,measurement_s,measurement_d,measurement_var_s,measurement_var_d,final_x,final_y,final_s,final_v_mps,final_d,final_vd_mps,error_m,candidate_capture
10,1782720773639331072,3.384778056,0.338477824,0,1,0,219,0,0,-54.585689544677734,1.3803616762161255,35.978431701660156,0.27858400344848633,-40.555109354230105,1.1339989148047822,22.000898641464428,5.140614432561339,-0.9649554562192881,-0.25643965404684066,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,31.582515716552734,-0.2915820777416229,100.0,36.62989807128906,-42.552352031905784,1.1974121102755508,23.993597406608696,5.734229944986406,-0.8161222049850756,-0.20843077744411298,12.034728174743394,1
11,1782720773977808640,3.723255624,0.338477568,0,1,0,219,0,0,-54.585689544677734,1.3803616762161255,35.978431701660156,0.27858400344848633,-44.474822035127566,1.4734751162018163,25.93450561274047,5.734229944986406,-0.8866713476307082,-0.20843077744411298,-41.96681213378906,9.323718070983887,-70.38533782958984,4.745584964752197,39.248416900634766,-1.0638782978057861,100.0,36.62993621826172,-46.39862189837811,1.7027897742659859,27.87177661589658,6.488999693508867,-0.9105948814673949,-0.22013485089251297,8.193414216521592,1
12,1782720774316286464,4.061733448,0.338477824,0,1,0,219,0,0,-54.585689544677734,1.3803616762161255,35.978431701660156,0.27858400344848633,-48.57470411989653,2.00989545209471,30.068159112092125,6.488999693508867,-0.9851056467840571,-0.22013485089251297,-79.81743621826172,9.563739776611328,-75.11666870117188,4.775583744049072,44.09770965576172,-0.3702552914619446,100.0,36.62993621826172,-50.26067492527357,2.06026402093864,31.749958758359277,7.219061133980517,-0.8563243904554163,-0.18245416713880008,4.378129584242445,1
13,1782720774654764288,4.400211272,0.338477824,0,1,0,219,0,0,-64.62455749511719,2.3488411903381348,46.063392639160156,0.3805994987487793,-52.68382526683267,2.3809035942680756,34.19345086231198,7.219061133980517,-0.9180810799282897,-0.18245416713880008,-79.81743621826172,9.563739776611328,-75.11666870117188,4.775583744049072,48.253875732421875,-0.06018462032079697,100.0,36.62995147705078,-54.12699303154248,2.3777628939982547,35.628140900821975,7.89373954709313,-0.761851642520784,-0.13351059202170837,10.497604304404366,1
14,1782720774993242112,4.738689096,0.338477824,0,1,0,219,0,0,-64.62455749511719,2.3488411903381348,46.063392639160156,0.3805994987487793,-56.778975802576646,2.7061568728355185,38.299996685944805,7.89373954709313,-0.8070420171892436,-0.13351059202170837,-84.5793228149414,4.835577011108398,-79.84799194335938,4.805581092834473,52.9796142578125,-0.7336586713790894,100.0,36.62995147705078,-57.980032012156784,2.819723227869362,39.506323043284674,8.546796584068472,-0.7925467459975614,-0.12959620162201363,6.661189742604526,1
15,1782720775331719936,5.07716692,0.338477824,0,1,0,219,0,0,-64.62455749511719,2.3488411903381348,46.063392639160156,0.3805994987487793,-60.851953191434625,3.1702505688153777,42.399224153230804,8.546796584068472,-0.8364121863212458,-0.12959620162201363,-89.2495346069336,14.381888389587402,-84.5793228149414,4.835577011108398,56.61676788330078,-1.0902663469314575,100.0,36.62995147705078,-61.8265050070419,3.323224674971657,43.38450518574737,9.1366907564563,-0.8851322440301357,-0.14232101929763807,2.962856881651704,1
16,1782720775670197760,5.415644744,0.338477824,0,1,0,219,0,0,-74.64299774169922,3.3395848274230957,56.130401611328125,0.4583091735839844,-64.89650851800947,3.6992174624315175,46.47707239155361,9.1366907564563,-0.9333047529514622,-0.14232101929763807,-89.2495346069336,14.381888389587402,-84.5793228149414,4.835577011108398,60.019073486328125,-1.0078476667404175,100.0,36.62995910644531,-65.67621350809769,3.79640064470894,47.26268732821007,9.66395484566896,-0.9472201501169351,-0.14585155280523648,8.978413010264537,1
17,1782720776008675584,5.754122568,0.338477824,0,1,0,219,0,0,-74.64299774169922,3.3395848274230957,56.130401611328125,0.4583091735839844,-68.92355025371347,4.192515378186736,50.533721735606356,9.66395484566896,-0.9965876663374726,-0.14585155280523648,-89.2495346069336,14.381888389587402,-84.5793228149414,4.835577011108398,62.658470153808594,-0.8169353604316711,100.0,36.62995910644531,-69.53073721636663,4.224445049353185,51.14086947067277,10.109736700994187,-0.9639203434394943,-0.13776668080612714,5.188273825775582,1
18,1782720776347153152,6.092600136,0.338477568,0,1,0,219,0,0,-74.64299774169922,3.3395848274230957,56.130401611328125,0.4583091735839844,-72.92839744732663,4.633846080212678,54.562788562345624,10.109736700994187,-1.0105512745101846,-0.13776668080612714,-89.2495346069336,14.381888389587402,-89.3106460571289,4.86557149887085,64.58489990234375,-0.6937887668609619,100.0,36.62995910644531,-73.3880449304853,4.626368112640993,55.019048679960655,10.4598319831695,-0.9543512546705931,-0.12414538772337821,1.797419756620556,1
19,1782720776685630976,6.43107796,0.338477824,0,1,0,219,0,0,-84.62059020996094,4.3080644607543945,66.15443420410156,0.5538225173950195,-76.90402759416527,5.0437566425824665,58.55946984902947,10.4598319831695,-0.9963717153668384,-0.12414538772337821,-89.2495346069336,14.381888389587402,-89.3106460571289,4.86557149887085,67.0031509399414,-0.04797675460577011,100.0,36.62995910644531,-77.25436303675421,4.943866985700607,58.89723082242335,10.74175274285564,-0.8598785067359607,-0.08496255622744177,7.393615327971634,1
20,1782720777024108800,6.769555784,0.338477824,0,1,0,219,0,0,-84.62059020996094,4.3080644607543945,66.15443420410156,0.5538225173950195,-80.86663812428094,5.358191420047326,62.53307591677116,10.74175274285564,-0.8886364478893028,-0.08496255622744177,-89.2495346069336,14.381888389587402,-89.3106460571289,4.86557149887085,70.52268981933594,-0.154320627450943,100.0,36.62995147705078,-81.12068114302313,5.261365858760223,62.77541296488605,10.99817830275923,-0.7654057588013283,-0.055661442301501995,3.6274160269085916,1
21,1782720777362586624,7.108033608,0.338477824,0,1,0,219,0,0,-84.62059020996094,4.3080644607543945,66.15443420410156,0.5538225173950195,-84.8203129504427,5.675036548861826,66.498052424768,10.99817830275923,-0.7842459226722422,-0.055661442301501995,-89.2495346069336,14.381888389587402,-94.0419692993164,4.895564079284668,74.83821868896484,-0.329446941614151,100.0,36.62995910644531,-84.98301994986892,5.616161571392703,66.65359510734875,11.25686618636318,-0.7084415315230801,-0.03804781812056897,1.3573773857074742,1
22,1782720777701064448,7.446511432,0.338477824,0,1,0,219,0,0,-94.5164794921875,5.254280090332031,76.09485626220703,0.6628074645996094,-88.7703502125182,6.033193386177352,70.46379467916813,11.25686618636318,-0.7213198742084781,-0.03804781812056897,-117.69860076904297,5.045505523681641,-94.0419692993164,4.895564079284668,80.47943115234375,-0.6496633887290955,100.0,36.62987518310547,-88.83919492234753,6.028729147135093,70.53177724981144,11.457714117373602,-0.7095770560101906,-0.035342091897628644,5.729863124763641,1
23,1782720778039542272,7.784989256,0.338477824,0,1,0,219,0,0,-94.5164794921875,5.254280090332031,76.09485626220703,0.6628074645996094,-92.69422125356263,6.4520626101298015,74.40995939227413,11.457714117373602,-0.721539570371308,-0.035342091897628644,-122.4604721069336,0.3173305094242096,-117.66805267333984,9.803664207458496,86.94915771484375,-0.31293877959251404,100.0,36.62994384765625,-92.70121891206149,6.386475551035518,74.40995939227413,11.457714117373602,-0.655580266875276,-0.020237247155127876,2.139401209450203,1
24,1782720778378019840,8.123466824,0.338477568,0,1,0,219,0,0,-94.5164794921875,5.254280090332031,76.09485626220703,0.6628074645996094,-96.55678473156152,6.804724896222847,78.28813860156201,11.457714117373602,-0.6624301210753586,-0.020237247155127876,-122.33829498291016,19.349964141845703,-117.66805267333984,9.803664207458496,91.29829406738281,0.0007052123546600342,100.0,36.62995147705078,-96.56753409412869,6.703974183962083,78.28813860156201,11.457714117373602,-0.5611075903929568,0.0038514271254618607,2.511660396082637,1
25,1782720778716497664,8.461944648,0.338477824,0,1,0,219,0,0,-104.41236877441406,6.233891487121582,86.03882598876953,0.7385845184326172,-100.42396783706043,7.114116377985258,82.1663207440247,11.457714117373602,-0.5598039677202359,0.0038514271254618607,-122.33829498291016,19.349964141845703,-122.39938354492188,9.833647727966309,95.47635650634766,-0.8510820269584656,100.0,36.62995147705078,-100.4191015509968,7.159726690588529,82.1663207440247,11.457714117373602,-0.6056731451630495,-0.006579623614607542,4.099189424946998,1
26,1782720779054975488,8.800422472,0.338477824,0,1,0,219,0,0,-104.41236877441406,6.233891487121582,86.03882598876953,0.7385845184326172,-104.27516072222907,7.5733796384148215,86.0445028864874,11.457714117373602,-0.6079002018468609,-0.006579623614607542,-122.33829498291016,19.349964141845703,-122.39938354492188,9.833647727966309,100.15666961669922,-0.934161365032196,100.0,36.62995910644531,-104.26976391689435,7.623962356972239,86.0445028864874,11.457714117373602,-0.6587700065165117,-0.01813080412655084,1.3973665119057277,1
27,1782720779393453312,9.138900296,0.338477824,0,1,0,219,0,0,-104.41236877441406,6.233891487121582,86.03882598876953,0.7385845184326172,-108.12540829335445,8.041503058000332,89.92268502895008,11.457714117373602,-0.6649068816446368,-0.01813080412655084,-122.33829498291016,19.349964141845703,-127.1307144165039,9.863629341125488,103.9815673828125,-0.8766799569129944,100.0,36.62995910644531,-108.12193485183815,8.074058635559137,89.92268502895008,11.457714117373602,-0.6976472308894903,-0.025561467794794675,4.1409051687963485,1
28,1782720779731931136,9.47737812,0.338477824,0,1,0,219,0,0,-114.4308090209961,7.135579586029053,96.09638977050781,0.9048480987548828,-111.97731239838939,8.494100257288611,93.80086717141278,11.457714117373602,-0.7062992208869185,-0.025561467794794675,-122.33829498291016,19.349964141845703,-131.86204528808594,9.893610000610352,107.71269226074219,-0.5779964327812195,100.0,36.62995147705078,-111.97940179428038,8.474516944985517,93.80086717141278,11.457714117373602,-0.686604761987633,-0.021090726728691687,2.793233008970671,1
29,1782720780070408960,9.815855944,0.338477824,0,1,0,219,0,0,-114.4308090209961,7.135579586029053,96.09638977050781,0.9048480987548828,-115.83493988200055,8.893053860085553,97.67904931387547,11.457714117373602,-0.6937435052773392,-0.021090726728691687,-122.33829498291016,19.349964141845703,-131.86204528808594,9.893610000610352,109.46963500976562,-0.25684359669685364,100.0,36.62995147705078,-115.8420124843403,8.826764373726306,97.67904931387547,11.457714117373602,-0.6270777878363394,-0.0059463296746344076,2.2026350585363184,1
30,1782720780408886784,10.154333768,0.338477824,0,1,0,219,0,0,-114.4308090209961,7.135579586029053,96.09638977050781,0.9048480987548828,-119.69809439671278,9.240204175325658,101.55723145633816,11.457714117373602,-0.6290904885653963,-0.0059463296746344076,-122.33829498291016,19.349964141845703,-131.86204528808594,9.893610000610352,111.83002471923828,0.09408529847860336,100.0,36.62995147705078,-119.70833059060921,9.144263246785918,101.55723145633816,11.457714117373602,-0.532605039901707,0.019025222227884393,5.646861426201574,1
31,1782720780747364352,10.492811336,0.338477568,0,1,0,219,0,0,-124.41860961914062,8.126322746276855,106.1329345703125,0.9793062210083008,-123.56530629671848,9.549298126538428,105.43541066562604,11.457714117373602,-0.5261654289513532,0.019025222227884393,-122.33829498291016,19.349964141845703,-136.59336853027344,9.923588752746582,115.06555938720703,-0.20376893877983093,100.0,36.62995910644531,-123.5704791165258,9.500814760503708,105.43541066562604,11.457714117373602,-0.4774068918412166,0.030127428411316583,1.6151017449805016,1
32,1782720781085842176,10.83128916,0.338477824,0,1,0,219,0,0,-124.41860961914062,8.126322746276855,106.1329345703125,0.9793062210083008,-127.42785641219274,9.902113303609651,109.31359280808873,11.457714117373602,-0.4672094254298384,0.030127428411316583,-127.10016632080078,14.621788024902344,-141.32469177246094,9.953566551208496,119.91803741455078,0.37394657731056213,100.0,36.62995910644531,-127.43679722279471,9.818313633563323,109.31359280808873,11.457714117373602,-0.3829341439065842,0.05904058383417306,3.4600996479164627,1
33,1782720781424320000,11.169766984,0.338477824,0,1,0,219,0,0,-124.41860961914062,8.126322746276855,106.1329345703125,0.9793062210083008,-131.29521276954807,10.209880945090545,113.19177495055142,11.457714117373602,-0.36295021556270374,0.05904058383417306,-160.21946716308594,14.831619262695312,-146.05601501464844,9.983542442321777,123.11473083496094,-0.2689001262187958,100.0,36.62995910644531,-131.29671320262358,10.195817813429288,113.19177495055142,11.457714117373602,-0.34880726751534596,0.062269617334067925,7.182695784876964,1
34,1782720781762797824,11.508244808,0.338477824,0,1,0,219,0,0,-134.4064178466797,9.183857917785645,116.17655944824219,0.9873514175415039,-135.15524470170004,10.586298336873252,117.06995709301411,11.457714117373602,-0.32773038293879797,0.062269617334067925,-160.21946716308594,14.831619262695312,-150.787353515625,10.013516426086426,126.13307189941406,0.23171955347061157,100.0,36.62995147705078,-135.16303130889247,10.513316686488901,117.06995709301411,11.457714117373602,-0.25433451958071357,0.08146468907939136,1.5296811919101292,1
35,1782720782101275648,11.846722632,0.338477824,0,1,0,219,0,0,-134.4064178466797,9.183857917785645,116.17655944824219,0.9873514175415039,-139.022252089502,10.897336770537994,120.9481392354768,11.457714117373602,-0.22676052888828463,0.08146468907939136,-160.21946716308594,14.831619262695312,-150.787353515625,10.013516426086426,130.02989196777344,0.35791483521461487,100.0,36.62995910644531,-139.0293494151614,10.830815559548515,120.9481392354768,11.457714117373602,-0.15986177164608117,0.1015194907844174,4.9075417227595555,1
36,1782720782439753472,12.185200456,0.338477824,0,1,0,219,0,0,-134.4064178466797,9.183857917785645,116.17655944824219,0.9873514175415039,-142.8892903496024,11.208085846946128,124.8263213779395,11.457714117373602,-0.12549967531178352,0.1015194907844174,-169.68212890625,14.891556739807129,-155.48814392089844,14.801648139953613,133.890380859375,-0.16509407758712769,100.0,36.62994384765625,-142.8886615435455,11.213979466936056,124.8263213779395,11.457714117373602,-0.13142674499556253,0.10016141557672877,8.72180323312472,1
37,1782720782778231296,12.52367828,0.338477824,0,1,0,219,0,0,-144.29208374023438,10.052149772644043,126.09855651855469,1.1727352142333984,-146.7485537104605,11.591706838458666,128.7045035204022,11.457714117373602,-0.09752432700239168,0.10016141557672877,-169.68212890625,14.891556739807129,-160.21946716308594,14.831619262695312,138.33364868164062,-0.3336510956287384,100.0,36.62995147705078,-146.74480674997068,11.626826031415593,128.7045035204022,11.457714117373602,-0.13284284164186771,0.09206124858351915,2.914696464887669,1
38,1782720783116708864,12.862155848,0.338477568,0,1,0,219,0,0,-144.29208374023438,10.052149772644043,126.09855651855469,1.1727352142333984,-150.6044051264614,12.007279369025197,132.58268272969008,11.457714117373602,-0.10168217411427471,0.09206124858351915,-169.68212890625,14.891556739807129,-164.9508056640625,14.861588478088379,142.47396850585938,-0.38997676968574524,100.0,36.62995147705078,-150.5998329293596,12.050133269591237,132.58268272969008,11.457714117373602,-0.14477929529119654,0.08216918784206342,6.616618312021873,1
39,1782720783455186688,13.200633672,0.338477824,0,1,0,219,0,0,-144.29208374023438,10.052149772644043,126.09855651855469,1.1727352142333984,-154.45907900802445,12.433916242176492,136.46086487215277,11.457714117373602,-0.11696684739056766,0.08216918784206342,-183.8150634765625,24.49776840209961,-169.68212890625,14.891556739807129,147.3253936767578,-0.9920840859413147,100.0,36.62995147705078,-154.44610570487282,12.555511315812858,136.46086487215277,11.457714117373602,-0.23925204322582894,0.052133431809927966,10.45805818850596,0
40,1782720783793664512,13.539111496,0.338477824,0,1,0,219,0,0,-154.1981964111328,10.909310340881348,136.03970336914062,1.3713579177856445,-158.30427322065245,12.949403350979347,140.33904701461546,11.457714117373602,-0.22160603266915213,0.052133431809927966,-183.8150634765625,24.49776840209961,-169.68212890625,14.891556739807129,150.17279052734375,0.10012838989496231,100.0,36.62995147705078,-158.3093725640276,12.901608658605877,140.33904701461546,11.457714117373602,-0.1735400778406335,0.06317920997844362,4.568481361124149,1
41,1782720784132142336,13.87758932,0.338477824,0,1,0,219,0,0,-154.1981964111328,10.909310340881348,136.03970336914062,1.3713579177856445,-162.16793672593656,13.291783042628694,144.21722915707815,11.457714117373602,-0.15215531632509083,0.06317920997844362,-188.57691955566406,19.769573211669922,-174.4134521484375,14.921524047851562,153.2337646484375,-0.270059198141098,100.0,36.62995147705078,-162.16606827167476,13.309295531999556,144.21722915707815,11.457714117373602,-0.16976719917721333,0.05913021987412913,8.321472880662586,1
42,1782720784470620160,14.216067144,0.338477824,0,1,0,219,0,0,-154.1981964111328,10.909310340881348,136.03970336914062,1.3713579177856445,-166.0244870371953,13.700832674939162,148.09541129954084,11.457714117373602,-0.14975293102157655,0.05913021987412913,-193.30824279785156,19.79953384399414,-179.14479064941406,14.951489448547363,157.24783325195312,0.2544003427028656,100.0,36.62995910644531,-166.03089129296617,13.640807410521655,148.09541129954084,11.457714117373602,-0.08938698859606747,0.07301281893942718,12.143876827768759,0
43,1782720784809097984,14.554544968,0.338477824,0,1,0,219,0,0,-164.03280639648438,11.966845512390137,145.93101501464844,1.363149642944336,-169.8898085728603,14.027672120292234,151.97359344200353,11.457714117373602,-0.06467376851734417,0.07301281893942718,-198.07009887695312,15.071334838867188,-183.87611389160156,14.981452941894531,161.99591064453125,0.07802791148424149,100.0,36.62995147705078,-169.89206978076655,14.00647846292863,151.97359344200353,11.457714117373602,-0.04335982492021888,0.07791559857537506,6.204117179688996,1
44,1782720785147575808,14.893022792,0.338477824,0,1,0,219,0,0,-164.03280639648438,11.966845512390137,145.93101501464844,1.363149642944336,-173.75116311603088,14.391693055881483,155.85177558446622,11.457714117373602,-0.016987122658768432,0.07791559857537506,-202.80142211914062,15.10129165649414,-188.60743713378906,15.011414527893066,165.9474639892578,0.11582855135202408,100.0,36.62995147705078,-173.75326768029436,14.371967574745378,155.85177558446622,11.457714117373602,0.002850311963681171,0.08247945406646309,10.013589751176983,0
45,1782720785486053376,15.23150036,0.338477568,0,1,0,219,0,0,-164.03280639648438,11.966845512390137,145.93101501464844,1.363149642944336,-177.6125219815398,14.755645831582909,159.7299547937541,11.457714117373602,0.03076775698606531,0.08247945406646309,-202.80142211914062,15.10129165649414,-193.33877563476562,15.041375160217285,168.82298278808594,0.5720139741897583,100.0,36.62995147705078,-177.61958286236154,14.689466207671945,159.7299547937541,11.457714117373602,0.09732298844600043,0.10108007560192392,13.856881257486851,0
46,1782720785824531200,15.569978184,0.338477824,0,1,0,219,0,0,-174.08189392089844,12.979852676391602,156.03085327148438,1.4219722747802734,-181.47950801771222,15.066884387986727,163.6081369362168,11.457714117373602,0.1315363524854951,0.10108007560192392,-202.80142211914062,15.10129165649414,-193.33877563476562,15.041375160217285,172.41360473632812,0.9396343231201172,100.0,36.62995147705078,-181.48590096863046,15.00696508073156,163.6081369362168,11.457714117373602,0.19179573638063283,0.12885345237139637,7.676490413118119,1
47,1782720786163009024,15.908456008,0.338477824,0,1,0,219,0,0,-174.08189392089844,12.979852676391602,156.03085327148438,1.4219722747802734,-185.34682344641735,15.375035642043363,167.4863190786795,11.457714117373602,0.2354097725541907,0.12885345237139637,-202.80142211914062,15.10129165649414,-198.07009887695312,15.071334838867188,176.53170776367188,0.21865537762641907,100.0,36.62995910644531,-185.34655794181768,15.37752414099925,167.4863190786795,11.457714117373602,0.23290714993095227,0.1282776023734063,11.517008463849725,0
48,1782720786501486848,16.246933832,0.338477824,0,1,0,219,0,0,-184.13096618652344,13.948331832885742,166.12594604492188,1.5250720977783203,-189.20745974123597,15.745788514767808,171.36450122114218,11.457714117373602,0.2763262736502401,0.1282776023734063,-202.80142211914062,15.10129165649414,-202.80142211914062,15.10129165649414,180.92526245117188,0.04899541288614273,100.0,36.62995910644531,-189.20385718414474,15.77955425581824,171.36450122114218,11.457714117373602,0.24236889253772118,0.12046417939653885,5.393292003590942,1
49,1782720786839964672,16.585411656,0.338477824,0,1,0,219,0,0,-184.13096618652344,13.948331832885742,166.12594604492188,1.5250720977783203,-193.06447840903644,16.15044837467336,175.24268336360487,11.457714117373602,0.28314334584980727,0.12046417939653885,-221.75726318359375,10.4629487991333,-202.77090454101562,19.85944938659668,184.42987060546875,0.31115326285362244,100.0,36.629920959472656,-193.06492229451055,16.146287962611705,175.24268336360487,11.457714117373602,0.28732737065032093,0.1214268688845422,9.200357758676573,0
50,1782720787178442496,16.92388948,0.338477824,0,1,0,219,0,0,-184.13096618652344,13.948331832885742,166.12594604492188,1.5250720977783203,-196.92557808890504,16.516858071367995,179.12086550606756,11.457714117373602,0.3284276730054941,0.1214268688845422,-221.75726318359375,10.4629487991333,-207.5022430419922,19.889406204223633,186.35140991210938,-0.2672049105167389,100.0,36.62993621826172,-196.91613877931366,16.605330030392505,179.12086550606756,11.457714117373602,0.23945358456836535,0.10095606190922154,13.058341305425751,0
51,1782720787516920320,17.262367304,0.338477824,0,1,0,219,0,0,-194.10855102539062,14.861151695251465,176.14407348632812,1.6759300231933594,-200.7760594814198,16.982789949699278,182.99904764853025,11.457714117373602,0.27362497272300795,0.10095606190922154,-221.75726318359375,10.4629487991333,-207.5022430419922,19.889406204223633,188.0930633544922,0.021911300718784332,100.0,36.629920959472656,-200.7720704431648,17.02017806856794,182.99904764853025,11.457714117373602,0.23602465470815742,0.09230559971725688,7.004561792983889,1
52,1782720787855397888,17.600844872,0.338477568,0,1,0,219,0,0,-194.10855102539062,14.861151695251465,176.14407348632812,1.6759300231933594,-204.63167759412636,17.400549165562996,186.87722685781813,11.457714117373602,0.26726802961323604,0.09230559971725688,-221.75726318359375,10.4629487991333,-212.2335662841797,19.919361114501953,190.4819793701172,0.17849591374397278,100.0,36.62993621826172,-204.63027078861853,17.41373475271194,186.87722685781813,11.457714117373602,0.2540076066496096,0.0892550344123626,10.826923249064574,0
53,1782720788193875712,17.939322696,0.338477824,0,1,0,219,0,0,-194.10855102539062,14.861151695251465,176.14407348632812,1.6759300231933594,-208.48977131505262,17.795132858861884,190.75540900028082,11.457714117373602,0.2842184564785512,0.0892550344123626,-221.75726318359375,10.4629487991333,-212.2335662841797,19.919361114501953,193.07015991210938,0.11976096779108047,100.0,36.6298828125,-208.4871651297987,17.819559890601933,190.75540900028082,11.457714117373602,0.2596527872398551,0.08360401426692034,14.679806627261817,0
