sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,gt_x,gt_y,visual_x,visual_y,final_x,final_y,selected_patch_x,selected_patch_y,progress_s_visual_m,progress_s_final_m,selected_patch_progress_s_m,predicted_step_m,visual_step_cap_m,polynomial_step_m,inertia_cap_m,move_gate,candidate_probability_max,candidate_probability_margin,candidate_route_distance_m,route_heading_deg,heading_residual_deg,estimated_heading_deg,search_heading_deg,measurement_variance,forward_candidate_count,error_visual_m,error_final_m
11,11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,0,1,-57.930152893066406,1.7030118703842163,-22.527565002441406,-1.7598400115966797,-21.67241859436035,-1.8510777950286865,-27.772829055786133,9.233684539794922,3.7680842876434326,2.9080848866103564,10.150054931640625,1.0466763973236084,3.0,1.0466773509979248,2.296677350997925,0.3488921523094177,0.09469543397426605,0.011871464550495148,10.375009536743164,173.90999868913076,-0.3202278163464943,173.58977087278427,173.58976689740075,5.312041759490967,18,35.57154083251953,36.43151092529297
12,12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,0,1,-61.281715393066406,2.0263473987579346,-22.71318817138672,-1.7400352954864502,-21.8572940826416,-1.831352949142456,-27.772829055786133,9.233684539794922,3.954761028289795,3.094009443527771,10.150054931640625,1.0466761589050293,3.0,1.0466761589050293,2.2966761589050293,0.3488920331001282,0.09485381096601486,0.01216481626033783,10.375009536743164,173.90999868913076,-0.3202275495422299,173.58977113958852,173.58977087278427,5.31204080581665,18,38.751991271972656,39.61271286010742
13,13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,0,1,-64.62455749511719,2.3488411903381348,-22.89806365966797,-1.7203104496002197,-22.041664123535156,-1.8116822242736816,-27.772829055786133,9.233684539794922,4.140685558319092,3.2794247625701045,10.150054931640625,1.0466762781143188,3.0,1.0466759204864502,2.29667592048645,0.34889209270477295,0.09494345635175705,0.012270689010620117,10.375009536743164,173.90999868913076,-0.3202237075608217,173.58977498156995,173.58977113958855,5.312041759490967,18,41.924434661865234,42.78565979003906
14,14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,0,1,-67.96265411376953,2.678952693939209,-23.08243179321289,-1.7006397247314453,-22.225688934326172,-1.7920479774475098,-27.772829055786133,9.233684539794922,4.326100826263428,3.464495161792801,10.150054931640625,1.0466761589050293,3.0,1.0466763973236084,2.2966763973236084,0.3488920331001282,0.0949871763586998,0.012152358889579773,10.375009536743164,173.90999868913076,-0.3202272026966861,173.58977148643407,173.58977498156995,5.312041759490967,18,45.093406677246094,45.95497512817383
15,15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,0,1,-71.30087280273438,3.009075880050659,-23.26645851135254,-1.6810054779052734,-22.409482955932617,-1.7724385261535645,-27.772829055786133,9.233684539794922,4.511171340942383,3.6493317551817284,10.150054931640625,1.0466762781143188,3.0,1.0466760396957397,2.2966761589050293,0.34889209270477295,0.09478722512722015,0.01243620365858078,10.375009536743164,173.90999868913076,-0.32022960393506616,173.58976908519568,173.58977148643407,5.312043190002441,18,48.26284408569336,49.1246452331543
16,16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,0,1,-74.64299774169922,3.3395848274230957,-23.450252532958984,-1.6613960266113281,-22.59311866760254,-1.7528460025787354,-27.772829055786133,9.233684539794922,4.696008205413818,3.834009607986746,10.150054931640625,1.0466762781143188,3.0,1.0466763973236084,2.2966763973236084,0.34889209270477295,0.09529073536396027,0.012519478797912598,10.375009536743164,173.90999868913076,-0.320234806618223,173.58976388251253,173.5897690851957,5.312052249908447,18,51.43643569946289,52.298404693603516
17,17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,0,1,-77.97047424316406,3.6625680923461914,-23.633888244628906,-1.641803503036499,-22.776647567749023,-1.7332648038864136,-27.772829055786133,9.233684539794922,4.880685806274414,4.018580096302338,10.150054931640625,1.0466761589050293,3.0,1.0466762781143188,2.2966761589050293,0.3488920331001282,0.09546288102865219,0.012170076370239258,10.375009536743164,173.90999868913076,-0.3202368343306328,173.58976185480012,173.58976388251256,5.312046051025391,18,54.59488296508789,55.45695114135742
18,18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,0,1,-81.29307556152344,3.9850776195526123,-23.81741714477539,-1.6222223043441772,-22.96010398864746,-1.7136913537979126,-27.772829055786133,9.233684539794922,5.065256118774414,4.203077252520136,10.150054931640625,1.0466762781143188,3.0,1.0466760396957397,2.2966761589050293,0.34889209270477295,0.0970282182097435,0.012555114924907684,10.375009536743164,173.90999868913076,-0.3202326188232545,173.58976607030752,173.58976185480014,5.312057971954346,18,57.74853515625,58.61067581176758
19,19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,0,1,-84.62059020996094,4.3080644607543945,-24.000873565673828,-1.6026489734649658,-23.143508911132812,-1.6941232681274414,-27.772829055786133,9.233684539794922,5.249753475189209,4.387524835073431,10.150054931640625,1.0466761589050293,3.0,1.0466763973236084,2.2966763973236084,0.3488920331001282,0.09769828617572784,0.01279943436384201,10.375009536743164,173.90999868913076,-0.3202282965941703,173.5897703925366,173.58976607030752,5.312063217163086,18,60.907196044921875,61.76939392089844
20,20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,0,1,-87.91920471191406,4.623467922210693,-24.18427848815918,-1.583080768585205,-23.32688331604004,-1.6745586395263672,-27.772829055786133,9.233684539794922,5.434200286865234,4.571938698089737,10.150054931640625,1.0466759204864502,3.0,1.0466760396957397,2.2966761589050293,0.3488919734954834,0.09775383025407791,0.01275724172592163,10.375009536743164,173.90999868913076,-0.3202301642240215,173.58976852490673,173.5897703925366,5.3120646476745605,18,64.03641510009766,64.89864349365234
21,21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,0,1,-91.22086334228516,4.939162731170654,-24.367652893066406,-1.5635162591934204,-23.510234832763672,-1.654996395111084,-27.772829055786133,9.233684539794922,5.618614196777344,4.75632994683634,10.150054931640625,1.0466759204864502,3.0,1.046675682067871,2.296675682067871,0.3488919734954834,0.09767644107341766,0.012182243168354034,10.375009536743164,173.90999868913076,-0.3202284299963025,173.58977025913447,173.58976852490676,5.3120598793029785,18,67.16871643066406,68.03096771240234
22,22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,0,1,-94.5164794921875,5.254280090332031,-24.551002502441406,-1.5439541339874268,-23.69356918334961,-1.635435938835144,-27.772829055786133,9.233684539794922,5.803005695343018,4.94070595034174,10.150054931640625,1.0466758012771606,3.0,1.0466759204864502,2.29667592048645,0.348891943693161,0.09772856533527374,0.01214369386434555,10.375009536743164,173.90999868913076,-0.3202284033158761,173.5897702858149,173.58977025913447,5.312053680419922,18,70.29497528076172,71.15724182128906
23,23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,0,1,-97.71556854248047,5.570963382720947,-24.734336853027344,-1.5243935585021973,-23.876893997192383,-1.6158764362335205,-27.772829055786133,9.233684539794922,5.987381458282471,5.125071347239459,10.150054931640625,1.0466755628585815,3.0,1.046675682067871,2.296675682067871,0.34889185428619385,0.09763912111520767,0.01201917976140976,10.375009536743164,173.90999868913076,-0.3202367809697799,173.58976190816097,173.5897702858149,5.3120551109313965,18,73.32533264160156,74.18760681152344
24,24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,0,1,-101.2225570678711,5.918126583099365,-24.91766357421875,-1.5048340559005737,-24.060211181640625,-1.5963177680969238,-27.772829055786133,9.233684539794922,6.171747207641602,5.309429724040232,10.150054931640625,1.0466758012771606,3.0,1.0466753244400024,2.296675205230713,0.348891943693161,0.09772320091724396,0.012197263538837433,10.375009536743164,173.90999868913076,-0.32022992410018347,173.58976876503058,173.589761908161,5.312053203582764,18,76.66510009765625,77.52738189697266
25,25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,0,1,-104.41236877441406,6.233891487121582,-25.100980758666992,-1.485275387763977,-24.243526458740234,-1.5767595767974854,-27.772829055786133,9.233684539794922,6.356105804443359,5.493783451204877,10.150054931640625,1.0466761589050293,3.0,1.0466760396957397,2.2966761589050293,0.3488920331001282,0.09788746386766434,0.012235701084136963,10.375009536743164,173.90999868913076,-0.3202178111865773,173.58978087794418,173.58976876503058,5.312047481536865,18,79.68614196777344,80.54842376708984
26,26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,0,1,-107.75296020507812,6.5345540046691895,-25.28429412841797,-1.4657171964645386,-24.426836013793945,-1.557201862335205,-27.772829055786133,9.233684539794922,6.540459632873535,5.678133947290016,10.150054931640625,1.0466759204864502,3.0,1.046676516532898,2.2966766357421875,0.3488919734954834,0.09756680577993393,0.01204315572977066,10.375009536743164,173.90999868913076,-0.32021618368056415,173.5897825054502,173.5897808779442,5.312045097351074,18,82.8558120727539,83.71809387207031
27,27,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,0,1,-111.09230041503906,6.835103988647461,-25.46760368347168,-1.4461593627929688,-24.610143661499023,-1.5376441478729248,-27.772829055786133,9.233684539794922,6.724809646606445,5.862482110641864,10.150054931640625,1.0466759204864502,3.0,1.046675682067871,2.296675682067871,0.3488919734954834,0.097435861825943,0.012392476201057434,10.375009536743164,173.90999868913076,-0.32021767778444504,173.5897810113463,173.58978250545022,5.312044620513916,18,86.02422332763672,86.88651275634766
28,28,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,0,1,-114.4308090209961,7.135579586029053,-25.65091323852539,-1.426601767539978,-24.79344940185547,-1.5180866718292236,-27.772829055786133,9.233684539794922,6.909157752990723,6.046829054212459,10.150054931640625,1.046675682067871,3.0,1.0466759204864502,2.29667592048645,0.34889188408851624,0.09496502578258514,0.011358417570590973,10.375009536743164,173.90999868913076,-0.32021826475382686,173.58978042437693,173.58978101134633,5.312033176422119,18,89.19181823730469,90.05410766601562
29,29,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,0,1,-117.76180267333984,7.465998649597168,-25.834218978881836,-1.4070442914962769,-24.976757049560547,-1.4985291957855225,-27.772829055786133,9.233684539794922,7.093504905700684,6.231175884611554,10.150054931640625,1.0466759204864502,3.0,1.046675443649292,2.296675443649292,0.3488919734954834,0.0925840213894844,0.010458402335643768,10.375009536743164,173.90999868913076,-0.3202187716819293,173.58977991744882,173.58978042437695,5.312000274658203,18,92.35481262207031,93.21710205078125
30,30,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,0,1,-121.08988952636719,7.79612922668457,-26.01752471923828,-1.3874869346618652,-25.160062789916992,-1.4789719581604004,-27.772829055786133,9.233684539794922,7.277851581573486,6.415522056346822,10.150054931640625,1.0466758012771606,3.0,1.0466761589050293,2.2966761589050293,0.348891943693161,0.09190333634614944,0.010178796947002411,10.375009536743164,173.90999868913076,-0.32021767778444504,173.5897810113463,173.58977991744885,5.3119916915893555,18,95.51488494873047,96.37716674804688
31,31,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,0,1,-124.41860961914062,8.126322746276855,-26.20083236694336,-1.367929458618164,-25.343366622924805,-1.4594146013259888,-27.772829055786133,9.233684539794922,7.462198257446289,6.599867317979667,10.150054931640625,1.0466759204864502,3.0,1.046675682067871,2.296675682067871,0.3488919734954834,0.09334934502840042,0.010701879858970642,10.375009536743164,173.90999868913076,-0.32022360083911594,173.58977508829165,173.58978101134633,5.312004566192627,18,98.67559051513672,99.53787994384766
32,32,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,0,1,-127.7506332397461,8.479126930236816,-26.384136199951172,-1.348372220993042,-25.52667236328125,-1.4398573637008667,-27.772829055786133,9.233684539794922,7.646543502807617,6.784212092931673,10.150054931640625,1.0466761589050293,3.0,1.0466760396957397,2.2966761589050293,0.3488920331001282,0.09356021136045456,0.011046633124351501,10.375009536743164,173.90999868913076,-0.3202268024902894,173.58977188664048,173.58977508829165,5.312008380889893,18,101.84178161621094,102.70406341552734
33,33,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,0,1,-131.07872009277344,8.831513404846191,-26.567440032958984,-1.32881498336792,-25.709976196289062,-1.4203001260757446,-27.833980560302734,-0.28263363242149353,7.830888271331787,6.968556778176948,9.20127010345459,1.0466762781143188,2.417057991027832,1.0466763973236084,2.2966763973236084,0.34889209270477295,0.08130546659231186,0.0009093582630157471,0.9059092402458191,173.90999868913076,-0.3202283499550232,173.58977033917574,173.58977188664048,5.312003135681152,18,105.00399780273438,105.86629486083984
34,34,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,0,1,-134.4064178466797,9.183857917785645,-26.75074577331543,-1.3092577457427979,-25.893280029296875,-1.4007428884506226,-27.833980560302734,-0.28263363242149353,8.015233039855957,7.152901580714676,9.20127010345459,1.0466761589050293,2.232713222503662,1.0466763973236084,2.2966763973236084,0.3488920331001282,0.08116871863603592,0.0010009929537773132,0.9059092402458191,173.90999868913076,-0.3202232806739986,173.58977540845677,173.58977033917574,5.31199312210083,18,108.16584014892578,109.02814483642578
35,35,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,0,1,-137.9134521484375,9.491893768310547,-26.93404769897461,-1.2897005081176758,-26.076583862304688,-1.3811856508255005,-27.833980560302734,-0.28263363242149353,8.199577331542969,7.337246467897143,9.20127010345459,1.0466761589050293,2.048368453979492,1.0466760396957397,2.2966761589050293,0.3488920331001282,0.08082131296396255,0.0009906068444252014,0.9059092402458191,173.90999868913076,-0.3202226403437639,173.589776048787,173.58977540845677,5.311981201171875,18,111.50188446044922,112.36418151855469
36,36,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,0,1,-141.10328674316406,9.772066116333008,-27.117355346679688,-1.2701432704925537,-26.2598876953125,-1.361628532409668,-27.833980560302734,-0.28263363242149353,8.383922576904297,7.521590887779294,9.20127010345459,1.0466762781143188,1.8640236854553223,1.0466761589050293,2.2966761589050293,0.34889209270477295,0.08101217448711395,0.0009366422891616821,0.9059092402458191,173.90999868913076,-0.3202238409629539,173.5897748481678,173.589776048787,5.3119940757751465,18,114.51953125,115.38182067871094
37,37,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,0,1,-144.29208374023438,10.052149772644043,-27.3006591796875,-1.2505860328674316,-26.443193435668945,-1.342071294784546,-27.833980560302734,-0.28263363242149353,8.568266868591309,7.705935323778525,9.20127010345459,1.0466761589050293,1.6796793937683105,1.0466763973236084,2.2966763973236084,0.3488920331001282,0.08104567974805832,0.0007781162858009338,0.9059092402458191,173.90999868913076,-0.3202193319708847,173.58977935715987,173.58977484816782,5.311990737915039,18,117.53614044189453,118.3984375
38,38,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,0,1,-147.48928833007812,10.328798294067383,-27.483963012695312,-1.2310287952423096,-26.626497268676758,-1.3225140571594238,-27.833980560302734,-0.28263363242149353,8.75261116027832,7.890279954669203,9.20127010345459,1.0466761589050293,1.4953346252441406,1.0466760396957397,2.2966761589050293,0.3488920331001282,0.08064419031143188,0.0010060369968414307,0.9059092402458191,173.90999868913076,-0.3202232273131457,173.58977546181762,173.5897793571599,5.311981201171875,18,120.56080627441406,121.423095703125
39,39,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,0,1,-150.68637084960938,10.605437278747559,-27.667266845703125,-1.2114715576171875,-26.80980110168457,-1.3029568195343018,-27.833980560302734,-0.28263363242149353,8.936956405639648,8.074623923372712,9.20127010345459,1.0466761589050293,1.310990333557129,1.0466761589050293,2.2966761589050293,0.3488920331001282,0.08128748089075089,0.0006432533264160156,0.9059092402458191,173.90999868913076,-0.32022320063271925,173.58977548849805,173.58977546181762,5.312005519866943,18,123.58535766601562,124.44763946533203
40,40,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,0,1,-154.1981964111328,10.909310340881348,-27.850570678710938,-1.1919143199920654,-26.99310302734375,-1.2833998203277588,-32.50415802001953,9.263697624206543,9.12130069732666,8.25896749443934,14.857866287231445,1.0466763973236084,3.0,1.0466761589050293,2.2966761589050293,0.3488921523094177,0.08169031888246536,0.000368461012840271,9.90290355682373,173.90999868913076,-0.32021621036099057,173.58978247876976,173.58977548849805,5.312023162841797,18,126.92581176757812,127.78810119628906
41,41,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,0,1,-157.47799682617188,11.261993408203125,-27.93008804321289,-1.1834304332733154,-27.15812873840332,-1.2657928466796875,-27.833980560302734,-0.28263363242149353,9.20127010345459,8.4249290267852,9.20127010345459,0.9423027038574219,0.9423027038574219,1.0466766357421875,2.2966766357421875,0.3488920331001282,0.08123533427715302,0.0005961805582046509,0.9059092402458191,173.90999868913076,-0.32021741098018064,173.58978127815058,173.5897824787698,5.312002658843994,18,130.14434814453125,130.92063903808594
42,42,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,0,1,-160.7559356689453,11.614477157592773,-27.93008804321289,-1.1834304332733154,-27.294090270996094,-1.2512868642807007,-27.833980560302734,-0.28263363242149353,9.20127010345459,8.561660690145855,9.20127010345459,0.776341438293457,0.776341438293457,0.8379290103912354,2.0879290103912354,0.34889209270477295,0.08160072565078735,0.0007486268877983093,0.9059092402458191,173.90999868913076,-0.3202207993943392,173.5897778897364,173.58978127815058,5.312009811401367,18,133.44097900390625,134.08055114746094
43,43,/yh/study/new_data/model_dataset_flight/vi/vi_000043.jpg,0,1,-164.03280639648438,11.966845512390137,-27.93008804321289,-1.1834304332733154,-27.406105041503906,-1.2393356561660767,-27.833980560302734,-0.28263363242149353,9.20127010345459,8.674311250280619,9.20127010345459,0.6396093368530273,0.6396093368530273,0.6103801727294922,1.8603801727294922,0.3488920331001282,0.08108588308095932,0.0013339519500732422,0.9059092402458191,173.90999868913076,-0.320222106735235,173.58977658239553,173.58977788973644,5.311981201171875,18,136.73654174804688,137.2634735107422
44,44,/yh/study/new_data/model_dataset_flight/vi/vi_000044.jpg,0,1,-167.38104248046875,12.304368019104004,-27.93008804321289,-1.1834304332733154,-27.498390197753906,-1.2294894456863403,-27.833980560302734,-0.28263363242149353,9.20127010345459,8.767121470572452,9.20127010345459,0.5269584655761719,0.5269584655761719,0.5028772354125977,1.7528772354125977,0.3488920331001282,0.08080059289932251,0.0013414546847343445,0.9059092402458191,173.90999868913076,-0.3202200256619723,173.5897786634688,173.58977658239553,5.311968803405762,18,140.10171508789062,140.5358428955078
45,45,/yh/study/new_data/model_dataset_flight/vi/vi_000045.jpg,0,1,-170.73062133789062,12.642024993896484,-27.93008804321289,-1.1834304332733154,-27.574420928955078,-1.2213773727416992,-27.833980560302734,-0.28263363242149353,9.20127010345459,8.84358548366127,9.20127010345459,0.43414878845214844,0.43414878845214844,0.4143075942993164,1.6643075942993164,0.34889209270477295,0.08095458149909973,0.0013772174715995789,0.9059092402458191,173.90999868913076,-0.3202212262811623,173.5897774628496,173.5897786634688,5.311971187591553,18,143.46824645996094,143.82591247558594
46,46,/yh/study/new_data/model_dataset_flight/vi/vi_000046.jpg,0,1,-174.08189392089844,12.979852676391602,-27.93008804321289,-1.1834304332733154,-27.637065887451172,-1.2146939039230347,-27.833980560302734,-0.28263363242149353,9.20127010345459,8.906582385774874,9.20127010345459,0.3576850891113281,0.3576850891113281,0.341339111328125,1.591339111328125,0.34889209270477295,0.08063056319952011,0.0012397319078445435,0.9059092402458191,173.90999868913076,-0.32021906516662024,173.58977962396415,173.5897774628496,5.311964511871338,18,146.8364715576172,147.13113403320312
47,47,/yh/study/new_data/model_dataset_flight/vi/vi_000047.jpg,0,1,-179.34275817871094,13.486869812011719,-27.93008804321289,-1.1834304332733154,-27.688671112060547,-1.2091877460479736,-27.833980560302734,-0.28263363242149353,9.20127010345459,8.958483943792556,9.20127010345459,0.29468727111816406,0.29468727111816406,0.2812213897705078,1.5312213897705078,0.34889209270477295,0.08057858794927597,0.0009588003158569336,0.9059092402458191,173.90999868913076,-0.3202187450015029,173.58977994412925,173.58977962396415,5.311970233917236,18,152.1217041015625,152.36448669433594
48,48,/yh/study/new_data/model_dataset_flight/vi/vi_000048.jpg,0,1,-184.13096618652344,13.948331832885742,-27.93008804321289,-1.1834304332733154,-27.731191635131836,-1.204651117324829,-27.833980560302734,-0.28263363242149353,9.20127010345459,9.001244407917762,9.20127010345459,0.24278640747070312,0.24278640747070312,0.231689453125,1.481689453125,0.34889209270477295,0.0810534656047821,0.0011486336588859558,0.9059092402458191,173.90999868913076,-0.32022189329182343,173.58977679583893,173.58977994412928,5.311967372894287,18,156.93209838867188,157.1321258544922
49,49,/yh/study/new_data/model_dataset_flight/vi/vi_000049.jpg,0,1,-187.249755859375,14.233661651611328,-27.93008804321289,-1.1834304332733154,-27.766223907470703,-1.200913667678833,-27.833980560302734,-0.28263363242149353,9.20127010345459,9.036473777741337,9.20127010345459,0.2000255584716797,0.2000255584716797,0.1908855438232422,1.4408855438232422,0.34889209270477295,0.08053352683782578,0.0010694563388824463,0.9059092402458191,173.90999868913076,-0.32021906516662024,173.58977962396415,173.58977679583896,5.311957359313965,18,160.06387329101562,160.22866821289062
50,50,/yh/study/new_data/model_dataset_flight/vi/vi_000050.jpg,0,1,-190.67921447753906,14.547411918640137,-27.93008804321289,-1.1834304332733154,-27.795082092285156,-1.1978344917297363,-27.833980560302734,-0.28263363242149353,9.20127010345459,9.065498349421311,9.20127010345459,0.1647958755493164,0.1647958755493164,0.15726470947265625,1.4072647094726562,0.3488920331001282,0.08109796792268753,0.0011442750692367554,0.9059092402458191,173.90999868913076,-0.3202213596832945,173.58977732944746,173.58977962396415,5.311966896057129,18,163.5076141357422,163.6433563232422
