frame_id,image_path,gt_x,gt_y,predicted_current_x,predicted_current_y,search_center_x,search_center_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,global_top1_x,global_top1_y,measurement_anchor_x,measurement_anchor_y,measurement_x,measurement_y,measurement_var_x,measurement_var_y,response_var_parallel,response_var_cross,confidence,global_entropy,global_margin,global_mode_mass,waypoint_pass_probability,route_prior_sigma_m,recovery_distance_m,kalman_nis,kalman_r_scale,v_parallel,v_cross,a_parallel,a_cross,poly_next_step_parallel,poly_next_step_cross,model_next_step_m,waypoint_leg_before_visual,waypoint_leg,target_waypoint,route_progress,route_remaining_m,route_cross_track_m,waypoint_alignment,movement_heading_deg,local_candidate_capture,candidate_capture,route_corridor_capture,final_x,final_y,final_vx,final_vy,final_speed,final_step_m,error_final_m
10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,-77.41057586669922,4.6642866134643555,-63.742882173848635,8.963663130010065,-63.742882173848635,8.963663130010065,-79.75631713867188,19.08005714416504,-75.05554962158203,14.291901588439941,-4.1773552894592285,-0.4327203929424286,-2.5801279544830322,0.8352896571159363,-3.3878753185272217,2.888280153274536,1000000.0,1000000.0,3830.992919921875,4064.7265625,0.02762041985988617,0.7982538342475891,0.0012597842141985893,0.1120128408074379,0.0,87.58546116257037,61.70051193237305,0.0036756844487604097,1.0,-3.570749521255493,-0.2793410122394562,-0.059180114418268204,-0.0588814914226532,-3.600339651107788,-0.3087817430496216,3.6135566234588623,14,14,15,0.9393627031622407,67.80529605005677,-30.154507358030042,-0.9487859379421865,152.8734086901121,1,0,1,-63.678048567714455,8.95713690492086,-3.2392956068741254,1.6595288153121777,3.6396527193628585,3.55433860191618,14.387872311159143
11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,-80.71418762207031,4.9646830558776855,-66.87507713386631,10.641417034070416,-66.87507713386631,10.641417034070416,-79.75631713867188,19.08005714416504,-75.05554962158203,14.291901588439941,-4.1773552894592285,-0.4327203929424286,-2.544736862182617,0.8496290445327759,-3.3509883880615234,2.9011974334716797,1000000.0,1000000.0,3938.36865234375,4183.55908203125,0.027379224076867104,0.8046659827232361,0.0012624021619558334,0.11069471389055252,0.0,94.73531582029517,65.07127380371094,0.004089811657067205,1.0,-3.5994136333465576,-0.29215559363365173,-0.06116525083780289,-0.06493306905031204,-3.6299962997436523,-0.32462212443351746,3.6444826126098633,14,14,15,0.9361949227320975,71.34754316674685,-30.433772097031287,-0.9520169401127963,152.5936414025869,1,0,1,-66.79117102089798,10.63119329098065,-3.2294890644844783,1.6744628582447292,3.6377775469736933,3.5346847373171704,15.03195694249578
12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,-84.01985931396484,5.2652668952941895,-70.02171435120975,12.318155608656003,-70.02171435120975,12.318155608656003,-84.45709228515625,23.86821174621582,-79.78688049316406,14.321898460388184,-4.1773552894592285,-0.4327203929424286,-2.261923313140869,0.8237712383270264,-3.065901279449463,2.8684840202331543,1000000.0,1000000.0,3429.4326171875,3628.285400390625,0.02745252288877964,0.8115715980529785,0.000963711179792881,0.11894039809703827,0.0,101.98495338034043,68.72779846191406,0.004565075847269341,1.0,-3.6017065048217773,-0.2998419404029846,-0.06170625984668732,-0.06920620799064636,-3.6325595378875732,-0.334445059299469,3.647922992706299,14,14,15,0.933016762062588,74.90139758191503,-30.721690177159147,-0.9574330243874379,152.83753151891463,1,0,1,-69.91479670860583,12.303065955368428,-3.2639980188419644,1.674765240819185,3.6685857873110193,3.5429077948537513,15.76335645448262
13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,-87.32689666748047,5.565974712371826,-73.1528018438142,13.983144921911506,-73.1528018438142,13.983144921911506,-89.2495346069336,14.381888389587402,-84.51820373535156,14.35189437866211,-4.1773552894592285,-0.4327203929424286,-2.3173933029174805,0.8613860011100769,-3.1287107467651367,2.9190971851348877,1000000.0,1000000.0,3464.62109375,3656.215576171875,0.027303609997034073,0.8159858584403992,0.0010638125240802765,0.11868677288293839,0.0,109.32840278066787,72.04051971435547,0.005016222774972329,1.0,-3.642120361328125,-0.3039092421531677,-0.06334530562162399,-0.07036501914262772,-3.673793077468872,-0.3390917479991913,3.689409017562866,14,14,15,0.9298559793777174,78.43581974243739,-31.011100423710698,-0.96187609409177,153.01369365008736,1,0,1,-73.01955103012978,13.962090764652174,-3.2712846969519758,1.6658181139043284,3.6710017103134067,3.5202077658627706,16.58899948610457
14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,-90.52931213378906,5.903904438018799,-76.29477029922663,15.660524677942675,-76.29477029922663,15.660524677942675,-89.2495346069336,14.381888389587402,-84.51820373535156,14.35189437866211,-4.1773552894592285,-0.4327203929424286,-2.4060215950012207,0.8226239681243896,-3.221449375152588,2.8875508308410645,1000000.0,1000000.0,5144.978515625,5427.3466796875,0.02608213946223259,0.8099690079689026,0.0008969628252089024,0.09694650024175644,0.0,116.75935935666404,75.36385345458984,0.005490533793367803,1.0,-3.4928879737854004,-0.2566467523574829,-0.060325346887111664,-0.05088115856051445,-3.523050546646118,-0.2820873260498047,3.5343258380889893,14,14,15,0.9266810232083526,81.98609085009798,-31.29595772633539,-0.9651005578947275,153.02440231077637,1,0,1,-76.13110076229927,15.631915693798293,-3.3078161194235447,1.683642331333989,3.7116437032368808,3.5312967915146816,17.376498314984826
15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,-93.73101806640625,6.241759300231934,-79.24866285141465,17.296927869015562,-79.24866285141465,17.296927869015562,-89.2495346069336,14.381888389587402,-89.21897888183594,19.140047073364258,-4.1773552894592285,-0.4327203929424286,-2.4582009315490723,0.80286705493927,-3.2745203971862793,2.882509708404541,1000000.0,1000000.0,5901.40673828125,6230.76416015625,0.025921707972884178,0.8124259114265442,0.000888381153345108,0.09066063910722733,0.0,124.27112143786702,78.54190063476562,0.005964250227187719,1.0,-3.522224187850952,-0.26503148674964905,-0.06171446293592453,-0.05463629215955734,-3.553081512451172,-0.292349636554718,3.5650887489318848,14,14,15,0.9236674180757356,85.35593744371818,-31.513743283921055,-0.9641635180500351,152.1919056209982,1,0,1,-79.0505209426632,17.259334691896242,-3.1418368931240757,1.6570699620863723,3.552044470758281,3.342380406968406,18.354943838411355
16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,-97.24320983886719,6.612377643585205,-82.19890064850951,18.93192605218212,-82.19890064850951,18.93192605218212,-89.2495346069336,14.381888389587402,-89.21897888183594,19.140047073364258,-89.2495346069336,14.381888389587402,-89.84886169433594,15.545289993286133,-90.6252212524414,17.607511520385742,1000000.0,1000000.0,2749.527587890625,3608.344970703125,0.02622406557202339,0.8082541227340698,5.6558288633823395e-05,0.14716506004333496,0.0,131.856547436249,8.366077423095703,7.253809763825832e-05,1.0,-3.0688273906707764,-0.2038903534412384,-0.04822300374507904,-0.03687666356563568,-3.0929388999938965,-0.22232869267463684,3.100919485092163,14,14,15,0.9206572423376077,88.72194925048734,-31.730737834668474,-0.9678371878730401,152.43074595148477,1,1,1,-82.22424727610215,18.92794216075567,-3.190894671180983,1.665979759807936,3.5996246141314376,3.5856365856981802,19.42272807404578
17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,-100.48795318603516,6.946656227111816,-84.94752884588107,20.41099232924757,-84.94752884588107,20.41099232924757,-89.2495346069336,14.381888389587402,-89.21897888183594,19.140047073364258,-4.1773552894592285,-0.4327203929424286,-2.653252601623535,0.8552590012550354,-3.4625556468963623,2.933565616607666,1000000.0,1000000.0,7995.32177734375,8233.3427734375,0.025636624544858932,0.8147173523902893,0.0007500997744500637,0.07949529588222504,0.0,139.5080273162356,84.58590698242188,0.006921368571210017,1.0,-3.410710334777832,-0.23891809582710266,-0.06203024834394455,-0.04485654458403587,-3.441725492477417,-0.26134636998176575,3.451633930206299,14,14,15,0.9178741175545055,91.8340701678726,-31.970106619001058,-0.9665017066971564,151.63500415714213,1,0,1,-84.66720847194719,20.350867209853014,-2.7347731953049284,1.4765278283861465,3.1079122989165957,2.8271496422639757,20.73568989395294
18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,-103.73233032226562,7.28089714050293,-87.70512176086831,21.98942107138165,-87.70512176086831,21.98942107138165,-89.2495346069336,14.381888389587402,-89.21897888183594,19.140047073364258,-89.2495346069336,14.381888389587402,-89.95143127441406,15.680209159851074,-90.71511840820312,17.736038208007812,1000000.0,1000000.0,2999.7734375,3936.71240234375,0.02569628320634365,0.8125677704811096,0.0001538698561489582,0.14096057415008545,0.0,147.2174653038805,6.697168350219727,2.7045331969034845e-05,1.0,-2.8576037883758545,-0.1701696217060089,-0.04483404755592346,-0.02678123116493225,-2.8800208568573,-0.18356023728847504,2.885864734649658,14,14,15,0.9150362618568845,95.00739179926688,-32.13068620209899,-0.9702818093734369,152.00921391021157,1,1,1,-87.71687440255346,21.972813533200014,-3.076875847848302,1.6353692728945073,3.4844795367170285,3.4541528866162596,21.733550920322358
19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,-107.29228973388672,7.647648811340332,-90.24001514220299,23.37351884557872,-90.24001514220299,23.37351884557872,-89.2495346069336,14.381888389587402,-89.21897888183594,19.140047073364258,-4.1773552894592285,-0.4327203929424286,-2.680537700653076,0.8709983825683594,-3.4820311069488525,2.9461874961853027,1000000.0,1000000.0,8598.0439453125,8839.7138671875,0.02524188533425331,0.8184818625450134,0.0007489756681025028,0.07676234841346741,0.0,154.9762722452923,90.40478515625,0.007909259513404262,1.0,-3.297606945037842,-0.22173859179019928,-0.05986560508608818,-0.03987990692257881,-3.3275396823883057,-0.24167855083942413,3.3363046646118164,14,14,15,0.9124598746522083,97.88833646967407,-32.33457075110597,-0.9680624152105698,151.07215621673654,1,0,1,-89.85817564118143,23.283613749803322,-2.526123782939036,1.396097384599041,2.8862413748705267,2.510650951924018,23.418619381900143
20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,-110.61548614501953,7.9523024559021,-92.78936213094231,24.87706142014386,-92.78936213094231,24.87706142014386,-89.2495346069336,14.381888389587402,-93.95030975341797,19.170040130615234,-4.1773552894592285,-0.4327203929424286,-2.666046142578125,0.8571368455886841,-3.470802068710327,2.9378247261047363,1000000.0,1000000.0,9598.5791015625,9889.017578125,0.024431221187114716,0.8188106417655945,0.000529545359313488,0.07259370386600494,0.0,162.77536685523148,93.26933288574219,0.008417431848701569,1.0,-3.2396292686462402,-0.2011769860982895,-0.061508338898420334,-0.03228657692670822,-3.270383358001709,-0.2173202782869339,3.2775959968566895,14,14,15,0.9098149271103582,100.8459460674743,-32.44572744016902,-0.9724239627471992,151.66017833098954,1,0,1,-92.3490228348625,24.76890096887231,-2.941690785517479,1.5865755684206657,3.342269694669747,2.900068596671208,24.828646105008325
21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,-113.93445587158203,8.25656795501709,-95.21894922044399,26.35198609511584,-95.21894922044399,26.35198609511584,-89.2495346069336,14.381888389587402,-93.91975402832031,23.928197860717773,-4.1773552894592285,-0.4327203929424286,-2.7322418689727783,0.8795062899589539,-3.5471904277801514,2.9699344635009766,1000000.0,1000000.0,8716.7998046875,8938.5654296875,0.02468113787472248,0.8245298862457275,0.000797672662883997,0.07641300559043884,0.0,170.6051855368086,95.93038177490234,0.008901288922881702,1.0,-3.384276866912842,-0.2295318841934204,-0.06500107795000076,-0.0423729233443737,-3.4167773723602295,-0.250718355178833,3.4259636402130127,14,14,15,0.9072739416425383,103.68730412414038,-32.51630092055632,-0.9724283588244531,151.23771468709697,0,0,1,-94.71562110568902,26.223605477364607,-2.8766753116444117,1.5790006780735175,3.281539880906691,2.777940348982846,26.30927682563968
22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,-117.24945068359375,8.560468673706055,-97.72679723735473,27.857632768453904,-97.72679723735473,27.857632768453904,-89.2495346069336,14.381888389587402,-93.91975402832031,23.928197860717773,-4.1773552894592285,-0.4327203929424286,-2.7620344161987305,0.9011849164962769,-3.577425718307495,2.9965901374816895,1000000.0,1000000.0,8066.71630859375,8210.357421875,0.024797692894935608,0.8306168913841248,0.000878320075571537,0.07969491183757782,0.0,178.45570066838818,98.716552734375,0.00942450159956845,1.0,-3.390841484069824,-0.23379278182983398,-0.0663718581199646,-0.04462571069598198,-3.424027442932129,-0.2561056315898895,3.433591842651367,14,14,15,0.9046592138996629,106.61112160845744,-32.60327734988529,-0.9758634461547759,151.7022669353224,1,0,1,-97.15414703817949,27.70641858708012,-3.0195733089371726,1.6257186065520595,3.429399941058983,2.853969768896067,27.755875534503105
23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,-120.81004333496094,8.859625816345215,-100.17433461727485,29.339826571009038,-100.17433461727485,29.339826571009038,-89.2495346069336,14.381888389587402,-93.91975402832031,23.928197860717773,-4.1773552894592285,-0.4327203929424286,-2.724602699279785,0.967190682888031,-3.5317254066467285,3.046337842941284,1000000.0,1000000.0,6004.36083984375,6071.044921875,0.025525318458676338,0.8373956680297852,0.0010720225982367992,0.09248247742652893,0.0,180.0,101.49609375,0.009963885667606013,1.0,-3.4140119552612305,-0.2551661729812622,-0.0665489137172699,-0.0545525997877121,-3.447286367416382,-0.28244248032569885,3.4588375091552734,14,14,15,0.9021012070707295,109.47151313939867,-32.677425742710376,-0.9776425167733271,151.79364726311616,0,0,1,-99.52637500885031,29.163536168777085,-3.0271096486424263,1.6235541091576438,3.4350139403307733,2.7840002140307774,29.415018494222895
24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,-124.06947326660156,9.133479118347168,-102.58036063435576,30.787337079786397,-102.58036063435576,30.787337079786397,-112.84508514404297,24.048154830932617,-112.84508514404297,24.048154830932617,-4.1773552894592285,-0.4327203929424286,-2.445378541946411,0.9934368133544922,-3.2263083457946777,3.0037264823913574,1000000.0,1000000.0,4012.066650390625,4088.787109375,0.027439922094345093,0.8396236896514893,0.0012660976499319077,0.11245134472846985,0.0,180.0,104.47339630126953,0.010564858721638537,1.0,-3.414339542388916,-0.2794944643974304,-0.0632176622748375,-0.0658131092786789,-3.445948362350464,-0.31240102648735046,3.460080146789551,14,14,15,0.8995911944139554,112.27823705615447,-32.7583499232887,-0.980604221193922,152.27349740480017,0,0,1,-101.84944756609045,30.582942221726395,-3.060816450860036,1.6087710536113695,3.4578521727791176,2.722384919395377,30.88379849621159
25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,-127.31895446777344,9.40649700164795,-104.91848456021987,32.18080546561919,-104.91848456021987,32.18080546561919,-112.84508514404297,24.048154830932617,-112.81453704833984,28.806312561035156,-4.1773552894592285,-0.4327203929424286,-2.5512232780456543,1.02274489402771,-3.3881101608276367,3.1180758476257324,1000000.0,1000000.0,4784.638671875,4795.56005859375,0.02576075866818428,0.8421147465705872,0.0011273818090558052,0.10412100702524185,0.0,180.0,107.00411987304688,0.01106342097953608,1.0,-3.6999597549438477,-0.2967281937599182,-0.07252310961484909,-0.06791456788778305,-3.7362213134765625,-0.33068546652793884,3.750826835632324,14,14,15,0.8971583885831719,114.99862744608129,-32.84809267457016,-0.9835937148039963,152.8595621520615,0,0,1,-104.10247542855556,31.947224985350964,-3.0747529646619163,1.5761699186371663,3.4552015000740455,2.633894836201178,32.35875950981024
26,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,-130.83126831054688,9.741641998291016,-107.42569926527555,33.68644522643566,-107.42569926527555,33.68644522643566,-112.84508514404297,24.048154830932617,-112.81453704833984,28.806312561035156,-4.1773552894592285,-0.4327203929424286,-2.434732675552368,0.9970237016677856,-3.27022647857666,3.0883703231811523,1000000.0,1000000.0,4540.81982421875,4620.66259765625,0.02565397322177887,0.8435398936271667,0.001095456536859274,0.10602852702140808,0.0,180.0,109.96227264404297,0.011681551761100226,1.0,-3.6668906211853027,-0.2988910973072052,-0.07274429500102997,-0.0702139213681221,-3.7032628059387207,-0.33399805426597595,3.7182939052581787,14,14,15,0.8945441408664027,117.9219081598967,-32.93473293561178,-0.984187875084136,152.7132177496942,0,0,1,-106.51489015217109,33.41887335017295,-3.330405164489433,1.7179774235563239,3.74740510053385,2.825861586914725,33.939615955866024
27,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000027.jpg,-134.03652954101562,10.047489166259766,-109.81216268162413,35.13750802449854,-109.81216268162413,35.13750802449854,-112.84508514404297,24.048154830932617,-112.81453704833984,28.806312561035156,-4.1773552894592285,-0.4327203929424286,-2.610152244567871,1.0310537815093994,-3.457814931869507,3.1393492221832275,1000000.0,1000000.0,5604.22998046875,5617.126953125,0.02506295219063759,0.8447722792625427,0.0010306043550372124,0.0961497351527214,0.0,180.0,112.49676513671875,0.012218217404817157,1.0,-3.7003982067108154,-0.29098424315452576,-0.07390568405389786,-0.06571578234434128,-3.7373509407043457,-0.3238421380519867,3.751354932785034,14,14,15,0.8920471373575912,120.71408510350273,-33.00210353073252,-0.9854770142730944,152.82486872805364,0,0,0,-108.80413904880413,34.83422959926749,-3.3022315595147615,1.6953050267961691,3.7119795805655578,2.691448276037745,35.370270443477594
