sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,search_heading_deg,forward_local_candidate_count,forward_recovery_candidate_count,selected_branch,selected_local_index,selected_recovery_index,endpoint_distance_m,transition_probability,current_leg_visual_top1,next_leg_visual_top1,next_visual_stronger,within_transition_zone,transition_selected,waypoint_switched_after_frame,mission_complete,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,fusion_hold,fusion_local,fusion_recovery,visual_x,visual_y,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
10,10,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.11209731549024582,1.6671650409698486,1.6671650409698486,0,0,0,0,0,-54.585689544677734,1.3803616762161255,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3032028079032898,0.33749526739120483,0.35930192470550537,-18.780746459960938,-2.1595981121063232,14.480860839749857,14.480860839749857,-18.780746459960938,-2.1595981121063232,35.97951126098633,35.97951173380135
11,11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.11826296895742416,1.6553897857666016,1.6553897857666016,0,0,0,0,0,-57.930152893066406,1.7030118703842163,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.30680301785469055,0.3337768614292145,0.35942012071609497,-18.780746459960938,-2.1595981121063232,14.483525540655355,14.483525540655355,-18.780746459960938,-2.1595981121063232,39.33949279785156,39.33949389533774
12,12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.11691413819789886,1.7258894443511963,1.7258894443511963,0,0,0,0,0,-61.281715393066406,2.0263473987579346,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.30773526430130005,0.3328149616718292,0.35944971442222595,-18.780746459960938,-2.1595981121063232,14.484108049297301,14.484108049297301,-18.780746459960938,-2.1595981121063232,42.706607818603516,42.70660955956023
13,13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.11140786856412888,1.6086927652359009,1.6086927652359009,0,0,0,0,0,-64.62455749511719,2.3488411903381348,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.2993500232696533,0.34158506989479065,0.35906487703323364,-18.780746459960938,-2.1595981121063232,14.477318422007604,14.477318422007604,-18.780746459960938,-2.1595981121063232,46.064964294433594,46.06496537685597
14,14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.11271747946739197,1.663840651512146,1.663840651512146,0,0,0,0,0,-67.96265411376953,2.678952693939209,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.29855719208717346,0.34244346618652344,0.3589994013309479,-18.780746459960938,-2.1595981121063232,14.476498792304135,14.476498792304135,-18.780746459960938,-2.1595981121063232,49.41934585571289,49.419344536025974
15,15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.11743511259555817,1.809629201889038,1.809629201889038,0,0,0,0,0,-71.30087280273438,3.009075880050659,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.30530187487602234,0.33532533049583435,0.3593727648258209,-18.780746459960938,-2.1595981121063232,14.482493985110816,14.482493985110816,-18.780746459960938,-2.1595981121063232,52.77384567260742,52.773846381499276
16,16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.11317352205514908,1.8646609783172607,1.8646609783172607,0,0,0,0,0,-74.64299774169922,3.3395848274230957,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.30797311663627625,0.3325592577457428,0.35946759581565857,-18.780746459960938,-2.1595981121063232,14.484243233635729,14.484243233635729,-18.780746459960938,-2.1595981121063232,56.13227081298828,56.13227352661285
17,17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.12080254405736923,1.9841094017028809,1.9785531759262085,0,0,0,0,0,-77.97047424316406,3.6625680923461914,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.32524845004081726,0.31571102142333984,0.3590404987335205,-18.780746459960938,-2.1595981121063232,14.487806287977879,14.487806287977879,-18.780746459960938,-2.1595981121063232,59.47538757324219,59.47538561759778
18,18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.12280204892158508,1.982831597328186,1.982831597328186,0,0,0,0,0,-81.29307556152344,3.9850776195526123,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.32898178696632385,0.31237825751304626,0.3586399555206299,-18.780746459960938,-2.1595981121063232,14.487023758073503,14.487023758073503,-18.780746459960938,-2.1595981121063232,62.8135986328125,62.81359987732988
19,19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.11807340383529663,1.8867141008377075,1.8867141008377075,0,0,0,0,0,-84.62059020996094,4.3080644607543945,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3097217082977295,0.33073151111602783,0.3595467507839203,-18.780746459960938,-2.1595981121063232,14.485178854086852,14.485178854086852,-18.780746459960938,-2.1595981121063232,66.15675354003906,66.15675085870525
20,20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.12216069549322128,1.942016839981079,1.942016839981079,0,0,0,0,0,-87.91920471191406,4.623467922210693,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.30801209807395935,0.3324759900569916,0.3595119118690491,-18.780746459960938,-2.1595981121063232,14.484239537975379,14.484239537975379,-18.780746459960938,-2.1595981121063232,69.47039794921875,69.47039941070564
21,21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.1234525665640831,1.8498424291610718,1.8498424291610718,0,0,0,0,0,-91.22086334228516,4.939162731170654,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.2952935993671417,0.34561750292778015,0.3590888977050781,-18.780746459960938,-2.1595981121063232,14.472662837196316,14.472662837196316,-18.780746459960938,-2.1595981121063232,72.787109375,72.78710695882091
22,22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.13435634970664978,1.8953648805618286,1.8953648805618286,0,0,0,0,0,-94.5164794921875,5.254280090332031,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.30341336131095886,0.3371376395225525,0.3594490587711334,-18.780746459960938,-2.1595981121063232,14.480964269228839,14.480964269228839,-18.780746459960938,-2.1595981121063232,76.09774780273438,76.09774535378354
23,23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.15703994035720825,1.990082025527954,1.990082025527954,0,0,0,0,0,-97.71556854248047,5.570963382720947,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.32379060983657837,0.3177914321422577,0.35841795802116394,-18.780746459960938,-2.1595981121063232,14.488699598912175,14.488699598912175,-18.780746459960938,-2.1595981121063232,79.31246948242188,79.31246886980836
24,24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.13794513046741486,1.9592256546020508,1.9592256546020508,0,0,0,0,0,-101.2225570678711,5.918126583099365,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3152574598789215,0.3254389762878418,0.3593035936355591,-18.780746459960938,-2.1595981121063232,14.487489718449213,14.487489718449213,-18.780746459960938,-2.1595981121063232,82.83659362792969,82.83659681905132
25,25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.15302307903766632,1.8950328826904297,1.8950328826904297,0,0,0,0,0,-104.41236877441406,6.233891487121582,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3250684142112732,0.3165949583053589,0.3583366274833679,-18.780746459960938,-2.1595981121063232,14.488549966325378,14.488549966325378,-18.780746459960938,-2.1595981121063232,86.04199981689453,86.04199793041474
26,26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.1462695151567459,1.874532699584961,1.874532699584961,0,0,0,0,0,-107.75296020507812,6.5345540046691895,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.32742300629615784,0.31431952118873596,0.3582574427127838,-18.780746459960938,-2.1595981121063232,14.488002753664393,14.488002753664393,-18.780746459960938,-2.1595981121063232,89.39598846435547,89.39599040078058
27,27,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.13117890059947968,1.9173390865325928,1.899749517440796,0,0,0,0,0,-111.09230041503906,6.835103988647461,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.32907843589782715,0.3124229907989502,0.35849854350090027,-18.780746459960938,-2.1595981121063232,14.48713838059483,14.48713838059483,-18.780746459960938,-2.1595981121063232,92.74873352050781,92.74873400474318
28,28,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.10662902891635895,2.1036911010742188,2.0515358448028564,0,0,0,0,0,-114.4308090209961,7.135579586029053,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.33205580711364746,0.30928969383239746,0.35865452885627747,-18.780746459960938,-2.1595981121063232,14.485512474619755,14.485512474619755,-18.780746459960938,-2.1595981121063232,96.10064697265625,96.10064930254036
29,29,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.07913872599601746,2.2051289081573486,2.165311098098755,0,0,0,0,0,-117.76180267333984,7.465998649597168,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3339899480342865,0.30780598521232605,0.35820406675338745,-18.780746459960938,-2.1595981121063232,14.484877827812314,14.484877827812314,-18.780746459960938,-2.1595981121063232,99.44798278808594,99.44798440458706
30,30,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06747773289680481,2.2230334281921387,2.185417890548706,0,0,0,0,0,-121.08988952636719,7.79612922668457,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.33705776929855347,0.3052079975605011,0.35773423314094543,-18.780746459960938,-2.1595981121063232,14.483257836162391,14.483257836162391,-18.780746459960938,-2.1595981121063232,102.79239654541016,102.79239885237979
31,31,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06769193708896637,2.2103981971740723,2.1690239906311035,0,0,0,0,0,-124.41860961914062,8.126322746276855,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.33717358112335205,0.3051069676876068,0.35771945118904114,-18.780746459960938,-2.1595981121063232,14.48318509802238,14.48318509802238,-18.780746459960938,-2.1595981121063232,106.137451171875,106.13745003881758
32,32,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06846392154693604,2.177361011505127,2.1350128650665283,0,0,0,0,0,-127.7506332397461,8.479126930236816,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3369276821613312,0.3053337633609772,0.35773852467536926,-18.780746459960938,-2.1595981121063232,14.483354246774514,14.483354246774514,-18.780746459960938,-2.1595981121063232,109.48798370361328,109.48798425090204
33,33,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06820308417081833,2.2058887481689453,2.163550615310669,0,0,0,0,0,-131.07872009277344,8.831513404846191,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.33705076575279236,0.30523285269737244,0.3577163815498352,-18.780746459960938,-2.1595981121063232,14.4832857780387,14.4832857780387,-18.780746459960938,-2.1595981121063232,112.83456420898438,112.83456657608934
34,34,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06661734730005264,2.253260612487793,2.214001178741455,0,0,0,0,0,-134.4064178466797,9.183857917785645,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3376094102859497,0.30474382638931274,0.35764673352241516,-18.780746459960938,-2.1595981121063232,14.48292775091315,14.48292775091315,-18.780746459960938,-2.1595981121063232,116.1807632446289,116.18076380507904
35,35,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06427117437124252,2.2769834995269775,2.241946220397949,0,0,0,0,0,-137.9134521484375,9.491893768310547,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3384708762168884,0.30400413274765015,0.3575250208377838,-18.780746459960938,-2.1595981121063232,14.482367454117977,14.482367454117977,-18.780746459960938,-2.1595981121063232,119.70111846923828,119.70112291744216
36,36,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06469766050577164,2.236288547515869,2.19771409034729,0,0,0,0,0,-141.10328674316406,9.772066116333008,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3382825553417206,0.3041616380214691,0.3575558364391327,-18.780746459960938,-2.1595981121063232,14.48248729631766,14.48248729631766,-18.780746459960938,-2.1595981121063232,122.90308380126953,122.9030856919226
37,37,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06463989615440369,2.2415544986724854,2.2049739360809326,0,0,0,0,0,-144.29208374023438,10.052149772644043,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.33836811780929565,0.3040846884250641,0.35754716396331787,-18.780746459960938,-2.1595981121063232,14.482426108975924,14.482426108975924,-18.780746459960938,-2.1595981121063232,126.10401153564453,126.10401489359197
38,38,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06388422846794128,2.30660080909729,2.2714476585388184,0,0,0,0,0,-147.48928833007812,10.328798294067383,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3387218117713928,0.3037795126438141,0.3574986159801483,-18.780746459960938,-2.1595981121063232,14.482186409886978,14.482186409886978,-18.780746459960938,-2.1595981121063232,129.31298828125,129.3129877279519
39,39,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06771356612443924,2.1773269176483154,2.135378122329712,0,0,0,0,0,-150.68637084960938,10.605437278747559,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3374136686325073,0.30489492416381836,0.35769137740135193,-18.780746459960938,-2.1595981121063232,14.483029148145956,14.483029148145956,-18.780746459960938,-2.1595981121063232,132.5218505859375,132.52184678064506
40,40,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.08032356947660446,2.004854202270508,1.9559870958328247,0,0,0,0,0,-154.1981964111328,10.909310340881348,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.33618780970573425,0.3058663308620453,0.35794588923454285,-18.780746459960938,-2.1595981121063232,14.483660540390792,14.483660540390792,-18.780746459960938,-2.1595981121063232,136.04661560058594,136.04661744942692
41,41,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.0750068873167038,2.195136308670044,2.15458345413208,0,0,0,0,0,-157.47799682617188,11.261993408203125,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.33547282218933105,0.3066174387931824,0.3579097390174866,-18.780746459960938,-2.1595981121063232,14.48422735873924,14.48422735873924,-18.780746459960938,-2.1595981121063232,139.3451385498047,139.34513403088548
42,42,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.07117509096860886,2.198807716369629,2.155089855194092,0,0,0,0,0,-160.7559356689453,11.614477157592773,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.33608323335647583,0.30611371994018555,0.3578031063079834,-18.780746459960938,-2.1595981121063232,14.483915501222466,14.483915501222466,-18.780746459960938,-2.1595981121063232,142.64178466796875,142.64178735721958
43,43,/yh/study/new_data/model_dataset_flight/vi/vi_000043.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06680035591125488,2.323275327682495,2.288512945175171,0,0,0,0,0,-164.03280639648438,11.966845512390137,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3377547264099121,0.3046034574508667,0.3576418459415436,-18.780746459960938,-2.1595981121063232,14.482815671814837,14.482815671814837,-18.780746459960938,-2.1595981121063232,145.9373779296875,145.9373746689979
44,44,/yh/study/new_data/model_dataset_flight/vi/vi_000044.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06290916353464127,2.3512182235717773,2.3189494609832764,0,0,0,0,0,-167.38104248046875,12.304368019104004,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3391376733779907,0.3034355938434601,0.3574267625808716,-18.780746459960938,-2.1595981121063232,14.481917018860846,14.481917018860846,-18.780746459960938,-2.1595981121063232,149.3025665283203,149.3025595682383
45,45,/yh/study/new_data/model_dataset_flight/vi/vi_000045.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06231944262981415,2.3379664421081543,2.3046469688415527,0,0,0,0,0,-170.73062133789062,12.642024993896484,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.33945000171661377,0.3031660318374634,0.3573839068412781,-18.780746459960938,-2.1595981121063232,14.48169522420395,14.48169522420395,-18.780746459960938,-2.1595981121063232,152.66909790039062,152.66909484892693
46,46,/yh/study/new_data/model_dataset_flight/vi/vi_000046.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06239960715174675,2.371340751647949,2.3401787281036377,0,0,0,0,0,-174.08189392089844,12.979852676391602,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3403506875038147,0.3023597002029419,0.357289582490921,-18.780746459960938,-2.1595981121063232,14.480993802679597,14.480993802679597,-18.780746459960938,-2.1595981121063232,156.03733825683594,156.03733326630908
47,47,/yh/study/new_data/model_dataset_flight/vi/vi_000047.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.061997391283512115,2.3345773220062256,2.3025734424591064,0,0,0,0,0,-179.34275817871094,13.486869812011719,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.33979567885398865,0.3028638958930969,0.3573404550552368,-18.780746459960938,-2.1595981121063232,14.48143991133272,14.48143991133272,-18.780746459960938,-2.1595981121063232,161.32257080078125,161.3225699202454
48,48,/yh/study/new_data/model_dataset_flight/vi/vi_000048.jpg,0,1,173.90999868913076,18,18,0,14,0,731.5633544921875,0.06193675473332405,2.3630964756011963,2.331352949142456,0,0,0,0,0,-184.13096618652344,13.948331832885742,-18.780746459960938,-2.1595981121063232,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,0.3398599624633789,0.3028045892715454,0.3573354482650757,-18.780746459960938,-2.1595981121063232,14.481387755449614,14.481387755449614,-18.780746459960938,-2.1595981121063232,166.13296508789062,166.13296051878228
