pair_current_index,pair_next_index,current_frame_id,next_frame_id,current_image_path,next_image_path,is_initial_frame,reference_current_x,reference_current_y,search_center_x,search_center_y,search_center_error_m,final_ms_x,final_ms_y,final_error_m,variance_x,variance_y,ms_candidate_count,reference_next_x,reference_next_y,provisional_next_x,provisional_next_y,provisional_next_error_m,kalman_current_xy_x,kalman_current_xy_y,gru_next_xy_x,gru_next_xy_y,ms_correction_gain_m,ms_improved_search_center
16,17,16,17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,False,-97.24320983886719,6.612377643585205,-28.57101821899414,1.8091435432434082,68.83996629647089,-20.806182861328125,-2.3263354301452637,76.95790852524199,17.364530563354492,47.903167724609375,36,-100.48795318603516,6.946656227111816,-27.76183319091797,1.2442874908447266,72.94933542362494,-22.076093673706055,-0.5649750232696533,-27.76183319091797,1.2442874908447266,-8.1179422287711,False
17,18,17,18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,False,-100.48795318603516,6.946656227111816,-27.76183319091797,1.2442874908447266,72.94933542362494,-20.76079750061035,-1.8186500072479248,80.20754295619628,16.522754669189453,49.00354766845703,36,-103.73233032226562,7.28089714050293,-27.2369327545166,1.3816522359848022,76.72253214989367,-20.8286075592041,-1.7607585191726685,-27.2369327545166,1.3816522359848022,-7.258207532571333,False
18,19,18,19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,False,-103.73233032226562,7.28089714050293,-27.2369327545166,1.3816522359848022,76.72253214989367,-20.552364349365234,-2.3030261993408203,83.73027126336609,15.704264640808105,46.94478225708008,36,-107.29228973388672,7.647648811340332,-26.46741485595703,1.1381886005401611,81.0865800935579,-20.133949279785156,-2.6553027629852295,-26.46741485595703,1.1381886005401611,-7.007739113472425,False
19,20,19,20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,False,-107.29228973388672,7.647648811340332,-26.46741485595703,1.1381886005401611,81.0865800935579,-20.848262786865234,-1.8602180480957031,86.96533405348443,16.818696975708008,45.64927291870117,36,-110.61548614501953,7.9523024559021,-27.318866729736328,2.5759174823760986,83.46994861264795,-20.00465965270996,-2.920213460922241,-27.318866729736328,2.5759174823760986,-5.878753959926527,False
20,21,20,21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,False,-110.61548614501953,7.9523024559021,-27.318866729736328,2.5759174823760986,83.46994861264795,-21.060575485229492,-0.32055577635765076,89.93621187605159,17.901195526123047,40.68117904663086,36,-113.93445587158203,8.25656795501709,-27.394418716430664,3.6710259914398193,86.66144024832906,-20.17371940612793,-2.1869056224823,-27.394418716430664,3.6710259914398193,-6.466263263403633,False
21,22,21,22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,False,-113.93445587158203,8.25656795501709,-27.394418716430664,3.6710259914398193,86.66144024832906,-21.628604888916016,0.07997531443834305,92.66729084657709,21.006908416748047,40.1302604675293,36,-117.24945068359375,8.560468673706055,-27.304485321044922,4.6801323890686035,90.0286276900408,-20.629972457885742,-1.4129785299301147,-27.304485321044922,4.6801323890686035,-6.005850598248031,False
22,23,22,23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,False,-117.24945068359375,8.560468673706055,-27.304485321044922,4.6801323890686035,90.0286276900408,-22.21357536315918,0.05639609694480896,95.41560065477766,22.345561981201172,40.45866012573242,36,-120.81004333496094,8.859625816345215,-27.273962020874023,4.6301164627075195,93.63165734391328,-21.3055419921875,-0.8393909931182861,-27.273962020874023,4.6301164627075195,-5.386972964736856,False
23,24,23,24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,False,-120.81004333496094,8.859625816345215,-27.273962020874023,4.6301164627075195,93.63165734391328,-22.104230880737305,-0.07788925617933273,99.10961904840505,22.10124397277832,38.56039047241211,36,-124.06947326660156,9.133479118347168,-27.372631072998047,4.883543014526367,96.79019189515651,-21.75116539001465,-0.46883833408355713,-27.372631072998047,4.883543014526367,-5.477961704491776,False
24,25,24,25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,False,-124.06947326660156,9.133479118347168,-27.372631072998047,4.883543014526367,96.79019189515651,-22.783714294433594,0.04772714152932167,101.69245724021204,24.582731246948242,40.91123962402344,36,-127.31895446777344,9.40649700164795,-27.490772247314453,5.396289825439453,99.9086969539553,-22.346097946166992,-0.1703978329896927,-27.490772247314453,5.396289825439453,-4.902265345055525,False
25,26,25,26,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,False,-127.31895446777344,9.40649700164795,-27.490772247314453,5.396289825439453,99.9086969539553,-26.90156364440918,-0.011694267392158508,100.85809192401224,41.81486511230469,50.97408676147461,36,-130.83126831054688,9.741641998291016,-27.636646270751953,4.077521800994873,103.3499505347997,-24.167367935180664,-0.0019239207031205297,-27.636646270751953,4.077521800994873,-0.9493949700569431,False
26,27,26,27,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000027.jpg,False,-130.83126831054688,9.741641998291016,-27.636646270751953,4.077521800994873,103.3499505347997,-26.40618896484375,-0.14235851168632507,104.89180455325204,40.83844757080078,50.504093170166016,36,-134.03652954101562,10.047489166259766,-29.299068450927734,4.090672492980957,104.90671770900435,-25.53772735595703,0.04252532124519348,-29.299068450927734,4.090672492980957,-1.5418540184523408,False
27,28,27,28,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000027.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000028.jpg,False,-134.03652954101562,10.047489166259766,-29.299068450927734,4.090672492980957,104.90671770900435,-24.44447898864746,-0.24254442751407623,110.07407658315292,34.10517120361328,46.667152404785156,36,-137.2352752685547,10.352712631225586,-30.078506469726562,4.539624214172363,107.31432847644336,-25.5119686126709,-0.004216096363961697,-30.078506469726562,4.539624214172363,-5.167358874148562,False
28,29,28,29,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000028.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000029.jpg,False,-137.2352752685547,10.352712631225586,-30.078506469726562,4.539624214172363,107.31432847644336,-25.297035217285156,0.009372740983963013,112.41509803340789,37.51189041137695,48.46938705444336,36,-140.4192352294922,10.665609359741211,-29.530776977539062,4.507993698120117,111.05929229079119,-25.795137405395508,0.05430087447166443,-29.530776977539062,4.507993698120117,-5.100769556964522,False
29,30,29,30,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000029.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000030.jpg,False,-140.4192352294922,10.665609359741211,-29.530776977539062,4.507993698120117,111.05929229079119,-24.960813522338867,-0.1773596554994583,115.96644825195054,36.6612663269043,47.753150939941406,36,-143.60858154296875,10.979033470153809,-30.198280334472656,4.841903209686279,113.57623337668738,-25.731727600097656,0.0021922593005001545,-30.198280334472656,4.841903209686279,-4.907155961159347,False
30,31,30,31,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000030.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000031.jpg,False,-143.60858154296875,10.979033470153809,-30.198280334472656,4.841903209686279,113.57623337668738,-27.818735122680664,-0.7499919533729553,116.38238084615574,26.0642147064209,49.83202362060547,36,-147.09031677246094,11.321191787719727,-31.285877227783203,3.2014904022216797,116.0887495360622,-27.03559684753418,-0.28416258096694946,-31.285877227783203,3.2014904022216797,-2.806147469468357,False
31,32,31,32,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000031.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000032.jpg,False,-147.09031677246094,11.321191787719727,-31.285877227783203,3.2014904022216797,116.0887495360622,-28.5064754486084,-0.4912252724170685,119.17072048084314,31.223508834838867,51.783203125,36,-150.38534545898438,11.621426582336426,-31.129894256591797,2.478971481323242,119.60538084367391,-28.054546356201172,-0.3909601867198944,-31.129894256591797,2.478971481323242,-3.0819709447809487,False
32,33,32,33,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000032.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000033.jpg,False,-150.38534545898438,11.621426582336426,-31.129894256591797,2.478971481323242,119.60538084367391,-28.25357437133789,-0.5526711940765381,122.73702850270959,29.508726119995117,51.71529006958008,36,-153.68882751464844,11.922432899475098,-31.032690048217773,2.2433950901031494,123.03744076946329,-28.542024612426758,-0.4901348054409027,-31.032690048217773,2.2433950901031494,-3.1316476590356785,False
33,34,33,34,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000033.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000034.jpg,False,-153.68882751464844,11.922432899475098,-31.032690048217773,2.2433950901031494,123.03744076946329,-27.660036087036133,-0.8356202840805054,126.67290234986739,27.840499877929688,50.464359283447266,36,-156.9862060546875,12.222880363464355,-31.77650260925293,2.2360291481018066,125.60735262750926,-28.458049774169922,-0.6750727891921997,-31.77650260925293,2.2360291481018066,-3.6354615804040975,False
34,35,34,35,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000034.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000035.jpg,False,-156.9862060546875,12.222880363464355,-31.77650260925293,2.2360291481018066,125.60735262750926,-27.475839614868164,-0.9667491912841797,130.1802647991153,24.058738708496094,48.9597282409668,36,-161.97410583496094,12.701958656311035,-30.9953670501709,2.55655837059021,131.37107429191468,-28.171611785888672,-0.8554484844207764,-30.9953670501709,2.55655837059021,-4.572912171606035,False
35,36,35,36,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000035.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000036.jpg,False,-161.97410583496094,12.701958656311035,-30.9953670501709,2.55655837059021,131.37107429191468,-27.296337127685547,-0.9052790999412537,135.36343045049333,24.55096435546875,48.12541198730469,36,-166.95358276367188,13.180227279663086,-31.76631736755371,3.0344133377075195,135.56745282635234,-27.8635196685791,-0.9432961344718933,-31.76631736755371,3.0344133377075195,-3.9923561585786445,False
36,37,36,37,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000036.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000037.jpg,False,-166.95358276367188,13.180227279663086,-31.76631736755371,3.0344133377075195,135.56745282635234,-27.641765594482422,-0.994825005531311,140.03111979224354,27.233043670654297,49.78361129760742,36,-170.4643096923828,13.542064666748047,-30.906312942504883,2.457873821258545,139.99747763277085,-27.805866241455078,-1.0283976793289185,-30.906312942504883,2.457873821258545,-4.463666965891207,False
37,38,37,38,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000037.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000038.jpg,False,-170.4643096923828,13.542064666748047,-30.906312942504883,2.457873821258545,139.99747763277085,-27.15489387512207,-1.028273105621338,144.04819820006594,24.98949432373047,49.059669494628906,36,-173.6732940673828,13.872800827026367,-30.68252944946289,2.45996356010437,143.44550052371326,-27.504671096801758,-1.087573528289795,-30.68252944946289,2.45996356010437,-4.0507205672950874,False
38,39,38,39,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000038.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000039.jpg,False,-173.6732940673828,13.872800827026367,-30.68252944946289,2.45996356010437,143.44550052371326,-26.869522094726562,-1.287389874458313,147.58448037481799,23.06505012512207,47.70542907714844,36,-176.89031982421875,14.204366683959961,-30.84563446044922,2.7026491165161133,146.49689290221716,-27.15192222595215,-1.2264171838760376,-30.84563446044922,2.7026491165161133,-4.138979851104722,False
39,40,39,40,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000039.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000040.jpg,False,-176.89031982421875,14.204366683959961,-30.84563446044922,2.7026491165161133,146.49689290221716,-26.959632873535156,-1.2938191890716553,150.72957458594158,26.527013778686523,48.189048767089844,36,-180.07899475097656,14.495210647583008,-30.7647762298584,2.6442081928253174,149.7837845421022,-26.985271453857422,-1.314744234085083,-30.7647762298584,2.6442081928253174,-4.232681683724422,False
40,41,40,41,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000040.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000041.jpg,False,-180.07899475097656,14.495210647583008,-30.7647762298584,2.6442081928253174,149.7837845421022,-26.547840118408203,-1.151257038116455,154.32636648949284,21.340221405029297,47.24677658081055,36,-183.2713623046875,14.786392211914062,-27.35574722290039,0.6352202892303467,156.5564904215643,-26.682470321655273,-1.3006939888000488,-27.35574722290039,0.6352202892303467,-4.54258194739063,False
41,42,41,42,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000041.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000042.jpg,False,-183.2713623046875,14.786392211914062,-27.35574722290039,0.6352202892303467,156.5564904215643,-24.009008407592773,-2.054259777069092,160.15025734683502,28.64219093322754,53.419921875,36,-186.7760009765625,15.10605525970459,-24.301862716674805,-0.3100700378417969,163.2038679764752,-25.402294158935547,-1.645503282546997,-24.301862716674805,-0.3100700378417969,-3.593766925270728,False
42,43,42,43,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000042.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000043.jpg,False,-186.7760009765625,15.10605525970459,-24.301862716674805,-0.3100700378417969,163.2038679764752,-23.487592697143555,-2.1650800704956055,164.1992582017967,31.169801712036133,54.65785217285156,36,-190.19520568847656,15.40483283996582,-23.278291702270508,-0.052843570709228516,167.63113056558333,-24.269121170043945,-1.9400793313980103,-23.278291702270508,-0.052843570709228516,-0.9953902253215006,False
43,44,43,44,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000043.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000044.jpg,False,-190.19520568847656,15.40483283996582,-23.278291702270508,-0.052843570709228516,167.63113056558333,-25.47119140625,-2.505596399307251,165.6948531390948,35.738548278808594,59.54612350463867,36,-193.5978240966797,15.702159881591797,-23.677785873413086,-0.12521839141845703,170.65557504164153,-24.37555503845215,-2.271152973175049,-23.677785873413086,-0.12521839141845703,1.9362774264885445,True
44,45,44,45,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000044.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000045.jpg,False,-193.5978240966797,15.702159881591797,-23.677785873413086,-0.12521839141845703,170.65557504164153,-24.543941497802734,-2.2703614234924316,170.0065491203694,33.163700103759766,55.801780700683594,36,-196.71273803710938,15.974347114562988,-24.059377670288086,-0.34983372688293457,173.4233598051303,-24.20138168334961,-2.397427558898926,-24.059377670288086,-0.34983372688293457,0.6490259212721128,True
45,46,45,46,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000045.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000046.jpg,False,-196.71273803710938,15.974347114562988,-24.059377670288086,-0.34983372688293457,173.4233598051303,-24.82990264892578,-2.5008561611175537,172.87290775931066,35.23259735107422,58.10919189453125,36,-199.96063232421875,16.28047752380371,-24.092519760131836,-0.13068175315856934,176.63215779033038,-24.268718719482422,-2.55517315864563,-24.092519760131836,-0.13068175315856934,0.5504520458196396,True
46,47,46,47,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000046.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000047.jpg,False,-199.96063232421875,16.28047752380371,-24.092519760131836,-0.13068175315856934,176.63215779033038,-23.751972198486328,-1.854917287826538,177.13944915879011,32.04332733154297,54.652503967285156,36,-203.51315307617188,16.61532211303711,-24.434988021850586,0.35732555389404297,179.8146591669874,-23.88623046875,-2.3646280765533447,-24.434988021850586,0.35732555389404297,-0.5072913684597324,False
47,48,47,48,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000047.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000048.jpg,False,-203.51315307617188,16.61532211303711,-24.434988021850586,0.35732555389404297,179.8146591669874,-24.58934783935547,-2.117669105529785,179.90178720740136,33.1706428527832,56.5114631652832,36,-206.75160217285156,16.920562744140625,-24.527297973632812,0.7085835933685303,182.94404966785467,-24.049922943115234,-2.3179829120635986,-24.527297973632812,0.7085835933685303,-0.08712804041394406,False
48,49,48,49,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000048.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000049.jpg,False,-206.75160217285156,16.920562744140625,-24.527297973632812,0.7085835933685303,182.94404966785467,-25.577417373657227,-2.4671406745910645,182.20858454393777,36.61627197265625,59.64457321166992,36,-210.1930389404297,17.253925323486328,-25.771587371826172,0.8229413032531738,185.15196200565612,-24.619470596313477,-2.4132466316223145,-25.771587371826172,0.8229413032531738,0.7354651239168959,True
49,50,49,50,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000049.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000050.jpg,False,-210.1930389404297,17.253925323486328,-25.771587371826172,0.8229413032531738,185.15196200565612,-26.33503532409668,-2.762770414352417,184.94440678767424,40.378746032714844,62.2344856262207,36,-213.3181915283203,17.556650161743164,-26.086668014526367,0.3726527690887451,188.01843836094142,-25.362533569335938,-2.592599630355835,-26.086668014526367,0.3726527690887451,0.20755521798187715,True
50,51,50,51,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000050.jpg,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000051.jpg,False,-213.3181915283203,17.556650161743164,-26.086668014526367,0.3726527690887451,188.01843836094142,-26.199222564697266,-2.8000452518463135,188.22301558037736,39.77330017089844,62.220947265625,36,-216.74961853027344,17.889041900634766,-26.67074966430664,0.41081857681274414,190.88076037129252,-25.858238220214844,-2.7329788208007812,-26.67074966430664,0.41081857681274414,-0.2045772194359472,False
