City,Variant,Frames,MLE_m,MedLE_m,P90_m,P95_m,P99_m,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,Motion_MHE_deg,Motion_MedHE_deg,Motion_HSR@15_pct
cityc,no_kalman,374,3.6043472458771766,3.405029888178919,6.397433351819369,7.019924918544678,8.608355002095172,75.40106951871658,99.19786096256684,100.0,100.0,33.656468322582974,18.246855473291525,44.11764705882353
cityc,no_ms,374,6.412894781192447,6.245000581023887,11.22029047615548,12.137724003180876,14.367069881461063,33.155080213903744,83.42245989304813,99.46524064171123,100.0,34.83693835790037,18.53928684252036,43.85026737967914
cityc,frames1,374,3.6014229248066623,3.351446133607897,6.343667117059609,7.0000663598878505,8.545001901015805,75.66844919786097,99.46524064171123,100.0,100.0,33.682723010905285,17.659195597316035,42.780748663101605
cityc,frames2,374,3.6231019082402214,3.3259794758596044,6.351918629658033,6.9654805800726605,8.59763179387398,75.1336898395722,99.19786096256684,100.0,100.0,33.62807955543507,17.99149495467811,43.85026737967914
cityc,grid4,374,3.97293900284713,3.659290323372741,7.016036788301417,8.087279014716016,10.194490342049626,69.5187165775401,98.66310160427807,100.0,100.0,33.820573094467036,18.2856523271736,43.85026737967914
cityc,grid5,374,3.610364966673265,3.3732370953110733,6.295838604346301,6.988370075953568,8.56389704367722,74.8663101604278,99.46524064171123,100.0,100.0,33.70025433523453,18.17854979657043,44.11764705882353
cityc,grid7,374,3.596809766418656,3.3670031658546353,6.295404296671279,6.98801036565518,8.563424992141446,75.66844919786097,99.73262032085562,100.0,100.0,33.69729665731436,18.17838358847855,44.11764705882353
cityc,grid8,374,3.5972749069167453,3.3674326218926156,6.295101382520553,6.989307308127845,8.564616619820464,75.66844919786097,99.73262032085562,100.0,100.0,33.69779708998167,18.178927655916194,44.11764705882353
cityd,full,411,4.092471819409034,3.845827446110364,6.929096238093681,8.75632271401588,10.90958485138747,72.26277372262774,97.8102189781022,100.0,100.0,39.07695986067198,22.74163095677423,37.71289537712895
cityd,no_gru,411,4.253591530187866,4.039791137030515,7.076564442050405,8.763150909634087,10.955761236664681,67.63990267639902,97.8102189781022,100.0,100.0,39.16652479888764,23.587686365223647,37.469586374695865
cityd,no_kalman,411,4.11095131646495,3.8372415339506265,6.89938038192109,8.732812875187594,11.206972074221028,72.01946472019465,97.8102189781022,100.0,100.0,38.945626768118885,22.572424966746592,37.71289537712895
cityd,no_ms,411,7.780022040674496,7.7412198144823785,12.77783278662476,14.159213560216749,15.914267961611568,27.25060827250608,68.3698296836983,97.8102189781022,100.0,39.76733803296459,23.925927728215157,37.95620437956204
cityd,frames1,411,3.9874764875461364,3.736926566284328,6.861489737366762,8.363454945076318,11.16939152198666,73.2360097323601,98.29683698296837,100.0,100.0,39.252679168434526,23.725426607487417,37.469586374695865
cityd,frames2,411,3.9631963481138004,3.7549263930861048,6.868679686562612,8.336529352239442,10.946156039098046,73.2360097323601,98.05352798053528,100.0,100.0,39.14937081289249,23.46516050883729,37.71289537712895
cityd,grid4,411,4.701928467599184,4.297127543310551,8.473576917570576,9.89843537961167,11.839158994539732,58.63746958637469,95.37712895377129,100.0,100.0,39.19199227135859,23.00646935415089,37.469586374695865
cityd,grid5,411,4.097275390832456,3.844599572744945,6.92580947457397,8.755892908615124,10.911575601512581,72.01946472019465,97.8102189781022,100.0,100.0,39.07569874127171,22.718423720226408,37.71289537712895
cityd,grid7,411,4.062190736155862,3.82833414956997,6.898925953031521,8.581306500396483,10.910590443998808,72.74939172749392,97.8102189781022,100.0,100.0,39.028032767660655,22.6656207186905,37.71289537712895
cityd,grid8,411,4.062914290801872,3.8284891220547816,6.898636437725059,8.582715789506665,10.908807382362054,72.74939172749392,97.8102189781022,100.0,100.0,39.02831302520962,22.666003499834638,37.71289537712895
