frame_id,leg_index,leg_changed,gt_x,gt_y,prediction_x,prediction_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,measurement_x,measurement_y,measurement_var_x,measurement_var_y,final_x,final_y,vx,vy,ax,ay,accepted_progress_m,cross_track_m,candidate_capture
11,0,0,-54.585689544677734,1.3803616762161255,-234.54119850939875,8.318128447542138,-221.75726318359375,10.4629487991333,-221.75726318359375,10.4629487991333,-229.0464324951172,10.58244800567627,9.894854545593262,9.689652442932129,-230.6201772647459,9.936963678719904,-29.805754717820605,1.7729447088727426,-1.727208465188263,0.6385847949913508,211.92425537109375,10.506267547607422,0
12,0,0,-54.585689544677734,1.3803616762161255,-261.28953621516064,12.029200785088321,-254.90704345703125,5.9144086837768555,-254.8765411376953,10.672566413879395,-258.2110900878906,13.330324172973633,9.896212577819824,9.690701484680176,-259.09320021549644,12.95923151669756,-30.21933670440553,2.969625940271178,-1.356512308559357,0.7965430645947096,240.55722045898438,10.529935836791992,0
13,0,0,-64.62455749511719,2.3488411903381348,-289.9907930741816,16.327128989266093,-288.0263366699219,6.123950958251953,-292.6966552734375,15.670193672180176,-291.8582458496094,17.88534164428711,9.897235870361328,9.691485404968262,-291.3228796688384,17.44070949719672,-32.372338674811154,4.43422651512321,-1.581291642164285,0.9856388332712953,273.08074951171875,9.502281188964844,0
14,0,0,-64.62455749511719,2.3488411903381348,-324.4858641647317,22.36775542895558,-335.1567077636719,34.97210693359375,-325.7550048828125,25.395963668823242,-325.162109375,23.278120040893555,9.897799491882324,9.691911697387695,-324.9681914949232,23.01828315439424,-34.242003978174644,5.810101343249641,-1.6626838101336117,1.0961096444057643,307.12847900390625,7.535337448120117,0
15,0,0,-64.62455749511719,2.3488411903381348,-360.0415373781646,29.376439319846764,-363.5142517089844,39.90972137451172,-358.8438720703125,30.363500595092773,-359.8136901855469,30.353912353515625,9.897929191589355,9.692024230957031,-359.87903125613656,30.074901770469577,-35.80752838954679,7.325203951385289,-1.6352592232363712,1.2147289283045988,342.5918884277344,4.23236083984375,0
16,0,0,-74.64299774169922,3.3395848274230957,-396.50418925730156,38.00747018600716,-396.69451904296875,30.60270118713379,-396.63360595703125,40.119014739990234,-396.05859375,38.075138092041016,9.898445129394531,9.692405700683594,-396.18638489167904,38.05582227601518,-37.252776951669986,8.568938451608066,-1.5816253732514778,1.2229406776918936,379.5422058105469,0.15888214111328125,0
17,0,0,-74.64299774169922,3.3395848274230957,-434.22997452997475,47.23623106646919,-439.15472412109375,49.9043083190918,-434.453857421875,45.11627197265625,-434.7343444824219,46.03620147705078,9.898573875427246,9.692511558532715,-434.589699190627,46.378748255270025,-39.04947398732133,9.27749596079684,-1.6423324478658388,1.0773153466138614,418.61297607421875,-4.031711578369141,0
18,0,0,-74.64299774169922,3.3395848274230957,-474.46033940188124,56.194901889373796,-481.6759338378906,59.689476013183594,-476.9750061035156,54.90145492553711,-474.49432373046875,52.921852111816406,9.899149894714355,9.692935943603516,-474.48457716184697,53.8561710929537,-40.706297491854826,8.951879851066737,-1.6464227261715603,0.6801385092663894,459.076904296875,-7.222927093505859,0
19,0,0,-84.62059020996094,4.3080644607543945,-516.0140860167876,63.14812019865363,-529.019775390625,55.22990798950195,-514.7952880859375,59.898502349853516,-515.6469116210938,59.96200942993164,9.898996353149414,9.69282054901123,-515.7522128407705,60.87149388689312,-42.196155816057505,8.2663560776949,-1.6022307721801494,0.29351435039368756,500.8565979003906,-9.80865478515625,0
20,0,0,-84.62059020996094,4.3080644607543945,-558.7494840429181,69.28460713978485,-562.0479125976562,69.71328735351562,-557.3469848632812,64.92529296875,-558.8097534179688,66.1911392211914,9.899282455444336,9.693035125732422,-558.7924683908093,67.0741988091827,-43.8240853360596,7.233930827687318,-1.6094845271203841,-0.0818648683456798,544.3125,-11.39780044555664,0
21,0,0,-84.62059020996094,4.3080644607543945,-603.4212959904291,74.26719720269718,-599.898681640625,69.95195770263672,-604.6300048828125,69.9817886352539,-603.7691650390625,69.98789978027344,9.899188995361328,9.692962646484375,-603.6693992918181,71.20944908196515,-45.5819013652448,5.317841934619447,-1.6513526615359233,-0.6011410872784373,589.3746337890625,-10.735862731933594,0
22,0,0,-94.5164794921875,5.254280090332031,-650.0769769878308,76.22672047294537,-647.1209716796875,84.52462768554688,-642.4503784179688,74.97850036621094,-644.9661865234375,72.68574523925781,9.899552345275879,9.69322395324707,-646.4319562069841,73.69655711190266,-45.054032947598465,3.1989531622529954,-1.036244575904019,-1.0308215565936356,632.1591186523438,-8.660026550292969,0
23,0,0,-94.5164794921875,5.254280090332031,-692.0041114425345,76.38009949585884,-699.2872314453125,65.81985473632812,-689.794189453125,70.5184097290039,-691.0086669921875,71.36054229736328,9.899518966674805,9.69320297241211,-691.2941543259369,72.79341363057979,-45.66582263666792,0.016623525244056747,-0.9164381974313089,-1.639920333249532,676.6707153320312,-2.9898452758789062,0
24,0,0,-94.5164794921875,5.254280090332031,-737.4181960613205,71.99007698919908,-741.7479248046875,85.12056732177734,-741.7782592773438,80.36241149902344,-738.7677612304688,76.28681182861328,9.900531768798828,9.693946838378906,-738.3806862249497,75.0602090301414,-47.157694362376624,0.218349616802606,-1.078859549900394,-1.1185447846766072,723.7312622070312,-0.2350006103515625,0
25,0,0,-104.41236877441406,6.233891487121582,-786.0778103622766,74.7192862546057,-746.4185791015625,94.66665649414062,-751.1499633789062,94.6964340209961,-749.9276733398438,90.76622772216797,9.898956298828125,9.692792892456055,-760.294445417459,86.18579059811464,-32.821944550358516,5.978020009047633,3.2720106917174077,0.8286836167235672,734.009521484375,-8.966400146484375,0
26,0,0,-104.41236877441406,6.233891487121582,-791.4803846219587,92.57815241552406,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.6016235351562,107.03421020507812,9.897334098815918,9.691585540771484,-761.6105237092366,102.908052493848,-11.691902393991462,13.003203456979481,8.312616811833859,2.582934760084881,734.009521484375,-25.453781127929688,0
27,0,0,-104.41236877441406,6.233891487121582,-769.1461176973112,117.20272333086992,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.5586547851562,107.38838195800781,9.895421028137207,9.690065383911133,-755.1750736938124,110.18950744739962,4.973725545885706,11.379085121634892,10.670382988378309,1.3918854121047701,734.009521484375,-33.37849426269531,0
28,0,0,-114.4308090209961,7.135579586029053,-744.8661566537374,122.2645352750869,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.5038452148438,107.8625717163086,9.892271041870117,9.687541961669922,-748.1742452297224,111.97257363523443,13.666197851645283,6.5969056525746534,10.112075051813386,-0.3560708085843167,734.009521484375,-35.896141052246094,0
29,0,0,-114.4308090209961,7.135579586029053,-729.4520098521704,118.39144388351691,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4629516601562,108.21529388427734,9.88931655883789,9.685206413269043,-743.726342305621,111.11917471737976,15.2431995924005,1.8780785396454744,7.702782136453781,-1.5912579791893453,734.009521484375,-35.520729064941406,0
30,0,0,-114.4308090209961,7.135579586029053,-724.6317516449935,112.20162426743056,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4592895507812,108.24178314208984,9.88841438293457,9.684484481811523,-742.341354548596,109.37183680033723,12.356298337370038,-1.4108885869508567,4.713397416820927,-2.0719295142285183,734.009521484375,-33.930625915527344,0
31,0,0,-124.41860961914062,8.126322746276855,-727.6283575028154,106.92498345627212,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4489135742188,108.2860107421875,9.888673782348633,9.684676170349121,-743.1925987554158,107.89757966074615,7.762661801287276,-2.899306541584157,2.08604507855697,-1.9067176804748898,734.009521484375,-32.37419128417969,0
32,0,0,-124.41860961914062,8.126322746276855,-734.38691441485,104.04491427892455,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4398803710938,108.35271453857422,9.889147758483887,9.68505859375,-745.1237894965403,107.12325022818818,3.428366981150961,-2.9591796539648847,0.27359200264815353,-1.3838118613080606,734.009521484375,-31.398826599121094,0
33,0,0,-124.41860961914062,8.126322746276855,-741.5586265140653,103.47216464356927,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4349365234375,108.38817596435547,9.890678405761719,9.686253547668457,-747.1763599251918,106.98501379835147,0.3427680292973796,-2.235486956507617,-0.6747035684449159,-0.7871038495104744,734.009521484375,-31.04303741455078,0
34,0,0,-134.4064178466797,9.183857917785645,-747.1709436801169,104.35597491708862,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4240112304688,108.45796203613281,9.893763542175293,9.688647270202637,-748.777825062533,107.28699176474169,-1.2927639980532404,-1.264189047624942,-0.9459414310064709,-0.2892431782967443,734.009521484375,-31.172950744628906,0
35,0,0,-134.4064178466797,9.183857917785645,-750.5435597760895,105.87818112796838,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.413818359375,108.53962707519531,9.896757125854492,9.69097900390625,-749.7378586470127,107.77982840990492,-1.7569638548513258,-0.4126246460806242,-0.8099519783444071,0.03374864660054455,734.009521484375,-31.560867309570312,0
36,0,0,-134.4064178466797,9.183857917785645,-751.8997984910361,107.38407808712456,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4185791015625,108.50167083740234,9.899019241333008,9.692727088928223,-750.130278040106,108.18261037368927,-1.508949948517319,0.10014638360223299,-0.5113125770069782,0.16936826081727321,734.009521484375,-31.91962432861328,0
37,0,0,-144.29208374023438,10.052149772644043,-751.8948842771267,108.36744088770014,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4086303710938,108.57490539550781,9.900775909423828,9.694063186645508,-750.1217856912576,108.51567584105828,-0.9602018195822564,0.3584346693231642,-0.2120909365197463,0.19454247105402794,734.009521484375,-32.25170135498047,0
38,0,0,-144.29208374023438,10.052149772644043,-751.1880329790997,108.97138174590846,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4097900390625,108.57561492919922,9.902181625366211,9.69512939453125,-749.9198660172661,108.68860436778134,-0.4141306962658201,0.3833543784631218,0.0019087510966818433,0.1465214181819883,734.009521484375,-32.44512176513672,0
39,0,0,-144.29208374023438,10.052149772644043,-750.3330423379837,109.14521945533545,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4283447265625,108.42070007324219,9.902719497680664,9.695536613464355,-749.6878410665463,108.62754076579554,-0.026502123337573624,0.21935338772053553,0.11077994310005185,0.05861255875540042,734.009521484375,-32.409088134765625,0
40,0,0,-154.1981964111328,10.909310340881348,-749.6589532183339,108.87620043289378,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4473876953125,108.25553131103516,9.902464866638184,9.695332527160645,-749.5080680744937,108.43271624663616,0.17448054761967124,0.011949740981112456,0.13623970585404532,-0.016695742203225672,734.009521484375,-32.2344970703125,0
41,0,0,-154.1981964111328,10.909310340881348,-749.2654676739471,108.43631811651565,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.423095703125,108.46670532226562,9.901861190795898,9.694868087768555,-749.3778874166096,108.4580308550134,0.2435126691738329,0.008278064743929437,0.11727041058910527,-0.013008683928401963,734.009521484375,-32.27351379394531,0
42,0,0,-154.1981964111328,10.909310340881348,-749.0757395421413,108.45980457779314,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4273681640625,108.41661071777344,9.901405334472656,9.69451904296875,-749.3265211467195,108.42894090338572,0.2108570098184159,-0.02324393270678279,0.0749537801591313,-0.018249734979718157,734.009521484375,-32.250038146972656,0
43,0,0,-164.03280639648438,11.966845512390137,-749.0781872468216,108.39657210318909,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.416748046875,108.50779724121094,9.901223182678223,9.69438362121582,-749.3196485073556,108.47604663706102,0.14145515694861843,0.006178867372021592,0.034209287476227444,-0.004753784393665665,734.009521484375,-32.29761505126953,0
44,0,0,-164.03280639648438,11.966845512390137,-749.1610887066689,108.47984861223621,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4055786132812,108.59540557861328,9.901275634765625,9.694426536560059,-749.3354578914838,108.5624181036087,0.07141878948122565,0.05095428701740692,0.004785829181376083,0.0092677979796999,734.009521484375,-32.381813049316406,0
45,0,0,-164.03280639648438,11.966845512390137,-749.2616461874119,108.61800628961596,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.415283203125,108.52301025390625,9.901416778564453,9.694535255432129,-749.3712190667705,108.55012849387812,0.010697147387737554,0.019505713121228445,-0.013703728984972359,-0.002258894416061778,734.009521484375,-32.36579132080078,0
46,0,0,-174.08189392089844,12.979852676391602,-749.3673737838752,108.56850475979132,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4052124023438,108.59994506835938,9.901589393615723,9.69466781616211,-749.3943599478844,108.59096984210417,-0.01914004161761754,0.030722423144412224,-0.018257413526587954,0.0015560100983264048,734.009521484375,-32.40394592285156,0
47,0,0,-174.08189392089844,12.979852676391602,-749.4226286962652,108.62247027029774,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.404052734375,108.60640716552734,9.90174388885498,9.694786071777344,-749.4093805095381,108.61099269571547,-0.02947716056992066,0.02539366669253649,-0.016021905133881104,-0.0003930457265043539,734.009521484375,-32.42225646972656,0
48,0,0,-184.13096618652344,13.948331832885742,-749.446868622675,108.63618983954476,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.3961791992188,108.65718078613281,9.901863098144531,9.694877624511719,-749.4107174668997,108.65118849828674,-0.023886521894641383,0.03399747324510152,-0.009921758730330141,0.0021539321687167774,734.009521484375,-32.46208190917969,0
49,0,0,-184.13096618652344,13.948331832885742,-749.4395648681594,108.6862629376162,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.392333984375,108.68594360351562,9.901918411254883,9.694921493530273,-749.4058802801719,108.68603476372958,-0.013670385400721956,0.03601453693797495,-0.004237840801472971,0.002115185220434742,734.009521484375,-32.49723815917969,0
50,0,0,-184.13096618652344,13.948331832885742,-749.4216695859734,108.72310689327777,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.3990478515625,108.64645385742188,9.90192699432373,9.694927215576172,-749.4055359766822,108.66833592879597,-0.008262965587612095,0.005275775112489715,-0.0015154704145422609,-0.007185634874772178,734.009521484375,-32.47967529296875,0
51,0,0,-194.10855102539062,14.861151695251465,-749.4145566774771,108.67001888647108,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4024047851562,108.62372589111328,9.901931762695312,9.694931983947754,-749.405890058893,108.63694110327157,-0.004597215192187658,-0.021751316391480372,-5.307406895508531e-05,-0.01280266880865968,734.009521484375,-32.44842529296875,0
52,0,0,-194.10855102539062,14.861151695251465,-749.4105138111197,108.60878845247575,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4027709960938,108.61434936523438,9.901900291442871,9.694904327392578,-749.4049916995901,108.61276190156057,-0.0013489689764761507,-0.032170541719169714,0.000878721143341887,-0.012127926082798234,734.009521484375,-32.42448425292969,0
53,0,0,-194.10855102539062,14.861151695251465,-749.4059013079949,108.57452739680001,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4097290039062,108.56424713134766,9.901885986328125,9.694893836975098,-749.4086311890827,108.56718182044192,-0.0021022715142718115,-0.04870465851845796,0.0004180836459996676,-0.013375300041652046,734.009521484375,-32.37877655029297,0
54,0,0,-203.94317626953125,15.796236038208008,-749.4105244187739,108.51178951190263,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4176635742188,108.5176010131836,9.901857376098633,9.694870948791504,-749.415616008541,108.51594201635598,-0.0047281294250484844,-0.05958910804344593,-0.00044106670675760485,-0.012670150751320037,734.009521484375,-32.32708740234375,0
55,0,0,-203.94317626953125,15.796236038208008,-749.4205646713194,108.45001783293688,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4109497070312,108.54922485351562,9.901856422424316,9.694869995117188,-749.4137073571054,108.5209044126883,-0.0010696369655331132,-0.029738427762352845,0.0007160312653514465,-0.0006326800725372783,734.009521484375,-32.33221435546875,0
56,0,0,-203.94317626953125,15.796236038208008,-749.4144189784383,108.49084964488968,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4135131835938,108.5516357421875,9.901844024658203,9.694859504699707,-749.4137729727419,108.5342832607636,3.2600737177629086e-05,-0.0043177473001835415,0.0008250377957196021,0.006742918593830022,734.009521484375,-32.34551239013672,0
57,0,0,-213.8697052001953,16.76471519470215,-749.4133278531068,108.53333697276034,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4100952148438,108.56473541259766,9.901846885681152,9.694862365722656,-749.4110223618572,108.5557721586807,0.002235947859468071,0.015882767263791286,0.001214064819229604,0.010552708894749846,734.009521484375,-32.36717224121094,0
58,0,0,-213.8697052001953,16.76471519470215,-749.4081793815882,108.57693128039186,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4078979492188,108.59939575195312,9.901848793029785,9.694865226745605,-749.4079786663276,108.59298286008986,0.0035700078036268873,0.03606390850501679,0.0012479333766111079,0.013278478752267496,734.009521484375,-32.40448760986328,0
59,0,0,-213.8697052001953,16.76471519470215,-749.4037846918357,108.635686007971,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4146118164062,108.54142761230469,9.901862144470215,9.694877624511719,-749.4115065055535,108.56833540714567,0.00020155107039578415,0.008942584375431405,-5.5040185421785254e-05,0.0018414596723361487,734.009521484375,-32.379615783691406,0
60,0,0,-223.8677215576172,17.811119079589844,-749.4113324745757,108.57819872135727,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4194946289062,108.50887298583984,9.901859283447266,9.69487476348877,-749.4171536557728,108.52866327938487,-0.0033336090240394457,-0.01892945008726445,-0.0010373020023313924,-0.006570308151707159,734.009521484375,-32.339561462402344,0
61,0,0,-223.8677215576172,17.811119079589844,-749.421005915798,108.50644867522175,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4275512695312,108.4595718383789,9.901854515075684,9.694870948791504,-749.4256740086239,108.47295368241713,-0.007161671482096182,-0.04559149881013981,-0.0018249925230834638,-0.01225819722579102,734.009521484375,-32.28326416015625,0
62,0,0,-223.8677215576172,17.811119079589844,-749.4337481763675,108.42123308499409,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4172973632812,108.52584838867188,9.90184497833252,9.694863319396973,-749.4220155885818,108.49598406281933,-0.0019724836174413304,-0.013010833387467668,0.00015475594025104447,0.0004355008816052299,734.009521484375,-32.30656433105469,0
63,0,0,-233.84530639648438,18.824125289916992,-749.4239106942291,108.48319097987266,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4402465820312,108.35062408447266,9.901867866516113,9.694878578186035,-749.4355613086462,108.38846775109592,-0.008782902538671327,-0.06939442158093831,-0.0018111609289724064,-0.01564975140421275,734.009521484375,-32.198211669921875,0
64,0,0,-233.84530639648438,18.824125289916992,-749.4452497916494,108.31124845381287,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.4822998046875,107.99706268310547,9.901925086975098,9.694916725158691,-749.4716735077772,108.0867530045353,-0.02639114907890865,-0.21970622791499322,-0.006269878910201341,-0.053772024057966106,734.009521484375,-31.894363403320312,0
65,0,0,-233.84530639648438,18.824125289916992,-749.5011995963112,107.84016076459132,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.575927734375,107.2098388671875,9.902289390563965,9.695181846618652,-749.5544944825685,107.38977948969666,-0.06452267419577722,-0.5436361965969945,-0.01526280393841561,-0.13025259206473522,734.009521484375,-31.192527770996094,0
66,0,0,-243.63906860351562,19.73694610595703,-749.6266485587336,106.78101699706731,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.5853271484375,107.11276245117188,9.902283668518066,9.695168495178223,-749.5971786172241,107.01805886906368,-0.06216735597624956,-0.5317015047334154,-0.010290120960723646,-0.09000008561340958,734.009521484375,-30.818382263183594,0
67,0,0,-243.63906860351562,19.73694610595703,-749.6644910336807,106.44135732152355,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.5896606445312,107.10694885253906,9.902247428894043,9.695137023925781,-749.6111228024034,106.91694255591894,-0.0405522087324872,-0.33642669599220587,-0.0012849242473268966,-0.009240235164183,734.009521484375,-30.716346740722656,0
68,0,0,-243.63906860351562,19.73694610595703,-749.6523174732596,106.57589574234464,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.7506713867188,105.85041809082031,9.903080940246582,9.695762634277344,-749.7224606981944,106.05752987897158,-0.08377107911052417,-0.6566036028664244,-0.013120699279591388,-0.09726483394077924,734.009521484375,-29.8499755859375,0
69,0,0,-253.5655975341797,20.549577713012695,-749.8127921269447,105.35229385913476,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.8798217773438,104.8801498413086,9.903575897216797,9.696133613586426,-749.8605957676997,105.01493913272361,-0.12547007222452988,-0.9562256775507927,-0.02118680009372572,-0.15455077925059707,734.009521484375,-28.798599243164062,0
70,0,0,-253.5655975341797,20.549577713012695,-749.9966592399711,103.98143806554752,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.9855346679688,104.07804107666016,9.903783798217773,9.6962890625,-749.9887254813146,104.05046271732247,-0.1419139117537904,-1.0693733915958585,-0.01984812952868867,-0.14282992054234794,734.009521484375,-27.825973510742188,0
71,0,0,-263.5738220214844,21.506925582885742,-750.1405634578329,102.90967436545544,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.9629516601562,104.27178192138672,9.903650283813477,9.696185111999512,-750.0138942468615,103.88293180173694,-0.08603700427576104,-0.6284163333525522,0.0015247110213665975,0.02243483503547747,734.009521484375,-27.656715393066406,0
72,0,0,-263.5738220214844,21.506925582885742,-750.0991688956266,103.26573288590214,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.950927734375,104.36517333984375,9.903742790222168,9.696257591247559,-749.9934466672393,104.0513060397567,-0.021309566097813384,-0.1347718570451878,0.019363228523282698,0.15583002719524439,734.009521484375,-27.826309204101562,0
73,0,0,-263.5738220214844,21.506925582885742,-750.0050746190753,103.99444919630912,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.9347534179688,104.47653198242188,9.903891563415527,9.696374893188477,-749.9549232443226,104.33890680221839,0.028035119931442958,0.22767400142342673,0.027825267182897552,0.21432103080993498,734.009521484375,-28.116378784179688,0
74,0,0,-273.63311767578125,22.575592041015625,-749.9129754907997,104.67374131904678,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.8704833984375,104.97579956054688,9.903885841369629,9.696374893188477,-749.8826710574093,104.88956841464929,0.07397692406477609,0.5714542725440777,0.032938507845075335,0.2509696465470263,734.009521484375,-28.671600341796875,0
75,0,0,-273.63311767578125,22.575592041015625,-749.792224879422,105.58650751046687,-750.9678955078125,123.24535369873047,-751.0588989257812,108.97089385986328,-749.5311279296875,107.61683654785156,9.902690887451172,9.695483207702637,-749.6060097221546,107.03725974660955,0.21823812415768784,1.6926258317984422,0.06435837576962067,0.4973149198510538,734.009521484375,-30.836532592773438,0
